O00142 Q8N4B1
Q8NEA5 O95716
Q13509 A6NHL2
Q99865 Q9Y5P4
Q5TGY1 Q5XKR9
O95396 P63313
P17612 Q5T447
P61626 O75558
A1L429 Q9Y5P6
Q9UGQ2 Q9NQP4
P01588 Q01968
P14770 P62873
Q86SG3 Q13202
Q9BPX7 Q14990
P10265 A8MU10
Q96M61 Q8IZD0
Q96K19 Q12797
P49918 Q9GZY0
Q9P1P5 Q86VW0
Q08ET2 A6NI86
A0A087WW87 O75955
Q52M75 Q99440
Q5VTQ0 Q6UW15
Q6KF10 Q8IUX8
O43435 Q86XI6
O14520 Q8WVF2
O75052 Q96N20
Q96BR6 B3EWF7
Q8N4B1 P83731
Q9NQ50 H3BV60
Q8TAK5 Q92769
Q9UKJ0 Q9BYV1
Q13492 Q9NZP2
O15539 P47883
Q8WXS4 Q9H3M9
Q16674 Q6XCG6
P01571 Q14684
Q5VZV4 Q8TCF1
P15169 Q02086
Q9Y6J3 Q8TAA3
Q8IYM1 P11686
P09681 Q13496
Q9BVP2 O15182
P0DP57 Q9NT99
Q107X0 Q6IN84
Q7Z2H8 Q8WW36
Q06187 P07315
Q10586 O95006
Q9H172 Q9BUG6
Q9Y2X8 Q9ULS6
L0R6Q1 Q9UHU1
Q9GZX3 Q86VD9
Q96T68 O75915
P28336 O15371
Q96TA2 Q499Z3
Q9GZZ6 Q13503
Q6NUI2 Q96QA5
Q7Z5J1 P78362
Q96T55 O95140
Q2M1V0 P34969
Q9HDB9 Q66K41
Q5T653 O43763
Q6ZV50 Q15024
Q16853 P13489
O43638 Q8NCV1
Q8TDX7 O43716
Q6IQ49 Q9UBQ5
Q9BR39 A6NJB7
P48507 Q9BYT1
Q8N3G9 Q6UX53
Q96IK1 Q5J8M3
Q29963 Q14390
Q9BXJ0 Q9NS18
Q99623 Q14011
P21730 Q15172
Q9H0B6 A6NHQ4
A0A075B6I4 Q99547
Q93086 Q8N6V4
I1YAP6 O14994
Q86UV6 P15151
Q8N1C3 Q9H9S0
P01848 A6NCE7
Q6UWL2 Q99788
O43914 Q3ZCU0
Q14390 Q8WZ69
Q9NX45 O00471
Q96AH8 B1ANH7
Q99538 P53701
Q3B7I2 Q9BUF5
P23378 A0A075B6K6
P53041 Q9P2Y5
P69892 P78560
Q9Y5R8 Q9C0H9
O60613 Q9Y294
Q9UKY7 Q9UK28
Q96C24 P0C5K7
Q86UB9 P00750
Q58FF3 Q96EU6
Q6ZVM7 Q8NE65
Q9NUS5 Q9Y4U1
Q5HYK7 O60869
Q8N556 Q96GD0
Q9BQA5 Q5TA45
Q7L4S7 Q96A04
P27815 Q8NH70
Q9H8N7 Q86Y07
Q9BSG0 Q9Y4K0
A6NHQ4 Q6PHR2
Q9UHW5 Q6ZUJ4
Q8N5N7 Q9C026
Q92800 Q7Z6K5
P62873 Q92743
P62834 Q86SS6
P29120 O43237
Q6UX39 A2RRL7
Q13426 Q6ZS52
P61088 Q8WYJ6
P02810 Q96H55
Q6WN34 Q6UXH8
Q9BW91 Q8IV35
Q9NY33 Q13277
Q14390 Q9NR61
O75674 Q15768
Q13361 Q15173
A5D8V6 Q9H165
A6NC05 Q3ZCT1
Q07973 Q15391
Q9GZU0 P01834
Q9BT17 Q99418
Q9BZI1 Q08AG5
Q9BV36 Q9BYV2
Q86VR7 Q2M2D7
P84090 Q9BRP1
P49862 P40937
P17980 A2NJV5
Q719I0 P50747
Q76KD6 Q6NUN0
Q6PJ61 Q8TBJ5
Q9Y6B2 Q9NRI5
Q02325 Q8WVX3
Q5QFB9 M0QZC1
P23582 Q9NRK6
Q15126 P30479
Q8N0X7 O95278
P50991 P51965
Q4G0U5 Q3B8N2
F8WCM5 P22033
Q8WW59 P51570
O60635 P50150
P51693 Q68D42
Q3LI76 Q14019
Q8N8E1 Q5BJE1
Q6P1K2 Q9H7R0
Q99062 Q8WW33
Q53FZ2 Q6ZYL4
Q9C056 Q9H9J2
Q8N7P1 Q8N983
Q9H341 P18124
P0DN24 Q9H3D4
P61812 Q14232
Q13670 Q96CS4
Q5VZT2 Q16678
Q9BQ04 Q9NS61
P50747 Q13261
O75367 P14406
Q13243 Q5T230
Q5VWX1 Q9Y5K3
Q8N8Q9 O15173
Q9GZV8 O60870
Q9UNG2 O15240
Q2KHT4 Q13867
P11229 Q05923
Q9H2C0 P38117
Q9BYJ4 Q9NP81
Q15653 Q92537
O15259 Q6ZVN8
A8MX19 O14920
Q8NGG1 Q9Y5P2
A8K554 P36959
Q99638 Q9H091
Q8N1A6 Q16617
Q71RC9 O00463
Q6NSX1 Q96C24
P61566 P26715
Q99536 Q96A05
P04733 Q96AX1
Q2KHT4 Q9P0L9
Q6IF99 Q9NP86
Q5T4B2 B3EWF7
O14964 Q8NEX5
O95196 Q86UE4
Q9C0B5 P0DML2
Q92583 Q8NA77
O43255 Q92551
Q8NGS8 O95297
Q14236 Q99460
O15269 Q495A1
Q15334 A0A075B6S4
O60711 P15621
Q9BSQ5 Q75NE6
Q6ZR03 Q02325
Q8NBB4 P57764
Q96M93 Q96K17
P00395 A8MWA6
P31639 O75888
P36543 Q9BRP8
O60939 Q5T1A1
A4D2H0 P0C0S5
O76062 O14610
O43318 Q9Y478
Q86SS6 Q96AT1
P16519 P10826
Q9NRC9 Q8NHY2
Q86SJ6 P02775
P23760 A0AV02
Q96R09 O94880
O95677 Q86Y07
Q969F8 Q8WTW4
Q96A49 Q9H819
Q8WVM0 Q9UIK5
Q9UGM6 O43196
Q9UGQ3 P0CF51
P10606 O95972
Q9H9S4 P16260
Q99735 Q6ZSC3
Q6ZMS7 Q9UKD1
Q96GC5 Q96S07
Q13546 P01258
Q8IZJ1 Q96M15
Q15274 Q86YB8
Q9BSW2 P02654
A8MZH6 P05015
P18847 Q9Y2T7
P0C617 Q8IX94
Q9BTV6 P10828
Q13207 O75800
Q9UBW8 Q86VD7
P63136 Q494R4
Q86TL0 Q8NGE1
P62854 Q8NG57
Q8N2K1 Q8NHR7
M5A8F1 A2RU49
P0DMB2 Q13474
Q9BV79 Q92913
P48304 Q8N9R8
O43908 Q53GT1
Q16651 Q8WWF3
Q8N328 P15151
P0CW19 Q92871
Q6A163 P63121
Q8IWF9 P08631
Q8N138 P20807
Q9NRW1 Q96P50
Q12829 Q9BXR0
P0DN24 P0C6T2
Q6DN03 Q9BU76
Q8N743 P08247
Q5TEZ4 Q8N895
E9PQX1 O14772
Q6ZVH7 Q8NEW7
Q6PH85 P47992
Q02153 A7E2S9
Q4ZIN3 Q6UN15
Q96A59 B4DS77
P41217 Q9UJV9
Q96BZ4 Q6ZNH5
Q4KMP7 P07307
P13688 O15105
Q3KNV8 Q14151
Q8N323 Q6VN20
Q9NY35 A6NFY7
Q9Y4W6 P61353
Q8N4C7 Q53QV2
P30508 Q9NUD5
Q12981 O75112
Q16587 Q969J3
P35030 Q13491
Q9NPH3 P55895
Q8NGG5 A2RU49
Q8IVY1 P03372
Q96LB8 O43719
Q01581 P60608
Q96T75 O14598
Q9HB21 Q9Y6A4
Q2TAK8 B9A064
Q9H2A2 O95866
Q8IVQ6 Q8TC36
Q9P0M4 O00429
O95747 Q5T7R7
P26441 Q06455
P13667 P67936
Q9H875 P42830
Q9NQ39 Q9H3S5
O60779 Q9NX46
Q9HAI6 Q9Y4W2
Q5I0X4 P61077
Q9Y4K0 Q9BSG0
Q92783 P21980
Q9BZA0 O43318
Q16280 Q8NC26
Q9NZN8 O75312
Q96JP0 O43680
Q13496 Q8NDZ6
Q9P2W1 P61758
P27815 Q86TS9
O97980 Q9Y2Q1
P51815 P69892
Q9Y2B5 Q8N127
P12319 P01733
Q8IZU0 P13805
O75478 A8MXK1
Q8TCE9 Q15776
Q969N2 Q96QS6
Q8IWF7 Q9GZP8
O95848 O00231
Q7Z2R9 Q9HD42
Q9Y5P1 Q86V21
Q8N2H3 Q9H4G1
Q8N813 Q9GZW5
Q99616 P27930
P51522 Q8TBB5
Q96A54 Q9UIX4
Q8NI17 Q5MJ08
Q8IWT1 Q5TG53
Q9NX45 Q6JVE5
Q9GZT5 Q9NR12
Q52LJ0 Q8NEC7
P49903 Q96M20
Q86UD0 P43362
Q9UGJ1 A4D1E9
Q5JXM2 A8MWS1
Q9Y5V0 Q8WUP2
Q8NGH7 Q8N5S1
Q9BVC6 Q8WZA1
Q8NBJ4 P56556
Q96D15 Q9NRM2
Q9BQD7 Q99832
P32970 Q969G9
P01730 Q9HAY2
Q86XK3 Q9UBC2
P0C843 Q13070
Q9H2A9 Q06210
Q9BZM1 Q9BSF0
Q6FIF0 Q8WYJ6
P05120 Q8TCT7
Q969E3 Q8NGD2
Q8TAS1 Q86WP2
O00358 B7Z6K7
Q7Z6J2 Q86UD1
Q96F83 O43805
O95677 P17900
Q8WUQ7 Q9NRR8
P01589 Q9NXN4
A0A087WVF3 Q9NS84
P31358 Q9UID6
A0A0B4J2A2 Q5VTD9
Q9BQE6 Q9NQ88
Q569G3 O94811
Q8TAK6 P0CJ75
P50549 O75056
P23193 Q9HBX9
A6NIU2 Q9NSI5
Q6ZRR9 Q86U44
P23025 Q9BQW3
P42892 Q15170
Q96EC8 Q00978
Q8TE02 P49961
Q8WXF8 Q8NCW0
P22760 P01619
P07195 Q8NA66
Q6H3X3 Q0VAA2
Q16769 Q13237
O43791 Q9P2J8
Q9NY43 O60636
Q96BM0 Q9BW71
P83111 Q96A72
Q9BQ49 P32322
Q96IL0 Q5I0X7
Q8N8F7 Q8NFK1
Q9BSM1 Q6ZNW5
P28908 P03886
Q59EK9 Q6UXV1
Q9Y2X9 P30039
Q96L12 P06870
Q14012 Q8NGY3
Q96S95 Q9UIK5
Q14CZ8 Q8IXL9
Q5T1J6 P28069
A8MWP6 Q14139
Q96P26 Q5SZB4
Q02928 Q7Z5Y6
A6NJY4 P37268
Q9UBU3 Q7L2Z9
A0A0A0MT89 Q04118
Q9NVP4 Q8N1X5
Q8NAS9 Q12981
Q9UKU7 B2RBV5
Q5GH73 Q9H6Y7
O95295 Q7Z388
P10966 P01589
Q7Z3B1 Q8N126
Q8TAA9 Q8NEJ0
Q8IVS8 Q99853
A6NHG9 O75340
Q96AB6 Q15822
Q14956 Q96EY8
Q14264 Q96HE8
P10599 Q9HCJ1
Q9BVC6 Q32NC0
Q96SN7 Q8NDZ4
Q9H6J7 O15243
Q7Z7E8 Q9UC06
Q5JSP0 Q9Y6I4
Q96K58 Q8NGJ5
Q9H857 P03999
Q9Y6F1 Q6ZMB0
Q9BSD7 Q5VZR2
Q9ULP9 B4DS77
Q8IZF3 Q86Y97
Q9UJM8 Q9HBY0
P62952 O94889
Q0ZLH3 Q9Y672
Q16655 Q4U2R8
P52799 Q99676
Q9UMY1 P01782
Q00973 P14679
Q5T3Y7 P78367
Q92783 Q6NXT1
Q12934 A0A087WSZ0
P06702 Q9H845
Q3YBM2 A0A1B0GVG4
Q15771 Q96A04
A6PVY3 Q6DCA0
Q6EBC2 Q9Y5G4
Q2TAL6 Q9UNZ2
P83859 Q9NP99
Q9BRP9 Q12983
P0DJ07 Q8NHA8
Q9NPR9 Q9BYQ0
Q5JT82 Q7Z7D3
O15432 Q00613
Q96T60 Q9Y6N9
Q6ZMV7 Q9BRP1
Q5VUJ9 A6NKL6
Q9UBE0 Q8IYU8
Q8N141 Q8NH73
Q9BPV8 Q96JF0
Q8N0U4 Q8TCT0
Q9Y2C4 P01743
Q9BVL4 Q13867
Q8TAM6 O14793
P01112 Q9UMX1
Q8TDD5 Q13637
Q9UJ14 O60938
Q96HY6 A5LHX3
Q9GZP7 Q969I6
Q14D04 E5RIL1
Q8IWA5 Q96BF3
P03971 Q5TA82
P11801 Q06250
Q9H0C5 P15374
A0A0C4DH34 P19532
Q8IU53 P46109
Q8NFH5 Q9Y2J4
Q14584 Q96EQ8
O95361 P63272
Q0D2K3 Q96Q11
Q9BRQ0 P48052
P63126 Q93099
Q9P0P8 Q0P641
P24539 Q86XK2
Q5XXA6 Q3B7S5
P15090 B2RXF5
P38117 Q9H2C0
Q9GZN1 P78508
Q96G21 P01127
P58004 P30203
Q8N9W7 Q30KP8
P33992 Q13790
Q71RC9 Q9H1E5
Q96RD9 Q5XKR9
Q9BWT6 Q9HAS0
A0A0B4J1V6 Q8IVW4
P52907 Q8N1Y9
Q9P278 P20671
P61769 Q8N386
Q01534 Q96GY3
Q96DF8 P29536
Q9NXD2 O14950
Q6UX52 P27930
Q8N8Q3 Q9BRT8
Q6NXE6 P08686
P78417 Q9UBQ6
P29401 Q6Y1H2
P62699 Q15562
Q9BQE6 Q8NBC4
Q9BX68 P59020
Q96PN8 Q155Q3
Q8N111 Q13472
Q96IZ2 Q5VIR6
Q9NP64 Q9UM19
Q15056 P08254
A0A1B0GTK5 Q9H3N8
Q6UXS9 P17542
O95136 Q86WK7
Q8NBF6 Q9UQ72
P42166 Q9Y6J8
P59666 Q16609
P46695 Q6NXS1
Q9NRX5 Q8NA31
P51959 Q5BVD1
P04899 P59826
Q8NGL2 Q96NR3
Q9Y6R0 Q99961
P63146 Q8N130
P02655 P49326
A0A0C4DH68 Q16553
Q00987 Q9UGY1
O43639 Q9UHF3
Q8WVQ1 Q8IUY3
O95707 P04198
Q9NZK7 A8MT65
Q8NH04 Q8NHW6
Q8N910 Q9UDW1
P61571 Q8IX05
P20774 Q9ULP9
O95926 Q0D2K0
Q9UHT4 Q8IYA7
P14222 Q8N816
Q9NV58 P62081
O00482 O43167
P14550 P21399
Q9Y6E2 P12532
P20396 Q96SU4
Q01726 Q8N1V8
Q14CN2 P12980
Q15345 A8MWP4
Q96N35 Q9NXX6
P17643 Q9P0P8
O60359 P26010
Q9UH73 O43175
A8MX76 Q8N9N5
P31995 P56589
Q14320 Q8IZ96
P34995 Q8NGS6
Q9UBL9 Q5JU69
Q96EY8 P05187
P08949 Q0D2K0
Q02223 Q92985
Q7RTU1 Q9Y2D2
P13727 P79522
P55285 P62491
Q9Y243 Q8N6V4
Q9H6K4 P98194
Q9NUN5 Q9Y694
Q9NQ88 A6XGL0
P07737 O14965
Q86T23 P0C7T7
B2RUY7 P30487
Q9P2B7 Q9NP72
Q9NR20 P18887
Q8TCX1 O14965
P0DMB1 P05129
P08236 O14921
Q8TD10 Q9NY56
Q8N300 Q96IK0
Q29718 Q6ZVE7
Q504Y3 Q9Y5Q3
Q9BVC4 P59990
Q5JRC9 Q13825
Q6L8H2 Q96IT1
P0DN82 Q6NXT4
Q13822 Q9HD15
P0DPB6 P07902
Q9BX73 Q9NPQ8
Q96ST8 Q96KT7
Q8NFW9 Q6ZMB0
Q6UXN8 Q9UK32
Q86XN6 Q6NZI2
Q99519 O43435
Q15543 Q96GK7
P0C025 P03372
Q8NGY2 Q9NS68
Q9UF72 Q5JTJ3
Q13520 Q6MZM9
Q8NB42 Q8NA72
P0DPB6 Q92734
Q9UGI8 Q9H0V1
Q96T21 Q9H1P6
Q5XKE5 O14979
Q03395 P0DP01
Q9H4A5 F5H284
A8MV72 Q96R84
O94804 P56181
P49841 Q9UG56
P13349 Q0WX57
P0C7P2 O60239
P07305 O43570
Q6ZS86 Q3YBR2
Q86T23 Q9NUY8
P53673 P63244
Q9HBM0 P48507
Q86W50 Q8NGZ3
Q9H161 P0CE67
O94892 O95859
Q9NZV6 A8MQ11
Q8WVM0 P46952
Q9NYN1 P51452
Q5JW98 Q96MY7
Q9HBY0 Q14994
Q9HAE3 Q8TAX0
Q8NCJ5 Q92506
Q96L14 P50148
Q15118 Q96B18
P04433 O14949
A0PJX0 O43772
Q5FYA8 Q9H244
Q9UI43 O75344
Q6ZWI9 Q9TQE0
P16473 O43508
O95249 Q3C1V8
Q8N0Y7 Q2WGJ8
P35241 Q8IW92
Q9NRR6 P29017
O95237 P11766
Q6NVV1 O00287
P14091 Q14123
Q8NHC7 Q10586
Q9UL63 Q9UBC1
O60262 P32121
Q8N7U7 P22612
Q8TCB0 H3BQW9
P54886 O75607
Q8NGX0 Q8N456
P30038 Q3MIV0
Q6GMR7 Q96MG2
P63124 Q9GZN6
P10632 P62945
Q9NQ33 A6NLU5
P0CB47 P01040
Q6ZV70 P08861
Q9Y6X3 Q9BPZ3
Q5SXH7 P49821
P78380 P15153
Q8NH72 E5RG02
Q99469 Q8N434
Q9NVW2 O00744
Q8N1X5 Q9NVP4
Q96D59 Q5XKP0
Q9UQF2 Q9Y4M8
Q68CK6 P35638
Q96DX7 Q8WXF8
P03372 Q14249
Q5T0B9 Q8N118
P30510 Q92629
Q9Y6M1 P51854
P0C221 Q4KMZ8
O60331 Q8WXT5
P23219 P41221
Q5JWF2 Q96T91
Q9HD64 P02144
Q96NZ8 O14657
P11233 Q96SI1
Q9NQ29 Q71U36
P06858 Q13287
Q30154 Q8IWY8
Q6NUN0 P21583
Q8N4S7 Q8N6C8
Q96DA0 P29803
Q3LI61 P30279
A0A0C4DH32 Q6MZP7
Q9HAE3 Q6PJF5
Q6UX27 Q8N1K5
Q96M78 Q9Y5I4
Q6P597 A0A087WX78
Q8N9T2 Q7RTZ1
O15342 Q9H3U7
Q9BS18 P09455
O60235 Q9Y2Z0
Q16617 P00352
Q9C075 Q9NTM9
Q15796 Q9HB21
Q14761 Q9Y303
Q9UKT9 P01700
O14842 Q9P286
P0CAP2 C9JRZ8
A6NLU0 A6NKF1
Q9NZL6 Q9BQ04
Q16513 Q9Y5R8
O15091 P34903
Q14585 Q9Y228
A4D1Z8 Q00535
A2A3L6 O60676
Q96FW1 Q9P0L0
Q562R1 Q96T75
P82673 O94880
Q9H4E5 P20963
Q9P1D8 Q8NGW6
Q15329 A0A075B6K5
O43290 Q9BY67
Q5T1J5 Q9P2J3
O00567 Q9BRK5
A0A075B6I1 Q9BYQ8
Q7Z7J9 Q6ZPD8
P01571 O14901
Q9C0K7 O95376
Q30KQ6 P63127
Q9P016 Q5W0N0
Q8WUN7 Q15532
E7ETH6 Q9UH65
Q03014 P19086
A8MTL3 Q8NDV1
Q96JP5 P42330
Q6XQN6 Q7Z5H4
P0C5K6 P21912
O15482 P01574
P14415 Q96N28
Q8IX06 P0DOX5
O43281 P0CJ75
Q9NZM6 Q8WXH5
P53779 Q9BXK5
Q8WY50 Q9BT09
Q9UBC9 Q16526
P50440 Q5JXA9
Q5VX71 Q92930
O95872 Q9BTA9
P46060 O95278
Q86X55 Q6NUJ1
Q96EE4 Q12846
O95455 P51955
Q96MW5 Q9P0T7
Q8WYK0 P02008
P67812 Q8ND07
O75152 Q969T4
P0C7V4 P78362
Q9BZ98 Q9P0M9
Q6NXR0 P55087
Q56VL3 Q92974
Q9H0I3 P04632
Q05D60 A0A0C4DH69
A6ZKI3 O94888
Q96KW2 Q9UKR5
Q16661 P04179
Q96N64 Q9NS25
P35789 P84022
P49189 Q6UXY1
Q8N257 A0A087WTH1
Q8IY42 Q92903
Q9Y6K1 P05976
Q7L8A9 Q96K49
Q96DD7 P63252
Q9Y5K1 Q8N126
Q86UF1 Q13371
P13929 Q9UGI0
Q9Y5K6 Q9BQ95
Q71UM5 O94808
Q9UHQ7 Q9BXI9
Q7L0X2 Q8IWZ4
Q68D42 P51693
Q16401 Q96FX2
Q8NCF0 Q8IWU4
Q8IZS5 Q9Y6J9
Q5MIZ7 Q5JRS4
Q86WW8 Q1W4C9
Q8NGG2 P54274
Q9BX93 Q9BVN2
P06727 P17677
P00740 P63215
P18440 Q9Y4C2
Q9BYV7 O15514
Q969N4 Q15389
O15144 O75293
Q4V9L6 Q2MJR0
Q6XQN6 Q8NFL0
Q32M45 Q71UI9
Q8NEP3 Q86VX2
Q9NR30 Q96QK8
Q8TCY0 P82664
Q8N6N2 Q8TCT9
Q15629 A6NF83
Q16890 Q9H222
Q92802 Q9Y5Q0
Q8NFF2 Q96CS2
Q9HC57 P37088
O43657 A0A087WXS9
Q9H239 P22888
Q9Y5S1 Q6NZ36
Q96Q77 Q15195
Q86YB8 Q9BVK6
B5MCN3 Q9NWS0
P34820 Q15762
Q9Y2Z0 O60235
P07910 Q4VXF1
Q08380 Q9NZ32
Q8IW19 Q6ZT89
P62140 P01344
A6NJ46 Q08380
Q6ICC9 P0C7X0
P17081 P25089
Q9P016 Q8NH74
Q96BZ8 O95047
Q9NRQ2 Q6ZUT6
O75030 P0C7Q6
Q8IY33 Q9UJC5
Q9UBX1 Q96P53
Q92995 P63172
Q14392 O14960
P14927 P35789
P62851 P16066
P78552 P50897
Q9UBC9 Q8NHV9
Q8WY41 P62195
Q8NHG7 Q6UX07
P15976 Q02985
Q8NA31 Q9NVK5
Q9UHC3 Q9UKH3
Q13425 P84098
Q9UKT6 Q9HBM1
Q6NZ67 Q9H293
Q86WX3 P01699
P78348 Q9P1U1
Q8IZC4 P20265
O75078 Q9HCN4
P53805 Q9BQ49
P51857 Q9UL52
P10966 P36776
Q5JTW2 Q96S37
Q9UM21 Q9BT43
P07451 Q9P1U1
Q96BH3 Q8TB73
P49326 O14763
Q99816 Q969E3
P18428 Q9H4T2
O75208 Q68DY9
Q86UY6 Q8NG92
P78364 Q9GZL8
Q15063 Q9H3H9
Q96M60 Q6AW86
Q7Z3Z0 Q96TA0
Q7Z7K2 Q8NGP9
P35558 P57086
P50895 Q96JA3
P57789 P02741
Q9P0J0 P51955
O95352 Q16880
E9PQX1 P07098
Q7Z2T5 O14548
A6NKF1 Q53H54
P19237 Q9NUJ1
P24863 Q96CK0
Q7Z7F7 A8MXE2
Q8TC90 Q99502
A0PJX0 Q9Y2U9
O75431 O94804
Q9NZP2 Q13492
Q96F63 P23760
Q7Z4B0 Q9Y6K0
Q6ZUS6 Q86SE8
P41968 P43699
Q8TB37 Q02539
Q8NH09 Q9UM82
Q8N628 Q9BYD5
Q9HC96 P18031
Q580R0 Q8TC92
Q9H0X4 Q8NBI6
Q96AQ2 P27448
Q9HBI5 P08048
Q9Y2Q9 Q9BXL8
Q8IYI0 P52735
P43308 Q5T0D9
P07205 P27169
Q9BQ89 Q5T7N8
Q8N9W8 P08047
Q9UJT0 P61964
Q53SZ7 A0A0A0MRZ7
P06401 Q8N2A0
A6NEL2 Q5MAI5
P20800 P35241
Q4VXF1 Q96AY2
Q8N0Z2 O95231
O75084 Q01628
Q9BRP4 P43116
Q7Z713 Q6VAB6
Q9HD33 P49848
Q3LI67 Q9UHQ9
Q96LL3 P04279
P16333 Q96AQ7
Q9NRD5 P01593
Q00169 O00716
P0DO97 Q9BV47
Q9BYD9 Q7Z4G1
Q6NUJ2 Q6ZR52
P17483 G9CGD6
Q96I51 P60606
P04070 Q9NP78
P52739 Q9H061
P81133 Q1W209
Q12870 Q8NGL9
H7C241 O43414
P48047 A0PJX8
P68543 Q9H7Y0
Q16394 Q8N8P7
P33552 P02671
Q8N4F7 Q13506
Q99453 Q9H841
A2RU30 Q86Y39
A0A0B4J1X5 A6NL99
P20933 Q6UWH6
O76050 Q9NS28
O00110 Q13046
P51572 P37058
D3W0D1 Q86X60
O60830 Q13637
Q6IEE8 Q9BQ65
Q86WK7 Q16630
O95140 Q96T55
P19429 Q03154
O75478 P11172
Q96IT1 Q9UM19
Q8IUC2 Q9H0D6
A6NJG2 Q9BYI3
A6NM36 P25791
A6NGH8 Q92561
Q5FVE4 P62987
P63027 O60911
Q9BUL8 Q5KU26
Q5VTD9 P29120
O95416 P18545
P06280 A6NE21
P01854 Q9H8U3
O75553 Q6UX39
A8MUL3 O75063
Q9Y651 P43631
Q2VWA4 P78317
O43559 Q9NRG1
Q9NZJ9 Q9BYR9
Q9BYR5 P18405
Q9HAT0 P02511
Q12894 O95671
Q02575 Q9UN81
Q8NGQ6 Q9ULY5
A6NJB7 Q16557
Q8N539 P29279
Q6ZSA7 Q5EBM4
Q9BZD7 Q9H6B1
Q8IW92 P35241
Q9Y5E1 Q6B9Z1
O00559 Q9Y5V0
Q99961 O60493
P46199 P56597
P84022 Q9H000
Q6J9G0 P59646
Q96IW7 A4QPB2
Q96LR7 Q9NZJ7
Q969L2 O00631
Q01130 Q8NC54
P0DJD3 Q9HAS0
Q96EF9 A6NNS2
Q9C098 A0A0C5B5G6
Q8NEX5 A6NE02
P69891 O60814
Q5T8I9 Q9H427
Q7Z3K6 Q8N1H7
Q9UQF0 Q9BPY3
Q86VY4 P55061
A0A075B6K0 P62979
Q0VAK6 Q8WUG5
Q13064 Q3SY17
G3V211 Q7Z7C7
Q9Y2H8 Q8NCU1
P36941 Q86U10
P62841 Q9Y4K0
Q07869 O75023
Q96FT9 O15519
Q8TBP6 Q96LT9
O75380 Q9NR96
P02749 Q86XT4
Q9H4M3 Q96DE0
P0CJ85 O00124
Q3C1V9 Q8WW12
Q9UKX7 Q9Y6Z7
Q9NXG2 Q5I7T1
P0C7N5 Q6Q6R5
P08697 P41247
A6NCS6 Q9BYR9
Q8NEL0 Q9Y4W6
Q92506 Q8NCJ5
P10155 Q8ND94
P01880 Q8NGS2
Q6PKH6 Q8TD17
P01589 P48775
Q494X1 Q9BZW8
P55103 Q9UHJ6
P36269 P0DMP2
A8MXT2 Q9H6X4
Q14392 P35813
Q6PIF2 P50750
Q8NHC4 P54274
Q9BRQ3 Q6NW29
Q71U36 Q9NQ29
Q5T5F5 Q13347
Q9Y5Q0 Q8IXW0
Q05932 Q8N729
Q8WXQ3 Q6UW32
Q6EEV6 Q9HAP2
O14681 P51582
Q9Y226 P40123
Q96RI8 Q5VWJ9
P78424 Q8WTZ3
Q96H35 P0DML3
Q6P087 Q92633
Q15102 Q9NQT5
Q9H0U3 Q9BUL8
P29992 Q13835
A6NGB0 P11940
Q8N2Z9 Q96KF7
P21757 P68104
Q8N7Y1 Q9Y651
P53609 P36941
P40879 Q6UY11
P49639 Q29836
Q8IYP9 Q9Y3M2
Q99572 Q9UGB4
Q5TAB7 Q86XS5
Q7Z418 Q09FC8
Q8N5J2 Q8IU89
Q10587 A5D8T8
Q8NCF5 Q4AE62
Q902F9 Q8WUX2
Q9HCH5 Q969W3
Q6P161 Q9ULX3
Q7LGA3 Q9NVR2
Q9BVQ7 Q53F39
O00421 Q86Y91
Q9Y508 C9J202
Q7Z7K6 P51513
O00222 O43402
Q7Z465 P57738
Q31610 Q0GE19
Q6ZV65 Q58FF6
P42773 A0A075B6K4
Q9UGL9 Q9BVC5
Q969S9 Q9HB40
Q96AZ6 A6NHM9
Q8N9H6 Q8NEP9
Q8WXA2 A0A1B0GUU1
P25092 Q96IX9
P30487 B2RUY7
Q0VDE8 Q6P7N7
O15503 Q9UM19
P09683 Q9Y6X4
Q16719 Q06141
Q9Y6C9 A6NKF7
Q9UGJ0 P31751
Q8TAA5 Q9H0M5
Q13361 Q6ZMD2
P00367 Q58A44
P09912 O00764
Q14353 Q6PEX7
P27348 Q9NS68
P17152 Q8N2H4
Q9NP98 Q9Y5G2
Q9NS56 Q9BV97
Q9BRV8 O95620
Q96KS9 Q9UJU2
O15530 Q496A3
Q13765 Q9NPJ6
O96004 Q96II8
Q8N6K7 Q9Y6C9
Q15052 Q1ZZU3
Q8N1I8 P04049
P10635 P17643
Q13478 Q7Z5J1
P53611 P10415
Q6NVV1 Q9HCJ2
Q96DL1 Q8N807
Q9P015 Q96EH8
P0C864 P0CZ25
Q9BXB1 Q3C1V8
Q9NY84 Q8WU68
O14730 Q9UBC7
P54219 Q9BQD1
P61296 Q9UHM6
Q8IWB7 Q9UKU7
Q9Y2F9 O00479
Q4G0G2 Q9Y5E7
P04406 Q13536
O43677 E7EW31
Q9BUR5 Q9H3P7
Q03013 P61457
Q9NX31 O75473
Q3LI76 Q5FYA8
Q9NSP4 Q15038
Q9Y394 Q9UK22
Q9NXS2 O14817
Q99679 Q9UHF5
Q9BRS2 P20827
P0DMP2 A6PVL3
Q4KMZ1 Q53ET0
A6ND48 Q8WXW3
O43918 Q9HBV2
Q8NGJ9 Q5H913
Q86TP1 Q6NT76
Q86WB0 Q9NSI5
