Q96EZ8 Q9H1A7
Q96K21 P55774
Q9NRH3 Q86XE5
P17275 Q9Y697
Q8N8G6 Q7L1V2
Q8N6S5 Q96GI7
P06734 O75382
Q96B33 P20718
Q5NUL3 P22888
Q6DKI7 Q9BY11
Q5VVX9 P48426
P0C854 O75843
O75200 P31415
Q6UX15 Q9NRI6
Q86TI4 P05090
P62913 Q96MF7
Q96Q35 Q96FF9
Q969M1 Q01113
Q9NRW4 P0C7V6
Q92947 A0A1B0GTR4
O75348 P0CG38
Q9NQE7 Q86WR0
Q5W186 Q68G75
Q9BQQ3 P51582
Q7Z4G4 P04234
P35414 Q6ICG8
Q8NAT1 Q8NGX5
P47974 P43308
P15036 Q8N8C0
Q8TAG9 Q8IY26
Q5TA45 Q9ULX5
Q9Y5F3 O14931
Q8IXB3 O43916
P32249 Q9BQ49
Q8IZN7 O15539
Q99935 O75170
Q9Y616 Q03936
Q86UY6 Q99680
A6NKN8 Q93075
P80294 Q3SYF9
Q9BXJ8 Q9NY99
Q9NUK0 Q8WTX9
Q9UM07 P41597
O14718 Q8TCA0
P17693 Q8IZU0
P29728 Q6UWU4
P60606 Q96HB5
P20933 Q9UL46
Q5SQI0 Q9ULI2
P18825 Q5T749
Q9BRX5 Q9BRL7
Q9HAH7 Q8N468
Q01780 Q9Y2Y9
Q8N8R7 P0DN80
P43628 Q5TEZ4
Q14494 O75190
O60431 Q13562
O43837 Q96A84
Q9UDX5 Q96GX8
Q69YW2 Q14240
Q6EBC2 Q8N3C7
Q14532 Q6GTS8
Q05315 Q07866
Q9P206 A6NHG4
Q86T90 P50914
P20827 O95214
Q4LEZ3 Q7LBE3
Q07002 O14950
Q6ZYL4 Q53FZ2
Q13610 P57768
Q9UHY8 P01236
Q9H098 P20823
Q7RTU5 Q8WUP2
Q8IZS6 Q8NGJ3
Q99807 Q86VZ6
Q8TAP8 O15355
Q96FN9 Q8NFY4
Q7RTT4 Q9BQI6
P54284 Q9BTD3
P82673 P05937
Q96KF7 Q8N2Z9
Q8TAC2 Q8NFU5
Q86W33 P51571
O43173 P11912
Q8TAL5 P0DP72
Q6PEW1 Q6P996
P51671 Q6PCB8
Q8NG97 Q14117
P26440 Q8N9M5
Q9NY84 P04085
Q13449 O43278
Q8NEY3 Q8TCW9
Q7Z7N9 P13945
Q3ZCT8 Q69YZ2
Q9BSB4 Q9BZX4
Q8WUT4 Q8WXF5
Q9NX57 P25713
P58062 Q8TEL6
Q8TAP9 O75469
Q9GZV3 P01860
Q96FF7 Q5QP82
Q8IWY8 Q8IV16
O43374 P49789
Q96AA8 Q04743
Q9NS26 Q9H841
Q96Q83 P55061
Q8NEH6 Q96T49
O75251 A8MVZ5
Q86Y82 Q9H8M7
Q9P299 Q9H1B4
O43623 Q9HD15
Q86VV4 Q8NCY6
Q969E2 A0A075B6J9
Q9H6F5 Q9H840
Q6P1K1 Q68DC2
P30459 P62306
Q8WUY9 Q9UI95
P47224 O60551
Q13643 Q96NS1
P05546 O60507
Q86YS3 Q9BTV4
Q969H8 Q05923
P32969 P30504
P07951 Q6ZN32
Q8WW24 Q6U736
O95164 Q5VXJ0
Q9H1B4 Q6P1L6
Q9NYF5 Q99944
Q96PX1 Q9BXS1
O95456 Q16676
Q96LI6 Q5JS37
Q01718 Q92876
Q9NP70 Q6PF06
Q15617 O94766
Q3LI77 Q8N4X5
P81133 Q8N8E1
O75529 Q3LI77
Q9Y247 Q8TC21
Q8NAT2 P22749
Q9BYD2 P35030
Q96LT9 Q8NC42
Q99731 Q9Y5P8
P17023 Q96H22
Q8N0U4 Q9BSY4
Q5SSQ6 Q5I0X7
Q5I0X4 Q969T9
Q6ZWK6 Q16635
Q9P0R6 Q8WXF7
O14974 Q96CP2
Q969W0 O75558
Q96K49 Q8TE77
Q9UIJ7 Q9H1J5
Q99732 Q6ZRY4
Q6UX82 Q8WTT0
Q9UHM6 Q9BXL8
P29353 P55316
Q9BSJ5 P61966
Q96BI3 Q96CF2
Q9NVX2 Q8TBX8
Q9NR90 Q8NHW6
O14662 A6NK44
P62333 O43930
O14640 P14415
Q5I0G3 A6NHQ2
Q5SRE7 Q6VUC0
O95793 O14627
Q86VK4 Q14249
Q96IK1 Q6PEY0
Q9H7X0 P00387
Q8N9N8 P49763
Q8N434 Q9H223
Q71RG4 O71037
Q8NEL0 Q6PB30
P35908 Q9H293
Q13606 O15033
P35236 Q9NQS3
O75351 Q9UNX3
P61576 Q9NNZ3
O14512 P0C7U1
Q9H944 P25024
A8MWA6 P00395
Q7L5Y1 Q96PZ2
O95050 Q8TDN6
Q16637 Q96MT4
Q6IF99 P01574
P30464 A0A1B0GUV7
O15551 O95274
Q14653 Q9BRR3
A8MTJ6 Q8TEB7
Q4G148 Q7LGA3
Q9UJH8 Q8IV56
A6NLW8 Q13610
Q02386 O14775
Q9UHL4 P03973
Q9BY14 P00973
Q9H633 Q9UHL4
O00214 Q30134
Q9H425 Q8NCK3
A6NGU5 Q8NGA2
Q01534 Q5EG05
Q14002 Q9Y2T7
Q15742 Q15929
Q9Y6K0 O94788
Q8NGI6 Q5VZ52
Q9H1M4 Q8NH67
Q08431 Q9NYQ3
Q8TCD1 Q7Z7M8
P55347 Q9H3C7
Q96A44 P08908
Q7Z444 Q14106
Q8IVK1 Q96GE5
P32243 Q9NXJ5
P59542 Q9Y399
Q5MJ07 P01375
P08620 Q9BXU9
Q9UNF0 P51671
Q86UX7 P23490
P01705 Q6FI81
Q8NH01 Q6N075
Q96MF0 A0A0G2JMD5
O75787 Q6T311
Q92186 P78381
Q12926 Q5XKR9
P05112 Q8WTT0
Q13685 Q9BQ51
Q99909 Q9P299
Q16322 Q9UC06
Q96LS8 Q8NBM8
Q8N680 Q6UWZ7
Q86YW5 Q86YR5
Q9UNZ5 Q9H6R7
P48039 O94880
Q9UKD1 O14562
Q92847 Q58FF6
Q86U44 P30481
Q96CW9 P51617
O14832 P21953
P43359 P0DI82
Q9BZX4 Q5SRH9
Q9NPC7 Q96P71
Q504T8 P17041
Q9BT76 Q9P2T0
Q9GZN1 Q09FC8
P59535 O14972
Q902F9 Q96B70
O94763 O43915
P06028 Q9BQI9
Q96LB8 P62879
P06744 Q9BVK8
Q15311 Q9BY67
Q5YKI7 Q969Q1
P60153 P01350
Q7Z4K8 Q9BZX2
Q5T1C6 Q9BYR2
O00221 Q8N6T0
O60330 P84090
Q8NHH9 Q8N4C0
P28161 Q96MU6
P10966 Q9NYJ1
Q9C0B0 P05000
Q9Y548 Q9H6R3
Q8TF20 Q9BZM2
Q5VV16 O95948
P05198 Q53GQ0
P63252 O60262
P0C866 P07099
O75711 A6NGN4
Q5T292 O95096
A0A0C4DH69 O75410
P17032 Q9H609
Q6ZS62 O14910
Q9NQ29 Q9H2S6
Q6ZRZ4 P32242
Q9NPB3 P20132
A6NDE4 P52655
Q8TAU0 Q14542
A6NGY3 O43474
P14653 Q8NBF6
Q9Y330 Q9UDV6
Q9H6I2 A8MXZ1
Q15759 P51153
Q6ZUK4 Q8NGW1
P16471 O94921
P12314 P14920
Q9HCJ2 O15504
Q1MX18 Q8TBN0
Q9Y619 Q13061
A6NGU5 Q9BXS6
Q969X2 Q695T7
A6NC05 Q5TFE4
Q8N752 Q14533
P58513 Q14012
Q16821 Q0P5P2
P17031 P39748
A5YM72 P48745
O60268 O43900
Q8N5C8 P06127
Q96IG2 Q9UGP4
Q99962 P43004
P35318 Q8N431
P0C7U1 Q8IZ83
Q9HC24 O15488
P53801 Q9NW61
Q9P2X7 P35237
P43166 P0CE67
Q15038 Q17RC7
P53805 Q9H160
Q8NES8 Q9BUV0
Q9GZK7 P0CG22
Q9NZ20 Q9H040
P0DPB3 Q9BVK6
Q9UBX8 Q9Y3D7
Q9NSI5 Q86WB0
O14718 P62140
O15075 Q9Y6J6
P13498 Q9UK99
P35237 P55083
Q9Y6Q6 Q9HC07
P12018 A8MWY0
O95716 O15403
Q9Y2Q1 Q99958
Q9UC07 Q7Z5W3
O76050 Q9BSJ1
P55210 P51993
Q9NYT0 Q9UBN6
A1A4F0 Q6PJW8
Q5EBN2 Q9BTX3
Q9Y227 Q8NH41
Q13465 Q6W3E5
Q6ZRI8 Q9Y397
Q6PK57 Q9Y5K3
O00213 Q8NEG4
Q8TAF8 Q96MP8
A6PVC2 P63279
A6NLX4 Q969W8
Q8NEG0 A8MV24
O76081 O15344
Q6P7N7 Q9H320
Q16654 A2RU48
Q8WW18 Q92888
Q5D1E8 Q8NGJ1
P29279 Q9UNA4
P51114 Q93062
Q5VT79 Q9NSI8
Q8NGB9 P02747
Q8N4J0 Q9NQS5
Q96MX3 O43493
P0C0P6 Q03924
Q96AP4 O96017
Q5R3F8 O00757
A8MV23 Q6ZNG1
P29353 Q9BYD2
Q7Z4G1 O15496
Q9Y2P0 Q8N0T1
P54578 Q9H063
Q7Z6G3 Q9P0S2
Q8N8H1 Q9H5J4
P0DN76 Q9P2J9
Q6UX65 Q63ZY6
Q6L8G5 Q9H257
C9JVW0 P06729
Q8NHU3 P05305
Q75L30 P18146
Q8N4P6 Q8NG78
Q9H9P5 O60938
Q96J84 Q8NGI9
Q96LC9 P54802
Q8NGC6 A8MWP4
P54762 P03986
Q5VTT2 Q8WWV6
Q13451 Q9H7R0
Q8IYM2 Q9UKZ1
O95222 P51124
P12524 Q9BYG3
Q96GM5 Q8TBC3
Q14940 O95716
O14817 Q5YKI7
O43752 Q5XKK7
A6NJ46 Q8NGK0
O95639 A6PVY3
Q9H8H2 O60519
Q96CS7 Q8IUC6
Q9H4B0 Q495Y8
Q96CW1 Q9BVM2
Q96CX6 Q9Y277
O75564 Q9UNX3
Q9BYP8 Q8TBK6
A0A0B4J1V1 Q63HM9
Q9BZW8 Q9BYQ0
Q9H875 Q14390
O43365 P01589
P54577 Q92670
Q8N7U7 P62333
Q9BQ90 Q5TGI4
Q6ZRX8 P08236
Q6NXE6 Q969V3
Q8N130 P61981
Q6P9A2 P51580
Q9P272 Q8N9H9
Q13526 Q3SYF9
Q3LXA3 Q96GF1
Q6BEB4 Q6WBX8
Q8TAM6 O15287
P53673 P29460
Q5TGS1 Q96SZ5
A0A1B0GV22 Q13433
Q15776 P60660
Q9NWT6 Q69YW2
Q969Z0 P0DPB6
A8MW99 Q67FW5
Q6UXD1 Q6NUM6
Q9H4B6 O14618
Q9H0V9 Q8N130
Q96B01 P13727
Q7Z5H5 Q6GQQ9
Q8TA94 Q8N4P6
Q96KE9 Q16222
Q96SB4 Q9H7S9
P59910 P51911
Q8NA57 Q96NR8
Q5T7N3 O00631
O95674 Q86SH2
Q9H0N5 P62312
Q8N144 Q8WWK9
Q8WVJ2 Q92837
Q9NRJ1 Q9H114
Q8N5X7 Q9C0F3
P59538 P08134
O43731 A6NKX4
Q7Z3H4 Q9NVX7
P60174 Q9HCY8
P62266 P35544
Q8ND07 P55082
P40425 P26378
Q15283 Q9UKD2
Q6PL45 Q01523
Q8IUN9 Q3KNW5
Q9NVM1 Q9Y6U7
P20827 Q9BVG3
Q86W11 Q9NP95
Q9NZH5 Q8IWR1
Q8IUG1 Q6IPT2
P0C7X0 Q6XE24
P29372 Q9BYR2
Q9NVA4 Q96PE5
Q5MJ10 Q96NZ9
P01766 O60239
O60810 Q9HAA7
Q8NBV4 P34925
O43918 P09630
P47888 P03973
A0A0B4J1V2 P06732
Q6NT16 Q2WEN9
P21730 Q9Y231
Q9UJC5 Q8N6U8
Q7Z7L9 Q9UNT1
Q6UXD7 P21781
O00470 Q8IWE2
O94827 Q9BYD5
Q7Z353 E5RQL4
Q8NHC8 Q9NR56
Q15485 Q15054
Q9BYZ2 A8MUP6
P55211 Q9NP99
O75167 P68106
Q8TF20 Q8NHY5
Q9NS93 Q9BUZ4
Q9Y3Y2 A6NL88
Q9H8K7 P48729
Q9H892 Q5VZR4
Q8IUZ0 O95407
Q96G25 A0A0J9YX35
Q9UHI6 Q8NCU7
Q9BUB5 Q7Z4P5
P04234 Q7Z4G4
Q99608 P13945
Q96G75 Q8IYK8
Q9P021 P52630
Q8NI32 Q5TGI0
Q6ZQY2 Q5VTJ3
Q8NA56 Q9BQ61
Q9NYV7 Q8NGA8
Q6P9F5 Q92828
Q6QEF8 Q9P104
P35789 Q5QP82
Q96AD5 P98172
Q8NH10 A8MYB1
Q9BV29 Q96GL9
Q5SQI0 Q96A25
P31152 Q8N3J6
P25024 Q8N7H5
Q8N4E7 Q17RD7
P04628 Q13526
Q08830 Q49MI3
Q8IW03 O95471
Q9HC47 Q8TAW3
Q8N5I9 Q8N6N3
P08833 A6NGH8
Q86VZ6 Q9BVW5
Q6IB77 Q7Z4U5
Q7Z6K4 Q96RQ9
P02812 Q96DY2
P0DP08 Q8WUQ7
Q9H7S9 Q8IYK2
Q8N5C1 O43908
Q9NVV4 Q00536
Q8N7X2 Q9UH65
O95475 O75473
O75781 Q9UJD0
Q9Y227 Q8WVV5
Q6AZY7 P05937
Q06547 Q6PI47
Q96DL1 Q8NH49
Q8NGE0 P47871
Q9NQV5 P10075
Q96PZ2 P42772
Q53R12 Q9H8H3
P30405 P50616
Q96D70 Q5JNZ5
Q9Y2W1 C9J202
Q99755 Q9H015
Q5T1B1 Q0P6D6
Q8NEV9 O43681
Q5I0X4 P17540
P06731 Q6UWF9
Q96A72 Q9Y2X3
P04628 P52799
Q8IV03 A6NK53
P98173 Q6P1K8
Q9Y661 Q9BQE6
Q9BY31 P01589
A4D1F6 P17483
Q9ULR3 Q15173
Q96P53 P0C7U1
P42575 Q9NQH7
A6ND36 O60613
A6NLW8 P47884
P40200 Q9Y2Q1
P08138 Q9UJX4
Q86UY5 A6NNJ1
Q16558 Q96RI1
P05013 P09211
P40425 Q8WZ71
Q4G0G2 O75444
Q8NI32 Q14201
Q86YS6 A6NKK0
Q96BQ1 Q02325
P01833 Q9NWX6
O15123 Q06546
Q16661 P81605
O14625 Q92995
E5RG02 Q01094
P56704 P43403
O43776 Q8WXF0
P0C617 Q9NQA5
Q14011 Q9H3K2
Q5T1J6 Q658N2
P13725 Q9NRN5
Q9P289 Q8N1E6
P02743 P40394
A8MTA8 O43353
Q9BUX1 Q9H693
Q9H4M3 Q765I0
Q15050 Q9Y496
P13501 O60806
Q8NGI2 Q8NH80
P59037 P08651
Q99442 Q86WV5
Q96L14 P21810
Q4G0A6 Q9BWL3
P17481 Q07960
Q9UKW4 Q9H2W2
Q8NGC1 Q9NZZ3
Q5JR98 Q9NVM6
Q8NGR3 O75880
O75444 A6NEN9
O96015 E7EU14
Q5NUL3 O14733
P17861 Q2M218
O43581 O43598
P04198 O95707
P0CJ70 Q9HAT0
Q5TA77 Q969H9
Q5U4N7 Q6RVD6
Q96DI7 Q6UWV7
Q5HYR2 P49642
Q68CK6 Q86X60
Q07837 P02511
Q9BWC9 Q7RTV3
Q9BYN8 Q5VVQ6
Q86Y27 Q8TDQ7
P01222 Q9H0W7
Q9BWD3 A6NIV6
A1YPR0 Q16352
Q9HAV0 P17026
Q8WVD3 P47901
Q71F78 O75916
P48039 A6NHY6
O60284 Q6XCG6
Q06124 A0A1B0GTZ2
Q5TAQ9 P05091
Q9UL16 Q9Y275
A2VCL2 P62633
Q9NSY2 P0CG08
O76002 Q03518
Q13011 Q15546
P35789 P14927
P01138 Q9BRT3
P54852 Q56UQ5
P50453 Q96DB2
P13727 Q8N1L9
Q99523 Q8NDY4
Q8WTT0 Q6UX82
Q8TEB9 Q9NYF8
Q5XKE5 P30499
Q96BP3 Q3KP31
P01611 P59020
Q86YD5 Q9H1E3
O43542 A6NKX1
Q9UKQ9 Q9NY87
Q96MC5 Q9H239
A6NEQ0 Q9H4W6
A8MVZ5 Q9UBB6
Q9UPY8 P14649
P20292 Q01130
A6NC51 Q3LI66
P49639 P45877
P17020 Q7Z713
Q9NW75 Q495C1
P05230 Q6TFL4
Q96MF4 P01825
Q8IVP5 Q06141
O75792 Q9UBG3
Q8NFT8 Q8NH08
Q9NYD6 P15086
P47871 O95750
P09565 Q05655
Q9Y608 O43567
P02749 Q9GZU1
P07316 A8MVS5
Q7Z5Q1 Q9BT56
Q9NTG7 Q0D2K2
Q9UNW9 Q8N6F8
Q9Y6I3 Q9UJC5
Q9NPJ3 P29973
Q96NY7 P0C6A0
O95476 Q8N6Y1
Q13643 Q9NRG9
P42830 Q05952
A8MWL7 A1L167
Q8WXH2 O00487
Q969T4 Q96GU1
Q07021 Q01432
Q8TBB5 Q6KF10
P05814 Q496A3
P61626 Q8WZB0
O15321 Q5T2N8
P11310 A8MW99
P01215 F2Z333
P43487 Q2WEN9
Q6UXB8 Q9BWX5
Q96EP1 A0A0G2JMI3
Q6NSI4 Q9Y4M8
Q8N612 P0DMC3
Q6ZMB0 O14618
Q92930 Q6UX06
Q15853 Q8WW33
P49863 Q08289
Q9NVK5 Q6EEV6
P05156 O95619
O43155 Q6UXH8
Q6ZS10 P34949
A4D2G3 Q96DU3
Q8TAA5 Q8NGF8
P52758 Q9NUJ7
Q3LI66 Q8IZU0
Q6UXP7 Q9P2N2
Q92630 Q9HCJ2
P10515 Q9C0H2
Q13748 Q99608
Q8WXF7 Q92185
Q6SJ96 A6NJG6
O60487 P20073
Q9BRP4 E7EML9
P11172 O75478
Q08AM6 P01701
Q6PXP3 Q7L0R7
Q9GZY8 O60248
Q5T1Q4 A5X5Y0
Q496A3 Q9BXP2
O43820 Q969H9
Q86V86 O43809
Q8N7C0 Q99811
Q5VT79 Q5SY13
O15400 Q9BSA9
P0CW27 O95678
Q9UNT1 Q9H3M9
Q5JXM2 Q495D7
A0A0C4DH33 O15126
Q5CZA5 Q8N9B4
O60481 Q04743
Q86YS6 Q15760
Q9Y3M2 Q96GQ5
P13761 P58549
Q9H2A2 P49763
Q66LE6 Q9NPB1
Q9BTV4 Q6S5L8
P41225 Q9NZQ9
P35080 Q6P3R8
P12268 Q86V81
Q9BTF0 P30989
P63173 Q8IZ08
Q08ET2 Q2WEN9
P63165 P50549
Q4W5N1 O60928
Q86XE5 Q8NGP2
Q5T319 Q06187
Q6NVV3 Q8TBB1
P0DKX0 Q13356
Q7Z3F1 Q96DH6
A0A0B4J1V0 P17024
Q08334 Q6ZWE6
P34810 P58417
Q9HBW9 Q93096
Q32P51 Q9BQ75
Q8N4F0 Q5GH77
Q9H0A8 Q96DD7
Q9C056 Q6ZUX7
P0DMV9 Q13506
Q96RF0 Q9Y333
P41595 O15342
O95807 Q7RTT9
Q6XYB7 Q8TE68
P07951 Q9H4M9
P61326 Q9NZI2
Q00604 Q9NNX1
Q14206 P42229
P21731 Q9UI08
Q9NRC8 P10826
Q03403 Q9UK58
Q96LI6 Q06203
O95833 Q8NGY6
P61626 Q04118
Q9NPG1 P0CW19
Q6P2M8 Q9P0W2
Q6N063 Q9BQ31
Q5VZ03 Q86SH4
Q9BXI3 Q9NRX5
Q06587 Q7RTT4
Q92904 Q9NRB3
Q8N9G6 Q14244
O75689 P33763
Q8N1V8 Q15434
Q6UXV1 Q6ZMK1
Q9BSH5 O14682
P51608 Q86SM8
Q9P121 P36952
Q9UL42 Q96HZ4
O43251 Q96KN9
Q4VXA5 Q6EEV6
Q13285 Q8WTQ1
P82932 Q9BXU8
P30479 Q9H343
Q6UX07 O95471
P48651 O95067
Q96K21 P63162
E5RIL1 P01375
Q8ND56 Q8WTQ1
A6NNB3 Q9P2R7
O00391 Q7L5L3
P50406 P47755
Q15843 P0CJ74
P63104 Q53F39
P11908 Q8IZE3
Q9H2F3 Q3LI70
Q7Z7C7 Q15907
Q8IXX5 O15263
Q9UHU1 Q8WW18
P62079 Q9UMS5
Q96J87 Q8IUY3
Q9HCK0 O95057
Q15699 A0A0C4DH25
O60443 Q5T5A4
Q8WWK9 Q8N144
Q5VZV1 A8MV81
P30837 Q7L2H7
Q9Y4K3 Q9BQI9
P01857 Q9BRB3
Q5TEZ5 Q9Y5S9
Q8N6N7 Q12841
Q8NI29 Q66PJ3
Q9UH36 P63096
P30466 P12644
Q494R4 Q5SRD0
Q9P0S2 Q9Y3F1
Q8N5Y2 Q5J8M3
Q9NWT6 Q6U7Q0
Q8WVV9 A0A0C4DH31
P06239 Q9H3G5
Q8NGK2 Q9HA64
A8MZ97 P05141
B4DJY2 Q9H8X9
P56278 Q08AI6
Q9BYD3 Q0P140
O75439 P98187
P03897 P43626
Q86YS3 Q5QGT7
P16402 Q9BT25
Q9Y4E8 Q9Y6A4
P09238 Q96MG2
Q9HAZ1 P16410
Q12841 P57055
Q6UW10 Q9BWL3
P02649 Q96NI8
P15153 Q1W209
Q9UJW7 Q9Y3E7
P47211 Q5T1S8
P41222 Q86WD7
Q68CR1 Q0P140
Q96RK1 P10314
Q15759 Q00169
Q14442 Q8WXD2
Q495A1 O15269
P51589 P31350
P10767 P02708
O75531 P30041
Q8TAB7 P29033
Q9BSN7 P61550
Q5SWA1 Q9BYR4
Q9Y294 O96020
Q9UNX3 Q6ZVC0
Q99795 P14210
Q8NGE5 Q96I24
P10301 Q96G23
D6RBQ6 Q9HCS4
Q8TC76 O75191
Q9C002 P45379
A6NE82 Q14974
Q9BYV7 Q92482
Q96HZ7 Q9NP64
Q15916 Q9HAJ7
Q8IYP2 Q96S21
O14618 Q6ZMB0
Q7L4I2 P0C7V8
Q9UIF3 Q8IWL2
Q9HBK9 Q9H1D0
Q9BQD1 O43508
G3V211 Q08379
Q6ZSC3 Q99735
P0C869 E9PGG2
P05089 P0DMR1
Q96C24 Q8TB45
Q9UJN7 Q9Y5T5
Q9HCU8 Q16610
Q9H8H2 P60153
O43169 P28325
Q5SWL7 Q8N4K4
Q5H913 P16118
Q9ULK5 Q8NGE2
P20151 Q96M78
O14602 Q9Y5N6
O14763 Q29980
P17024 A0A0B4J1V0
Q05048 O75072
Q5T0J3 Q9H239
Q86XN8 Q6IA17
Q9NVK5 Q8N697
P30408 Q7RTZ1
Q96KF7 P34130
Q96G91 Q9BRD0
Q96DZ1 Q13043
Q96S19 Q9Y3Q3
Q6UWR7 O60431
O75690 P01597
O95229 Q86YQ2
Q6P5X5 Q6ZS86
A6NHQ4 Q2HXU8
Q93063 Q16181
Q8N8N0 Q9ULZ1
A6NGY3 Q2TBA0
Q96MH6 Q9GZZ6
P17041 O00748
Q6NTF7 O43447
Q9H7E9 Q8IZ02
Q8TAW3 Q8IVU9
Q6ZVZ8 Q3LI66
Q9NPC2 B2RXF0
Q96G97 Q96S66
Q96FC7 P49767
A4D250 P0DMU8
P84090 Q8IY31
P60329 Q8IYM9
P11182 O15244
Q8N8G2 Q13547
Q9H9B4 O14949
Q9HAH1 Q6DHV7
Q8IYQ7 Q8NH16
P54257 O43236
Q96MT4 Q86T96
Q8TBK2 P35225
O75951 O14842
P02708 P10767
Q9Y2K5 Q15038
P30405 P46779
Q3SXP7 Q9NQV8
O95807 Q9BQE5
Q02252 Q9Y297
P84243 Q9NPF4
Q5JU00 Q96QE5
Q01740 Q96A70
O15066 O95006
A0A1B0GTK4 P07492
Q16280 Q15818
Q86X55 P49770
Q9Y3D7 Q9H5L6
P16189 Q6ZUS6
Q9BYT1 P48507
Q02297 Q9NXR5
O75821 P04222
P0DN87 Q15554
P10589 Q86V25
A6NH21 Q96LD1
P01562 Q8IVM8
Q9H8G2 P60568
Q49SQ1 Q8TD06
A0A075B6S4 O76031
I3L273 Q9C0F3
O75204 Q9NQZ6
Q9P121 Q8NHB1
Q8TE77 Q6PIZ9
Q8N443 Q9H9G7
Q9UKC9 Q9BUT9
P27348 Q8N7U7
Q96NM4 P05496
Q01954 Q5DJT8
Q96QI5 Q8TDF6
Q9BZ68 P35504
P50914 Q8TAA5
P03952 O75865
P26038 Q641Q3
Q04741 Q10567
Q8NG99 P01236
P09228 Q9BQG1
O43464 Q8WWH5
Q9BSH4 P43631
Q147U1 P58549
Q9H0W7 O43529
Q9H8Y5 P08754
I3L273 Q9HBJ8
Q05195 Q8IW35
P37173 Q7Z398
Q8NA97 P01733
Q64ET8 Q6NVY1
Q92796 Q8TBM8
Q8IZP6 Q96IK0
O43921 Q6ZSG2
Q8TE69 Q9NRR3
O15217 Q9HAU8
Q6PHR2 O14829
Q9UGI0 Q9BXA7
Q13613 Q96QU6
A6NFC5 Q07000
Q92900 P01700
Q9GZP4 P11234
P35914 Q8TAF7
Q96A46 Q9BX10
Q9UPQ4 Q8N2F6
Q9H7C9 Q9UPQ4
Q6DHY5 Q96CS2
Q96NR2 Q9NVR2
Q99502 O14737
Q9NS68 Q96B70
P56537 Q9BV47
Q9H4E7 Q96DG6
A6NEN9 P04053
O14843 Q538Z0
Q9Y3C0 Q05586
O00505 O95897
Q92913 Q9BV79
Q9Y616 Q92558
O95013 Q02338
P04062 Q5T035
Q9UIJ7 Q86TL0
Q9BT56 Q00889
Q14390 Q29963
Q9H8H3 Q9BT25
P46597 Q9Y592
P0DMS8 Q9UBQ7
Q9Y581 Q5JXA9
A0A087WX78 Q15172
Q9Y6F7 Q9NQF3
A0A1B0GVQ0 P06733
P78423 P52435
Q5VTT2 P00338
Q9H553 O14788
Q969M7 P0C870
Q9Y5E5 P49721
P27482 Q9BYC5
Q8N9N8 A0A0C4DH25
Q96EP1 Q9UNI6
P15407 P0CW21
Q12988 O00203
Q9UGB4 P49821
Q9UNG2 Q6NXE6
Q969H6 P13693
Q86Y22 Q52LJ0
Q8N808 Q8IY84
Q8NG83 Q96BZ4
Q8IYQ7 P60842
Q8NFU5 O00488
L0R819 P0C7L1
Q13123 P31371
P80297 Q8N0Z6
Q15035 Q16676
A0A087WTH1 Q14D33
Q9H5V9 P52849
Q9Y3C1 Q9Y5B0
Q9H0V1 Q96MS3
Q9H8H3 Q53R12
Q5T6R2 P11473
O00499 P04278
O95199 Q7Z340
Q9H3D4 P11801
Q96LR7 O75912
Q6UWV6 K7EJ46
P01715 Q9UGI9
Q14592 Q9HBL7
Q01628 O75084
Q6P587 P35711
Q99766 P47883
P37108 Q9HBT7
Q8N8U9 Q5VIY5
O14756 Q3LI70
Q6UX07 Q16610
Q96MY1 Q9H0V9
Q8WUQ7 P0DP08
Q9BSF0 O00257
O43709 P20132
P0C623 P61158
Q96ES7 Q6NT55
Q5VXH4 Q10713
Q8N5C8 Q9Y5X0
P10767 P15248
Q8WWV6 Q9UBW5
Q9NUD7 O14830
B2RPK0 Q9BRQ5
O60704 Q9ULV4
P31146 P03951
P60413 O94864
P32247 P48742
P21397 Q08AF8
Q9BV19 O95208
Q3MIX3 Q9BXN2
Q8ND94 O75752
P56589 P01892
Q9Y3A6 Q8WVH0
Q00888 Q96T60
Q92759 Q5T953
P05455 O14627
Q9NQZ5 P49589
Q9BQ51 Q6ZN17
Q96NY7 Q8WVN6
A8MUV8 P06307
Q5SWA1 O95389
P78540 Q96S16
P08700 Q8N684
Q6PEW1 Q9HB58
P13584 Q9Y262
O43677 P33316
Q8WTW4 Q6UDR6
Q6L9T8 Q9HAF1
Q0D2H9 Q9BW30
P06310 Q96BZ8
Q0D2K2 H3BQJ8
P62308 Q86TL0
Q96C00 Q9Y6A9
Q9H9P2 Q99884
P60827 Q69YG0
Q9BQ08 Q13158
O60684 E7EU14
Q9H0U3 P15260
Q6ZUJ4 Q96FN5
Q9H9K5 Q02094
Q8TF50 P0C0S8
Q9NUD9 A2RTY3
Q8NH37 Q8TF63
Q7LDG7 P78345
Q5TYW2 Q99865
P35659 Q04741
Q92930 Q8IUI8
Q8NBT2 Q14602
P61244 P26717
P06753 Q9Y3C8
Q496J9 Q8TF74
Q9NQ40 A2RUH7
P31152 Q8N8C0
Q8TAL5 Q9UI32
Q8NFU5 Q8TAC2
P13797 O60870
Q6UWJ8 P23258
O43827 Q8TB52
Q5H9E4 Q96PT3
Q96AQ7 Q86XD5
Q99811 Q8N7C0
Q9UPP1 Q9UBA6
Q8TBZ9 O95721
Q7Z6M2 B9A014
