P62258 Q9UKT5
Q96GN5 Q96EZ8
Q8TF42 Q96PM5
P56693 P20265
P67775 Q9Y6K9
P53801 Q5T700
Q01081 Q6NYC1
Q96IV0 Q96NT3
Q9NVV9 Q02040
Q6PD74 Q96PC3
Q7Z3S9 Q6NUJ2
O15481 Q59EK9
P62333 O00560
P27658 Q0VD86
P78358 Q6ICB0
Q92985 Q96A33
O75525 Q8WX92
Q13480 Q9H6Q3
P35900 P60410
O43521 P63244
Q86YD7 Q9P209
P49639 Q9BYQ2
Q6A162 Q15560
Q9UHD9 Q16378
P15884 P50151
Q14847 P51116
Q9BWW4 Q9NUY8
Q53HC0 P14373
Q9UL18 P04156
O43829 Q99757
Q9UHV8 Q9UKS6
Q9UFF9 P62324
Q9UQN3 Q9NYB0
Q13585 P04731
Q04864 Q9NY43
Q14849 Q9HD26
P15884 Q9UBY9
P61006 P47224
Q9BWG6 P60370
Q9UJY5 Q9Y3C5
Q99943 P50222
Q13643 Q63ZY3
Q8WW24 Q6PEX3
Q6TCH7 P04049
Q9HCN3 P60409
P61457 Q9H8Y8
Q9UMS0 P36406
Q9NX04 O43186
Q9UQ90 Q93062
Q86WH2 Q13043
Q96JN0 P56545
P04637 P63104
Q9C026 Q8NI38
P09493 O14879
Q6ZVK8 P49902
P20366 P25103
P68431 Q8WTS6
P40222 Q96K17
O00560 Q9HAT0
P46736 Q6UWZ7
Q9BVS5 Q92985
Q3LI76 Q3LI66
Q6UW56 Q92832
Q68D86 Q96HA8
O00170 P08238
Q701N4 Q9NPA0
P51451 Q13480
Q13131 Q9Y2D8
Q7Z2E3 Q8ND90
P10275 Q01534
Q14141 Q9UH03
P50402 Q9Y228
Q9P2K3 Q01850
P02810 Q8IXL6
Q8TAF8 Q8N6L0
O95967 Q8WWY3
P31321 Q9UBU9
Q15223 Q9NQS3
Q6NT76 E9PJI5
P60410 Q5TA79
Q9Y3C5 Q9UJY5
Q8IUQ4 Q9Y5T4
Q8TAU3 P19012
Q9BPU6 Q16555
Q5JUK2 P78358
Q6UX06 Q8N6L0
Q12933 Q9NP84
Q9H832 Q04864
P16220 Q6UUV9
O60341 Q96H20
Q16649 Q9Y2J4
O15371 Q7L4P6
Q9NVV9 Q9BU76
P42768 Q8WV41
Q8TBB5 O43463
P60709 P60981
Q6A162 Q8WTP8
P67775 P39687
Q9BU20 Q9BT04
Q96HA8 Q17RB8
Q5HYJ3 Q9BYQ4
O00505 Q9GZX7
Q00613 Q04759
Q05655 P17677
P21589 Q9Y225
P05388 O95793
Q6UX06 Q8N205
Q8IV04 Q7Z3S9
Q7Z3S9 P59991
P40938 Q6AI12
Q15560 Q13064
P36871 Q9BSI4
O95273 Q02363
P60411 Q5T5B0
P05109 P04406
P56282 Q96SF7
P14735 P01275
Q9BS40 O75391
P25791 Q6NUQ1
O00155 Q96BA8
O43913 Q13416
P25800 Q04864
P51116 Q5T681
Q96HA8 Q9BXI3
Q14192 Q9H2G9
Q14457 Q96GC9
Q7L273 P78560
Q13077 Q6PF18
O95751 Q9Y247
Q03014 O75690
O14777 Q86XK3
Q9HC98 Q9BRK4
Q03135 O95810
Q06187 Q8WV28
Q6UY14 P25791
Q9Y2D8 Q99909
Q99757 P43364
Q96JC9 Q9HB65
P98170 P55211
P21580 Q9Y6K9
Q5T124 P06730
Q9GZM8 Q96NL3
Q9BWG6 O94972
Q14141 Q9UHD8
P21554 P28223
O75177 Q8NDC0
Q68D86 Q08426
Q15654 O43559
Q8N668 Q96BW1
Q14134 Q15654
P56377 O43747
Q96PV4 Q9H6J7
Q8IYX1 P19012
Q9BSJ6 Q8NHQ1
Q9NTM9 P41182
P41227 P60370
Q6ZS10 P27449
O00560 Q53G59
Q9UNI6 Q13137
Q9UK17 Q9NZI2
Q93062 P54253
Q01850 Q96NC0
Q969M3 O75460
Q96DZ9 Q96GF1
P52298 Q9BRK4
P61586 P19338
P31947 Q96HA8
Q8TBE0 Q6A162
O75771 O43543
P60410 Q9NQS3
P12236 P36406
Q8IUH3 Q9Y316
Q99750 Q9NUL5
Q15796 P12755
P43364 Q9H788
Q86YD7 Q9UDV6
Q14847 Q9NVV9
P27797 P04792
Q13554 Q3LI72
Q9UNH7 Q96CV9
Q92841 P62993
Q9BYS1 Q7Z417
O95967 Q7Z6I8
P18848 Q08AF8
Q13546 Q92851
Q9UH03 Q96HA8
Q9BRK4 P62993
P60409 Q9HCP0
Q96JB6 Q15645
Q9H8Y8 Q14232
Q14584 Q99750
Q8TBZ8 Q15834
Q13895 P14373
O43597 O75716
Q7Z3S9 Q9UBX3
P60411 Q7L2K0
Q8TBB1 Q9BQD3
Q53EL6 P38919
P63279 P56524
P98170 P61088
P60228 Q9UBQ5
Q9H190 P18085
Q15466 Q96EB6
Q8N3L3 Q9NS73
P50539 P60370
Q9NUL5 P0C7H8
P60981 P60709
P10276 P48443
Q86SG6 Q86WT6
Q3KNV8 Q99496
Q15323 Q3SY84
Q9NP77 O60216
P43034 Q8WVJ2
Q15645 Q9BSH5
P49368 Q8TD10
O95429 Q7Z5V6
O60239 Q06187
Q08117 Q9H8Y8
Q9BVG8 Q96CS2
Q9UMX0 Q71RG4
Q9UBV7 P53611
Q9BW66 Q96AJ1
Q08117 O15119
O15392 Q53HL2
Q9BYR0 O43597
Q9BQ24 P60370
Q5W5X9 Q96I34
Q07817 Q92934
Q7Z417 Q9BYR5
O43684 O43586
Q9BUZ4 P63165
P42771 Q14566
Q96DZ9 Q13596
O14964 Q9UBV8
Q9UH73 Q8N5M1
Q14103 O60506
Q15323 Q969G3
Q9UI14 Q9ULP0
Q9H8W4 P55789
Q15645 Q96FA3
Q7Z3S9 Q15742
Q9BRK4 Q9BRR0
P36896 P62942
Q99496 Q8N488
Q96SW2 P48729
Q9UJW3 Q13547
O95870 Q86UW9
P43355 Q8IYX8
Q15910 O43463
Q9UEU0 Q9UNK0
Q14525 Q8N9W4
P61586 Q8IW93
O43765 Q9Y680
P16220 P18846
Q9Y2T4 P67775
P24941 P38936
Q8IYR0 Q6P1W5
O75791 Q8TBB1
P46695 O43765
Q9UBT2 Q9UBE0
P50222 Q7Z2X7
Q6FIF0 O00463
O95872 P26367
Q8N6Y0 O75934
P14373 Q96IZ5
Q8IWZ5 P25786
Q9UL42 Q8WWY3
Q68D86 Q9Y586
Q9HBE1 P31943
Q96BJ3 Q8TBB1
P31323 P17612
Q9BUZ4 Q8IX06
Q96B97 P78314
O43353 Q7Z434
Q96HD9 Q9H7C9
Q05D60 Q9BY27
P39748 P12004
Q06250 Q8ND90
O76003 P15884
O14512 Q14141
Q9UJV3 Q8IYX8
Q15025 Q13895
Q8NEY3 Q8IUQ4
A1L4K1 Q15973
Q08379 Q96HA8
P25788 O43251
Q5T0F9 Q99750
Q96GG9 Q9H9H4
P50222 P63241
Q8TAB5 Q15323
Q9UKS6 P48023
P23526 Q92624
Q01850 Q504U0
Q92979 Q5TZK3
Q92688 P50222
P51116 P11309
P49736 P49450
Q9BRK4 Q5W5X9
Q9UI14 P51116
P41271 Q9UMX0
P29972 Q8IUQ4
Q9NZC7 P67870
O00482 O60869
Q7Z3Y8 Q8IXW0
Q6Y1H2 Q9NZ01
Q8WWW0 Q9Y2J4
P54725 P68104
Q9BZX4 O75969
Q7Z6I8 O95967
P04637 P23511
Q8WYH8 Q969G3
Q92769 P48382
P30281 Q00534
P14373 Q9H0W8
Q9HAB3 Q9UJX2
O95198 Q8NC26
Q7Z3S9 Q5T7P2
Q14135 Q9NYB0
Q07817 Q9BXH1
Q05D60 Q9BYV2
Q96Q77 Q02446
P28070 P25788
Q9Y3E2 Q6P1W5
P0CV98 Q9C005
O95751 Q6NX45
Q9NP91 Q7Z3S9
P09012 P26599
P40222 Q15025
Q969T7 P40692
Q9UJ71 O43889
Q04864 Q9UMX2
O95810 P08567
Q9Y2D8 O43309
P46098 Q70Z44
Q9NWW7 P13196
Q9NSC5 O15371
Q14790 P51572
Q9HAN9 P24863
O76011 O75934
P12004 P06733
Q9NS73 P52306
P04198 Q96EB6
Q9NXK8 Q9H0A6
P41091 P05198
Q92925 Q9H9P5
Q53T94 P20226
Q04695 Q15834
O43251 Q6ZRY4
O43741 Q96BA8
Q09028 Q9Y5X4
O15198 Q96LA8
P63279 Q96IK5
P41208 O43303
Q9P0N9 Q8TD10
Q8TBB1 O95544
Q93062 Q6P5X5
Q9Y2D8 P51946
Q9Y2D8 P41227
Q5W5X9 Q9BRK4
P10451 Q96EQ0
P62136 P63208
Q8N4P3 Q8IYX8
Q08334 Q8N6P7
P60520 Q9BXK5
Q96CW1 P62807
Q9Y572 Q13546
P19474 O75382
P30039 Q52MB2
P54578 Q08209
Q5T686 P60409
P14373 Q08117
Q8IYX8 Q3B820
Q13077 Q15973
Q53EZ4 Q8TD31
P29972 Q7Z3S9
Q9Y3Q8 P25800
Q9BYR2 Q96EG3
Q15645 Q6PF18
Q7Z3S9 P26371
Q5F1R6 Q99551
P06753 Q8TAB5
P19793 Q71SY5
O94972 Q9BWG6
Q99726 Q9BRI3
P15976 Q9BYQ4
Q96FF9 Q5FBB7
P07900 O95433
P04899 Q15654
Q9UMX0 P80098
Q9UKT9 Q8WW24
O43365 Q15437
P16452 P58062
Q9BYV2 Q92882
Q8WWZ3 Q9Y4K3
Q8N7W2 Q96GN5
Q96D71 Q9UL33
P46108 Q8IYX7
Q9UBB9 Q13227
A1L162 O75367
O60729 Q8IXJ6
Q02446 P86479
Q9UJV3 Q7Z3Y8
Q8WV44 Q9Y577
Q8N1B4 P20338
Q15916 P63165
Q7Z3S9 Q9UHI7
Q9H257 Q3B820
Q8TD17 Q96Q77
Q96K19 P60900
P14373 Q9BWG6
P60329 Q8WW32
Q6A162 Q9BXY8
P08579 O43829
Q8N684 P26368
P36955 Q96EQ0
P60411 Q969G3
P40222 P19012
Q6NT04 Q8TBN0
Q6A162 Q8N5A5
Q00987 Q9NVN8
P63172 P51808
Q13451 Q70CQ1
Q96T49 Q86VK4
O14879 Q05D60
O95503 P35226
P61978 Q9H3D4
Q9UKV8 Q9HA38
O43815 O00506
Q9UNY5 Q9NWS9
Q9UKT9 Q8N5A5
Q6P9G9 P57086
Q15223 O00560
Q96EV8 Q494R4
Q9BPY3 O00560
Q8WX92 P16333
P04049 P49368
Q9NWX5 Q96JM7
Q6PGQ1 Q9NPC6
Q8IV04 P26371
Q96T49 Q7L273
Q5T7P3 Q5TA78
Q6RW13 P68363
Q9HCM9 Q14240
Q05D32 Q8N165
Q9NPD3 Q01780
P31948 P53041
Q96EV8 Q7Z6G3
O95166 Q8WWW0
Q13422 Q8NEA9
Q9NPJ6 Q8N6Y0
Q6ZNH5 Q3KQV3
Q8TAP6 Q86YD7
Q6UXX9 P60409
Q99757 Q9UPY8
Q96CS2 O14777
Q9Y605 Q9UBU8
Q6RW13 Q9UMS0
P56279 P17275
O43889 Q9BRI3
P21580 Q96KP6
Q5T7P3 P60370
P42574 P55211
Q96HA8 Q52MB2
Q96PV4 Q5W5X9
P23396 P19838
P40222 Q15323
P02786 O43765
Q9NWA0 Q9NPJ6
P49917 Q9H9Q4
P68106 Q15323
Q96CS2 A1L190
P14635 P46527
O15162 Q6L8G9
Q969G3 Q96HT8
P60409 O96014
Q6NT76 P51116
O95751 O14639
P48723 Q9UMX0
Q8WW35 P35609
Q8IXL6 Q6UX39
P25445 Q14790
Q9BSJ6 Q9Y2D8
Q05048 Q99728
Q5TA81 P32242
Q96EV8 O60941
Q68D86 Q9BWD3
Q15555 Q9NQ79
Q5T700 Q96K78
Q969F0 Q9H7V2
P31749 P04049
O43439 Q9P0J1
Q17RB8 Q8IXL9
Q8N6Y0 Q8IY31
Q15306 Q86UE8
Q9NRX4 O15554
Q9P2A4 Q9NSB8
Q9UBE8 Q9BYR5
Q9H3H3 O00560
P26641 Q969Q1
Q96MM3 P63165
P51172 Q8N668
Q13478 Q14116
P51817 P08238
Q99598 O95257
Q8TBB1 Q9HC98
Q9NRS6 Q96HR9
Q96IV0 P54727
P22459 P21673
Q8IWZ5 O76003
Q92624 P58549
O95816 Q99615
P09012 Q9BQ61
Q13094 O75886
Q6RW13 Q96E29
Q9H9H4 P47897
Q8IYX8 Q15323
P25786 P25789
Q08AM6 Q3LI72
Q96E93 O95214
Q7Z6G3 O43482
Q8N9N5 O94842
Q8TEC5 P62136
Q8IUQ4 Q96DC9
Q15365 Q15366
Q9NRD5 P48775
O15198 Q13485
Q9Y2K5 Q9BYR7
Q9NX63 Q9NW38
O14595 P10275
Q8IY42 Q9NX38
P63316 P19237
Q9Y5R4 A2RTY3
Q13895 Q96IK5
P48023 Q9UKS6
P19012 Q9NSK0
Q6RW13 Q16617
O95166 Q92636
Q9NYB9 Q9NSC5
O75553 Q96HA8
Q9BVI4 Q96EY1
Q86U06 P14373
Q9BRI3 Q8NHW4
P20618 Q9UPY8
O43257 P0C0S5
P60411 Q6UXG3
Q8IX15 Q8WTP8
Q7L523 Q8NBW4
Q6ZTQ3 Q13043
Q15654 Q86VV4
Q14457 Q96ES7
P26371 Q96LJ7
Q9H257 Q15323
O60341 O95863
P40425 Q00444
P17031 Q9HCM9
Q8IVW4 Q9NQM4
Q9NYB9 Q9H0I2
Q53EZ4 Q99816
P50222 A6NJB7
O43559 O14817
Q9BWX5 Q9Y5V3
Q9GZQ8 Q13188
Q9BZS1 P86478
Q16520 Q9HD26
P04180 P02647
O43167 O43298
Q96S82 P07992
Q96CS7 Q9NQ87
O75716 Q08117
Q15645 Q9BQY4
Q8ND76 Q00536
Q8NEG0 Q13643
Q9UIV1 P78543
O43597 Q9BQ66
Q4V328 Q8IW40
Q9H6L4 Q13829
Q6IB77 P60410
Q9Y3Q8 P54646
P35240 O14745
Q9NP55 Q9H596
Q15038 O14964
Q9Y4H4 O75478
Q9GZY8 Q969F0
Q969F0 Q8TBG9
Q6A162 Q0VDD7
P48637 P54274
P61964 Q9H9L4
Q9NYB0 P49321
P50053 Q9NQ69
P16118 P35557
P23246 Q13882
Q6UY14 Q8TCE9
Q9BRR9 Q14192
Q9BSI4 Q96MW1
O14948 Q9H1M4
O14633 Q5TA78
P26371 O60896
Q2TAL8 Q13643
P01100 P56279
O75478 Q9Y4H4
Q93062 Q9NQL9
Q8IVW4 Q96BR9
Q969G5 Q9UBC2
P28482 P28562
Q13485 Q9UBE8
Q9P2S5 Q9Y2D8
P43364 Q8IYD9
P26022 Q15485
Q99627 Q13098
P15884 Q96FJ0
Q01968 P20339
Q14919 Q9UBU8
Q7Z3S9 P55040
Q03426 Q9NUX5
Q9C0F3 O43463
Q13287 Q6P9H4
P62993 Q16851
O43304 P62333
P08727 Q96CS2
Q5T5B0 P60411
P06493 P30307
Q7Z3Y8 O60826
Q6UX98 Q04864
Q8N5A5 Q08117
P53673 Q5TD97
Q6P1W5 O95231
Q15323 Q13227
Q9Y6K9 P05783
Q9H444 O95630
P49760 Q15287
P86480 Q92997
Q8N9E0 Q8N7W2
Q9Y5A7 P54274
P18545 Q96JM7
P14373 Q8IXS8
Q9BYV2 Q8TAB5
Q8NC44 Q9GZQ8
P98170 O43353
P29692 P26641
Q13976 Q86V42
Q00987 P53350
O00487 P50222
Q03135 Q969G5
O43829 Q9H0I2
Q7Z3S9 Q8NDP4
Q3LI72 Q3LI76
Q9UHV9 Q9H6T3
P04629 P01138
Q9Y5K5 P55036
Q8WZ19 Q13829
Q96B26 Q8WTP8
O43597 Q99750
P49760 O14978
Q96CS7 O75886
Q96HD9 Q9H8W4
Q15560 Q9NVV9
Q6P1J9 P33240
Q9NRG1 Q96G04
Q6NUQ1 Q96LP2
Q9H9D4 Q99750
P60709 Q9BSI4
Q96SQ5 P60411
Q12805 O43765
O43639 O00401
P32314 Q9UKB1
P31751 P08238
Q86YD7 Q96MF2
Q14790 Q13158
Q9Y2J4 P63167
Q8TAF8 O43889
O60861 Q96HA8
O95994 Q15323
O95967 Q5TA81
P78362 P31946
Q99986 O76064
O75541 Q96GN5
Q02930 O76081
P14373 Q9Y3C4
Q8IZU0 Q99757
P10398 Q12805
O14732 P29218
Q9P0L0 P05090
O95995 Q7Z3I7
P05813 Q9Y6H1
Q8IZU0 Q6NSX1
O95816 Q9UNE7
Q04864 Q9UDX3
P48023 Q14790
Q9Y2X8 Q9H000
P05412 Q9HD26
O43765 O95881
Q9BW62 Q9NX04
O95995 Q969R5
Q9H706 O75791
Q93062 Q5T0L3
P62258 P04049
Q14511 P25963
Q15038 Q9Y5V3
Q99633 Q9Y250
P60411 P16860
P07093 Q8IZU0
Q13643 P15976
Q5TA81 P49639
O75553 Q15038
Q8N7R7 Q00536
P55081 Q8TAP6
Q15323 Q8TC90
O43309 Q8NHQ1
O14633 Q5TA81
P13284 Q7Z3S9
P80098 P98066
Q96NB3 Q13123
O15320 Q08117
Q8TBZ8 Q99750
Q9Y6G5 Q9GZQ3
P26371 Q9Y223
Q8WXE1 O43597
O15400 Q9H270
P43307 P01009
Q12933 Q8N9N2
Q8N6Y0 Q6A162
Q9UJX2 O14791
Q9H8W4 P10644
Q9BYQ6 O43597
P10275 P78543
Q8TBK6 Q8IUQ4
P03897 P05067
P60410 Q6IB77
O96014 Q99750
Q9UBB9 P51959
Q16609 O75716
O75143 O95166
Q99942 P51668
Q6L8G9 P25490
P25786 Q04864
Q8IVP5 P56545
Q9UPY8 Q9H992
Q9Y5Q8 Q99750
Q92624 P81605
P25788 Q6NUJ5
P60409 Q8WUK0
Q58DX5 O00155
Q9P286 Q9Y3B2
P67870 Q9NZC7
Q86WX3 Q8IUQ4
P55061 Q9BSE4
Q7Z417 P60410
Q9UJV3 Q15040
O95848 Q9NYB0
O15160 Q8NFW5
P19338 P63104
P16333 Q92988
Q9H788 P14373
Q02930 P60410
Q15560 Q15025
P15407 Q9NYJ8
Q8IYM1 Q14141
Q6UY14 P25800
P41743 P63000
Q0VD86 O15496
Q96DZ9 P49638
Q96SW2 Q9P286
Q96B97 Q9ULZ2
Q9UKB1 P30291
P17706 Q9BVK6
Q12962 O15265
Q8ND76 O94921
Q7L7L0 P63146
Q04864 Q9UBY9
P62306 Q9Y4Y9
P31749 Q13485
P54725 Q96IV0
Q7Z3S9 Q9BYQ2
Q96K21 O75351
Q6A162 Q9NWN3
P63104 P60709
O75616 Q9C0F1
O75348 Q08379
Q6IN84 Q6RW13
Q15006 Q9Y3B6
P48382 Q92769
P16471 P01236
Q8N6Y0 Q9BXY8
O00303 Q14D33
P60410 P49901
Q9NWT8 Q8IZU0
Q9NRG1 Q3B8N2
Q9HBI0 Q04864
P05090 Q9P0L0
P46937 Q15561
Q9UIB8 O14796
Q9NRQ5 Q6A162
Q9UJ41 Q15038
Q71DI3 Q9UER7
Q96S94 Q59EK9
Q8N5M1 P36406
O75800 Q9Y3Q8
Q96ES7 O14777
Q96I15 Q9NYB0
Q9NU19 O60504
Q9H1R2 P16333
O60684 Q9UKX7
Q9NYB0 Q6ZVK8
Q16799 O00560
Q9UPY8 Q15555
Q14240 Q9HCM9
Q8NA61 O60573
Q9Y6D9 P55081
O96019 P25490
Q9HAZ1 P60410
Q9NPD3 P56282
P84022 Q13501
Q9NP66 Q9BWG6
O43167 O95751
P31946 Q96TC7
Q9H2G9 Q9UL33
Q15942 Q96HC4
Q9BQD3 P06753
P78314 Q96B97
Q9Y3Q8 Q13526
P61073 P04233
Q7Z3S9 P08631
P13521 Q9UMX0
Q6L8G9 Q5T754
P63218 Q08379
Q96E35 Q14094
Q96MF2 Q9H0I2
Q8NHQ1 P38432
Q8NI60 Q6RW13
Q9NWZ3 O43187
Q86V42 Q13976
P60410 Q7Z6R9
P50222 P10451
Q9Y272 P43243
P35711 Q6PF18
Q6RW13 Q9Y2T2
Q8N6Y0 Q00994
Q9UK41 Q99816
P08238 Q96GD4
Q13895 Q96JM7
Q9Y2J4 Q9BYR5
P17676 P04637
Q9BTE1 Q93062
Q9UM11 P20794
P19012 Q969G3
O95363 Q12800
P62993 Q8IVH8
Q05519 P14921
O95631 Q8NBI3
Q9P289 Q9Y376
Q9NUL5 Q6PGQ1
Q96RU7 O14744
Q16637 P78358
Q96EU7 Q9NS00
Q96NT3 P60409
P32242 Q9BYQ4
P51668 Q8N9I9
Q99816 Q8TBB1
Q07002 Q68D86
Q99932 Q99471
Q9BW66 Q8WXE1
Q9NPJ8 Q08379
O00244 O95749
P00540 Q8WWB3
Q9BSI4 P46734
P49910 O14641
Q13422 Q8TAP4
Q9H257 Q14134
O43822 O00244
O95983 Q01860
Q15056 Q8TBB1
Q86XK3 Q6NT76
Q9UHJ3 Q8TBK6
P38432 P62875
Q96CS2 Q86WT6
Q15014 Q53EZ4
Q9NVC6 O75586
Q13094 O75791
Q9NYB0 Q14019
Q15797 Q13485
Q9HC52 Q7L273
Q92993 Q99750
Q9UKT9 Q5JVL4
Q92541 Q6P1J9
Q13557 O96015
Q8TBB1 Q9ULA0
P84077 Q99418
Q8IUQ4 Q9NVL8
P29274 Q99418
Q8N448 Q96HT8
Q9BQY4 Q08117
P63167 P63244
Q9BYQ6 P50222
P05187 Q9BQ66
P62913 Q13554
Q8WYA6 Q13573
P08247 Q96E29
Q92993 Q9BZS1
Q9NZD8 Q9UI14
Q08722 Q8N205
Q9NR56 O75553
Q96ED9 P26196
Q8N6L0 P50402
Q8IXK0 Q5TZK3
O95751 Q8WYA6
Q96GF1 P62837
P54274 Q9BWD1
O60487 Q6UWV2
P04637 Q13155
Q96HR9 Q13596
Q15427 Q9UBY9
Q13177 P08631
Q8N1B4 Q96EK4
P62993 Q9Y5K6
Q8ND90 P48146
Q13480 Q13882
P02792 P15173
Q13526 O15409
Q9HAT0 O00560
Q7Z3S9 O75506
P62993 P21802
Q16539 P35813
Q9Y3V2 P63165
Q13200 Q8WVY7
O43559 Q9NWS9
Q9Y2D8 Q9UGY1
Q13480 O14544
Q15323 P29972
Q9H4E5 P50222
Q13064 Q9H0I2
Q16186 P54727
Q9BYQ3 P26371
Q9H3D4 P61978
Q13287 Q13748
Q15742 Q9NZD8
Q96Q83 O76003
Q9NQL9 P15884
P35372 Q96S59
Q13114 Q15326
Q9NYB0 Q92917
A1A5C7 P26371
Q5T3I0 Q8N6L0
O95947 Q96A09
P45984 P34896
O95407 O43557
Q9BXH1 Q92843
O00634 Q8NBI3
Q9BYQ4 P60412
Q9Y6E7 P05141
Q8IUH5 Q9NWB7
Q93062 Q86UW9
Q15041 P51116
Q13123 Q70Z53
Q0D2H9 P60370
Q12841 P01137
P62993 P18433
Q7Z417 Q9UGC6
Q9UFW8 O76003
Q9BV90 Q5JST6
O15145 Q08379
Q15427 P62993
Q6P597 Q99598
Q96D03 Q9NQT4
Q9NS73 Q13515
Q99496 Q9H7Z6
Q13829 Q9Y6W3
P62857 P60410
P16104 P45983
Q99714 P05067
Q8N205 Q9NWD8
P62837 O15344
P0DI81 O43617
Q8WWW0 Q9GZQ8
O60341 Q6P047
Q99873 P40337
P30405 Q8N9N5
Q9Y468 P68431
Q9HC52 Q13422
P49639 Q7Z3S9
Q15109 P61586
Q9UGQ2 Q96B96
Q8WW24 Q15654
O00233 P50222
Q9UNE7 Q9Y2U5
P49137 Q16539
P06748 Q8N726
O60238 P10415
Q9BYV2 Q9NU19
Q9H0A9 Q8IXK0
Q96PU8 P61978
Q05516 O95872
Q8WW34 Q9UNA4
O75525 Q5BKZ1
Q9UJV3 Q9H7X3
Q8TAP4 Q8NA61
Q969G3 O75558
Q8WWZ3 Q12933
Q14847 Q96C00
P78537 P25705
P16050 P30086
P36873 O95400
Q15645 P21964
Q9UGC6 P32242
P14373 Q68D86
Q04864 Q7L775
Q8IYX8 Q92805
P56282 Q9NPD3
Q15041 Q96CM8
Q6NXT4 Q6PKX4
O43521 Q07820
Q99633 Q8NHQ1
Q9Y294 P03372
Q15742 Q6DKK2
Q14554 Q99750
Q14596 Q9GZQ8
Q9HBH7 Q99750
Q969T4 Q9Y4L5
Q96G04 Q9NRG1
P10276 P63165
P08631 Q13177
Q13137 Q6PIY7
P63096 P81274
P05787 P62993
Q5JST6 Q9H6L4
Q9UMX0 Q96DC7
Q8WY64 Q8WWW0
Q12982 P42685
Q16378 Q9UHD9
Q6IAA8 Q8NBW4
P23025 Q9HCS7
Q9BRP8 Q9NUX5
Q9NUL5 Q99750
Q9BSW2 Q13064
P50222 Q14055
Q9Y5B8 Q8N0S2
P54253 Q96LI6
P13501 P51681
A8MQ03 Q5TA81
Q86WT6 Q9BQ89
P60328 Q5T749
P78358 Q9UHD9
Q15038 P62987
P28799 Q96MT4
Q9NP86 Q8TAP6
P11802 P08238
Q04864 Q495W5
O76081 P43115
Q14790 P25445
Q8TBN0 Q96QF0
P67775 O43815
P49768 Q92542
Q9BYR7 Q5TA76
O15131 Q6IQ16
Q9BYV2 P02538
Q12805 P53673
Q15906 Q99750
O43597 P28799
Q8WV44 Q16670
P55072 P24278
Q96IX9 P63208
P43403 P20963
Q3SYA9 Q15654
P38936 Q9BYV2
Q96EQ0 O60844
O43586 Q96B02
Q8N9N5 P22557
Q9HC23 Q969X1
Q7Z3Y8 O95990
Q13287 O95171
Q9BUL9 Q9NYB0
Q05516 O95751
Q9UJ04 Q96JB5
Q15369 Q99619
Q9UL46 O00560
Q96DZ9 Q96PE7
P61289 Q96JC9
P27824 P30050
Q13131 O95073
Q6A162 Q9BRU9
O95363 Q9UKT9
P14373 P08579
P50222 P43115
Q9NVV9 Q0D2K3
P51843 P35398
Q6PEX3 Q9BYQ4
Q7Z3S9 P09681
O60684 Q15637
Q7Z7H3 Q15323
O14503 Q08426
Q14457 P54252
Q9UQ90 P61289
Q15323 A6NJB7
P50542 Q68DY9
Q8N8K9 P29972
Q9HD26 Q9H1K4
Q9NX04 Q8IXK0
Q59EK9 P60228
P54253 Q96N03
P20700 Q8WWB5
Q9NS73 P24863
Q7Z3S9 P02008
Q9BQD3 Q92630
A8MQ03 Q5T753
Q9UJ14 Q5TGU0
Q9BQY4 Q14847
Q9UBV8 Q92734
Q8N9N5 P46527
Q13287 P40222
Q9NPI8 O15287
Q9UNS2 Q9UBW8
P78337 Q93062
Q08117 Q12899
P62136 Q7Z699
P68431 Q9UNL4
P48775 Q70IA8
Q96SQ5 Q8WV44
P16104 P67775
Q86SE9 Q06587
Q9UPY8 Q8NEU8
Q3LI66 P17482
Q12933 Q3B820
Q96HC4 P60409
P25800 Q96GN5
Q8WUP2 P68431
O15320 P25788
O00308 Q3B8N2
Q9UBB9 P0C1Z6
Q969T4 Q96FW1
P12236 Q9BRK4
O00519 Q7Z3S9
Q9UBB9 Q9NV31
Q96SL4 Q8NHQ1
Q96EB6 Q86WX3
P31947 Q14103
O94842 Q8N9N5
P59990 Q9BYQ4
P06729 Q96B97
P09661 P08579
Q8ND90 O95671
Q05D60 Q7Z3I7
P43356 P04637
Q9BYR6 Q5T5A8
P01892 O15533
P62837 Q96EP0
Q9UIK4 Q8IZU0
P41743 Q9BYG5
P27348 P32121
Q15008 Q9UMX0
P17535 Q16520
Q9Y2D8 Q8WTP8
Q96IZ0 P08670
Q8IYX8 P43355
P67775 Q04206
Q6ZMZ0 O14933
Q9Y223 P26371
P11171 P57060
Q9UBB9 Q9BSD3
Q01081 Q86X95
Q6UY14 Q5T5B0
Q96CS2 P08727
Q9Y5R8 O43617
Q9UKJ5 P60411
Q12874 O75478
P55210 P17405
Q9NXJ5 Q969T4
O15162 Q16630
Q96MT8 P55081
O43597 P60412
Q53HV7 Q93062
Q96S90 Q08379
Q12933 Q8IVT2
P33993 P07948
P60412 O43597
Q96H72 Q04864
Q9UIG4 P26367
O00560 P49760
Q96EY1 Q96NE9
Q95604 P43626
Q8TB40 Q96DZ9
Q9UIS9 P45973
Q15973 A1L4K1
P49675 P43364
P19012 Q9BT92
Q9HCE7 P62745
P63000 Q13177
P62877 Q13309
P60409 Q5T7P3
