P06730 Q9NRA8
Q9Y2X8 Q9Y4L5
O14867 O75444
Q9Y3E7 Q9H444
P35372 Q5T9L3
O00560 P49639
Q01850 Q9BWG6
Q9Y244 P28074
O43524 P04637
P63104 P60709
Q5T749 A8MV65
Q9GZV8 Q96GN5
Q9UMX0 O75830
P01100 P15336
Q93062 Q9BXC9
P50613 P11802
P29972 Q9UGC6
O15162 Q8IWZ5
Q9GZM5 Q7Z3S9
P59910 Q9NRD5
Q9NPB6 P62993
P30305 Q04917
P26368 Q9UHX1
P50221 Q9UJ70
Q969G3 Q9BVG8
Q8N720 Q13503
Q9GZM8 Q99959
P15927 O60516
P62070 P10398
Q9BYR5 Q5TZK3
Q9BYR9 Q13875
Q59EK9 P26196
Q92624 P78368
Q9P2A4 Q13515
Q7L273 Q13049
P31350 P23921
P08754 Q8IVA1
Q9BY43 Q9H444
Q9Y5X4 Q12788
O75344 Q9Y5B8
P40337 Q99750
Q8TBB1 Q9HCM9
Q14192 P14923
Q04206 O95863
P54105 Q6ZUT3
Q5TA82 O43597
P63000 Q9Y6N9
P23297 P29034
Q2TAC2 Q08117
P60411 Q08117
P42677 Q00987
O14896 Q02556
Q9GZX7 Q13569
Q15025 P60520
Q9NVV9 Q9H9D4
Q9UHP6 Q6A162
Q92609 P60520
Q5TA81 Q5TA77
Q9H2G4 Q9ULW3
Q9BXA7 O43281
O14508 P19235
Q9BVL2 P37198
Q8WYA1 P50222
Q9NX47 P0CG48
Q13547 Q9NQX1
Q68D86 Q8TBB1
P49407 O75688
Q92985 Q9BVS5
O43829 O00560
P15923 O75593
Q15369 Q99619
Q5T6S3 O43463
P61978 Q86XF7
Q8N6L0 Q6P1J9
Q9UH03 Q96HA8
P54274 P53674
Q13049 Q5T7P8
P06729 O95400
Q96LT7 P49770
Q93034 Q9UBF6
Q9BVG8 Q96GY3
P45973 O43463
O76011 Q8N7C3
Q9HD26 Q99497
Q14498 Q7Z7F0
Q9BYR5 Q9UBE8
Q5TA78 P60370
Q8N0S2 P06753
Q8IYX3 Q8N6Y0
Q9UHD2 Q14653
Q6A162 O75604
Q96HR8 O60832
P19438 Q12933
P32242 Q9UF72
Q8TC92 Q9H8Y8
Q8N9N5 P22557
Q13064 Q15560
Q14192 Q9BRR9
O75348 P43360
Q9HAT0 P25786
Q9NYX4 P09496
Q8ND90 Q96GY3
Q01850 Q13084
Q08117 O14503
Q9NP98 Q969Q1
Q9H257 P36406
O94763 P19388
Q86TG7 O95751
Q8IYX8 Q9C0F1
Q9H175 P62140
Q92769 P06748
Q9NRF9 Q14919
P61086 Q8WTU0
P10451 Q8IXL6
P14316 Q01167
Q8IZD4 Q8IU60
Q9UBQ5 P60228
Q9UKA8 P19429
O76081 Q5TA79
Q9NX63 Q9Y2D8
Q9BYG4 Q05513
P68431 Q96ES7
Q7Z3S9 P78385
Q8IUQ4 Q8WUK0
P61024 P50221
P30154 P63151
Q9H1R2 P16333
Q8WV44 Q9C0F1
P54646 O43741
Q9BSI4 O75131
Q9Y6H1 Q0VD86
Q9C026 Q9NZD8
P51668 Q9BZR9
Q99750 P19237
Q07325 P54829
Q68D86 Q8IYX8
Q9BQG2 Q13867
P61224 Q8WWW0
P60410 Q7Z6R9
O15160 Q8NA61
Q96B26 P15336
Q92567 Q15038
P02008 Q6A162
P32242 Q96T55
P61968 Q8N8K9
Q9BXC9 Q99750
Q9UFW8 O76003
P55774 Q9BZ71
Q9UGL9 P60410
P04155 Q9UMX0
P48380 Q13643
Q8N720 Q9H257
Q9ULW3 Q96GN5
Q7Z3S9 P12236
O75928 P63165
Q86XR8 P01106
Q96LR5 Q86XT4
O75886 Q99732
P40222 P50222
Q9Y3C6 Q9BRX9
P0C1Z6 Q59EK9
Q99750 Q8TBE0
P63146 Q7L7L0
Q8NA54 P60409
O00560 Q9Y3C0
Q00059 Q8WVM0
Q7KZI7 P31946
P62837 Q96EP0
P35225 Q14627
Q6A162 P15622
O14770 Q9UJX0
Q7Z3S9 P10809
Q15323 Q7Z7H3
Q9UPU7 P60520
Q9NU19 O60504
Q63ZY3 P06730
Q86WT6 Q12874
Q68CQ4 Q8TD10
Q9H3F6 Q13829
P57086 Q9BRR0
Q13496 O00499
Q9H9P5 O15160
Q9BSI4 P04406
Q05513 Q07021
Q96CJ1 Q8N7W2
Q4V328 Q8IW40
Q9NQ86 Q14240
O43402 Q15006
Q9UK97 P63208
Q6P1W5 P25791
Q9UBU8 Q8IZU0
P54274 Q9UMR2
P62834 P04049
Q04864 P48065
Q9GZQ8 Q9BXM7
P11908 P60891
P02545 Q8N0S2
Q969U6 Q6A162
Q8TAZ6 P48230
P30825 Q969F0
Q5T7P3 Q9BYQ4
Q5T5B0 Q9BYQ0
P27449 P21757
P61978 Q9H3D4
Q9HC98 Q9UKT9
Q6A162 Q9UBU9
Q92985 P10398
Q9UQ90 Q99750
P26441 P40189
Q8TAU3 Q6NT76
Q9BYR0 Q9BYQ4
Q9BXW4 Q86V97
Q9GZM8 O14777
Q9BYR6 O95363
P61764 Q8N4C7
Q96SQ5 Q8NHQ1
Q93062 Q9Y5V3
Q99942 Q96QD8
Q9Y295 Q8WU90
P17535 P15336
P62136 O00566
O95967 Q96JK4
O75317 Q8TBZ3
Q96HB5 Q15438
Q9UMX0 Q9NQG1
Q8IZU0 O95721
Q969G3 Q12929
Q9H4D5 Q9NPJ8
Q9BRK4 Q9HC98
P50222 Q96HT8
Q9GZQ8 O75143
Q9BYQ3 Q5TA76
O43829 Q9BXS5
Q9NVV9 Q9BRJ6
Q6A162 Q8WYH8
Q9Y5K6 Q99816
P52757 O43639
Q16543 Q00534
O60232 Q99832
P60409 P29972
P62993 Q05193
Q13616 Q13309
A5D8V6 Q9UBB9
Q7L5A3 Q9NR12
Q13155 Q96L14
P08238 Q15208
O60504 Q9H9H4
O14793 P09958
P14373 Q68D86
Q8IZU0 Q13188
Q9BYG5 P63000
P60410 Q2WGJ6
Q9BRX9 Q14145
Q5T749 Q13643
Q6P047 O43463
Q9NPB3 Q5JST6
Q16621 Q9Y4A8
P46779 O95273
Q9Y6G9 Q04864
Q969T4 Q9Y4L5
Q08117 Q86V42
Q9GZQ3 Q9Y6G5
P60900 Q9HCM9
P51148 Q8NEU8
Q8N6L0 Q92843
Q9NRF9 Q9NRG0
Q13137 Q9UMS0
P60410 Q9H1Q7
Q96EA4 Q8WXU2
Q99750 Q15475
Q8WW22 Q8N9N5
P09493 Q8N0S2
Q15560 Q8NCY6
Q9UNE7 Q99757
Q8TBZ8 P50222
P60410 O75716
Q9H8W4 Q9C0F1
Q7L5A3 Q9BUZ4
P20963 Q9Y2R2
Q9BZI7 Q9H1J1
P61586 Q15796
Q13526 Q969H4
P30086 P16050
Q02930 P36406
Q96M91 Q8ND90
Q9Y3I1 Q92530
Q05655 P19878
Q96NT3 P15884
Q08117 Q93062
Q9BYE3 Q9BYQ4
O75541 Q96GN5
P60410 Q96SQ9
Q9BRT9 Q9BTE3
Q14134 Q8NHQ1
Q12933 O60941
Q9NTX7 Q12933
Q6IN84 P62508
Q96AQ6 P49069
O15371 Q7L4P6
Q9H788 P14317
A5D8V6 Q12951
Q9NRX4 O15554
Q92764 Q8N370
Q9UKV8 P63244
P35212 P35372
Q5TKA1 Q16254
P49639 Q7Z3S9
Q8N5M4 O75478
P62993 Q6P1W5
Q04206 Q8N2W9
O43815 P67775
Q9HBX9 P24588
O43559 P15884
Q9NVM1 O43765
Q92569 Q8IZP0
Q8NFT6 P25791
Q96Q77 Q8N7W2
O60844 Q9UHX1
P09871 O43889
Q9H6L4 Q8IWZ5
P50222 O43741
Q9BXS5 Q8IZU0
Q8NA61 Q14241
P35398 P51843
Q96GN5 Q8WWY3
Q8IYA8 P48023
Q9UJX2 Q8IZU0
P09012 P26368
P0DJD3 Q8TBB1
Q00535 P37231
O43765 Q9BXI9
Q8TAB5 Q9UJY5
Q9UGK3 Q99836
Q9UBU8 Q96HT8
Q8N140 Q96MG7
Q86WV6 Q96N66
P32121 Q14978
Q9BRK4 P15622
Q8NA54 P63167
Q8TC44 Q9Y266
O95760 P0C0S8
Q93062 Q9GZM7
Q9BYQ0 P25490
P23297 P04271
P19012 Q8N3L3
P12104 Q9NYB0
Q9NS73 Q8IYI6
P02489 P07315
Q8N0S2 Q15973
Q86VQ0 O43805
Q92754 P63279
P17028 Q9UJV3
Q96K78 Q5T700
Q15642 Q5T230
Q5TGU0 Q9UJ14
Q6A162 Q8N6Y0
Q7Z6G3 P29274
Q9H175 P62136
P61968 Q6A162
Q9NYB0 Q96I15
Q15323 P43353
Q9Y530 P09874
Q05519 Q14498
P60410 Q9H2F3
Q13557 O96015
Q8N4P3 Q08AF8
P02647 P02671
Q9Y2W2 Q96BS2
Q9Y2J4 P55081
P63261 Q08426
Q14194 Q9Y2T2
Q92993 Q92804
Q6UY14 Q9BYR5
Q8N9N5 Q8IYR0
O95631 Q8NBI3
Q8TED0 Q969X6
Q96CN9 O43482
B2RXH8 P07910
P16104 Q99986
Q9BRK4 Q9UM82
P50221 O15344
P12004 Q9HCU8
Q9UI36 Q8TBK6
P62495 Q14145
Q8WTP8 Q9NPA5
P49789 Q9UJU2
Q8N9N8 P42224
Q13522 O75807
P01106 Q96EB6
O15530 P31749
O43889 Q9BZD2
O43597 Q8TAU3
P10606 P36406
P46937 O14544
Q9Y4L5 P62837
P25786 Q9Y2V7
Q8IYX8 Q9NSK0
P68431 P61964
Q9BYE3 P60410
P32302 Q14344
Q13643 Q9UKT9
Q01167 P61244
Q15654 Q96I34
Q9GZP9 Q00013
Q86YD7 P36406
Q8IUQ4 Q9BTV4
O96015 Q96FJ2
Q9UPY8 Q15691
P25788 Q6RVD6
Q6A162 A2VCK2
Q9BXS5 Q59EK9
P51116 Q86YD7
Q9Y2Z0 P63208
P14780 P01033
Q8WXI9 P14373
Q9BYR5 P50222
P62308 P54105
Q96E35 Q0VD86
Q03014 P60371
P37198 Q9NVV9
O43167 O00505
Q8TBK6 Q9NVV9
P24864 P46527
Q5BKY6 P60410
Q6NYC1 Q9NP64
P31749 Q13043
Q9NS73 Q8IY82
P50222 Q9BYQ6
P55209 P54274
O95848 Q96HA8
Q96LK0 Q92569
Q8WWB5 Q96FX2
P32927 P04141
P09211 P30041
Q8IUQ4 Q9NVL8
Q9NYB0 P14550
Q8IVW4 Q9NQM4
Q9ULW0 O14965
Q8IYA8 Q6P597
Q96EG3 Q96SQ5
P62508 A0MZ66
Q9H788 Q6NUQ1
Q8IZU0 Q9UBU8
Q9UL45 Q96CS2
O95721 Q16623
Q96BR9 P62191
O43318 Q15750
P24278 Q719H9
P62993 P21802
Q9NPG2 Q8IYA8
P54764 P52803
P02545 Q9UII6
Q9BT49 Q8IXK0
Q08334 P22301
Q9BUJ2 Q8NDC0
O95944 O43914
Q14103 Q9UNL4
Q86Y33 Q9NYY3
O00560 Q7Z6G3
Q96C00 Q14847
P43360 Q2WGJ6
O15350 O14965
Q9BXU3 Q9BXI6
Q15796 P84022
P56962 Q9BV40
P63165 P29590
Q969G5 Q9UBC2
P49910 Q96EG3
Q9Y5L2 O43681
P04150 Q03135
Q6A162 Q9H788
O76083 Q96FC7
Q8NB15 P61371
P54253 Q8N7U7
A1L4K1 Q53FD0
Q8TBB1 P22234
P14770 P49639
O43566 Q9BSI4
O75558 Q13895
P31749 Q96S96
P68400 Q99496
P46108 Q96DX5
O75177 Q15427
O00716 Q96JM7
Q9Y3C5 Q9Y2X8
Q01081 P26368
Q9H4A6 Q02742
P09228 P25788
P53041 Q49AN0
Q13868 Q9H9D4
Q5I0X4 P61978
Q53F39 Q9BUY5
Q15654 Q8N2X6
Q13643 Q86YD7
Q12933 Q86X59
P54253 P86479
Q3B820 Q13077
P10809 Q15323
Q8IYA8 Q9NW38
Q13077 Q6ZS27
Q9GZM8 P23025
P49901 Q5TA81
Q5QGT7 Q8N6L0
Q9BQY4 Q3SYF9
P40337 P63244
Q93062 Q9UHH9
Q96T49 O75478
Q96Q77 Q9BUY5
Q969R5 Q96MF2
Q9HCE7 O15105
Q9BRU9 Q9UJV3
Q14145 P54274
P29972 Q96S65
Q9HC98 Q08117
Q5T7P2 Q6L8G9
Q6L8G9 P26371
Q96A49 Q9NUX5
Q08117 O75360
O14558 P02511
P04233 P61073
P51959 Q6A162
Q5JT82 Q96Q77
Q13137 Q9Y4X0
P15884 Q7Z7H8
Q9BYQ4 Q96EP0
Q6ZN18 Q6NT76
P46952 Q9NUX5
Q96B96 Q9UGQ2
Q9UER7 Q9NS23
O14964 Q6A162
Q8IUY3 Q9Y228
Q9BSR8 Q9GZM5
Q8IXK0 P57060
Q99750 Q8N7K0
Q99816 Q9NR12
P46527 O15111
Q8WWY3 P19012
O76081 Q5TA82
P46937 Q969T9
P25788 P48146
P0DJD3 Q8WTP8
Q8N6Y0 Q15323
P49407 P20963
Q9UQC2 P62993
Q8NHQ1 Q96GN5
Q9NRQ5 Q6A162
Q15323 P10809
P61289 Q96HA8
Q9UDY6 P55040
Q96L34 P60953
Q8TAB7 P60410
O95817 Q96B67
Q92769 P01106
Q8TD31 Q96CS2
P63167 Q9Y2J4
O95721 Q86Y82
Q13227 P18848
Q8WYH8 Q9NQC1
Q8IYT3 P51946
Q9UHX1 Q9H204
Q5T6M2 P60409
P25791 Q13155
Q00536 Q8N7R7
Q9Y5V3 O60573
P49674 Q00987
Q9BQ66 O43741
Q9BZW7 Q9HC52
P08631 Q6A162
Q969G3 Q6NUQ1
Q9GZT3 Q68D86
A1L4K1 Q9Y3B7
P15408 P05412
O95944 P12004
P25786 Q719H9
Q8IYX7 O75716
P68106 Q04864
Q86UV6 Q04864
P13667 P23284
P37198 Q9UBU9
O95817 P04792
P06340 Q04864
Q9Y572 Q13546
Q9UBB9 Q6ZUS5
Q5T5A8 Q6UY14
Q96DC9 Q8IUQ4
Q6NUQ1 Q96ES7
Q9NQT4 Q13490
P23508 P29084
Q15056 Q8TBB1
Q9Y5E9 P84103
P31749 P67775
P50221 O76071
Q99962 Q99963
Q99961 Q7L190
O60504 P36406
O95166 O95210
P43356 P62256
Q9BYQ3 Q5TA78
Q9NUX5 Q86WR7
Q9HCG8 Q14331
Q6PEX3 Q96MT4
P04637 P11473
O95741 P50222
Q9H0A8 O60826
Q0VD86 Q96E35
Q15025 Q8N4P3
Q13643 Q6UWL6
Q96IZ5 Q86SE5
P50222 Q8WYA1
P18433 P62993
Q9UH92 Q08117
Q8IUQ4 P29692
Q07627 Q9P0T4
P61513 P43360
P60411 Q7Z7H3
Q14240 Q9Y2D8
Q9UJX0 Q99081
P84243 P62805
O60806 Q92734
P63165 Q8WWZ3
O43167 Q08117
P52594 Q9P242
Q6P1W5 P86479
Q12933 Q15560
P54274 P43405
Q9UI14 Q9NZD8
Q14847 Q9BQY4
Q8TEW6 Q7L591
Q9UFN0 Q9H3D4
P08238 Q9BXA6
Q9BRK4 Q9NWS9
Q7L5N1 Q9BT78
O43597 Q9BYQ6
P54274 P07195
Q16543 Q14164
O43633 Q9Y3E7
P63172 Q8WW35
Q9BT81 O76003
Q9NWQ4 Q99750
Q8TAP4 Q8ND90
Q66K41 Q9NVV9
P60411 P50539
P60410 Q9UHI7
P14373 Q96FE5
Q96A33 Q86WV6
P30281 P38936
Q96L14 O95295
P09874 P63165
Q9BQ89 P36406
O60941 Q96EV8
P36894 P43026
Q8N5M1 Q04864
Q8TBC4 O14732
P54274 Q9Y5A7
Q9H5I1 Q8TBB5
Q9BZW7 Q15973
P15498 P62993
Q2TAA8 Q9NZD8
Q9HBH7 Q99750
Q96B36 Q04917
Q00536 O43829
Q96G25 Q6A162
P60410 A6H8Z2
Q13177 P55210
Q96T76 Q9Y3D0
Q99784 P50222
Q12815 Q6A162
Q99750 P40337
Q8NHQ1 Q13123
Q9Y5K5 P0C1Z6
P68400 Q92504
Q13263 Q13185
Q13496 P17661
P54105 P14678
Q14192 P48380
Q13422 P61024
Q8TCE9 Q8N9N5
Q8IUQ4 Q53H82
Q5TA79 P60411
Q96EP0 P62837
P62308 O75410
Q3LI66 Q3LI76
Q8N9N5 Q96QF0
P08727 Q96CS2
P50502 P49768
Q99717 P17844
Q9NR46 Q9Y371
Q15645 Q6P9B6
Q9NZL4 P54652
P09382 Q13740
Q13131 Q13363
P61077 Q99496
Q9BPX1 P35219
Q00534 P55273
O15524 Q04206
Q8N8B7 Q8N1B4
Q96HT8 Q9BS16
P15622 Q14592
Q15365 Q13427
Q13069 Q96IK5
Q9Y232 P68431
Q8NEZ2 Q99816
P29353 P03372
Q14161 Q9Y6K9
P10588 P83916
Q8IYX8 Q9UBU8
Q6RVD6 Q99750
Q96MA6 P33993
Q9UBU9 P14136
Q6P1L5 Q14145
Q8WU58 Q99471
P05787 O76015
Q8NBZ0 O00560
Q96SW2 Q9P286
Q08AM6 Q8IUZ5
P06748 P05549
P26371 Q9NQL9
Q12800 Q15560
Q9BYQ6 P49901
Q9NWX5 Q96JM7
Q96D03 Q13637
Q8NFZ5 Q15831
P07947 O14543
Q9Y2Y9 P43694
Q9Y223 Q9BYR3
Q99081 O75593
P60410 Q8NDP4
Q96EQ0 P40259
Q8WYH8 P60409
P43356 Q96KP6
Q9NSC5 Q06455
P38936 Q00526
P36406 O60504
P25791 Q8NFT6
P25800 P52747
Q96BY2 Q96PV4
Q9UPY8 P20618
Q92569 Q9NPB6
Q16401 Q12800
Q6A162 Q96NG3
Q8IXK0 O00560
Q15654 Q8WW24
Q8WVZ9 Q9H0R8
A0MZ66 Q9Y5B8
Q15172 Q5FBB7
Q9UGC6 Q6L8H1
O00560 Q15223
Q96LK0 Q6PIV2
P12956 Q9NYB0
O76015 P25786
O43889 Q8TAF8
P57075 O43597
Q8WW24 P52272
P13647 Q7Z3Y8
Q9Y5K5 Q13200
Q9BZS1 Q9UNE7
Q9BSW7 Q8NHQ1
Q15306 Q86UE8
Q9UL42 Q9HC52
P20591 Q9H9S4
P26371 O43741
Q9UC07 Q15323
Q9P286 Q9Y3B2
Q13895 P51116
Q58DX5 Q8TAC9
P49356 P49354
Q9UHD9 P25311
Q96FJ2 P50222
Q8IYX8 Q9BW62
Q13064 P82932
Q13501 P54725
Q9H4E5 Q9H2G9
Q13586 Q96D31
Q8ND90 A4D1E9
Q9Y371 Q9UBB9
P08238 O75469
P32320 Q8TBB1
O14929 Q04864
P63104 O43524
Q9NVV9 P06753
P01100 P52736
P62913 P60409
Q13489 P61088
Q9UHQ9 Q9UMX0
Q96FW1 Q969T4
P50222 Q9UKJ5
P60412 Q13554
Q13501 Q9Y4K3
Q9Y463 P61962
O43463 P09017
P43356 Q99719
Q9UBU8 Q8WV44
Q13422 P57060
P21673 O15371
Q9UKC9 P08238
Q6P1W5 Q9NX04
P27361 P28482
Q8TBZ3 O75317
Q96HT8 Q8TC20
Q9UJW9 P52292
Q96MT8 P53365
Q9UBB9 Q86XK3
Q15654 O43482
P84022 Q9UBR4
P60410 Q9NUL5
Q8N4C7 O43463
P01106 O15111
O14879 P06753
Q13137 Q9Y4Z0
Q9Y271 Q9NS75
Q99750 O43439
O00255 P17535
O95273 Q8IUR0
Q13287 Q96QG7
Q07627 P05187
Q8IYX7 Q13643
Q9BZW7 Q5T7P8
P31321 Q9UBU9
Q96IX9 O95073
P49841 Q13144
P61457 Q07654
Q2TB18 Q13426
Q9UBU8 Q13422
P15173 Q70UQ0
Q01201 Q04206
P14373 O43639
Q9H0A9 A1L4K1
O95995 Q99633
O76003 Q7Z3S9
P25788 A5D8V6
Q6A162 Q15973
Q53EL6 P38919
Q5TEJ8 Q7Z3S9
P62993 Q8WXH5
Q9P127 A7MD48
Q9NX70 A0JLT2
Q147U1 P60409
P60520 P40939
P55957 Q07820
Q9ULZ3 P29466
Q8N715 Q6A162
P25963 Q9NWT6
Q9UKD1 Q14192
Q9GZY8 Q969F0
Q08117 Q9H9H4
P25786 Q9UPY8
Q13643 O75603
Q12846 Q9H115
P17024 Q9BYR5
Q9BYQ3 Q9BYR3
Q9Y530 Q53GL7
Q96MP8 Q99750
Q8WXA2 P15884
O43609 Q9P121
Q9BYM8 Q9BU61
P57077 Q8N5C8
O43159 O43463
Q9Y2W2 Q8NDC4
P63104 P25705
Q9H1Q7 Q7Z3S9
Q96D03 P62308
Q15323 Q9NQ50
Q9NPJ6 O00560
Q99497 P32322
Q7Z6G3 Q9H257
Q14558 P60891
P04637 P61289
Q9Y281 P50461
P25788 Q3LI72
Q9NNX1 P14373
O43521 Q07812
O60341 Q96H20
O14530 Q8WWB3
Q9C0F1 Q13895
O14653 Q16623
Q9XRX5 Q13287
P0DI81 Q719H9
Q7L9L4 P49902
P40337 Q16665
Q12933 Q8TBB1
P26196 Q96C92
O00444 Q9NX04
Q13596 Q8IVP5
Q9BZQ8 Q14192
Q969F0 Q9NS64
Q9HCE5 Q15007
O95166 O75143
Q8NEC5 Q6L8G9
Q9BRX9 Q15427
P61165 Q9UMX0
Q96C00 P60409
Q5TA81 P60410
P43034 Q8IVD9
Q08379 Q9BWG6
P13861 P24588
P17844 P03372
Q96HD9 Q7Z3S9
Q2M1V0 P78424
P43360 Q8N3X6
Q7Z3B4 P06753
Q7L523 Q8NBW4
O95379 Q9NZ81
Q13323 Q969F0
P15884 Q9BQ13
Q15661 P27986
O95990 Q12933
P60709 P50402
Q5T752 P60411
Q96CV9 Q13501
O76003 Q96Q83
Q9BRK4 Q92993
P43307 P01009
Q86UN6 P31323
Q05516 O95872
Q9H0E2 Q9H492
Q16543 P31749
Q8WWR8 O15162
Q86U70 P25791
Q00613 P63165
Q9NPI6 O95429
Q16890 P55327
Q15645 O95865
Q8N9N8 Q49A26
O75821 Q13347
Q8NC69 Q8N8B7
Q9Y262 Q9UBQ5
P35372 Q92905
Q7Z3S9 Q8WUK0
Q9BSE2 Q9Y6I9
Q9NPA5 Q86V42
P50749 Q13188
Q9UBS8 P51668
Q6L8G9 Q5T754
Q96CS2 Q8N6Y0
Q8TDW5 O00194
Q96LC9 Q07817
P60370 Q3KQV3
Q9HCE7 P62745
Q8N8B7 Q92764
Q96M27 Q13526
Q8ND90 Q7L4I2
B2RXH8 O60812
Q9BUN8 Q8TCT9
Q9P0L0 Q5T4F4
O95198 O95881
Q92624 Q9NXR5
Q15843 P18124
Q96CG3 Q8N4T4
Q9GZU7 Q99618
A2RU14 P12004
Q9BYQ6 Q8NEC5
Q6P1J9 Q9BZW7
Q14457 O15392
P05161 P41226
Q13596 Q9UI14
P55084 Q9H0R8
O75663 P78318
Q92692 A8MQ03
P26371 O76081
Q13163 Q99759
Q96JB5 O75344
O00560 Q14565
Q9NUX5 O43704
Q70UQ0 O95447
O60260 Q8IXI2
P60410 P09923
Q5TA78 P32242
Q12800 Q9BZG8
Q9UK58 Q9UGI0
P12643 Q12841
Q9UNA1 O14613
Q6ICB0 P0CG48
P61968 Q8N9N5
Q96G23 P07900
Q08117 Q15475
P26196 Q13422
Q8N9N5 A2VCK2
P12004 Q15054
Q9UNF0 Q9BY11
Q6PEW1 Q8ND90
Q9UHD2 Q92844
P36406 Q15040
Q9H665 Q6UW32
Q8IZU0 Q9BVN2
Q9Y294 P54198
Q9Y287 Q58DX5
Q8N726 P06748
Q9BU76 Q9NVV9
P0C7H8 Q9NUL5
P15927 O75419
Q8IZ83 Q9Y315
O15131 Q9UKX7
O95704 Q9UN19
P41223 P60409
Q8TAU3 Q9UBR4
Q96IT1 P57086
Q8WV28 Q9Y5K6
P43365 Q96GD3
Q6NYC1 Q96NE9
P11217 O43741
P16333 Q9H1R2
P25786 Q99081
Q6A162 P20138
O43463 O43159
Q9BQY4 Q14847
P41227 P60371
Q49AN0 O76083
Q9NQT4 Q9NQT5
P98066 P10145
Q15233 P54646
Q86YD7 Q53EZ4
O60573 P60370
P30304 P04049
Q7L3B6 P31948
Q13049 O00560
Q9Y2L1 Q9NQT5
O75410 Q96GD4
Q8IW36 P50222
Q9NZD8 Q12933
P24863 P49336
Q9GZM8 Q2TBE0
Q9NQS3 Q9BYR5
P55040 P14373
Q13077 Q13546
Q86YS3 P62491
Q96I25 O43143
Q9Y6K9 O95999
O00560 Q8TBK6
Q8TAP6 Q96JC9
P68431 Q9BVI0
O43639 Q7L0Q8
Q96C00 Q8TAD8
Q96M29 O95429
Q6NYC1 Q9GZZ1
Q9Y6N9 P63000
P31269 O14744
Q9BW61 Q6RW13
Q8IWZ5 Q9BXY8
Q96BR9 P51451
Q14781 P60411
Q12815 Q13895
Q8ND90 O00560
Q9Y2V7 P25786
Q8N205 Q53G59
P07510 Q99750
Q13422 Q15007
Q9UBU8 Q15025
Q9BXJ1 O43765
P55209 P10588
Q15560 P60409
O95292 O95070
Q5D1E8 O43187
Q8WWX8 O00505
Q16630 Q96DC9
Q13137 Q9H9D4
P29317 P20827
Q6NUJ2 P60411
O60504 Q9NQZ6
Q96EZ8 Q86WP2
O43559 Q14525
P53041 P31948
Q9P000 Q7Z4G1
Q9H0I2 Q68D86
P62256 Q9UBF1
P05305 P25101
Q9NPB6 Q05513
P30443 Q14943
Q96JC9 Q9NSC5
Q99942 O95214
O00241 Q93062
Q5TAQ9 Q99750
Q8WTP8 Q86SE5
P49418 P48454
P25800 Q8NA61
Q9BX10 O14744
P20339 Q9UKG1
Q99750 Q96LJ7
Q13435 Q01081
Q9NPE6 Q14656
P60953 O00401
P05112 P78552
Q96HA8 P26371
P42768 P60953
Q9Y2X8 Q9HAC8
Q9UL42 P16333
Q15323 Q9H0W8
Q5XG85 P60410
Q9NRD5 P48775
Q92734 Q53EZ4
Q8N2X6 Q6A162
Q02930 P19012
Q9NYB0 P80297
P36406 O95715
O43482 P04049
Q96DU3 O60880
Q04206 Q13568
O43167 Q96BR9
A2RU48 P45984
Q6P1W5 Q8N9N5
Q04864 O60573
Q5T764 O14879
Q9BYR7 Q9Y2K5
Q14192 P25490
Q96QF0 Q86VK4
P28482 Q15349
P49643 P15927
P60409 Q8IZC7
Q9BRP4 P62195
Q06830 Q13043
P60410 Q5T752
Q15424 Q9GZQ8
P54274 Q93099
P57682 Q92997
Q96Q77 P50221
Q06587 Q3KNV8
P05067 P04156
P32242 P60409
Q8WW34 Q9UNA4
Q9H8Y8 O43829
Q9H8S9 Q13188
Q9NPI6 Q96F86
Q8IZU0 Q8IYX3
P49760 Q96NG5
P08962 P01033
P46108 Q9Y4K4
Q9GZV5 O14641
Q15654 Q0VD86
O75771 Q6P1W5
P61077 Q8ND25
Q96LX7 Q15323
P60409 Q13895
P09228 Q6UY14
Q9UNZ2 P55072
P60409 Q7Z417
Q9BS40 Q9HCM9
O95931 Q3KNV8
Q9UKJ5 Q01850
Q96M91 Q8NHQ1
P02511 P05813
Q7Z3S9 P08631
Q8TBB1 Q6RW13
P50221 O14893
Q9BVK8 Q8N205
P17024 P60411
P60370 O75716
Q04206 Q9UBK9
Q9H8Y8 P57086
Q8N5T2 P43365
Q96EQ0 P10451
Q9H2X0 Q07627
Q8TBB1 P38159
Q8WWY3 Q9BZW7
P63151 P30154
Q9BYR8 Q6EMK4
Q5T7P2 Q9BQ66
Q96H20 Q9BYV2
Q9NSK0 P50222
Q9BYV2 Q13895
Q68D86 Q9Y586
P08579 O43829
Q15323 Q96IX9
Q9H3H3 Q04864
Q15645 P15289
Q96EG3 Q15415
Q8IXK0 P25800
Q8TF50 Q13526
Q13268 Q92624
P37198 Q13526
Q9H257 Q8N3Z6
Q96IF1 Q02930
P50222 Q2WGJ6
P22415 Q92831
Q9NX40 P17544
Q9HC29 Q9P0J0
Q9Y3A2 Q8NHQ1
Q15323 Q9BTL3
Q96FJ2 Q6PF18
Q8NEC5 P60411
Q8IYR0 Q49A26
P49757 Q00987
Q8IX15 O00560
Q96LM6 Q15645
Q9BPY3 Q9UL15
Q7L775 Q9NPC3
Q9Y572 Q8NB16
