Q07699 Q9NY72
P32780 Q9Y4H4
O00338 Q9Y222
P34897 Q92560
O95400 Q15637
O15169 Q12824
P20132 P29084
Q07973 Q9NWT8
P51398 P61371
P49675 P0C1S8
A0AVK6 P42765
Q14204 Q9UHQ1
Q8TF40 O43364
Q9BWX1 Q9UPY3
Q96PU5 P42695
Q5MJ70 Q9UNE7
Q9Y2J8 O15370
Q9Y2R5 Q99626
Q8WVM0 Q8IY57
P08579 P60484
P50539 P52888
Q9UKU7 P36954
Q9NX02 Q9BS31
P0DP25 Q9H9D4
Q9BXL6 Q9Y603
Q92552 Q96DT0
Q05209 O14981
Q8WWV3 O75529
P35900 P09430
Q99558 P22670
P42679 Q02535
Q8WVY7 O75363
P82909 P09016
P21675 Q96RG2
Q9NYS0 P49842
P37275 P49914
Q93088 P55318
Q9Y6M4 Q16514
O43365 Q8NFG4
P06899 Q8N4X5
A6NEQ0 Q00059
Q9Y618 Q3BBV0
P39748 Q14790
Q96GX9 P42695
P48728 Q92769
P41229 P15374
Q9Y261 O15235
Q9UHN1 Q13889
O43593 Q96P71
Q9NQI0 Q16385
Q15014 O00471
Q16537 Q9H4Z2
Q8NFZ5 Q6UN15
P20933 P59103
A2A3N6 Q9C0J8
Q9UDY6 O75529
Q13610 Q7L0Y3
Q9NNW7 Q12952
P21399 Q9UL03
Q02535 Q68J44
Q13405 Q96T37
Q9Y239 Q53H80
Q15723 Q7L7X3
O75891 Q8IXH6
P24928 Q9Y297
P54136 Q14209
Q16698 Q8IXF0
O60477 P31629
Q9H3P2 Q969P6
P68104 P17480
Q96QG7 Q8TAD8
P09430 Q969P6
Q8WXI4 P16401
P45877 Q9Y5K3
Q9NY74 A6NDE4
Q96A58 Q9UIH9
O00411 Q9BPZ2
Q2PPJ7 O75528
P31327 P32780
Q03111 P82664
O43837 O75643
P49759 P00568
Q99956 Q9UIH9
O75363 Q96T23
P30291 Q07617
P48163 Q9ULX3
P16152 O75971
P15374 Q14807
Q9UJW9 Q9BXI3
Q9UHD2 Q9UNN4
Q9BUL9 Q6PGN9
Q13247 Q9HBU6
Q9NYK5 P09067
P17900 P62942
Q14790 P16401
Q05209 P34059
P14859 P35754
P37275 Q14204
Q9UGK3 P49917
P49916 P15374
P82912 Q15637
P36954 Q9NZD2
Q9NZD2 P42695
P63279 Q99819
Q9BXL8 P31937
P78368 Q12947
Q13950 Q9NP86
O60711 P26368
P16152 P17544
P37108 Q99877
P52926 P09455
Q9NX09 O95343
Q13362 O00142
P40227 Q09472
Q9HCU8 Q96AA8
Q6STE5 Q9BPZ3
Q96QT6 Q9BV79
Q03154 O00257
O43684 Q96RP9
P51553 Q86UU0
Q9NQR4 O60902
Q9BUJ2 P48728
Q9H765 Q05925
Q9HC52 P59044
P41235 Q96G01
Q9BWT1 Q8TF09
P20807 P21675
P34896 Q12857
P78368 P27695
Q96G61 Q9UNS1
P78549 Q15102
P09132 Q96T37
Q02252 Q02535
P17676 O00142
P51948 P49902
Q15545 P01040
P0CG12 Q14CX7
Q8N9W6 Q03923
P04908 P35237
O00338 Q9HAW0
P82932 Q96SD1
P17706 Q9UL49
P35900 D3DTV9
P56277 Q8N807
Q99487 Q13156
P17987 Q13118
P18440 D3DTV9
P12277 Q9HCD5
P55854 Q92565
P47874 Q14526
P26441 Q9Y294
P25398 Q13029
Q9UKF6 P00558
P43268 P17987
Q08495 Q99880
P0DMN0 O60381
Q02080 P23378
Q9HCY8 O43325
P29762 Q99879
Q15637 Q8N7A1
O75648 Q9UGL1
P10242 Q9UBR1
P15289 Q14032
P05412 Q969P6
P22492 Q9NP92
P83369 Q15080
Q14CX7 Q8IY57
P49914 Q8TAE8
Q15672 Q5EBM0
Q9NX70 P16949
P53667 P35475
Q16740 Q9NS39
Q8TF09 P31629
Q16560 O00411
O96020 Q9NQR4
P53779 Q96LA8
P06132 P78527
Q8WVN8 O43541
P50750 P30260
Q0VD86 P16949
P26441 O43593
Q92989 Q9H4K7
Q00056 Q07960
Q9UHR5 Q93096
Q8NFW8 P23378
P09017 Q99558
P23921 Q10587
Q9UGL1 P98170
Q9UGK3 O00712
Q9UIK4 P10827
Q8WWV3 Q9ULX3
Q6B8I1 O75529
Q9NX70 O15235
O15305 P30260
O43307 Q96EG1
P30711 P07711
Q9P278 Q5VTD9
Q9UHN1 O60341
Q9NR19 Q15672
P82914 Q96LT9
O95551 P16949
P17706 O60671
P42785 Q9UBW5
P53597 P35548
Q8IXM3 Q12952
Q12946 P37108
P41229 O75394
O43541 Q9H4K7
P62942 Q9UHH9
Q00444 O95361
P04066 P29466
Q15393 Q9UBR1
Q96PU5 Q7L775
Q9H0U6 Q14696
P34896 P15408
O75676 O95379
Q9UII2 Q96S96
P59046 Q16633
P52655 P40925
Q9BZL1 P49005
Q8N983 Q5VUA4
Q15054 P60484
Q8N4E7 P10276
Q8NFZ5 O43781
Q9H582 O75879
P05549 P15104
P30711 Q06546
Q6WQI6 Q7Z591
Q8WWL7 O95405
Q969Y2 P02545
Q01064 Q09666
Q9UL17 P59103
Q9P2W6 Q02556
P37108 Q6DRA6
Q9P2R7 Q96KN3
Q15562 Q93008
Q96QG7 Q15572
P10071 Q14651
P18846 Q92598
Q12815 Q96S96
Q9Y2J8 O15379
Q8WXC3 O95551
Q9HCN4 P15976
P54687 P22415
P49848 P23297
Q9HC52 Q02252
Q99487 Q06710
P05412 P82921
P78527 P83111
Q69YI7 Q16773
P30307 P12104
P15172 P23921
P46199 P19447
Q969Y2 O60284
P56282 O60783
P15559 Q13115
Q9NR20 O43325
Q96A58 O94782
P24666 P17948
Q16828 Q9BQ83
Q9BUJ2 P33402
Q49AM1 P31270
Q9HB65 Q9GZZ1
P18085 Q96D98
P43897 P40692
Q96A58 Q01459
P22304 P12271
P29353 Q03828
Q6PRD7 Q9NVP2
P51649 Q3YBR2
Q92598 Q01851
Q00059 Q9NVW2
Q15306 P07741
P30048 P31270
Q9NZD4 Q9Y2V3
Q8IUE6 Q14894
O43364 Q9P2R7
O75376 Q15466
Q9Y6J0 Q9BYD2
P49458 Q9UQR1
Q9H582 Q9HCN4
P33402 P62308
Q9UKU7 Q14CB8
P13631 Q13126
P29144 Q9UBE0
O75570 Q14863
P25398 P40692
Q9HBE1 P62495
Q8N9N5 Q9Y2T2
Q6UXN9 Q9P0J6
P10828 Q9HCN4
Q6NXG1 P00338
Q6WQI6 Q13461
P63279 O75936
O43819 Q16385
P40227 O43248
Q9HC29 P35637
Q04837 Q9C0F3
Q02241 Q07960
P42679 P23759
P37231 Q9H6S3
Q15185 Q7L7L0
P0DJD3 P17516
Q9HBE1 Q9UI17
P57723 Q6ISB3
O00142 Q9Y2V3
P15586 P29353
Q9BV79 O00267
P13631 Q96GX9
O15217 Q9NP71
O00338 Q9UDW3
O43396 P09430
P17010 P36957
P21695 Q01538
Q9P0R6 P43699
Q9NYK5 P17275
Q92731 P00326
Q6PRD7 P35475
P40617 O14713
Q5H9J7 Q7Z591
O15151 Q15102
Q08257 O43829
Q9BW04 Q01826
P78540 Q12857
O60678 O94864
Q71SY5 Q9H6S1
Q8NEL9 Q9UHQ1
P15172 Q9Y2T2
P15173 P0DMN0
Q9UHQ1 Q68J44
Q9UGK3 O00287
P49753 Q99990
Q8TDY4 O95125
P47897 P30260
Q8IYD8 P23378
Q9NWT8 Q16719
Q03989 P23381
Q03052 P09455
Q96T76 Q9Y6M4
P10827 P82675
Q16537 P14651
P17252 P06241
Q9HCE6 Q13889
Q9H257 Q13029
O95376 Q96T66
P37108 Q96QR8
Q7L0Y3 P06400
O95619 P12104
P49914 O43474
Q15329 Q8TAK5
Q9Y3E1 P43304
Q13487 Q9BR61
Q9UBC3 P45877
Q04724 P28069
P07195 Q99594
Q9NR19 O14776
P32929 Q9H3P2
P36402 Q8N5U6
Q14651 Q12952
P31277 P41252
Q96AJ1 Q16772
P13995 Q9NP71
O75343 O94864
Q16543 P07602
Q9BYG8 Q53HV7
O95243 P35236
Q8NI60 Q9HB65
Q96IV0 Q9UNS1
P47928 Q6WQI6
Q15022 Q8N5U6
P32119 P41002
Q9NWF9 Q01543
P51116 Q15424
Q8WXC3 P15923
P09067 P41252
Q9NPC7 Q9GZZ1
Q13547 P61970
Q14651 Q5M775
Q9NVV4 Q0VD86
P30419 Q12824
P0CG30 Q13243
P10242 O15235
Q8NFZ5 P16402
O95154 Q9GZP8
O75828 O43513
Q03013 Q96N77
P10828 P09210
Q9NP31 Q9BUJ2
P20671 P07148
Q6UB35 P15848
Q9BUL9 O60941
Q9ULX3 Q9BYN0
P54136 P40692
Q15393 Q96G61
P14598 P17535
Q86YN6 P20592
O96019 Q9Y3D5
Q10586 P82663
Q15233 Q8N5U6
P35548 P20591
Q9BYC9 O00712
Q16514 Q99551
P27361 Q9BV47
O75880 P51531
O43307 Q15906
P26441 Q16533
A2A3N6 Q9HCS4
O15091 Q9HAW0
P49902 P0C7P1
Q06278 P52945
P29084 P46459
Q9BTM9 Q9NZI5
O00338 Q9H0W9
P35900 P62805
Q92552 Q9ULX3
P07451 P35269
Q3ZCT1 P98170
P06899 P00352
O14618 P09630
Q9BZL1 Q12948
Q9BYD1 P31267
Q96G61 O15514
Q9UIV8 Q00403
Q15173 Q9ULX9
Q14106 P51513
Q9BX63 Q96JJ3
P00492 Q9Y3Z3
Q8WVY7 P49411
P42574 Q9NVR2
Q9ULW8 Q96DT0
Q71SY5 Q9NVS2
P55854 Q96T23
P10827 Q92786
O43396 Q9NWU2
P35321 Q14209
Q9BV79 P61964
Q15544 P43304
Q9UDX5 Q13595
Q6NUP7 Q9Y5Q8
Q969L4 O75897
Q9Y5Q8 Q9Y239
Q14188 P43897
O94805 Q9HCN4
P28358 Q9NP97
Q12996 P00568
P19387 P07864
O95400 Q8WTS6
Q96QG7 Q15911
P0C7P1 O75879
P07711 Q8TCD5
P29762 P17535
Q53GS9 P28161
P28161 Q9Y222
Q9H6S1 Q96JN0
Q9ULG1 Q9H0C8
P59942 Q15054
P46783 O75528
O00764 Q6PJT7
Q92966 Q9NP97
P05413 P27707
P48163 P30876
Q5H9J7 Q9H147
Q14678 Q9UBK2
P83369 Q9NYS0
P51970 Q9H9L7
P51116 P17480
Q8TCS8 P61218
Q15102 P40692
Q13526 Q8NI60
P04053 Q14032
O95551 P0CG30
Q02363 O43504
Q969P6 Q9UL03
P32519 P15056
Q8N3C0 Q9BWT3
Q15046 Q92522
P18846 P52888
Q92830 Q14CX7
P00325 P17861
O75936 Q9HCD5
P61587 O43559
P33240 Q9NZD4
Q9UNP9 P09488
P63302 Q9Y3D8
Q9UEE5 P00492
P51398 P31270
O75828 P09661
Q99714 Q00056
Q9UBR1 Q8TAQ2
Q14032 Q9NVP2
Q8WVN8 P16383
P55212 Q9NR55
P05164 P50452
P63302 Q10587
Q9UGP5 P56277
P53677 Q8IYD8
Q9NR55 P35326
Q01543 Q9BYD2
Q99549 P0C7P0
P78527 P15121
Q7Z5Q5 Q9BPZ3
Q969Y2 Q16385
O95361 Q8N1G1
Q13085 Q99590
P37275 Q9Y295
Q7Z569 Q8N807
Q12882 Q96N77
Q9UPY3 P82979
Q9Y2P7 P62942
Q9H257 Q08999
O43791 Q9Y291
P53384 Q92949
Q9NVV4 O60762
Q03181 Q9NP92
Q9BPZ3 Q12800
Q14186 P35237
Q05516 Q9BT17
P45983 Q9HBH9
Q12789 P15056
Q8TF76 Q9P2W6
P48200 Q6P1X5
Q9NR19 Q15561
Q9H0U6 O43781
Q8N142 Q9UBE0
O15379 Q13085
O15169 Q99717
Q15911 P07195
Q9H6S1 Q9NSY1
Q9H5J8 Q8TCS8
Q7L0Y3 Q9UBC3
P35548 O75534
P62316 Q9NRN7
Q6STE5 Q6UB28
Q9UPP2 Q9H9S0
Q14790 P32314
P07992 P30626
Q06278 Q09666
Q13405 P17050
P50548 P52888
O43365 Q9BYG8
P82933 Q9UL49
Q9NTZ6 P37108
P17174 O75030
P15056 Q92664
Q86WB0 Q8TE67
P55039 O60315
Q92830 Q9BR61
Q9H2W6 Q15910
O75648 P41002
Q9NX01 P46459
Q9BYC9 P46063
Q8TBZ0 Q969P6
P82912 Q16777
Q13487 Q9GZT8
Q5THR3 Q2PPJ7
Q16698 P27707
P35325 Q99590
Q9HCP0 O95218
O95411 P20592
Q86Y25 P12104
P22061 P36954
Q96IV0 Q04725
P49411 P31276
Q99487 Q9UBU8
Q8IXQ6 Q9NR46
P13693 P04554
P54577 P35453
Q96QR8 O75897
P24752 Q9UGU0
P48163 P29084
P22528 P52435
Q96IV0 Q96S44
Q13115 Q9UGC7
Q9NX09 Q9NZL3
Q99558 P49716
Q96HA7 P47928
Q16656 Q9Y234
P48200 Q13886
Q92968 P56589
Q9BYD1 Q12800
Q12849 Q5VUA4
Q9NQX6 P18848
Q8NI60 P41225
Q15545 Q9NQI0
P51553 Q9HAZ2
Q9UDY6 O14776
Q9H6S3 Q15910
O95931 Q9NR19
P27708 Q8IZL9
Q9NWF9 P15407
Q6ISB3 Q07020
P25205 P59044
Q9BV36 Q9UM63
Q07352 Q8N3H0
P05089 Q9H582
Q49A26 P51857
Q9HCN2 Q9BWT1
Q09472 O43776
Q9NQI0 P31249
P15104 O00257
Q06124 P61964
O75343 Q15916
Q13886 Q8WYK0
Q9UDX5 Q64ET8
P59942 Q16695
O43776 P08048
Q9Y675 Q8N3H0
P13797 P24278
O75363 Q9BQ83
Q6ECI4 Q07973
Q9Y5X4 O14727
P05549 O95786
Q16612 Q9UBE0
Q9Y2T1 O14862
P57723 Q92522
Q68CP9 P22532
Q15173 Q9UBC0
P37108 O75506
P10599 Q15543
Q9P0R6 Q9Y5K3
Q9P0K8 Q6P1L8
Q96I99 P50613
P12081 Q03923
P00441 Q9C002
Q16576 P30626
Q13867 Q969F1
Q8NFW8 Q9Y4K4
Q96RG2 Q14181
P12956 O95400
P07686 Q969P6
P30048 P16403
Q9H1E3 O95405
Q9Y2Q9 P62487
Q9H7D7 Q86WB0
Q9H147 P52888
P17900 Q68J44
P53004 Q15672
Q9Y5X4 Q8WVM0
Q16633 Q9UBW5
P00568 Q96PN7
O75676 Q00059
Q9NQ33 O95848
Q9NRN7 P35637
O14713 O00716
Q9UIV8 P04198
Q14790 Q8N257
Q8NFZ5 Q9UBK2
P35900 Q96PN7
Q9H147 P00558
Q03052 P57723
Q15306 Q8TE02
P40692 P40925
Q9BYC9 O96020
Q14678 P49917
Q8IXM3 Q9NP71
Q99581 P00558
Q00444 P29466
P46952 Q96S44
Q99956 Q96SD1
Q16143 Q06546
Q8WWV3 Q9H3D4
P15848 Q9Y239
P68402 Q9UGP5
P41229 Q9HD40
Q00056 P12104
P15104 Q99929
P09067 P22531
Q06547 O76031
P48147 Q9UL49
Q9UIV1 P51553
P31937 Q12800
Q9BYN8 Q9UBE0
P23409 P22532
P37840 P43004
P84243 Q8N142
Q9BUQ8 P23378
Q9Y6K8 Q8NHV9
P08621 O75534
O43365 Q8TF40
P39748 Q9Y291
P00352 Q9GZZ0
Q9BXL7 O43543
O95379 Q13952
Q9NYD6 P18054
O75170 Q15544
Q86UE8 Q15080
P62917 Q7Z5L9
Q16854 Q9Y222
P30838 P41002
P20807 O75446
P35712 O94788
Q8TF09 Q9UL49
Q9P0M9 Q06416
P15036 Q9BXI3
Q6WQI6 Q9Y603
Q96G01 Q9H6T0
Q96A58 Q9Y3Z3
Q02080 Q96P71
P49759 P04183
Q9NZD4 Q15561
Q8WVM0 P05412
Q8N142 Q9Y535
Q92830 Q9UKU7
P41235 P98170
Q9UBD5 Q9Y291
Q969Y2 P04554
Q8WYH8 P30626
Q13487 Q9BZQ8
P62875 Q9BU02
Q96T60 Q12931
P32119 Q16514
Q16143 Q00403
P29374 P25325
Q14894 P57053
Q96CS3 P10244
Q9HBE1 O00411
O15305 Q9BQ83
Q8TCD5 O15525
P48735 Q96T23
P00325 P51826
Q9Y2P7 O00411
Q8WVM0 Q92966
Q9NVV4 Q16695
Q7L311 O14776
P09455 Q01826
O60671 Q9BR61
Q9NSY1 O60941
P17481 Q12849
P15289 Q99558
Q14032 Q16778
P49902 Q00577
P48163 P0C1S8
Q13363 O43623
Q9Y603 Q9BV79
P36915 P17036
Q969Y2 Q9UHQ1
Q16676 P29466
P08263 Q9UHV7
P48730 Q96EG1
P21675 O00170
Q9BXL5 P20807
P06132 P23527
P59046 P01100
P26358 Q7RTR2
P50453 O94906
P49753 Q14807
O43396 P07711
P00352 P58012
O60508 Q14032
O14618 Q01543
Q15233 Q9BYG8
P63302 Q9H4Z3
P12081 Q96QR8
P28358 Q9NT62
Q8WXI4 P0CG12
Q5JY77 Q16533
Q14442 Q8IVL1
Q9BYD6 P18146
P51553 Q5VWG9
Q9UKF7 O95343
P36954 P54098
Q96LA8 P25325
P53597 Q8WX92
P05164 P52566
P78368 Q13510
P29353 O15525
Q8WVM0 P31276
Q93008 Q9UFW8
Q9H5J8 Q9NVV4
Q9Y234 P62487
P25774 P33402
P13693 P50539
Q9UKF7 Q5VWG9
Q8IWZ3 Q9UBE0
Q8N6I1 P56277
Q02108 Q15415
Q9Y2J8 P14652
P46952 Q9BUQ8
Q14678 Q9Y3E1
Q9NVV4 P08236
Q7Z5Q5 Q99819
Q9Y5X4 O43504
Q96EG1 Q96HU1
Q9H9J2 Q9Y3Z3
Q9P0J6 Q15910
Q9P0R6 O14948
Q93077 Q9Y3D9
Q92759 P11245
Q9ULC6 Q96N77
P43699 Q7L7X3
P14859 Q6NUP7
O43307 Q02078
P29466 Q12873
Q14469 P22531
P33992 P35790
Q16666 Q8N183
Q03013 Q8WYA1
Q14442 P49335
Q9Y4B6 Q9UBX1
P16220 Q9H6S1
Q9UIF7 Q9UPP2
P14598 Q86TM3
P11474 Q9Y2D0
Q13085 P28347
O95551 Q96M11
P14921 Q9Y3D3
Q9UKV3 P13489
Q13415 Q9Y4K4
O75570 Q9UHL9
P16104 Q96GX9
P53597 Q02556
P47874 Q9UJW9
O76094 P51513
Q16143 O95343
Q13637 Q96S44
O94788 Q9Y6W3
Q09472 Q9UI17
P29762 P50539
O43781 Q9NZD2
P62316 P15374
Q8N183 Q9NX70
O94763 P15121
O95343 P82664
P84103 Q969K4
Q9P2K5 Q9UI32
P24928 Q9UD71
P07195 Q13416
Q92871 Q14839
Q01581 Q9Y675
Q92759 Q8NI60
P16401 Q9NZD2
P30838 P14652
Q06547 O60711
Q7L3B6 O75529
O95071 Q9HCP0
Q9Y2P7 Q00059
P53677 P31249
Q16612 Q93077
Q2PPJ7 Q06945
Q9UIV1 Q13867
Q05195 O00142
P50990 P17481
Q14686 P83111
Q14204 Q8TF76
P24666 P09884
P35218 Q6IEG0
P23297 Q9NZL3
P14859 P78358
Q9UKY1 P51693
O14618 Q15906
P30626 Q15697
Q9Y3E1 P11766
Q9H6S3 Q8N5A5
Q86WQ0 Q9BYC8
Q9NWU1 P10244
P16403 P35326
Q2VPK5 O43248
Q9P2Y5 O75150
Q9BXI3 Q09666
Q9ULC6 Q12857
P17480 Q8N3H0
P15586 O43504
O95409 Q9UN86
O00411 O14646
Q03013 P14653
Q9H3D4 P82921
Q6P1L8 Q96PN7
Q9NQX1 Q9NP74
Q9NX02 P62316
P17480 Q9UGC7
P53396 Q8WYH8
Q9NQR4 P11831
Q9HBU6 Q9NSY1
P08729 Q9UKF6
O14981 P63167
P34897 Q9BQ83
Q8WZ19 P52888
Q9UGN5 P49411
Q99549 P52566
Q13115 O76031
Q13568 Q93088
P04183 Q9BYE7
O75586 Q13795
Q9NNW7 P20671
P21399 Q01130
Q96QG7 Q9UIH9
Q9NX18 Q9GZR1
Q13029 Q9NZD2
Q9BYG8 Q03111
Q9HC52 P09455
Q92552 Q96T60
Q9BXL5 P54136
Q9H2J4 Q99594
Q9GZT8 P17483
Q16143 O00267
P57723 P62304
Q12849 Q9HAN9
Q9H0A6 Q04725
Q8N3H0 O94913
Q9NPC8 Q9BW04
P40261 O75030
P13693 Q96FI4
Q92837 Q9UBR2
P83111 Q9UNI6
P52565 P86791
Q13115 O75394
P06132 Q8WTS6
Q9NQ33 P48728
P55854 P51693
Q8WVC0 Q8NFH8
Q58A44 P61244
Q02252 Q13426
Q6DRA6 O14561
O94788 Q9UL49
Q96QG7 Q96AZ6
Q9BZQ8 O14901
Q9NP31 Q6NXG1
P54132 P35237
P10244 P48735
Q12931 P41970
Q8WUN7 Q13123
P43897 O00462
P48200 Q9HAN9
O75446 Q6PRD7
Q8TBZ0 Q16612
Q8NI60 Q9BWT1
Q12815 P17050
P52815 Q13886
Q9Y4H4 Q13595
P41212 Q14CX7
Q99684 P35236
P07864 Q9H611
Q13415 Q68J44
P40939 P62308
O15305 P62316
Q9NYS0 Q9UMQ3
O95749 Q9BUJ2
Q96FI4 P18054
O15235 P12755
Q13610 P32929
P20592 Q13510
Q99487 P17482
Q5TB30 Q14914
P17947 P48728
Q96CS3 Q86YN6
Q12962 P43897
P35900 Q9GZR1
Q96PU5 P04553
Q8NB91 O75394
P09874 O60907
Q96EK5 O43593
P12104 Q8IYD8
Q14749 P23759
Q96M27 Q8WYA6
Q9BSF8 Q01469
Q03111 Q96M11
Q86XK2 Q00169
Q9BWD1 Q96T37
Q9H6T0 P08319
O14593 Q9UBC9
Q8N3H0 Q92826
Q9P0R6 P12755
Q13867 Q8WYA1
O94768 P43304
Q99707 O00115
Q5XPI4 P14316
Q16629 P43355
Q9HC29 Q13952
P09132 P18146
P36957 Q9H4I2
P16152 P86791
Q16613 P30260
P25398 P08236
Q9Y6G3 Q9NVW2
P13798 P54803
Q9NWF9 P39748
P82933 P18615
Q92759 Q12849
Q01581 Q9NPI8
P46459 Q86TM3
P17706 Q9UBU8
P10827 P62937
O60814 Q5JY77
Q7L3B6 Q9HB65
O95376 P55039
P26358 Q86Y13
Q8TCS8 O14776
Q96P71 Q9NZI6
O75503 P13797
Q14106 P24278
Q9UEE5 Q9NR46
O75891 O43680
Q8WWV3 P06865
O75586 P17661
P83881 P02545
O15540 P23511
Q99707 Q16533
Q6XE24 Q9HCS4
Q12947 P62942
Q9UHR5 P62937
Q9Y5X4 Q9BPZ3
Q8N6F7 P35227
Q96PU5 P0C0S5
P41235 Q9BZQ8
P17706 Q8TBZ0
Q04837 Q9UL03
P48730 O00257
P14859 P23381
P49916 Q8TF40
Q9NV88 P17987
Q96T60 P53667
Q15327 Q14894
P43897 O60671
Q8N6I1 P50213
Q14204 Q9C002
P50453 Q92560
P78368 P51946
Q99707 Q96BP2
P09132 Q9BQ83
Q9Y2Y9 Q92871
P53384 P16402
Q9NP74 P23511
Q03052 P30711
Q96CS3 Q13523
Q9P2R7 P54821
Q15233 P18440
Q15911 Q9HCP0
Q15544 P41252
P35558 P49917
Q86TM3 Q9HD40
P47874 P0C0S8
P15104 Q96N77
O43396 O15151
P20132 Q8WW12
P00325 Q96QT6
P00492 Q9UL49
Q14469 Q6P1L8
O15353 Q9UI32
P55212 Q15329
O75446 Q9Y2T1
P24928 Q6WQI6
P30291 P46783
Q8N5U6 Q8WXU2
Q99707 Q13569
Q8N3C0 Q86TM3
P17405 Q15173
Q9BPX1 Q96KK5
Q96S53 Q8WVM0
P62318 Q93008
Q13123 Q9Y6M4
P19793 Q92786
Q9P2Y5 Q71SY5
Q13107 Q9NZL3
P40227 Q06945
Q96QV6 P49406
P62316 P54577
P59942 P02545
Q14106 P06865
Q02363 P47897
Q9HAW0 O60941
P24298 Q6EKJ0
Q9H5J8 O75170
Q6WQI6 P29083
Q9UGP5 P42765
O95600 P30419
P21673 Q13118
Q9BSE5 P15407
O15305 Q9ULX9
O00142 Q9GZZ0
O60477 Q969F1
Q8IX03 O15379
Q9Y295 Q15029
P51688 Q9BTM9
Q9UD71 Q99590
P04053 P19878
Q9P2W1 Q6PRD7
Q9UDY6 O95248
Q9NQX1 P82921
O15151 Q8TE02
O15169 O43829
Q8N983 O75586
Q96PU4 Q9UJM3
Q8TDY2 P35236
P14061 P21291
Q15562 O95379
P27708 Q86XK2
Q9Y2X9 Q9Y4K4
P49368 O00287
P10071 Q93015
Q96JJ3 Q7Z591
Q9BYN0 Q9Y5K3
P27348 Q01814
Q9NX02 O43541
Q16773 Q9UID6
Q00577 P56277
Q9Y216 Q13243
Q9HC29 P35680
P18085 Q9UBK2
Q96PU5 Q9BUJ2
Q8IXM3 Q13156
Q9UHN1 Q9UKV3
Q96PU5 Q9NV88
Q99594 O14561
Q92989 Q8N142
Q6DRA6 Q96P71
P13796 Q6UXN9
P26639 P58304
P32519 Q9H2W6
P48163 Q9Y5B0
Q92731 Q96AA8
Q8TDY2 Q9H2W6
Q8TCE9 Q00059
O95218 Q93008
Q96L73 P39023
P50135 P01100
P30711 P15407
P52815 Q93077
P35325 Q15915
P82650 Q8NFU5
O00170 Q12857
Q8N257 Q9Y676
O60231 P35237
Q06547 Q01094
P22415 P25325
P16050 P14653
P48147 P18858
Q13362 O15235
Q9NX20 Q9UHQ1
O00142 Q16778
Q93096 Q9NQX6
P01040 Q8TAT5
Q9H3D4 Q9BW04
Q9UHN1 P30876
Q05209 Q14938
P34896 P54132
P68402 Q16587
O95154 O75446
Q969Y2 O94768
Q92665 O60264
P0C7P0 P61964
P18846 P98170
P47902 P20591
P26599 Q9Y2Q9
Q16543 Q92922
Q9BYC2 P32780
Q92949 Q93088
P14921 P78371
Q09472 O75879
O00170 P35638
Q6ZYL4 P41252
Q96EG1 Q8N3H0
Q9NVR2 O14727
P10599 P53350
P21266 P53350
Q15327 Q9BYC9
Q6NXG1 O43182
Q9NVU0 Q9H2W6
O95154 Q9Y2X9
Q15233 Q13405
P26441 O60481
Q93015 P86791
Q86Y13 Q15572
P48729 Q9UJW9
Q9UBR2 Q9BZE1
P82912 P48382
Q14106 P49842
P48735 Q96PN7
P83369 Q99819
Q99697 P54687
O43316 Q96T66
Q13568 Q9Y2J8
Q12947 Q96RP9
Q8WVC0 Q9P0R6
Q9P2W6 Q9HCS4
Q8TCS8 Q9Y6P5
Q9BXL6 Q9UHH9
Q9NWT8 Q14678
P35321 O14901
O60671 Q01064
Q2PPJ7 Q04726
Q99878 Q9GZZ1
Q9UGN5 P18054
Q9UPP2 Q92922
Q9NX02 O14862
O96019 Q8IWT3
Q49A26 P45983
P78417 O95248
P30307 Q16772
P50213 Q15291
P27695 Q6PRD7
Q9UGK3 P58876
O95848 Q92565
O14561 Q16621
P43268 P62495
P49759 Q04828
Q16613 Q01196
Q9NVR2 Q13794
O95749 Q92748
Q13461 O60783
O95379 O00267
Q8TCD5 O00472
P60484 P09661
Q13126 O00716
Q9BYN0 Q9HAN9
Q86WB0 Q99469
Q12946 P22681
Q06945 Q15080
Q9UNL4 Q9BXL7
P17706 Q9UKN8
P00915 P15408
Q15560 O60551
P78337 Q7Z7A3
Q02252 Q9NXR8
O95154 Q92826
P59942 Q96KF2
Q96FI4 Q9Y676
Q96M27 Q9UL03
P49638 Q6ZN30
P29353 Q99733
P11161 P21695
O95361 Q9NX70
Q96A58 Q99880
P17509 P00568
Q9UIF7 P13693
P62917 O60381
P06280 Q9HCP0
Q15349 O14727
Q99877 P98170
Q9Y291 Q92560
P57723 P55317
Q9HCY8 Q15697
P08729 Q14562
Q13461 O00764
Q12931 Q5VTD9
Q8NFZ5 Q9NSY1
Q9ULW8 P16455
Q16719 P78549
P13798 Q07869
Q8TE04 Q9Y222
Q14204 P49916
Q92552 P13378
Q8TF09 Q99594
Q99551 P35453
P49411 Q06710
P13798 Q6ZRS2
P07148 P55317
P19878 P46063
Q12815 P31275
Q9UKF7 P49842
P47902 Q9UBW5
Q05209 O95696
Q08752 O14901
Q71SY5 P48735
Q9UI17 Q99880
O15379 Q9NRV9
P42679 P30291
P07451 Q13285
Q13405 P55316
Q8N9N2 O00267
Q9UL17 Q9UDX5
Q8TDY4 Q9ULX9
