P54136 O00712
P25774 Q5XPI4
P20592 O43248
Q6V1X1 Q9H4I2
Q16143 Q69YI7
Q9NP86 Q01459
Q03701 O43504
Q8NEL9 Q9H2F5
P42695 Q9HD34
P09874 P20936
P35236 Q13887
Q96JJ3 P09017
Q96BN2 Q9Y295
P49639 Q96GX9
P55854 O43474
Q14204 P41134
P49759 O94788
Q8TDY4 P83876
O14713 Q9Y6J0
Q969Y2 Q9UHR5
P19387 Q6WQI6
P13995 P15407
P61970 Q9Y6W3
O96019 P06732
Q6UB99 Q9H2J4
P09132 Q9UBK2
Q13162 O75030
Q9P0R6 P12755
Q9UI32 Q9H2W2
P24278 Q8N427
P21399 P82979
Q9NQX6 Q9UHR5
P26583 Q9UNE7
P49458 Q13573
Q2M1K9 P29762
O96019 Q96QG7
Q92922 Q9HCP0
Q5QJE6 Q9H0A6
Q9BWT3 P08263
O15091 Q99626
O43307 Q6ZYL4
Q9BWT1 Q9BZL1
Q6PRD7 Q15561
O95931 Q9P0J6
P09874 P82914
Q16670 Q9Y3D3
O94864 O43837
Q13637 P18146
Q15054 Q6B8I1
Q16719 Q9Y3Z3
P68402 P62805
Q76N89 P17509
Q5H9J7 Q9BXL8
Q9Y5P8 Q08752
Q68J44 Q7Z5L9
Q9NZD2 P16401
Q96IV0 Q13569
Q9BW04 Q00444
Q01538 P07864
Q9H257 O60481
Q9NPC8 Q9P032
Q9NR19 P15923
Q02548 P82650
Q16851 Q03701
P30419 P58304
Q96TA2 Q01851
O60760 O75607
Q16719 O14924
P17900 O00743
P20226 Q14678
Q01130 Q96A58
P43355 Q92793
Q99707 Q9BWE0
O60551 O75150
P62269 Q8IUE6
P10619 O15540
Q9NS39 P82921
P17516 P28370
Q6PJT7 P51116
P35558 Q9BWW7
P29353 P17405
P00492 Q9H1E3
O00268 Q9BT17
P10071 P46952
Q5VZM2 P28358
P41240 P31150
P22415 P05413
Q9Y234 Q9Y6J9
P82933 Q00403
Q9H6S3 Q02535
P09234 O95848
P28838 P19622
O60902 Q08257
Q8N3C0 P18858
Q9ULC6 Q9NP71
P48735 Q5XKR4
P82909 Q15672
Q96CS3 Q02241
Q9UKU7 P49848
Q8N1V2 Q9UBK2
O95218 Q9UGC7
Q7L0Y3 Q8NDX5
Q9P2W1 Q8IWT3
P15104 Q9Y2X9
O95400 O60563
O95243 P35236
O00764 Q86XK2
P62942 O43541
P01040 O75643
O75586 P17661
O00170 P16455
Q9BPZ2 Q9P0M9
O15091 P63162
P51948 Q9NP74
Q93015 Q96LA8
Q9UIL8 P43304
P48147 P06746
Q2PPJ7 Q9BQ83
Q8WVN8 O43719
P15374 Q15233
P21266 Q13950
Q9BPX1 Q9UBX1
P31249 Q13867
O14497 Q14999
Q96TA2 Q9ULX9
Q5JY77 P27540
Q15329 Q9H765
Q9BTM9 Q05923
Q16854 Q15853
P49902 O94864
Q16548 Q13487
Q8NHV9 Q9BYD6
Q02363 P00441
P36957 Q8IXQ5
P06400 O14713
P29218 Q7Z5Q5
P59044 Q12824
P48431 P26441
P39023 P19532
O14618 P34059
P09012 Q96G61
Q96RP9 P52657
Q96DI7 Q6WQI6
Q9Y535 Q9HD34
Q9UKU7 P41235
P17535 Q07020
P35326 O75132
Q9NYS0 Q15915
P78549 P78358
Q9NZI6 Q96GX9
P82930 Q06710
P82914 Q9C002
P21673 O14503
Q8N4E7 Q15306
Q16643 P17275
P32119 Q969S2
Q9P278 Q08050
O76039 Q9Y399
P49753 Q8WWL7
Q9UI17 Q9UBD5
P27694 Q15102
Q7Z569 Q8WXA9
P56277 P12004
P14868 Q9NV56
O43365 P09936
O75586 O75828
Q8N3H0 Q08050
P26599 Q5XPI4
P17661 P16403
Q9NP74 Q9NPI8
Q9UM63 Q969P6
P43694 Q13085
P52888 Q9Y2Y9
Q8WVC0 P53779
Q14209 O00142
Q9ULC6 Q6W2J9
P00915 Q6UB98
Q9ULV3 Q9NX18
Q6UN15 Q96I99
P07327 Q9Y657
P40939 Q9BWT3
Q5H9F3 Q96EK5
P14651 Q05209
P52815 Q9H1Z4
Q96S44 Q9H2W6
O14593 Q9UBC9
Q05209 Q9UM82
Q9H582 O75879
Q9Y5K3 Q9Y6R0
Q8IZL9 P31350
Q96JB3 Q16740
Q8TCE9 P00915
Q9ULW8 Q16695
Q8WUA4 P15104
P78368 Q8N807
Q9UIV1 P51553
Q9H3D4 Q9NY74
P35270 Q96LT9
A2A3N6 P27707
P31327 O43719
Q07960 Q00056
Q13156 Q96TA2
P23759 P41279
O95751 P51114
P27708 Q15672
P08263 P54803
P20936 Q01664
Q99801 Q9UHD2
P62487 Q8TE67
Q13546 Q01130
Q5VVJ2 P82912
Q96PC2 Q9NYW8
P10412 P53597
P48382 Q13405
P48730 Q96AZ6
P55084 Q9NR56
Q8N5A5 P16083
P48200 Q9UBT2
Q9NPC7 O76094
P78368 P61964
P15428 Q9UNY5
Q13156 Q8IXM3
P07686 Q9NVV4
Q9HAW0 Q16537
Q9BYN8 Q9UGP5
P10914 Q16643
Q9H6S1 O95990
Q99878 P50135
Q6P1L8 P41134
O15151 P54868
Q9NXR8 P59046
P78549 Q9P2R7
P30838 Q6NYC1
P09488 Q9H9L7
Q8IWZ3 Q96JB3
Q9UGU0 Q8N183
P10619 P51114
Q9Y618 Q9Y2J8
P62937 P07992
Q8WXA9 Q93008
O94788 Q9UNY5
P09016 P37108
Q9NP97 Q01658
P49753 P48382
P13995 Q01459
Q9H4K7 P06746
Q96P71 P04198
Q9BYN0 O14593
P33778 P29144
P21695 Q13029
Q9Y2T1 P62306
P17987 Q96T88
O94916 Q9H2J4
Q9Y2J8 Q9UBD5
Q06278 P17010
P17987 Q6EKJ0
P51553 Q9C0F3
P12755 O43396
Q7L775 P42679
Q92769 P52888
Q92731 P48163
Q49AN0 Q8NEZ5
Q15329 Q9BZL1
Q02153 P51946
Q9UHN1 P62308
Q9H0C8 Q9UGU0
P56277 Q9UQR1
Q9H9Q4 P31350
O76031 Q9UBE0
P51580 P10412
Q86Y13 Q14938
P31350 Q9H147
Q969Y2 Q9UHQ1
P0DP25 P62879
Q14186 P83111
O00411 Q9H611
Q13156 P47897
O60682 Q9Y399
Q07960 Q96S44
Q9BYN0 Q02556
Q9UDY6 Q15723
Q9Y5N6 P35558
O75676 P05787
O60683 O00628
Q9P2K5 Q9Y239
O60711 O60231
P50897 Q8WVN8
Q16772 Q06710
P47874 Q14562
P42765 P16403
Q9H6S3 P11473
Q16633 P38646
Q06520 P51784
Q96MH2 P53677
Q9GZZ0 Q9NP86
Q9NZJ9 Q9UNL4
Q92844 O94805
Q6NXG1 Q9HD34
O75586 Q9BV36
P00915 P15408
P08319 P68431
Q8WUN7 O14776
Q9H2W6 O60231
Q9NYS0 Q96JB3
P10412 Q9BV36
O60551 Q8TAD8
Q9NR20 Q9GZP8
Q9HD40 O75971
Q0VD86 Q8NFH8
P51946 Q8N427
P40925 P31273
O94913 Q9BV36
P20719 Q9NR46
O60760 P19419
P09936 Q8N5A5
O94864 Q14999
P32322 P26368
Q5TB30 P30711
Q13510 P49888
O94953 P55212
P42765 Q8TAP9
Q13867 Q14781
P51116 O60762
P31249 P47897
P07451 Q8N6I1
Q9NX09 Q12952
P07327 P50548
Q16778 Q8TDY4
P45877 P50539
Q9NZD4 Q9ULX9
P53396 P50749
Q96CS3 Q07864
Q9NZE8 Q8N5A5
Q9NP97 P49715
P36915 O75175
O94906 Q15102
Q8TBX8 O75175
Q14469 O95786
Q9P278 Q5VTD9
Q16772 P30307
Q9H6S1 P27540
Q16540 P33992
P15586 Q9HCE6
Q96JJ3 Q7Z591
Q9P0R6 P33992
O60936 Q08170
Q96CS3 Q13356
P00558 P11161
P53779 Q96LA8
P83881 P41212
P18054 P06899
O75164 Q8N9W6
Q8WVN8 Q12952
P55854 P12755
Q96JJ3 P52701
Q6UB98 O14641
P47874 P51688
P10275 Q96T66
Q5M775 P20807
Q13362 Q96RG2
Q9Y2J8 O94906
P07992 P11245
P15374 Q9H211
Q9UL49 Q99469
Q70SY1 P62879
Q8WUN7 Q7L775
P43268 P00352
Q9BU02 Q92769
Q96FI4 Q16540
Q9UBW5 Q99583
O00268 P30838
Q96BN2 P04183
P35218 O95248
P55084 O75526
Q9NZJ9 P62308
P30260 P47897
P29374 P46459
O15305 Q9H4Z2
Q9UL49 Q5H9J7
P27694 P09455
P35638 Q6XE24
P29374 Q9NR20
P25205 P32322
Q9UBC3 Q9Y3D5
Q6NUP7 Q9BPZ2
Q9BRA2 Q7L775
Q15916 P10599
Q9UIK4 Q06416
Q13415 Q9H4A3
O75936 Q9BSF8
O43837 P33778
Q969K4 Q96KF2
P15848 Q9HCP0
Q9HCD5 P35900
Q6UB28 Q8WYH8
P07711 Q9NQI0
O00170 Q92522
Q9BYC9 P49005
Q16613 Q9UNS1
P17174 P26651
Q9P0R6 Q01196
Q14999 P82979
O43680 P00352
P48147 Q9UJW9
P23381 Q9BSM1
P78527 P49888
O43504 Q03828
Q16143 Q9NWT8
Q9BWT3 Q9H0A6
Q16643 Q9UMQ3
P54821 P05413
Q02446 O00142
O75170 P51688
P17482 Q9NR20
P20807 Q96LT9
Q96DT0 Q99707
P31937 Q58WW2
P49638 P53634
P31249 Q9NQI0
O43365 Q8N183
Q8NFZ5 Q9UKY1
O00338 Q14181
Q8IZU0 P24752
Q96QT6 Q9NP97
Q99990 Q9H2W6
Q16143 P41225
Q15916 P82933
P16383 Q9BY32
Q8WWV3 O95411
O95379 Q14CB8
Q99558 Q15393
P29762 Q01851
Q9BYN8 Q14181
P35321 Q96QV6
Q96TA2 Q9UPV9
Q9BTM9 O95696
Q3YBR2 P24752
P51857 Q15544
Q14152 P26583
P11766 P11831
P20592 Q15319
P19878 Q58WW2
P61371 O15169
Q7Z7A3 Q9H5F2
O43819 P56915
O95405 P84243
P15104 Q12996
P28838 P62314
Q9NP74 P28347
Q13889 Q12931
Q12882 O43829
Q8NI60 P43694
P18440 Q9UL49
Q07352 P47897
Q9Y2J8 P20933
O60936 Q13247
Q9H7D7 P08579
P15407 O75534
P17174 O75030
Q96QG7 Q12952
P46783 Q14CB8
P82930 P78527
O60675 P06732
P49736 Q93008
Q15014 P54868
Q969J2 Q9Y2R5
Q9BYD2 P23769
P06132 P20290
O60583 P28799
Q5THR3 P12271
Q9NQR4 Q9H4Z3
P48382 Q8TE02
O60341 Q8NFH8
Q96S96 O95429
Q9HCS4 P54687
O75897 Q6DRA6
P42574 Q14863
P22415 P52888
Q9H257 Q8TCJ0
P48382 Q96EK5
Q16772 P35244
P08047 P05787
O43316 Q6WQI6
P32929 P13984
P32119 Q96D98
Q6ECI4 Q9BV79
Q04837 Q9Y3E1
Q9BYD2 Q8TF76
P51398 Q86WQ0
Q9BWW7 Q9Y3E5
P62805 Q9H4A3
O00170 P50219
Q9Y5Q9 P10599
P16402 P16152
O60783 P26599
Q12849 O60675
Q9Y3B7 P16455
P00568 P07711
P78358 P56282
O75570 Q9BTP7
Q9BPX1 Q6ISB3
P63302 P49917
Q16698 Q9UFW8
Q9UM63 P48728
Q5SW96 P52655
Q96HA7 Q8WTS6
P02545 Q06520
P19878 Q5QNW6
P09430 Q96I99
P52815 Q6ZYL4
Q13889 Q16537
O00411 Q02535
O60356 P32929
Q16254 Q12815
Q9ULX9 Q7Z2X4
Q16695 P10155
Q9UBW5 Q15329
Q08495 Q16656
Q9Y222 P05089
P13797 P52657
P35790 Q05516
P62937 Q9GZR1
P32119 Q6ZN30
Q9Y2D0 P04198
P00568 Q71SY5
P47874 Q8TAT5
Q8WVN8 O14948
Q8WWV3 Q12789
P20719 Q9NRV9
Q9NNW7 P51946
O60682 Q9Y238
P49914 P35712
Q12873 Q9BW04
Q8TF09 Q99929
Q92664 Q68J44
P15559 Q96EG1
Q96M27 Q9Y5P8
Q9Y6G3 O95696
Q9NRJ4 P41212
P47928 Q92552
Q14204 Q9NPJ6
Q8WUN7 P04908
Q9NYS0 Q99733
Q9H5J8 P09936
Q02363 Q9BSL1
Q9Y2D0 Q9BWE0
P48730 P06746
P0DMN0 P51946
P08048 P54098
Q96DI7 Q15046
P16220 Q96PU5
Q16828 P31150
Q8TF76 P82933
O14618 Q16587
O75586 Q9Y3B7
O60682 P20807
P22736 Q9NRV9
A2A3N6 Q9BS31
P11766 Q02548
P13010 P46063
P17900 P50452
Q13115 Q9NWU1
P82914 Q96JP5
P0C0S8 Q8IWZ3
P09132 Q13247
Q13886 P52815
Q92552 P11161
P43694 Q96G61
P35548 P53597
Q16695 Q13794
P43694 Q8N427
Q2M1K9 Q9UD71
P32929 Q9UKN8
Q9BYG8 Q8N5A5
P26639 O14802
Q9HCG8 Q8N5U6
O60583 P0CG30
Q14678 Q9Y261
P11831 Q9Y238
P18054 Q92565
Q16613 Q8TE85
Q9HCN4 Q9ULX9
Q92826 P00326
P49638 P22670
P20592 Q9H1Z4
Q8N9N2 Q9UHG3
Q13029 O95749
P78358 P14652
Q68J44 Q7L775
O15235 P10242
P48147 Q7L775
Q9H8M7 Q9Y3D5
P61769 P32241
Q15080 P23511
Q8TDY4 Q9UBP6
P15374 Q9UBC3
Q9BUJ2 P82930
Q9BYC9 Q96S53
Q15319 P49406
P18054 Q53HV7
Q92968 O00623
Q9Y294 O60551
Q9P278 Q9HCD5
Q8NFU5 Q8N4X5
P54803 Q9UIV8
O15305 P61218
Q8IXQ5 P43897
Q9UBR2 P46952
Q9BUJ2 Q9BZL1
Q9Y399 Q8IZU0
P35548 Q9UIV8
P61970 Q96N77
Q16576 Q9HD40
Q15466 P46439
Q16143 Q14938
P15923 P17174
O76039 Q16740
Q13610 Q7L0Y3
P35548 Q9BYD1
P51857 P53634
Q9NZE8 Q86XK2
Q9NX20 O43781
Q9BT17 P13631
Q13573 Q6B8I1
Q9H0C8 P50749
Q16698 Q12857
Q14032 Q15853
P39023 O43543
Q8IVL1 Q9HD33
O96020 Q9Y234
P55316 Q9BYD6
P51398 O75643
Q9UL49 O94788
Q13309 P62877
Q9BPZ3 P31274
P55157 P18440
Q9BYC2 O14948
O15540 Q15561
Q8TAU0 P62879
O60760 P49715
Q12849 P09016
Q8TF40 Q99081
P25325 Q15014
P49915 O14802
Q9BY32 Q15744
Q9UNP9 Q9P0M9
Q9NV56 Q13162
Q7L3B6 P49005
O43316 Q15046
P30048 P52756
Q9BRV8 O95409
P08670 O75190
O95218 P15428
Q9Y5Q9 Q14790
P08621 P82675
O43504 Q99697
Q9Y2U9 P13639
Q49A26 Q08752
P55210 P61218
Q13126 Q15560
P59103 Q01658
Q9HCD5 P50135
Q9BYK8 Q9BTM9
P08236 P62917
Q16828 P12755
Q15185 Q86U86
P47902 P16949
Q16385 P46439
P54278 Q2PPJ7
Q9HCY8 Q99590
Q9BUB5 P45983
Q13867 P52655
Q9NR20 P41229
P32780 Q9P2Y5
Q8TCE9 Q8IUQ0
Q9P2W1 P62495
P14598 Q14CB8
Q16773 Q96EG1
Q9NP74 P33992
Q9Y297 Q9H0W9
Q05925 O75828
P78368 Q9Y6J9
P46199 Q99878
P50750 Q8WUN7
Q969P6 Q96DI7
Q9P0K8 Q9H7D7
O60814 P49914
P35218 P26367
Q9Y2Q9 Q9BXL8
Q5JY77 Q00403
Q8N4E7 Q9Y6J9
Q9UHL9 Q9BW04
Q02763 Q9Y5C1
P60484 O43325
P35754 Q8IVW6
Q16612 Q99878
P04066 Q9BYD6
P23759 Q8TE67
Q14749 Q8IVW6
Q9ULC6 Q9Y2X9
Q9Y2J8 Q15651
Q96PC2 P37275
P07686 P22528
P17535 P48163
Q08495 Q9P2W1
Q5SW96 Q9GZP8
Q9UDX5 Q8IY57
Q8TE02 Q53HV7
O60341 P41279
P07195 Q8IZT9
Q9UHN1 Q13118
P53567 Q03013
Q14651 Q5THR3
O96020 Q9BYC9
Q9BYD1 Q6PL18
Q9Y2T1 O75446
Q6PRD7 Q96N77
P0C0S8 P50120
P49368 P27707
Q9NX18 Q6PL18
Q96JJ3 Q8IUM7
P40939 O95639
Q6P2C8 Q14790
Q9HCS4 Q9NY33
P83111 Q02386
Q16828 Q5M775
P17661 Q8WW12
P15336 P52815
Q9UBU8 P41279
Q08495 Q14181
P54132 Q9NX18
Q9BYD2 P19388
O75570 Q9UHL9
Q93015 Q8WWL7
O43543 P13796
P30048 Q8N807
Q99819 P55771
P09874 P24298
Q9NVU0 Q01581
Q9BSL1 Q15054
P13995 Q9H5J8
Q96IV0 Q12951
Q05209 Q02080
P06400 Q8WVN8
Q9Y603 O75534
P35244 P54687
P27695 Q99956
Q14442 Q9H7Z6
Q05195 O00142
O43680 Q7L0Y3
O14920 Q5TB30
Q16851 P04066
O00764 Q8WYH8
P06454 P78540
O75593 Q9H4A3
Q8N4X5 Q969J2
Q8IXQ5 Q9NZE8
Q09472 Q6PRD7
Q16851 Q15637
Q9P0R6 O95376
O75394 P41229
Q8IVW6 P53384
O00338 O95248
O94913 P63302
P47874 O95619
Q5JY77 P28370
Q96JJ3 Q16254
Q9Y603 Q9BYC9
Q08257 P26367
O15370 Q14678
P35237 Q8N6I1
O15169 O43829
P17661 P41235
Q9BRA2 P52945
P42785 P50120
Q9H213 Q9P2H0
P51826 Q14106
P51513 P21266
Q09028 P24666
Q16851 Q9BQ83
Q8IVW6 Q9HD33
O60683 Q9Y5Y5
P53004 Q9H2S9
Q9ULC6 P06280
Q9Y294 P50120
Q5VVJ2 Q16537
Q9BRL6 Q9P2W6
P10253 Q8WXI4
Q9BYN8 Q04726
P19532 Q12815
P42765 Q9UGP5
Q9H9S0 P62269
Q9UBU8 Q9Y297
O94906 Q9HCN2
Q9HCN2 Q8NCU7
Q9H213 P51693
O94913 P09960
Q9Y2J8 O15370
P48729 P57053
Q99551 P31274
O95400 Q15545
Q9ULC6 P41225
Q9UJM3 Q3ZCT1
P31350 P53999
Q9H6S3 Q96AJ1
P00441 Q96T88
Q96BP2 P09210
P55084 Q99697
Q9BYN8 Q9UHG3
P63279 P05413
Q9NRV9 P23760
P53396 Q9Y2Y9
Q9NP71 Q9BZL1
P35453 Q6WQI6
Q15185 P35475
P54136 Q7Z5Q5
P29218 P31276
Q9BV36 Q96SD1
Q8WUA4 Q93008
P82914 P33076
Q7L3B6 P13984
P00558 Q96RE9
P17483 P53597
O94805 P23921
Q9NT62 P83369
Q9HBG6 A6NLJ0
Q9Y5N6 Q86Y13
Q9HC52 Q9HCN4
Q9NVW2 Q8TCD5
Q9UKI9 P10599
O95749 Q9BQ83
O94864 Q9NP92
Q9BPZ3 Q8IXQ5
P09488 Q14839
Q9GZT8 Q16520
P52566 P61964
Q16612 P10619
O43543 P51970
P05412 P40925
O15235 O60762
P13798 P17096
Q5H9F3 Q99714
Q86Y25 P50453
Q16540 Q03701
Q8TAU0 Q68DY1
Q02252 Q16385
O75828 Q02241
Q9UI17 Q08050
Q9BXL7 Q8NHV9
P48730 Q6STE5
Q9BV90 P13797
Q13888 Q6V1X1
O95243 P13796
Q96NW7 O60814
Q15466 Q92786
Q9H3D4 Q9BUE6
Q15291 Q9NR19
P11586 Q9NZC4
Q8TF09 O95696
P53539 P82932
P13489 Q96T76
Q9UI32 Q8IU81
P06400 P84022
P01040 O00257
Q12849 Q6ISB3
Q16594 P0DMN0
P30838 O15178
O75170 Q9H611
P22061 P36954
Q2PPJ7 Q8IUM7
P20591 Q96RE9
Q5VWG9 P31350
Q9UKY1 P40227
Q9NQX1 Q9P0M9
P48382 Q9HBU6
Q9NYD6 P51114
Q96G01 P05164
P15056 P04554
Q9BRA2 O60284
P04553 Q6XUX3
O43679 P23381
P49759 Q9Y2R5
P00918 Q14696
Q9HD40 Q9NPC7
Q9BPX1 Q86XK2
Q02153 Q03701
P53567 Q9UNE7
Q8N9N2 O75807
P16402 P0CG30
P53004 Q9UBK2
P55039 O60315
Q16828 Q9BXL8
Q9UNE7 Q99878
P0C1S8 P22061
P52888 Q9BSM1
Q9HCN4 Q13761
P82664 Q15054
P29353 Q99733
P07195 Q9BSH3
O75526 O43396
Q9BRL6 P21673
O75363 Q13761
O96020 Q8N5U6
P22061 Q6ZN30
Q93008 P41134
P09234 Q07020
P09429 P49406
P13010 Q16537
P49848 Q9GZT8
P18054 Q49A26
Q9UIF7 P24298
Q8N5U6 Q96JB3
Q9P278 Q9BSH3
O00628 P28328
Q969L4 P46952
Q96M11 P41134
Q9H0C8 P28069
Q9Y294 O75880
Q7RTR2 Q15744
Q16613 P23771
Q06278 O43791
Q14678 Q9UI36
P28482 P01112
Q99594 Q96A58
P22492 P15428
P20591 P31275
Q8WYQ5 Q9HAV4
Q9UGK3 Q86Y25
Q96BN2 P08729
P51398 Q14686
Q96FI4 P13693
Q14152 P82979
Q9UNS1 P04183
Q99551 Q969J2
P16383 Q8N9W6
O75648 P23511
P35558 Q15393
O15235 Q02535
Q9Y5Q8 Q9BW04
Q969L4 P32929
P35321 O43474
Q9BU02 Q969S2
P49753 Q13029
Q99558 P32314
Q9H4K7 O75643
Q92785 Q8TAU0
P20132 O43364
P28340 P61970
P07451 P15172
O43182 O60682
P21399 Q96RE9
Q8IZT9 Q9BZL1
P49411 Q9H611
P40617 Q7Z2X4
O60678 O94864
Q9GZZ1 Q15306
O76031 Q99583
P10828 Q9BPX1
Q9Y463 Q99551
P32314 P12271
Q13287 P16104
Q06546 P33402
P35326 O60481
P62316 Q9H0A6
P82675 Q8TAT5
P22492 Q9BZL1
P11831 P15104
Q9H0E9 Q9NR20
Q8WVN8 P20264
Q9NZJ9 P0C0S5
Q08495 Q02446
Q7Z5Q5 P82930
Q969Y2 Q15542
Q02108 Q04726
P17535 P49411
Q14999 Q96A08
Q8N4X5 Q10587
Q14152 Q8TAT5
Q9UKI8 P49591
Q10586 Q9Y2R5
P45877 Q13595
O75828 P27540
Q8TDY2 Q9UI17
Q8NI60 D3DTV9
P13984 Q9BZL1
Q76N89 Q13487
Q6STE5 Q969Y2
Q8N5F7 Q9NQR4
Q8N3C0 Q01094
Q93015 Q6W2J9
P34897 O43543
Q10586 Q9UHD2
Q9NVV4 Q96KK5
P49368 P19388
Q9Y4H4 Q13416
Q9BWE0 Q9Y2R5
P51513 Q8IWT3
P49640 P00338
Q9BYK8 P10155
Q76N89 Q9Y535
P07741 P62995
O43307 O14802
Q12857 Q2M3C7
Q8WYA6 P49888
P51826 Q9H2J4
Q9UKY1 Q9H0U6
P06732 P01106
P17516 P23409
Q7Z569 Q5M775
O00170 Q9NPC8
Q9BYD2 Q8NB91
O43679 Q9HCY8
O75891 P22492
P82675 P06865
Q14839 Q9NX18
Q9UDY6 Q9NX70
P26368 P54577
Q16143 P13686
O43543 Q9Y6G3
O43182 P15036
P27708 Q13888
Q01064 Q8IVL1
Q9NVV4 Q7Z5L9
O15305 Q9UJW9
P68104 P23409
Q9HCU8 P82932
Q9BYN8 P58304
P49902 P0C7P1
Q8TAD8 Q9Y399
Q01581 Q7L7L0
Q14651 O60481
O60356 Q9BWD1
Q99819 P83369
Q9P0M9 Q13568
P16383 Q04828
Q5H9J7 Q9H147
P0DJD3 P42679
P28358 Q8N6F7
P54687 A6NDE4
O75529 Q16543
P49638 Q9UBE0
Q6P1J9 Q7Z7A3
Q9BWT3 Q9H6S3
P17480 Q14442
Q86V15 Q93008
Q9UJW9 P24752
P48147 P49917
Q14204 O14776
Q5U623 Q16822
Q9NP31 Q14863
Q96NW7 Q13569
P63302 O14924
Q8IXQ5 P12277
P41252 Q9UQR1
Q6PJT7 Q9Y399
Q9H3P2 Q9HC29
P17516 Q9BX63
P58876 Q15185
Q8TAQ2 P00352
Q9BWT1 P30419
Q96PC2 Q6NXG1
Q8NEL9 Q8IZT9
Q6PJT7 Q99956
Q8N3H0 O95990
Q16514 P32119
Q6P1X5 Q9BYD2
Q92871 Q99612
O60760 Q03181
Q9H4A3 P16455
O95619 P63302
P41235 Q8TF09
P29762 P04053
P28347 Q07020
P51398 P16403
P51970 O14862
Q8N3C0 Q15651
P20591 P51946
Q9Y5B0 Q2M3C7
Q9Y2J8 Q5M775
O75593 Q9NX02
P68402 Q3ZCT1
Q8TDY4 O95125
Q9H2W6 Q13243
O75170 Q15651
P50453 Q9H147
P07451 P33076
Q13105 P49915
P62942 Q9BQ83
Q14192 O75558
P54687 Q9UHQ1
Q14790 Q8IVW6
O15169 Q08050
O94993 P51580
Q9BWD1 P49716
O95848 Q13568
O94916 Q9Y4H4
P17480 P13489
Q9BRL6 P83881
O75880 P15036
Q2VPK5 P09067
P13686 Q8N7A1
P35638 P15104
P23378 Q9ULX3
Q92748 O75251
Q14999 Q15596
Q9H765 Q58WW2
O95400 Q9NYD6
Q9UMQ3 Q8TE67
P48163 O00462
O75880 P29084
P78337 P82912
P78368 P62304
P06454 P49411
Q9UD71 Q02962
Q16254 P23921
P51826 P82912
P26639 Q14190
Q99801 P00915
Q14526 P46459
P41002 O95786
Q13523 Q8IXM3
O43364 P05787
Q13887 O00743
Q6UB28 O14862
P18085 P15586
Q6B8I1 P55318
P59044 Q9ULV3
P51116 P23760
Q15173 Q9ULX9
Q8TF40 P10276
Q9NZD2 P13631
Q969Y2 Q9H4Z2
P30291 Q8TCD5
Q9BY32 Q71DI3
Q9H7D7 Q10586
Q8WXC3 Q12952
Q9UI17 Q9UKF6
Q64ET8 Q01581
P49753 Q13526
Q8N9N5 Q9H2J4
O94913 Q8N3H0
Q8IWZ3 P16455
Q13886 Q9Y3D3
Q6DRA6 Q9BYD6
Q16612 Q8TBZ0
P35237 Q16533
O14561 A6NEQ0
Q8NHV9 P78371
P51826 P83881
Q9BYD1 Q14839
P35326 P07992
Q9H9J2 Q06416
Q9Y2J8 Q969J2
O75586 P24298
Q76N89 Q9Y261
O43504 Q14686
P32322 P23527
Q6IEG0 P33402
Q7L7X3 P43699
P09001 O60231
Q6UXN9 Q07973
O43679 P53004
O43325 Q15102
Q12857 P34896
P10619 Q07020
P31937 P31269
Q9UDY6 Q8WW12
P0C0S8 Q00169
Q9BV79 P56915
P78368 Q9UHB7
Q16772 Q99581
Q99801 Q9BUT1
Q9ULW8 Q9NZI7
P06132 P14652
P00441 Q99877
P29466 Q10587
P49759 P04183
Q14209 P61970
O96019 Q9Y3D5
Q96M27 P62995
P38646 Q96JB3
Q14894 P17010
Q02108 P31275
P18440 P53634
P45877 O00716
Q12873 P01040
O00743 Q08050
Q8TAT5 Q6WQI6
O95361 P58876
Q9NVU0 Q8WVN8
P62318 Q9NVS2
P24666 P60008
P24468 Q14CX7
P35236 Q15560
O75461 Q9NRN7
P21695 O00311
Q8NI60 Q5VWG9
Q96QG7 P08579
Q99733 P62917
Q9UIF7 P13693
O75446 P24666
Q9NZD2 O14646
P35326 Q8WZ19
O75343 Q99583
O43543 Q12815
Q9BRA2 Q7Z7J5
Q15102 O43143
Q99469 Q9NQ92
Q9BTM9 P23409
Q9UKV3 Q96T66
P50990 Q9H8M7
Q99819 P47902
O60551 P28698
O95400 Q96LT9
O60481 Q9NNW7
Q8WWV3 P17544
Q6P1L8 O14901
Q8WZ19 P23381
P59046 Q68CP9
Q16676 Q96G61
P53634 Q96M11
Q16695 Q9Y239
Q9NSY1 P48163
Q8TF76 O75648
Q14106 P20823
P51857 Q9Y2X9
Q12948 P49888
Q8NFG4 Q9ULG1
Q9UKU7 Q92698
Q9P0R6 P28715
P49888 P18074
P20591 Q15910
O75526 P13798
Q9BW04 P13378
O14727 Q9NZI6
O60583 Q16822
Q08495 P05423
Q13952 Q9UI32
Q9Y3D3 Q15393
Q9NSY1 Q9ULC6
P51948 Q6PGN9
Q6UB35 P17481
P11831 P23378
P13797 P22304
P29558 Q9P2W6
Q9H6S1 Q8TBZ0
Q9H3D4 Q96RG2
Q9BRA2 Q15393
P35453 Q96A58
P35321 P25208
P49675 P43699
P31350 Q9UKF6
Q9UKF7 Q13569
