P20226 Q9BW71
P16333 P49327
P28482 P05412
Q13490 Q9BQ52
P08631 Q8IXK0
P24941 P15927
Q12772 P05121
P28066 P04271
P48551 Q9BUZ4
Q8N6Y0 P10144
P20226 P15529
P31749 Q15797
P50570 Q9Y4Z0
P09619 Q9UMW8
P53611 Q9HAU0
Q16620 O96017
Q15078 P51452
Q9Y618 P21453
P10415 P05160
P18074 Q15843
Q5TD97 Q8WU20
P06729 Q9UHY7
P11309 Q07889
Q12888 Q92934
Q7L1W4 Q13519
P17509 Q15165
Q7L590 Q13114
O00470 Q5RL73
Q04637 P41143
P13500 P15941
P11387 P05121
Q96SB4 Q9Y566
Q13485 Q9UM47
P27348 P13497
Q15788 P63244
P12931 Q13224
P55212 Q14186
Q15181 P30988
Q9NRR5 Q01844
P09619 Q92859
P61981 O76061
P42574 O75528
P50148 Q96CJ1
O95967 Q12846
P22607 P51159
P49841 P05204
P21980 P35579
P84022 P43246
P38432 Q9NYF8
P29597 P78347
P54132 Q05925
P62993 Q92698
P35499 O75843
Q13873 O15198
P51888 Q9H094
Q9UJM3 P15941
Q9UPT6 P49795
Q16613 Q9H0N5
Q93062 Q14028
P01023 Q06323
P13688 P23610
Q9UKS6 O75496
Q06330 Q9BY84
P53365 Q9BQ70
Q15834 P02462
P61769 P47871
P54259 Q9GZM5
Q9HCY8 Q6P1J9
Q13569 P61966
P08253 P00734
O60674 Q99816
Q16891 O15399
P47897 P05981
P62993 Q9GZP0
Q01658 Q13887
Q92900 Q08999
P55198 P03886
Q15788 P49427
Q16620 P10644
P05412 Q969D9
Q06124 P22681
P50750 Q7L5N1
Q13247 Q99856
Q09472 Q9BZK7
P09958 P63104
Q13485 P49588
P51116 O95402
P17676 Q92908
Q13485 P19793
P49368 P21579
Q9NPD3 P17844
P49356 Q9NPE6
P12931 P14373
P0CAP2 P59998
Q9Y265 Q86UL8
P54257 Q15834
P68104 Q9P2P5
P49023 P16284
P34932 Q9HCE7
Q9Y620 Q9NZ52
Q92830 Q13137
P62826 Q66K89
Q9BYG5 Q04912
P19174 Q93009
Q5JVS0 Q9Y4A5
O60264 P10599
Q14192 Q02763
O14786 Q9Y566
Q96L34 Q13643
P61764 P23760
P17538 P57105
O75955 Q02078
P10398 Q14344
P54253 Q9NW38
P12757 P02649
O43541 P33993
P37231 P14921
P00734 Q9UNE0
P63096 Q14654
O00192 Q969N2
P12931 Q9ULW5
O00548 P20366
Q96B26 P61163
Q16539 Q8TAB5
P0C0S8 P08240
Q99750 P25705
P15923 Q9H334
Q9BV79 P08253
Q15038 P46940
P18545 P10082
Q04724 Q99259
P48634 P35556
P28749 Q7Z6J2
Q13547 Q9BX70
P28749 Q9UBY5
P00338 Q96QF0
O43561 P46379
P06239 Q9BYM8
P31350 Q5VZM2
O00755 O75340
P20591 O60381
Q99972 P30301
Q99972 Q9NYN1
P43405 O75528
P42336 P50052
P10275 P33240
Q7Z6A9 P41250
P05067 P41231
P23443 P24385
P27694 Q92585
Q14145 O14653
P63104 Q03405
Q13485 Q13362
P12931 Q9GZZ9
P14672 Q16611
Q9P0L2 Q969V1
P53420 P14920
P55769 O14976
Q06323 Q9H427
Q9UKN8 Q12770
Q03181 O14578
P05155 O95274
Q92835 Q9ULB1
O14492 P04350
Q99972 Q96Q35
O75925 Q9UHJ3
Q92956 P04003
P01023 P46821
P08670 Q11203
Q16539 Q8IYT8
P09017 Q13643
P15311 Q04771
Q6VMQ6 P06729
P27348 Q92608
P60033 P42127
P43405 Q13228
P36575 P00734
Q14315 Q92558
O60494 Q33E94
P45983 P30086
P06127 Q96A00
O60921 Q9NQS3
Q14005 P37268
P02751 P68400
O75444 Q96KQ7
Q13485 P62979
P12956 P56945
P21728 Q13217
P11802 O43752
P22894 Q13643
Q9Y333 P35527
P35869 P08631
Q07960 Q16594
Q9Y6Q5 Q13573
P61586 Q13069
P06239 Q9UNL4
Q05513 O95985
P14635 O95251
O15198 P43405
O43707 P16144
P15882 Q99075
Q8IZP0 Q6UWZ7
P0DJD3 Q9UH92
Q9NR12 P16520
P04049 P23284
P0DJD3 P63104
Q9UHC6 O75628
Q9ULB1 Q01638
Q8TEW0 Q8IXK0
P30154 P35658
Q12959 P49407
O15399 P61247
P08670 O00267
Q16539 Q13444
O95084 Q9Y2Y0
P05549 P49770
P25098 O15230
P84022 P23229
Q12933 Q14192
P03372 Q15599
P42566 O94762
P62993 P48552
O75925 O76083
P46821 Q9Y258
P02549 A7E2V4
Q7L5N1 Q13442
Q9BYM8 P61326
P05771 Q9NNX6
Q16620 P09466
P27986 P08670
P08670 Q99828
P55072 P17677
P68363 P03952
P23443 P26012
P38398 P52594
P22607 P51587
P08047 P13725
Q96AE4 Q15528
Q16629 Q9BT67
P12004 Q9UBW7
P06241 P48552
Q9UKY1 P23975
O96019 Q12959
P06241 Q15746
P27986 Q13426
P62310 P51531
Q92731 Q52M93
P30556 O15482
P04637 P04626
P07288 Q6ZVK8
P01100 P52735
P24534 P49674
P29350 O60551
Q13547 Q06609
P26367 Q16799
P27986 Q9Y3A3
P52565 P31271
O43639 P04264
P21741 P56539
Q92956 Q92813
Q7L3B6 Q9H299
Q15047 P15336
P49023 Q9NZL9
Q08752 Q6VMQ6
Q92759 O60496
O00459 Q12913
Q12967 P42772
P04921 P23588
Q16666 P09326
P55854 P49023
Q9NRD5 P62993
Q15796 Q9P2R6
Q9HAV4 Q96KB5
P08670 P10912
P50749 P43629
P49841 O96013
P23458 P13501
Q9NRR5 Q15653
P51531 P12429
P63208 P19838
P05019 Q6P597
P40337 Q9HB71
P15172 P51681
Q99750 Q9NP84
P17661 P02545
P14923 P00533
Q96C03 Q6ZMT1
Q8TE68 P01127
P31749 Q09161
Q6ZVK8 P67775
Q15910 P17538
P02647 Q15678
P05783 O14529
Q12933 Q9P2T0
Q13547 P63167
P14672 Q9NQC3
Q14289 P22674
P00734 Q02818
Q92830 P16473
O43399 O14795
P04637 Q9UQC2
P40938 Q01726
P07384 P25942
P15502 Q15436
P21333 Q9NZW5
P11309 Q9H446
P31942 Q13114
Q07866 Q9BUN8
P08581 Q13627
P63167 Q9Y5P6
P08123 Q08E93
Q15102 Q13255
P09429 Q9NQB0
P36897 P11831
P60709 O14798
P06730 P19022
P05556 O75379
P21246 P30291
Q06124 P51668
Q16828 O00203
P63244 P30281
P42566 Q9P2H0
Q04771 O95251
P40763 P26599
P54253 Q9NZJ0
Q8NFZ5 Q12884
P52907 Q96EP0
P17480 O00255
Q15788 P51116
Q13133 O60610
P61956 Q9NTM9
Q9Y3Q8 P01127
P55085 Q06330
P17252 Q13137
O96020 P52630
P49675 P40145
Q07955 P52907
Q92831 P00533
Q9UJA2 Q8TAS1
P0CG12 Q9NPC6
P84022 Q9NWQ8
O95793 Q9HAU5
P12004 Q96PY6
Q15915 Q96KG7
Q02156 Q9NSV4
Q12788 Q9Y689
P06400 P51159
O00268 O76003
P61586 P24385
P15976 P08603
Q9Y3M8 P05783
P50222 Q9P2M1
P00533 P55036
P36897 Q15853
P40763 P25963
Q15696 Q92945
Q9Y333 A1L0T0
Q9NS56 P01266
P00533 P08621
Q15052 Q8IWL2
Q9NZI2 P06730
P26367 Q9NZQ3
O14980 Q9NZW5
Q06124 Q9Y2W2
P51610 P62195
Q13185 Q53HC0
P11137 Q96FQ6
P43250 Q6IB77
Q9UI32 P49918
P01023 O00482
P12814 Q6P3X3
P56693 Q01844
P53041 Q12904
Q92793 P27694
O75446 P09237
Q9NVV9 Q9Y2W7
Q12933 P10589
O14593 Q13489
P27361 P21810
Q9GZY6 Q15036
O94762 Q8NHQ1
Q13131 Q13546
P35080 Q9H254
Q12962 P04259
Q03135 Q92994
O15162 P07948
Q9H8W4 Q9NX58
P00750 Q7L591
P10912 P46721
Q16623 O15409
P27361 O43294
O75716 Q9BWF2
Q8N2W9 P16157
P62993 P16662
Q14469 P28290
Q9NR12 Q99683
P42330 O95155
Q9Y3Q8 P27348
P14136 P20226
P08670 Q13671
P56524 P55884
Q8IWT3 Q99613
Q12874 O00273
Q9H1I8 P50748
Q92597 P61019
Q9UHC3 P61604
Q9NYQ7 P27797
P36897 Q8NC60
O60504 O60869
O75771 Q9P0K7
P50148 P34998
O75154 P16035
P55042 P27824
Q13485 P08519
P47736 Q16891
Q02447 Q96JB6
Q03181 Q9UEW8
O15111 Q9Y4H2
Q9Y6Q5 P02788
Q13547 P56945
Q15370 O15146
P25098 P07948
P00533 Q9UBD5
O14964 P14543
P35568 Q15942
A0A5B6 Q9Y264
P12757 Q9H9D4
P18847 P52294
O43570 O14492
Q9NPI8 P11387
P04637 Q14247
Q13873 Q96HB5
P68104 Q16623
P23771 Q6T4P5
Q99683 P14373
Q13547 Q15080
Q12852 Q04637
Q9Y3C5 Q13363
P68400 P22692
P0DP25 P43403
Q16543 Q15910
P49810 O43572
P51532 P63098
P28482 Q9BUZ4
P03372 Q9Y624
P10276 P53990
P07384 Q9UJ04
Q9HD26 P01042
P68431 P23588
P12757 Q07002
P06241 P49759
Q9UGJ0 O14654
Q16543 P28360
Q14181 P41218
Q15788 P01730
Q9P2H0 O43765
P10586 O75385
P46527 Q92841
P04637 P51812
O15534 Q9H0M0
P55211 Q07954
P12830 Q15306
Q13105 P12259
Q5JY77 Q13114
P20265 Q9BQ70
Q9Y4C2 O75462
Q9NUT2 O14764
P49683 O95810
O14508 O43166
Q15796 P15153
P07384 P03951
P00748 P37173
Q15139 Q9H213
P68104 P15531
P07996 P08473
P05412 P01100
O43765 P50579
P67809 Q8N488
Q9Y3M8 Q6P2Q9
P21246 P25098
P14635 P61604
P48551 P02489
P30305 P21918
Q09028 Q14524
P0DP25 O75928
P84077 Q96ST3
Q04206 Q9Y2U5
P63279 Q8TEY7
P43405 P51610
O14948 Q9BUH8
P63167 Q9UN74
Q15797 Q8IYI6
Q12933 P07237
Q07157 Q13884
Q96HS1 P61158
P16112 Q12968
P31946 P63151
P62937 Q9NR50
P26367 Q9NZ52
P08235 Q9UDY2
P17676 P61086
Q13428 O00212
P23284 Q9HCU9
Q99684 Q9H4A3
P16157 Q9HB29
O15145 O75340
Q14192 Q16620
P25205 P08047
Q05655 Q9Y5J3
P54257 P17676
Q15746 Q9GZR2
O14936 Q00577
P49023 Q9NPC6
P29083 Q56P03
P42226 Q9Y5A7
Q99962 Q9Y4H2
Q9NWF9 Q8WUF5
O14802 Q6VMQ6
Q9BYK8 Q02641
P27448 P52655
P29597 P35916
P05362 Q96HH6
O43719 P52294
Q04206 P14316
Q96ID5 Q9BT49
P10244 Q14344
Q99558 P20226
P01130 Q08116
P54253 P23511
P42229 O95625
Q8N4C6 P28288
P11387 Q30154
Q8WXE9 Q14103
P48039 Q9UIS9
Q13263 Q96EY5
P38936 Q13283
Q16828 Q7Z434
Q14181 P06213
O60762 Q9P2T0
Q04759 Q9Y2G4
P10828 Q96IJ6
Q15653 P38432
P08069 Q99700
Q14643 Q9Y2W7
Q9BVJ6 Q96EK7
Q99081 Q16559
O14908 P24941
Q9Y5N6 Q14C86
P62993 P61201
P23471 Q33E94
P61981 O14974
O14641 Q8IYB7
O43482 P28676
P18887 P38435
P54259 Q15370
Q15910 P56537
Q92806 Q32NB8
P27694 P49841
Q99967 P02647
Q9UBK2 Q9BXR0
Q09472 P31749
P17096 P17600
Q9NYG5 Q9NS28
Q14289 P02787
P06241 P49674
P05089 P56705
Q9BUY5 P07996
P06493 Q9BST9
P21926 P08476
P98174 P20645
P62310 P53621
P49789 Q15047
P43403 Q8N8Q3
P36897 P52564
P06400 P46060
P98082 Q9UKB1
P40763 P04150
P35568 Q9UH77
Q9NRR5 Q9NYV4
Q15047 Q13309
Q06124 O00238
P31749 O60333
P28482 O95166
P54253 Q99614
P24386 Q8NAP8
P17301 O15085
P05386 O95163
P62834 Q9UGI9
Q5JY77 P17813
P04183 P01112
P20265 Q5SXM2
Q8TAD8 P00167
P30305 P55211
P52799 O15455
P08134 P20366
Q14061 P18669
P42858 Q5T124
P12956 Q5T124
P49768 P51452
P27361 P19438
Q9BXY8 Q9UBW8
O43318 P11532
P63104 Q05516
Q13424 Q01113
P45983 P18848
Q15669 Q969V1
P07093 P51149
P06400 Q99497
P68400 P23443
Q9Y6D9 Q96FN4
P08581 P29590
P05771 Q9BSL1
P14923 Q9GZR7
Q8WXE9 Q6P1K2
Q9H400 P78536
Q13526 Q9NZQ3
O95967 Q15327
P07737 Q16623
Q13330 Q59H18
P07384 P63165
P49768 P40763
Q02413 Q15642
Q06124 Q7L2E3
P08047 Q9Y5R2
P36897 P06401
P08238 P05783
P48050 P21741
Q15014 Q9BT40
Q9C0J8 P35372
Q9UKJ5 Q02952
O00560 O00268
P49703 P49918
P0CAP2 Q9HAT0
O75052 Q9P2S2
P27797 O43924
P31946 Q9Y3C5
P24864 P11487
Q9NUQ8 O95382
P09086 Q99687
Q9Y4A5 Q92777
Q53FE4 P38936
P04278 P02489
P08631 Q9NTZ6
P48729 Q16594
P68366 Q8NBJ4
Q96HR3 Q9NX58
Q06187 P01023
P49354 P08908
Q15796 O43933
P08648 Q8NHJ6
Q13797 P20340
P00533 Q06481
P62310 Q9UD71
P04156 P46091
P19784 Q8WXD0
P51159 P04271
P06241 Q9P0U3
P28482 P42229
P61163 P16109
P62736 O60645
P78344 Q9UQC2
Q9Y3Q8 P35249
P05067 Q30201
P03372 Q16539
P00533 Q9UBF6
P08069 P38646
Q01780 P51522
P98160 Q13363
O95716 P18848
P02786 P03952
O15162 Q9NP79
P33992 O95070
Q99081 Q96A00
P03372 Q9NPI6
Q6SA08 P09382
P84022 Q9UJ70
Q9Y618 Q96I34
P12931 P23975
P02452 P16298
Q15427 P61619
Q9NPQ8 Q13838
Q9BQD3 Q59EK9
P07996 Q9Y262
Q86YM7 Q9H2Y7
P45983 Q9NYB9
Q92934 O00141
P16144 P08174
P61981 Q9HCG8
P14618 Q9UNF0
P68400 Q04917
O77932 Q99816
P27658 P54368
P06493 O43683
P48736 P23458
O75925 Q13838
P84022 P02647
P15153 P29120
P10809 Q13562
Q14643 Q13094
P28482 Q16637
P61024 P15882
Q99750 P13693
P68133 P48751
P68133 P50453
Q96GM8 Q13114
Q05513 Q7KZF4
P19012 P08603
Q15788 P53365
Q9Y5Y5 P62753
Q16543 P61964
O15111 P02787
P06400 P10809
P52952 Q8N3Y1
Q5T3J3 Q86Y97
P15170 Q12988
P02750 P51809
P07947 Q9Y3E7
P06239 P19174
P20936 Q15910
Q14005 Q99689
P35222 O95295
P49790 Q9H0Q3
Q01831 Q92979
O95999 P08476
Q8N9I0 P52790
P51948 Q14916
Q14005 Q08999
O95405 O15020
Q02643 P06727
P07948 Q9NZ52
P04899 Q96AE4
Q13185 O00238
P14210 Q13643
Q9H9D4 Q14765
P28482 P46783
P49768 Q9UKR5
Q13285 P51965
O15105 P23634
P07288 O95502
Q14152 P22681
P84022 P49841
P62993 Q96GM5
Q99689 P10600
P31749 P17612
Q16644 Q14802
Q13490 P50750
Q09472 Q05513
Q09472 P51610
Q15233 P49759
O15130 Q969H4
P14672 P56945
Q14289 Q14683
O43390 Q8IW50
P36575 P00749
P35222 O15519
Q92966 P50148
P68032 Q9HBE5
Q86UL8 Q92530
Q8TEW0 P29374
P10636 O60673
P40424 Q99814
P19793 P62380
P03372 Q13542
Q9NZ81 Q9NXK8
O75056 P05067
P63104 P51531
Q06455 Q99717
Q15427 P40855
Q9NPF5 Q9NVJ2
P16220 P02679
Q9GZM8 P02489
Q9UHD8 P47712
Q92793 O75446
Q13322 P16389
P05556 O14544
Q969L4 P12034
P37231 O75312
Q9Y2L1 Q12913
Q14839 P12755
Q0P6H9 O14966
P38936 P12882
P48059 Q16584
Q92597 P27037
Q14289 P31150
P03372 O00268
P12259 P51790
Q04721 P33076
Q5RL73 Q9H2K8
Q09472 P13639
Q16620 O43187
P30260 P43364
Q15910 Q12913
Q9UMX0 P07951
P04637 P14920
Q12959 O43516
Q9UBS5 P32241
O00161 Q6PIZ9
Q09472 P07948
P54253 P31785
P05129 Q96S59
Q02156 P17677
Q9UKG1 P31152
O00268 Q86VB7
P11532 Q15369
P21860 Q15102
Q14643 Q15637
P29466 O15164
Q00587 P50402
P68400 P46108
Q9Y679 P50553
P48736 Q9UQF2
P06213 Q9Y2R2
Q13490 P13236
P55196 P63010
P16220 Q96D03
P29475 P16333
P50553 Q53ET0
P09874 P08253
P15882 Q96C74
P12931 Q8WV44
Q96LC9 Q9H3M0
Q9HCU9 Q9ULB1
Q9UBZ4 O15519
Q96PU8 Q8WYR1
P46100 P56945
Q03468 O75818
P24534 P36873
Q02413 O43521
Q08170 Q9H2B2
P43405 O14594
P02768 Q92667
Q8TEW0 P01138
Q15389 O15232
O60238 Q96MT8
O60711 P21580
Q99704 P84022
Q92831 O95067
P67809 P14678
Q16539 Q02241
Q12967 P52948
P67809 Q15796
Q9Y6K9 Q9NQX3
O60264 P48634
Q9UBZ4 Q9BUB5
Q14181 Q15642
Q8WXI2 P11802
P21673 Q13535
P98164 Q86YD1
Q92918 Q14831
Q71U36 Q8N4C8
Q99650 Q07889
Q9NZW5 P39905
P61457 Q96F07
O75886 Q9P2K9
Q9HAU4 P50150
P61769 Q02388
Q06187 Q15363
P33176 Q9NP79
P06703 Q9H190
P02462 O75487
O95990 Q9GZT6
Q9Y3C5 Q9NWQ8
Q13480 P21359
P16410 Q8WVM8
Q9UHC6 Q96RU8
P17252 P02751
P29966 Q99717
Q99750 O60934
P19388 Q04912
Q9BQD3 P11802
Q9NR33 O75791
P53041 P05026
P38432 Q9BT49
P32246 Q12913
P60709 P02743
P55196 P12270
Q96RU3 Q16594
P23769 P24821
P10398 O43186
O15111 Q9Y2P4
Q8IW41 P60900
Q02156 P12830
P29350 Q9NZ52
Q8NDP4 O60684
Q12809 P21810
O15162 Q9P0T4
Q02246 Q9P0L0
P16410 Q05469
Q92922 Q9H944
P31946 Q92794
Q8IZP0 Q13332
Q04771 Q9P2P5
Q8TAD8 P11387
P38432 P42025
P68133 Q13873
Q8N8S7 P84022
Q12772 Q9UK45
P06241 P12270
P05019 Q15154
Q09472 Q96QZ7
P20309 P61978
P18858 Q13304
P05412 O95166
P17844 Q99613
Q13432 P27797
P48039 P31150
P27348 P38570
O15105 P52597
P13647 P05000
P15529 O15304
Q99750 Q9UNL4
P31947 P07996
P09874 Q15834
P09874 Q8TF05
Q8TAD8 P23458
Q99961 P05067
P39023 P16070
P28482 Q9NRX4
P63096 Q969X0
P56279 P00390
P50613 P55211
P60842 O60869
P36406 O95238
P43405 Q14160
Q8N6T3 Q86XR7
P84022 O60494
Q99750 O95633
P14373 P00167
Q8WXI2 Q6VY07
Q9Y6X2 O95816
Q9UKY1 Q9Y4K3
Q8N392 P48357
Q99972 P59998
P41143 Q9NZ52
O75935 P0DML2
Q9UBH0 Q86XT2
P51677 Q13469
Q9UN74 Q9NVP1
Q8N4C6 Q9Y219
Q14789 Q8N392
Q5JVS0 Q15834
P43405 P09132
P10415 Q9Y287
P38936 P05412
P42574 P21810
P35222 P46934
Q8WV28 Q8TEY7
P35609 Q13217
Q9BQ66 Q9HAU4
P84022 O00186
O00560 Q9UBK2
Q9NVD7 P21802
Q09472 P83916
P00338 P17813
Q9NR33 Q15649
Q5T5P2 Q9UQC2
Q9H9D4 Q9UNZ2
O75478 Q9ULH0
P30559 O75487
P06241 P19256
Q06710 P20340
P08311 Q9UJX4
O43482 O43521
P26367 P62993
Q13547 Q15834
P63096 P51532
P24385 P61601
P62993 Q04756
P09455 P63208
Q04724 Q05086
Q13422 P23219
Q8N8S7 Q6UB99
Q92831 Q06495
P35611 Q9UMR2
P84022 Q96AQ6
Q00994 Q9NQW7
P06241 O43593
Q9Y230 O14576
P42224 P27361
O14920 Q96T76
P0DJD3 P17813
Q93062 P78504
Q13501 Q05086
Q9H5V7 Q96ES7
P11021 P42229
P07766 P51452
P62380 P15056
Q96RT1 Q7L2E3
P56945 Q13523
Q15049 Q9UK58
P0DP25 Q6PIL6
Q9NRR5 P01023
P05412 Q15365
O15111 Q9UNS2
O00238 P78364
Q01844 P08727
P17081 Q92908
P29350 O60262
P11021 P16871
P19838 Q9H8U3
Q8N5F7 O43929
P16410 Q99759
Q8IZH2 Q9NRW7
P29597 P52803
O95257 P32004
P14598 Q9H2M9
P08151 P05114
Q04206 Q9UKJ5
P49768 O95271
Q05655 P23634
P12004 P31785
P06241 Q9UIV8
Q96QV1 P23229
Q5U651 Q5H9R7
P36897 O75771
P61981 Q99578
P10275 P06493
P42566 O75376
P16234 P55347
P54259 Q8N2M8
P08311 Q13111
P62258 P33993
Q6XZF7 Q6PKC3
P62820 Q14511
P42345 O60749
P50570 P15336
P31946 Q9Y3E7
P47712 P17693
P31751 Q8N684
Q12933 Q8N3Z6
P06400 P15170
P16333 P17612
Q13332 Q15669
Q15477 P28288
Q8TEW0 Q8TD19
P11362 P56524
P84077 Q16236
P22607 Q6XZF7
P26651 P35251
Q04206 Q99418
P0C0L4 P35590
Q9H0E9 O60504
P27986 Q12972
Q9UGU0 Q92835
P19021 Q9UFN0
P67870 P63162
P24593 Q13936
P06239 P49789
P10747 P48739
P60709 P04271
Q9NNW5 Q9Y4P8
P17252 Q02543
Q9Y230 P05412
Q14155 Q04756
P36897 Q8N3X1
P78357 Q02297
P43405 Q9NUQ8
P27361 O14543
P55854 P32121
P16870 P84022
P12931 P56524
O95819 Q02779
Q9UI36 Q5RL73
P40337 P08700
P31946 P0DJI8
P06400 P63104
Q9H5Z6 Q86X95
Q12933 P12814
Q9NX08 P68036
Q03405 Q14247
O95373 P07947
P25963 Q99570
Q9UKY1 P22735
Q9Y6X2 P51451
P09529 O95157
P62942 Q96KB5
P42830 O15499
P00734 P35998
Q92793 Q9UBH0
O60907 P07996
P28482 P19793
P12004 P84022
P14136 Q6UY14
Q92997 P49069
Q9NRD5 O15379
P51693 P08247
P30153 Q00653
Q9BY11 P09884
O60494 Q8N3R9
P45983 Q13573
Q15796 P09769
Q13888 P04070
O43581 Q9BYM8
P0CG12 Q14493
Q99750 P55055
O94875 Q9NWT6
Q7Z7J5 Q15714
Q03181 Q92574
O60894 P63167
Q14974 P13501
Q15436 P09467
Q9UBP5 Q6PJW8
P17302 Q9BPZ7
Q03135 Q9ULD2
O43561 Q14919
Q8TAD8 P52948
P04637 Q6PKX4
Q13562 O60936
O95999 Q92918
Q9P287 Q6IA69
Q13547 P11362
P62979 O95150
O95257 Q96EY1
Q05513 P60953
O60678 Q13287
P28482 P42768
P51692 O00303
P02751 Q9UKI8
Q12879 Q9HBA0
Q8NFZ5 Q9P296
P04899 P68363
P49715 Q05516
Q09472 Q9NSA0
Q14469 Q9Y2P4
P46531 P42858
P61106 P09237
P19235 P28062
Q05513 Q9UKB1
P62993 Q07889
Q15080 P53618
P41236 P48380
P19784 P27797
Q15424 Q9UM47
Q8N8S7 P23276
O43734 Q9UK32
O14908 Q13569
Q16671 Q8TAI1
Q8IUC6 P43489
P20264 P07339
P23458 P53667
P10244 P06493
P51681 Q8IU85
P32927 Q13884
P04053 Q13137
P23945 Q16610
P53779 Q12929
P30411 Q12879
Q13277 Q13547
P07585 P59665
Q93062 P53618
Q92597 Q07869
Q06124 P49674
Q9UI14 Q96CF2
Q12846 P20339
Q06124 Q12933
P10636 Q01844
Q9Y6W5 P98177
P48736 P25800
P15172 Q8WYK2
Q13794 P52655
Q99750 P04264
P30530 Q15560
P63167 Q04917
P30153 Q8NFH8
Q13485 Q9Y282
O14964 O43150
P11142 P02787
P00533 Q8IYF1
P54253 Q9NRR8
P61970 P56524
Q16531 Q9UQ16
P29350 P61956
O15392 Q86Y01
P36897 P07384
P48552 P08727
Q96IZ7 Q9P104
P51955 P35968
P31271 Q9UQ03
P63167 P27348
P20226 P78411
P68133 O00238
Q9NS56 P39900
O15162 O15111
P05067 Q99623
P54259 P54257
Q15744 P68400
P08571 Q15025
P17302 Q86U06
P02545 P00734
P31946 Q15365
P42680 P20273
P35568 P05067
Q07666 Q96T60
P35579 Q9NY65
O15379 Q9ULV8
P17612 Q9UJX3
P36542 Q9H0B6
O43633 Q13261
Q9UHX1 Q9UL18
Q03135 Q9Y2R2
Q9UMX1 P56945
P14780 Q9Y287
Q14289 Q86UP2
P60484 P05060
O96004 Q02763
Q04917 P04899
Q9Y580 P18505
Q15788 P17676
Q13547 P29376
Q01726 Q9Y689
P42229 Q8TEL6
O00161 P18545
O14920 Q05209
P08648 P48426
Q9UKG1 P54762
O95407 O60244
O43815 O75379
P52566 Q15375
Q02750 Q9NPG3
Q99748 Q14493
O14745 P42773
Q86UR5 Q7L5N1
Q13257 Q99717
Q9NVA2 Q15761
Q01959 P17612
P11362 Q14576
Q15035 P20645
P29474 Q15276
P68104 Q9H093
Q8IYF3 Q8WXK3
Q05655 P17480
P07737 Q9C0J8
Q9UQD0 P20396
O15162 Q8N2W9
Q07817 O43561
Q9UN74 Q9NQC7
Q96ST3 P57735
P12830 Q13469
P19838 P52788
P56693 P60510
P84022 O94985
P27361 P50750
P14923 P21246
P15056 Q07889
P46952 Q00597
Q92963 P30518
P68104 Q15366
P37275 O75558
P31431 P63104
O14543 P10809
Q92793 P52945
O00141 P50876
P00451 Q9Y345
Q9NR50 O00305
P08138 Q9Y4K3
Q99942 Q16650
Q8IXH7 Q15878
Q9H788 P29992
P12931 Q5JWF2
P53041 Q15834
O60784 Q99442
P11474 Q07954
P07199 A2VEC9
P62834 P62330
Q96ID5 Q9NQ66
P00533 P02776
O60462 P61201
P06239 Q15796
P35613 Q16661
P20273 P11597
Q15788 P49674
P15336 P06454
Q9NP59 P01266
P07196 P56470
Q7L5N1 Q7LBR1
O75170 P51148
Q8TEW0 Q16891
P61981 Q13547
Q8TEW0 Q03001
P61981 P56159
P09429 O60381
O15530 Q12959
O75791 Q9H8S9
P31946 P12004
P61586 P49810
Q15834 P49674
P06241 P23219
P12931 O75352
P02458 P62826
Q01844 Q9H0E9
P14635 O75533
O60674 P47897
Q92731 Q15369
P21246 Q9NP79
Q9UBU7 P62508
Q99741 P01042
Q14005 Q92599
P29350 Q05586
P35475 Q6PGQ7
Q15020 O75689
Q13144 P42338
P19174 Q9NRG4
P21675 P55055
P30304 P08571
P16070 Q96MP8
Q05655 P09874
O14717 Q13546
Q9BQ66 P51693
Q9UI14 P12814
Q9Y5K3 P30679
P46939 Q06830
Q86SQ9 Q9BVJ7
Q9NQX5 O76070
P61981 P28827
P25963 O00220
P25963 Q14749
P62308 P26358
P04278 P38484
P12830 Q96L34
P15173 O60282
O75886 Q9H222
Q15788 Q5UIP0
O14948 P19388
P40425 P36575
P62993 P12830
O75888 Q6IAA8
P28360 P49796
P61981 P04406
Q9UM11 O14654
P62993 O43426
P09958 Q4J6C6
P41235 P15172
P02549 Q7Z6G8
P28328 Q9NP72
P09958 Q02410
P10398 Q08629
Q13873 Q99613
Q9BX66 Q96RK0
P15498 P42858
P07948 P04921
Q8IX03 Q9UKX2
P01584 Q99952
Q5JY77 Q00653
P14678 P32418
Q8N2W9 P15407
P12814 Q9Y5X1
O15350 O75460
P28482 P49146
P20936 P29965
Q01970 Q07869
P10114 O43427
P05060 P05067
P61981 P24588
Q6P1K2 O43597
P49023 P52292
P35222 P39877
P28065 Q02218
P84022 O14788
P35499 Q96CJ1
Q13526 Q9UIK4
Q13111 O43491
P05019 P36507
P48357 P43365
P07339 Q04917
Q13555 Q07955
Q16520 P19174
O75689 O43889
P49768 Q9Y2P4
Q8NI35 Q9H204
Q13094 Q6UWE0
Q9NRA1 Q96RU8
Q15797 P47804
Q15750 Q9ULV8
O60925 Q8IYB7
P13647 Q01814
P20226 Q9NWT6
Q86UR5 Q16665
P68400 P38159
P12757 O43765
P12757 Q8IW41
P12757 Q02156
Q15366 Q9BXA7
Q93062 Q08380
P35638 Q92793
