Q16665 Q96SN8
P42858 Q9C0D5
P04150 Q01094
P12931 O75446
Q9H0R4 Q5JWF2
O15379 O94762
P62714 P06454
Q9NRI5 Q9Y3P8
Q05516 Q00994
P14625 Q13438
P61956 P28222
P28749 Q9C0A0
Q15797 Q96L34
Q96PY6 Q7Z7J9
P36897 Q86U06
P11532 O60682
Q9HCE7 Q9Y6B2
P08581 P15924
Q04771 Q8IYT8
O75446 P0DJI9
P10275 P35080
Q96MH2 Q9UEW8
P52292 Q9Y566
P13984 Q8NFP9
O94985 P09471
O14836 O75293
Q9P2H0 P06493
O95295 Q5PSV4
P84077 P48443
P56537 Q14500
P68400 Q96P63
O00238 Q8NAP8
P12644 Q9Y566
Q00688 P54257
Q06187 P12931
O15524 P11912
P01275 Q96HJ5
P00995 Q8N612
P49736 P43354
Q16181 Q53EL6
P09429 Q71F56
Q03933 Q13464
P12931 Q8IZU3
P62805 P26038
P53420 Q9UJU6
P63165 Q01892
Q14703 P17097
Q96RN5 P17987
Q8N122 Q15599
Q15834 Q9H213
P20226 P63211
P05771 P11912
P10415 Q9Y2U5
P42224 P13861
P15172 O14511
P27986 Q9UJW0
Q03113 P18545
P51532 Q13705
Q9UJY4 O43639
Q16621 O60318
O14893 Q16654
P51617 P05783
P24593 P63172
Q12959 Q02413
P04637 P40337
Q92688 Q92886
Q9Y2I6 Q6VMQ6
Q15475 P55036
P27986 Q96GG9
O14602 P01100
Q9H1I8 P49757
P02545 Q9NZQ3
Q09472 O00555
Q9Y3C7 Q15796
P10415 Q6VN20
Q04721 P08151
Q01658 O43147
P61018 Q9HBM6
Q13616 P39748
P30556 P53618
P38432 O60447
P62993 P49792
P06241 Q15759
P08670 P13861
P30542 P22314
P61106 Q9UQ90
Q92922 P06454
P06454 P37088
O60674 P08311
P55212 Q00839
P31749 P57073
P35813 P20264
P16104 Q96BY2
P63165 Q9H1I8
P50453 P31947
P04637 P20339
P40763 Q7L590
P45984 P51531
O43813 B2RTY4
P21554 Q9H270
Q9Y2X7 P56817
P42768 O60500
P31946 Q9UKR5
P52294 P28223
P10589 Q9Y2H0
Q03135 Q8IYR0
Q96LR2 P19801
P11233 P36542
Q14344 Q6DJT9
O15198 P11142
Q15834 O95831
P61978 Q9UK41
P15927 Q9Y4Y9
P60228 Q16526
Q07507 O43432
P48059 P13861
O75376 P63208
P32927 P25063
P29350 Q9H2V7
Q92569 P02489
P27986 Q6VMQ6
Q8TDN1 O75496
Q06187 O77932
Q05193 P51692
Q9NRR5 P11279
Q9H0I3 Q8IWV7
Q14112 Q9HCE9
P61981 O14745
Q99717 Q9NZD8
Q9HCE0 P10114
P54764 P31151
Q13480 P07101
P62993 P57073
P50613 Q14192
Q15834 P01178
P49407 O15062
Q15080 P52294
P67870 P04234
Q06413 P09466
Q9UNL4 O00548
P18433 Q8IUC6
Q15544 Q05682
Q13432 P49023
P16333 P00797
P42226 Q13705
P52948 Q9Y3L3
Q13795 P42224
O95777 Q9P2Y5
O95837 Q86WV1
Q12772 P03950
Q14653 Q15648
Q15834 P98164
Q15366 O15111
O75628 O14795
Q12913 O60936
P06241 Q12796
P14416 Q13501
P05386 P25116
P38398 Q15788
P78559 Q9UMN6
Q93034 Q9NZC3
P35568 P61981
O00295 Q9UKI3
Q9UNP9 P08069
Q9Y262 P53041
P52630 P20701
P63104 O00587
O43734 O95502
P29400 Q9GZV1
P61764 Q14566
P04637 P10070
P63096 P61626
Q15834 P14598
P24928 Q14686
Q9BUZ4 B2RD01
Q15388 P42858
P00742 Q9UJW3
P28331 Q96JK9
P28482 P25208
P20226 Q9UQB8
P31269 P45983
O60504 O43364
O00161 P30793
P52657 Q92558
Q9NP84 Q14676
P18627 Q92466
Q15796 Q8IX29
P19174 P17676
Q09472 P26367
P16144 Q9Y4H2
P04637 P27987
P67809 Q96HF1
Q99708 P49459
Q05586 Q9H4E5
P26006 Q8WZ42
P06213 O15304
Q14344 P09923
P02686 O60244
P00750 Q14573
Q13563 Q8TF68
O43684 P40616
P68133 Q04771
O43765 Q96RU7
Q13616 O14717
Q02750 Q8WUH2
P04637 Q96A65
Q9Y5K6 Q9UHD8
Q9NRM7 P11229
P67775 Q14232
P62937 Q13643
O14492 Q9P2T0
P33076 P09619
P06400 P43364
Q9BUJ2 P01574
P21673 P05060
Q00653 P07510
P11274 P33991
Q96A23 P47736
O60318 Q05639
P61981 Q15653
Q92688 Q9UHB4
P26641 P56704
P05107 Q9Y6R4
Q13426 Q9H8T0
Q96PY6 O76090
Q15834 Q15797
P24941 Q15648
P35462 Q13571
P62820 O00512
Q96EU7 P48058
P43405 P49918
Q92529 P29274
P35611 P15309
P61981 P24394
P40763 O60240
O15399 Q9UK45
P21333 P04406
P30530 P08567
P07101 Q4V328
Q9UJX3 Q86YM7
Q9UBW7 P53355
P32780 P46531
Q96KG7 Q8WWB3
P60568 Q9H5V7
P15311 P18084
Q13616 Q01844
P40763 Q13114
P27361 P14923
P35222 Q9Y6Q5
Q6EEV6 P00734
P49918 Q6QNY0
P34896 Q9BTE0
P12004 O75351
P54259 O15525
Q14520 Q9NV92
P50750 Q9Y2A7
P27348 O95407
Q14500 Q9NZ42
P31151 P78346
Q9BZM4 Q9NQ31
P52735 O60512
P29597 O95983
P21860 Q9Y5J3
Q7Z417 P10916
Q09472 P15172
P63244 Q6SA08
Q9P2H0 P84085
Q13114 A5YKK6
P38936 O14578
P36957 Q13155
P07948 O15303
O00626 P02753
P07947 Q8WXU2
Q93062 Q16539
Q12933 P21673
Q14344 O14662
P19320 Q9NRD0
Q03135 Q8NB91
P10275 P20936
P03372 O95685
O43914 P02787
P48023 O60238
Q00535 Q13415
Q6P1J9 O43294
P35222 P52597
O95295 P84022
O43908 Q99965
O43791 Q6VMQ6
Q9Y4H2 P25105
Q9NQP4 O76070
P25445 P53567
Q9NVV9 Q9BQ66
P06239 P47736
Q15796 Q56P03
P42574 Q8N4C8
Q05655 P42229
Q13573 P61586
Q8IUC6 P35968
O14908 Q14654
Q99698 O00560
P98164 P13861
Q15329 O14625
Q8TAB5 Q9UL33
P14859 Q9Y3C5
P07339 O43463
P61981 P00747
P14923 Q92956
Q9UNN5 Q9UBS8
Q04724 Q13322
P63104 P05412
P28702 P15884
P16220 O95352
Q02750 Q9Y5X4
Q7L5N1 P40763
P05412 P20151
Q9P2H0 O15525
P15923 P23769
O75940 P17097
Q13432 Q9UNE7
O14964 Q99638
P49841 Q13114
P62714 P09429
P03372 O43432
P22681 P42345
P0DP25 P16109
Q99741 P09326
P67775 Q10567
P38398 P30926
Q14749 Q16539
P12931 Q13444
P11021 Q13425
Q32NB8 Q9Y496
Q7L5N1 Q9GZL7
Q16665 P45973
O00141 Q9NPH3
O95400 Q8N4F4
Q9NR30 Q9UHD9
Q9UI36 Q7L5D6
P52333 Q12852
P46108 Q9H871
P26368 P08709
O00548 Q9H9T3
Q15643 Q9NZT1
P17542 P23769
P41970 P98073
Q9UHI6 O00175
Q04771 Q6ZW49
Q9NYD6 P07332
Q01780 Q13813
Q15544 Q03181
Q14517 Q13214
Q02790 Q15696
Q96GD4 O76075
Q15834 P42226
Q13077 P09874
P46109 Q9NRP7
O14901 P35606
P53350 P52565
Q9BXR0 O43639
Q99828 P30279
Q9Y6J0 O60500
Q9NS69 Q16623
P50213 Q9Y490
P01100 P13056
Q15276 P16473
Q99700 O43464
P50453 Q04323
O43929 P68363
P42768 O15145
Q15545 Q9Y6H8
Q13616 Q9UQM7
P11171 P05109
Q04724 Q13477
P31749 Q14526
P05154 Q15796
P04156 Q9UM54
Q92922 P05109
Q96T76 Q9BQD7
Q14764 P0C0L5
Q6EEV6 Q13158
P68133 O95832
P26651 P53674
Q8WU39 Q9BRR9
Q13487 Q99661
Q9NPI6 O43255
P04049 P08047
Q00526 P51787
O15530 P53350
Q9BZK7 P49221
Q15811 P63165
O43427 Q9P273
P62330 P49913
Q01201 P07359
Q12933 Q8IWL1
P35568 Q53EL6
Q9NPB3 Q9Y6Q6
P07996 O60674
P21291 Q99665
P08648 Q13418
P19174 P05019
Q9UPW6 Q7Z3C6
Q12846 P01270
P07101 Q12778
P27824 P12272
Q12959 Q9UKG1
O00401 Q92934
P12544 Q6VY07
Q15370 P13987
P10275 Q13315
Q9BWC9 Q12774
P28069 Q06323
P25445 Q06587
Q6EEV6 O14910
Q06265 O95613
Q15038 Q70EL2
Q15560 P0CG47
O00555 P11277
P33076 P02743
P08697 Q8N4C8
P35249 Q96GD4
P21728 Q5JWF2
P09467 P18124
Q03692 P55103
P51572 Q9NP94
Q03135 P35250
P17535 O14910
O43261 P09341
P42574 P10415
P12931 O95425
Q13322 Q12805
P01730 Q9UKG1
P22415 P01138
P23458 P10415
Q99459 Q01844
P63244 P28068
P84022 P28300
O94973 Q9ULW0
Q04637 O15230
Q96ST3 Q9BU40
Q9BYG4 P05161
Q9UHD2 P49903
Q9Y618 P20962
Q15303 Q96MR6
P07585 P06396
O15105 Q7Z3E1
P27348 O95163
P38398 Q9P253
P62826 P41226
P62993 Q16539
Q06124 P08572
P62491 P35348
Q02750 P16410
P29972 O60506
P36542 O14910
O94762 Q8IW50
Q14974 P62805
P05412 Q8IZH2
O00238 P68366
P20226 Q8TCX5
P21810 P49406
P19838 P46109
P35638 P32246
P62826 P06401
P05067 P27987
O95237 Q9NX61
Q14966 P98175
Q15650 Q9BYT8
P06729 O95989
O15530 P09086
Q15386 Q10471
O95721 O60282
P19784 Q8TAI7
P29083 P00750
P67775 Q01094
P63208 P55345
Q9UPV9 P36956
Q9UMX0 P0DP25
P31785 O00444
Q53G59 Q05516
Q14247 Q8TEJ3
P05107 P06454
P06400 Q9NS56
P63261 P06241
P53816 Q15067
Q13227 Q9Y692
P38936 Q9UBS8
P40425 P22466
P01112 Q99575
Q9HAU4 Q09472
Q9HB96 P05198
Q9Y294 P02751
P24941 Q9NPI6
P61981 Q86Z02
Q13490 P16234
Q9NRL3 P02647
Q8IYF3 O96020
Q13485 Q8NHQ1
Q9NRI5 P04150
Q13162 P33176
Q9BWH2 Q9Y5P4
Q15797 P27824
P02751 Q9NNX6
Q6ZU52 P10916
Q92997 Q13219
O43747 Q96QH2
Q99704 Q92786
Q99816 Q02818
P68400 P08670
Q13432 P37198
Q99558 P36575
P19174 P30304
P04626 Q9Y5B9
P56539 P63096
Q99741 Q9NZD8
Q99708 P39687
P08727 Q08462
P62993 Q03013
P50553 Q99965
Q9NR12 Q9UH77
Q05655 P62140
P14859 P43364
P06307 P68104
P07288 O60716
P78345 O43639
Q9UNE7 Q14738
P06400 Q15700
Q9P2H0 P63165
P10276 Q9NXU5
Q9BQ95 P07315
P25098 Q92793
O96019 Q9BZL4
Q9Y3C5 O14745
P31749 Q9H422
Q8NF91 P24588
P54821 Q6VMQ6
O15294 Q13885
Q15906 P19338
P46777 P30926
P20929 Q6ZVM7
Q92793 Q92572
P10721 Q96LR2
P07948 Q13370
P42166 P25490
P30153 O14686
Q16665 Q9BYV2
Q969Y2 P09429
P54257 Q9NQ94
Q13547 Q02878
P11362 P18084
P0CG47 Q9Y678
P40189 P24864
O75376 P38432
Q9HC98 P20336
Q16539 P62191
Q05655 Q16667
Q13573 Q13671
Q9Y3B2 P45983
P15923 P09917
P09619 Q9Y6M9
P00533 P15822
P32780 Q13426
P11362 P19022
P05107 P05549
Q04206 Q14451
P62995 P40337
Q16584 Q92887
P13631 P07858
Q9UBU8 P35372
Q96B97 Q02790
Q9Y4I1 Q9NQX5
Q99750 P49798
P62993 Q9UGN5
P49917 Q9UIS9
Q9NP31 O75154
Q9P2H0 Q15399
Q96LK0 Q9NP98
P49910 P63096
Q13045 P28070
P98170 P20309
P53992 Q99755
O43516 Q16539
P29074 O60729
Q9HAU4 Q8IXI1
O00470 Q04759
Q9H8V3 P32121
O15105 Q9UBY5
P51116 P25054
Q06124 P04637
P24723 P49765
Q14247 Q9NPD3
P46527 O15164
Q8IYF3 P51808
P07858 Q96MR6
Q15047 O95707
Q15047 Q96KG7
P03372 P20151
P17612 Q93062
Q13546 Q7Z401
P56279 P40818
Q15329 Q6P0Q8
Q99708 Q96M83
P21675 Q9NYR9
Q13432 P53611
Q9BQY4 Q93009
Q12933 Q13277
P21246 Q9HBM6
P61956 O95685
P42858 Q8WVM8
P48023 P08887
P19021 Q9NVD7
P56945 Q8WXE1
Q15329 Q9BZE4
P21673 P10415
Q15796 P04075
Q6P0Q8 Q8WVM7
Q9NVW2 P10721
P43403 Q9UER7
P67870 Q12972
Q05516 Q13114
P08237 P24928
P41240 Q9H1X3
Q8IYB3 O14978
P41235 O43524
P27361 Q6WN34
P04637 Q05209
P45974 Q9UFN0
Q99728 Q7Z7J5
Q9Y5C1 P32418
P08588 P23229
P16284 P06756
O75376 P13688
P61201 Q96QH2
P62993 Q9NRR5
P06493 P14373
P52566 O95841
Q13573 P04049
Q09028 P15498
Q9UK45 Q13618
P61956 P07910
Q7L2E3 P25063
P41279 Q14566
P09529 O43463
Q15797 A1L0T0
Q06481 Q05639
Q92558 Q9ULV0
P27797 Q9Y3C0
P38432 P53675
Q12933 Q9UM73
P30530 O75943
P30419 P10912
Q14204 Q13416
P54253 Q9P0W2
P49023 Q03014
P42768 P06241
P50613 Q01844
O15360 Q13838
Q9UGN5 O60500
P10275 P62070
O15265 Q9H0Y0
P32942 Q9BYM8
Q05586 Q8N5H7
P48059 O43432
P82933 P02686
Q05655 Q8WV28
P00533 Q16637
P43694 O75569
Q96ST3 Q96IT1
Q14831 Q15842
P10515 P52566
P62993 Q9UKR5
P48736 Q9H7Z7
P49815 P04406
Q9HCP0 Q96S59
P00747 P27348
P23588 P00742
P43694 Q9Y6Y8
Q99972 Q13112
P20908 O15550
Q92569 Q8WZ42
P61981 P42858
Q8IUC6 P21926
P57086 P27448
P13349 P63010
Q13546 Q99942
Q9NRX1 Q8NFZ4
P35609 P02647
P61981 Q9Y265
P23025 P49023
P37231 O60271
P63167 O60262
P16144 Q9H6J7
Q15797 Q8N5H7
Q8WYH8 Q13326
Q9HCE7 Q9NQC3
P62877 P01009
P43694 P42224
P68400 P07996
P68400 P10244
Q8WZ19 P00750
P46109 P11532
P52333 O95156
Q99558 P29084
O00327 P54762
P05412 O15287
P00747 P63208
P54727 P41222
P84095 P25208
Q9NY61 P51636
A4D1P6 Q13951
O95777 Q96HF1
Q92793 Q13588
P03372 P10828
O94811 Q9Y2G4
Q12879 P11215
O15105 Q96B26
Q06124 O60683
P07992 Q12816
O15273 Q9NQC3
Q15744 P51149
Q96GD4 O14684
P20138 O43186
P43235 O60687
O75822 P07711
P0DP25 Q15699
Q09472 P26641
P31277 P60568
P61981 Q9NPD3
P36956 Q13224
P06241 P98160
P15498 P00734
P63261 P21333
P26368 Q96GM5
Q14643 Q8WZ42
Q93062 P16220
P04278 Q99627
Q99558 Q99417
P35568 O95219
P26368 Q5PSV4
P55854 P05412
Q93062 P01111
Q01130 P35228
Q14C86 Q8WW01
P43034 P41182
Q9HBX9 P09651
P22455 Q9HA65
P68400 Q9H4T2
P33151 P18848
Q12931 Q8WWI1
P25205 Q13105
P14672 P14210
P17252 O60716
P00533 Q9HCE7
Q02246 Q13651
Q92731 Q5JR12
P16885 P42574
P68400 P68133
O14777 Q0VDD7
P42574 P21796
O15232 Q8WVD5
Q92793 P42224
P27361 P08648
Q01094 Q9NQ25
P84022 P07204
Q9Y3C5 Q09019
P53350 Q96RT1
Q13573 Q05516
P28702 Q9UGP5
P11171 P29323
P17612 P58753
P43694 O43463
Q9Y2T1 P60763
Q9UNY4 Q09472
P25963 Q02985
P04637 Q15038
P24941 P27694
Q02641 P17600
P13639 Q9UKK6
P68133 P43405
P07948 P21802
Q14511 Q08209
Q9UNN5 P56975
P30086 Q86VP1
Q9NP31 P05413
P10275 Q09472
O75553 P29320
O95777 Q9Y4C2
P06858 P62913
Q5T2W1 Q06547
P51813 Q96RE7
P30626 P10275
P49848 P00540
Q9Y5X5 P31273
P29590 P21728
O43143 P26368
Q14980 P10828
P45985 P08514
P24941 P41743
P40424 P51685
P49069 Q96SN8
O95257 P62258
P42574 O14559
Q9UHX1 P19320
P24386 P28749
P16234 Q8WU20
Q8NBJ4 Q96L34
P53350 P55087
P04049 O94973
P22003 P02749
P17302 Q16549
P12107 Q9BZW8
Q99759 Q9UHX1
O95967 P15884
P03372 P02794
Q92793 Q9BUB5
P38936 Q13480
P35858 Q9Y4I1
O75674 P04792
Q13887 P30153
O60844 P50993
P59998 Q9NZD8
P38936 O15379
Q9NV56 Q00613
Q96S53 O95622
Q06190 P09471
P22681 Q14643
P38432 P05198
P52292 O15519
Q9NWZ3 Q96LR5
Q03113 P52594
Q6P1X5 Q9H0E2
P13612 P22455
Q01955 O95196
O15085 Q02817
P42574 P78527
Q9Y4K3 O14662
Q13393 P11309
O95084 P61604
P43403 O15530
P07384 Q96B26
O75674 Q7L590
O60437 Q14676
Q06124 P62328
P0CAP2 Q9HBE4
P28289 Q12959
P54253 O43719
P61981 Q96A23
Q9NXU5 Q9HCU4
P19174 Q8WXE9
P40763 Q9UNH5
P68400 P33176
P06753 O43364
P10415 O94992
Q13547 Q9UNN5
O14618 P40337
P38432 Q07866
O75925 P04629
P28329 P18583
P68104 Q8N8U9
P05107 P09429
P30530 P47224
P12956 Q9UN74
P25963 Q6GPH4
P04406 Q9UBF9
P31749 P48454
Q9UFW8 Q9Y272
P62873 Q8NDC0
P05129 Q8NFW5
Q9BQA1 P21333
Q13287 P29372
Q6VN20 Q6UX01
P48995 Q6GTX8
Q9Y3E7 Q96M61
Q8NC51 Q9NRX4
Q9UBB9 P51572
O75553 Q12906
P41235 P04233
O14602 O14983
P54259 O14490
P35232 Q86UX7
P31323 Q99259
O95257 Q13315
Q6P9B6 Q9H4T2
Q09472 P15336
Q05513 P35637
Q16623 Q00887
Q9Y6K8 Q99547
O14512 Q9Y4G2
Q8N2W9 Q96PY6
Q9H307 O00522
Q13952 Q15406
Q15834 P34998
P62318 O43683
Q15796 Q8IYF1
Q96CG3 P04406
P08670 P09917
Q9NZW5 P23469
Q09472 Q6P0Q8
P31751 O00305
Q15543 P00533
Q06124 Q8WTV0
P05386 Q16695
Q9HAU4 Q9BZR6
Q6UB99 P07858
P68400 P49888
O95251 O14656
P10144 Q9HD47
Q8IUC6 Q15369
P61981 P48740
Q13136 O95274
Q13637 O95251
P06239 P08922
Q9BQY4 Q9Y3C5
P15336 Q99942
Q02750 Q02156
Q8N668 P10071
O43395 P63010
Q9Y616 Q8NFZ4
Q04771 P45973
Q9HAU4 Q13490
Q92900 Q86VE0
Q02388 P50502
P61981 Q13227
P49848 Q9Y215
P00750 P15509
Q13868 Q15759
Q8N488 Q9Y2X7
Q9BQY4 Q9BVJ6
Q9NPB6 Q9NRR5
P22681 Q9ULJ8
P42226 P35556
Q14831 P28221
Q15788 Q7L5D6
P23468 P10276
Q15287 O15127
Q13501 Q06609
Q16667 Q8IZJ4
P10301 Q969V6
O60716 P06727
P43405 O00186
P26583 P35968
Q96G01 P35247
Q8WXD5 P51531
Q12888 Q9Y496
P29400 Q9H0K1
P98164 P50395
Q9Y4K3 Q9P0J1
P18433 Q04724
Q8IW41 P14209
P62993 Q15011
Q8TAP4 Q13422
P16220 P12544
P24941 P09917
P49407 Q14676
P17612 P21462
P04150 P06493
P11473 O43924
Q969Y2 P17252
P19838 Q13526
Q15796 Q9Y6X1
P19174 Q9NPG2
Q96GW7 Q9H0R5
P16112 P45983
Q13485 Q96GM5
P06400 Q9NPE6
P36957 P15509
P10275 P11717
Q15797 Q13535
Q07889 P35716
Q9UHD8 P27797
Q9NR50 Q15506
Q13523 P28289
Q06124 P23258
P06703 Q16082
Q16539 Q14494
P27695 P10145
P15311 Q9BYV6
Q13885 O14939
P61981 P21554
Q05655 O14978
P41597 P48634
Q8IU54 Q9BX70
O95777 Q05329
Q96HA8 Q8NBJ4
Q01844 Q9Y265
P23677 Q9HC98
Q96ID5 Q9UJU2
Q8WV28 P42229
P31269 P14209
P12956 O75031
P09429 Q8IW41
Q9UHD2 P51677
P57678 Q9BVV2
P04637 P49069
Q15560 Q9UKL3
Q16623 Q8TAI7
P11142 P07237
Q99829 Q6ZVK8
P62993 Q9NYB9
Q15139 Q9BZR6
Q9BUB5 Q9Y5M8
Q02156 Q7Z6G3
Q15831 P51690
P54253 P08581
P63172 Q8NI35
Q9UGK3 P13725
P06730 Q14469
O14773 Q99962
P16112 P02792
P04150 O75379
Q6VMQ6 O00141
P09769 P20674
P58549 Q9H3N8
Q13547 P17050
P26641 P04075
P36897 P56945
Q13492 O14796
Q9H213 P50995
P17252 Q15121
P35080 Q96SN8
Q06124 Q14164
P37173 P42226
P38398 Q12933
P08697 Q96KG9
P09471 P46695
Q13285 P19793
Q09472 Q9Y6X2
P53350 P14618
P22455 P61296
Q14315 P51168
O14530 P62195
Q99497 Q9Y3Q8
P12931 P08047
Q12933 Q8N4C8
Q14512 Q5JR98
Q15796 Q9NVP2
P62070 Q16690
O95837 O95365
P09326 Q96BD6
P05107 P47712
O00459 Q15843
P08754 O94776
Q92833 P23284
P37231 O43157
Q13002 P01116
P17535 P14373
P06239 Q9Y2X7
P06400 Q9Y2H9
Q10567 Q7LBR1
P59998 Q9HCU9
O43734 O96017
P16150 Q9UKX7
P42768 Q9H0E2
Q15047 Q01844
P18031 O43295
Q13643 Q9Y421
P02774 Q15369
Q02535 P41146
Q9HCE7 Q9P2B2
Q92481 Q96GD4
P84077 P54257
P20929 Q9UPT6
P17252 P17535
Q9NS56 O76075
P43694 Q6P3X3
Q13616 Q96HA8
P24941 P18509
P20333 O43281
P02730 P14598
P06241 Q99952
Q12933 Q16644
P60709 Q9HDC9
O14980 Q96L34
O60506 P49674
P27986 Q14451
P60763 P63165
Q12933 P38432
P42858 Q96CN9
P29466 Q13464
Q01780 P98164
P28482 O76041
P29350 P17948
P50613 P10827
Q13285 Q9H4M7
Q9NY61 P58215
Q9C026 Q969D9
Q04206 P01703
P61981 P02743
P61981 P27816
O00161 P20585
P38646 Q13094
P43358 P34896
O00548 O00560
P04049 Q9Y2C9
Q00610 Q8TER5
P19022 P04899
P06241 O60675
Q9UKS6 Q02078
O95751 P43026
O43187 P29033
P08581 Q96LR2
P06400 Q9Y6D5
Q14831 P35080
P37268 Q58EX7
P04278 Q16637
Q9P2H0 P23760
P10276 Q9H221
P42224 P08727
O14737 Q8N357
P17275 O15055
P11171 Q13287
Q9Y5X3 P19012
Q8IVM8 O94806
P36897 O43236
P30530 Q13322
P04637 Q01081
P27348 P05129
P22681 P06241
P12644 Q9NWF9
P31749 O15297
P42224 P21802
Q04724 Q9UGR2
P07947 P10914
P51692 Q92793
P17676 Q9NZU7
Q9Y4K3 Q8NFZ5
P35237 P49427
P21860 Q8N5S9
Q96I34 Q9UK23
Q9UGJ0 Q86SR1
Q12933 Q07869
P27348 P29590
P01100 P06454
P01100 P38432
O60496 Q8NCR6
P54253 Q02548
Q15464 P25054
O43524 Q9BRG1
Q13432 Q96RK1
Q13322 Q9H3Q1
P30519 P29558
Q00994 P08138
O14920 Q92542
Q03135 P62380
P15172 Q96A00
Q06124 P10636
P03372 Q13424
Q92624 P31749
P09471 P20337
P62258 Q9UKT9
P52803 O00522
O60506 Q16539
P26367 Q9UMX1
Q9UMX1 Q9BSJ2
O75582 P52824
P98082 Q02750
P04150 Q13217
P22455 P61758
P27361 P45983
P06493 P32297
P09132 P98175
P10275 Q05513
Q15393 Q93038
P16885 O15198
Q12959 P32456
Q07960 P60709
Q9UKT7 Q9H8K7
O00220 P06241
O14746 Q9H1X3
O95295 Q15014
P21333 Q9Y696
P10589 P38435
P48745 P20930
Q96PU5 P12757
P17600 P04040
O75084 Q13588
O60506 P36873
P12931 P08034
Q15121 Q02779
P20339 Q8WW38
P12757 Q9Y608
Q9UJY5 Q99569
Q96FN4 O14746
P20618 Q13627
O75293 Q59H18
Q15464 O43150
Q99418 Q00534
Q6P597 P30291
Q15038 P51114
Q00526 Q15648
P03372 P30301
P41235 P32927
Q13547 Q92777
P32780 Q05209
Q92973 Q9NYQ7
P08727 Q6ZVK8
Q9GZV5 O60895
P12931 P20023
Q01831 Q9P0L9
Q9HAU4 P05023
P05556 P02462
P24593 P30613
Q86X83 Q8IW50
P49736 P10253
P22681 P11171
P48745 Q9UBZ4
P46379 Q9UI14
P10646 P56134
O15169 Q8NFP9
P09211 P27037
P62993 P25963
P10275 Q5JY77
Q9NPB6 Q02487
P04279 P62424
Q14449 Q9NV31
Q8IW41 P09471
O95777 P48729
P18031 P84022
P11802 Q6ZVK8
Q15678 Q07812
O95777 Q7KZF4
Q13485 Q03393
P29597 Q96CN9
P35900 O43157
P04183 O15105
Q9UNE7 O00330
Q9BQY4 O14787
P04637 Q92851
P10644 Q13939
P51948 P30050
P84022 O14709
P23443 P05155
P07996 O14530
P26010 O95751
P06213 Q92793
Q9Y4K3 Q00653
P05771 P31949
P27824 P0DML2
P63279 P40855
P17480 P78543
Q15102 P52789
O95477 P29350
Q02763 Q8N3Y1
P21246 P24278
P04150 Q969G3
Q13485 P18206
Q9UKV3 P45983
O14672 P11912
P48664 P01374
Q9NVP2 Q9BSF0
O75674 Q5VWX1
Q99750 P09471
P19875 Q96DF8
Q15038 P49356
P50616 Q13620
P10275 O43463
P15498 P80075
O15105 Q07507
Q13285 Q8N3K9
P05771 Q9UKJ5
P08069 P25208
P40855 Q969M3
P09455 Q9BWU0
P29323 O75940
O00238 O60256
P08651 Q9Y561
Q9HCJ2 P05230
O00238 Q96EP1
Q99966 Q9Y5Z4
P29972 Q8N5H7
P68133 O75970
P07948 P54368
P00918 P24928
P63279 Q9UKV0
P33991 P51572
Q99436 Q99856
Q9Y463 Q99575
P33076 O15357
Q9UNF0 O14974
P23471 Q9C0C2
Q13200 P60022
Q5VZM2 Q92934
P49641 Q86TI0
Q13485 Q8WYK2
Q92585 Q8IUC6
P67775 Q96PU5
P49023 Q99417
Q5FBB7 P35613
P08476 P00374
O75051 Q8NE71
P63252 Q96MA1
Q9NVV9 Q13330
Q04206 Q13261
Q8TAE8 P62487
Q96LR5 P17097
P40763 O43745
P40763 Q15121
P52657 P13945
P42574 Q9UQN3
P43246 Q96EY5
Q8NHW3 P01100
Q01780 P10646
P01024 Q07666
P46821 P61758
Q9Y4I1 P04075
Q03164 Q86XR5
P05107 P23458
P10589 Q9NRW1
P28749 Q16671
Q16621 Q9UER7
Q16621 P0DP25
P84022 P00450
P04156 Q05513
P17612 Q99570
Q9Y2I6 Q9P0W2
P28702 Q9H1X3
P49023 Q8WXI2
P07910 O43715
P12931 O00499
P11047 Q99615
Q07812 O00559
P21246 P20248
P21796 Q9H307
P21246 P78527
Q8N668 Q93074
P21860 Q9H8Y8
O96017 Q96PU8
Q92851 O14775
Q13563 O43187
P18846 Q07507
Q9NVI1 Q9NTM9
Q15102 Q13033
Q8N2W9 P56817
P49356 Q05586
O60341 Q9BRG2
O15162 O00339
Q5QP82 Q9H190
P14373 Q8IWL2
Q14258 Q8IXK2
P21359 Q9ULV5
P10515 P27824
Q99836 Q9UBN7
P16333 P02686
Q7L590 P24522
O14908 Q8N4C8
P12814 Q8WW01
P52435 O00189
P11166 Q9Y2U5
Q9UHV7 P17181
P63104 P42127
Q96PE3 Q9BVA0
Q9BQ66 P35269
Q8IZH2 O95990
Q14289 O43292
Q9C026 P32121
P01100 O00422
Q6UY14 Q0P6H9
Q14315 P48039
P55285 O43747
Q9Y3Q8 Q7Z7A1
Q06124 P12544
O43542 O43264
P11802 Q5VWN6
P05549 O95630
Q99708 O95070
Q13257 P01008
P23760 P23528
P01112 Q7L190
P31946 P0DP25
P68104 P23634
P28698 O60921
P61981 P28482
P10827 O75475
P54253 P10275
Q96FZ7 O43463
P10589 Q13838
P06239 P32004
Q96CW1 O15357
