Q03111 Q99933
Q92793 P50552
P27361 O75351
P16220 Q8WXD5
P13010 O00221
Q9NSA3 P04080
Q05086 P20336
Q9HCE7 Q9UHJ3
P62993 P31153
Q13177 Q15024
Q6Q0C0 Q6YP21
Q03001 P06239
O15198 P49720
Q15475 P49810
P68104 P17028
P04637 P42166
P04637 P50552
Q14469 Q9UIQ6
P38398 P68104
O00560 P16949
O15264 Q9Y580
P54252 P06396
P49841 P57105
P67809 Q96AQ6
P35900 P52594
O95257 P12532
O14745 Q13315
Q06124 Q5VV43
Q96B97 Q99541
P20336 Q6P1K2
P15976 Q9UIS9
P01258 P17936
P16591 Q86VP1
P07996 P27361
P0C0L4 Q9Y6U3
P29323 O43765
P04626 P48436
Q08211 O15162
P04637 P08581
Q09472 P20963
Q13547 O43665
P42574 Q9H0E2
Q8IZH2 P63261
P25445 Q9UBT7
Q9ULV5 O75943
O60763 Q16611
P19784 O94782
P16234 P16112
O43353 P54727
P02751 Q9NZN8
O00300 Q5TCZ1
P24723 P21462
Q9Y383 P02787
P55316 P14784
Q9UBU7 Q12889
P51149 Q96AC6
Q13501 Q9UBX3
Q96QT4 P15289
P12814 O43502
P11142 P15976
P05412 Q07157
O15530 Q13464
P62995 P35916
Q8N474 Q92997
Q9P0U4 Q9NPH2
Q04917 P61968
Q09472 Q9H7N4
Q14847 Q9H6R7
Q9UMX1 P80370
Q9UBU8 P06241
Q9BQA1 O43559
P38398 P19419
Q13526 Q9BSM1
P09917 P32239
P04234 P54198
P07948 P18146
Q00610 Q9BZM6
Q13409 Q9NRG0
Q06265 O15524
P06213 P52434
Q13444 P52272
Q15653 Q00887
O75563 O60674
P04637 P38936
P02751 P12956
P51693 P48067
Q99828 Q9Y5P3
Q13547 P08519
Q6P1X5 P21246
P03372 P61962
O15162 Q9NRE1
Q96BY2 Q92824
P17612 P27918
P14923 P07196
Q8NHY2 O60216
P37173 P20138
P05412 P58340
P40763 P06127
Q92793 Q8WU20
P17252 P31949
P45983 P60709
Q01892 P56524
P05412 Q12933
P05412 P01903
P16070 P06756
Q9Y4A5 Q8NCR3
Q15834 Q9NQP4
P17861 P00441
Q12955 P01135
P61981 Q6VMQ6
P19793 O60508
Q9Y496 Q9NSN8
P10074 Q9HBH9
P17535 P51114
P68363 P62277
P61981 Q00535
P06493 P19419
P02647 O43261
Q9HC52 P84022
P0CG47 P05549
Q9NQW7 P57058
P16870 O43281
O14775 Q8NF64
Q8IYR0 Q9GZU2
Q13813 Q9NZ94
Q13501 P40763
P42263 Q05516
O15151 Q9BQ66
Q92793 P48788
Q8WXI2 P62330
P28482 P50552
P20226 P41143
P15248 O14950
P02545 O15264
P10276 P02671
Q99720 Q96HF1
P06241 P52597
Q96RU7 Q9Y6H5
P68363 P30041
P03372 Q15645
Q9NPD3 P05771
Q969H8 Q9NR33
Q7L5N1 Q9Y345
Q13133 P56524
P06239 Q92793
P22607 P0CAP2
P51617 P01589
Q6VMQ6 Q969T4
Q99558 Q00341
Q06265 O14757
P48023 O43639
Q14687 Q04917
Q15796 Q7LBR1
Q14469 Q9H410
P98172 Q16625
O00257 P02730
Q969S3 Q13057
P01127 Q13009
Q93034 Q9BWH2
P27540 P78357
Q96A83 P16233
Q05655 Q13585
P19438 P84243
Q00534 Q14019
Q8NAP8 O75909
P0CG12 Q8WUD1
P29597 Q13323
P0C0L5 P11387
P60953 P67809
P29992 P20742
P62993 P25116
Q16539 P04278
P78371 P02741
P29475 O75970
P68400 O95870
Q9UL45 Q8IXH7
Q16637 P08648
P63244 P41218
Q14511 Q9Y3U8
Q15811 Q9NSN8
Q04637 P14210
P18858 P41214
Q13555 O43395
P19174 P11166
O15198 Q8IYF1
P17980 P58335
P18847 P42261
O00463 P20073
Q9BX70 P52272
Q15834 Q8IWV7
Q02447 Q14940
P20248 O43665
Q53EL6 P98073
Q09472 Q07157
P10747 Q15223
O43768 P47224
P43403 O14788
Q9NYS0 P10114
P62917 Q12982
Q99972 P01009
P02751 Q969P5
P19235 Q9Y371
P42772 Q9H981
P25205 P0C1Z6
Q9BVJ6 P20963
Q7Z3B3 P24928
Q16539 Q30201
P12931 P21453
Q7L5N1 P13591
Q8N6Y0 P23467
P13984 Q01970
Q9UGL1 P41143
P57678 Q02223
P68400 Q0P6H9
Q05193 Q92633
P60953 Q96MP8
Q13009 Q9BUI4
P62993 Q9NQX3
P36897 P43378
Q12772 P06239
P03372 Q02241
Q9UK53 Q8WV24
Q99759 Q9UK53
P63208 Q04656
P32241 Q9HD43
P04899 P19256
P02766 A6NMB1
O14965 Q7Z6A9
Q8N357 Q9NR96
Q13239 P41743
P04637 Q99708
P35609 Q00532
O75390 Q5QJE6
P55771 P05155
P27361 Q13526
P45984 Q01959
P11940 P46940
P05023 Q14654
Q9H160 Q16625
P38432 P38570
Q96SN8 P25445
Q15834 Q8N9I0
Q14247 P53350
P98161 P55209
O00170 Q12959
P21860 O15116
Q9BUZ4 P23528
Q08043 P0CG47
O75553 O43914
Q01844 P56705
P28482 P26641
P61970 Q5TD97
P02751 O75955
P00533 Q8TBC3
Q8WYK2 P23142
Q00688 P17677
P29350 O15269
P51532 P04156
Q92922 P12757
Q9UN74 Q9UM47
Q13432 Q9UI14
Q9UPT6 Q03181
Q13573 Q9NRR5
O14717 Q8TA86
P48431 O60641
P11234 O00311
Q15560 Q9Y4H2
P21579 O95452
P45983 Q9Y261
Q9HAV0 Q9UNE2
O14757 P07288
O75376 P07910
P60484 Q9C040
Q9NRD5 P46934
P32121 Q5D1E8
O60282 O60507
P15407 Q99933
P06400 P61981
P41743 Q504Q3
Q99626 Q6VMQ6
Q16613 O60921
P06493 Q03013
O14788 Q9HBG4
P68400 P27037
O96017 O00151
Q9BUJ2 P32245
P04637 P52434
Q8TF65 P26885
P40189 Q12959
Q6PIZ9 Q9UBT2
P62879 Q9UQC2
P30260 Q6ZU52
P60484 Q9BVC4
Q02535 Q96N67
Q9Y6K9 Q7Z417
P49959 Q9ULB1
Q15796 O43426
Q08211 P61981
Q13885 O14879
Q99569 Q05193
P07384 P06729
P27797 P42262
P23497 O43719
Q9NPJ4 P15336
Q6X4U4 P42681
Q15796 Q07889
Q7Z6G3 P68400
P55072 Q9UGY1
Q13901 P56597
P25791 P25685
P48730 Q8IZH2
P29590 Q00613
P32519 P24821
P63104 Q9UBS3
P22888 Q13813
P27986 P48357
Q9H8T0 O43464
Q03111 P16885
O14786 P52434
Q13214 Q6PK04
P08621 Q9Y244
Q14160 O15198
Q12879 P13686
P31749 P07307
O60383 P15941
P55769 Q96JH7
P11233 O43186
P02545 P07602
Q13105 Q9Y5B9
P19022 P60709
P11473 P05783
P61978 P01732
Q9UQM7 P15923
P60953 P23258
Q9UBU8 Q5JWF2
Q06124 P46379
P22455 Q05086
P19793 O75376
P21580 P55042
P15336 O43683
P00533 Q04912
Q9UMX0 P30519
P26368 P50148
P21980 Q9UQ80
P0DP25 P13612
O60383 Q8WWW0
Q15834 Q07666
Q15303 Q12988
Q16644 O43318
Q7Z6J0 Q96KQ7
P33992 P00451
P09237 O00238
P17535 P18074
P18206 Q15477
Q13485 P22792
Q9UKY1 Q8IYU8
Q6VMQ6 P02675
Q12846 P24522
Q96S59 Q9BQY4
Q6VMQ6 Q9H6Q3
Q96SB4 P15927
Q13547 P43116
P0DML2 P04179
P49768 P40763
P05412 O15020
Q6UB99 Q04724
P27986 Q8WZ19
Q02363 Q04864
P03372 P42229
O75821 Q9NPP4
Q9Y2J2 P55209
P63104 Q8N6T3
P40763 P14618
P15173 Q9Y2D1
P27986 P23588
Q96S59 P05412
P63104 P19532
P16234 P19419
O95295 O43318
Q13501 O76094
P49959 Q13617
P04629 Q6WBX8
P30279 P46379
P49842 O43639
P28702 Q13573
Q13526 O14777
P04908 Q00839
Q9NRM7 P50406
Q99502 O95185
Q9Y2J2 O75478
Q15173 Q14289
P16220 Q9BWU1
P08631 P15509
P46821 Q9UM54
P08138 O14939
P48058 Q13330
P0DP25 P40429
Q16143 P42574
Q9BQ66 P32239
P68104 Q99638
Q00839 Q13813
Q9BXW9 Q06643
P46777 Q99962
O15524 P60201
O15085 Q13094
P10301 P57735
P17931 O43293
P04626 P20701
P15918 Q9BXH1
Q8TAQ2 Q5T3J3
P63279 Q9UBD3
P12931 Q9NRI5
P43365 O00409
Q13740 P37235
P49715 P33993
P52333 Q9BR39
Q14449 P57721
Q96QZ7 Q86VP6
Q9NWZ3 Q9P2E2
Q9HAU4 P98082
P30530 O95630
Q9ULX9 Q13459
Q06124 P17612
P46934 O95544
Q09472 P61812
O95633 Q9UGN5
Q9UK53 Q01831
Q9Y3P8 O43193
P55072 P48509
Q9Y210 P67809
P06400 Q9UHA3
Q01538 P24588
P11802 P60520
Q9H5Q4 Q8WUJ0
Q15172 P17540
Q9GZY6 Q9Y446
P04049 O15198
P06493 Q9H6J7
Q15365 P24385
Q9NRR5 Q13813
P27986 P63316
Q8IUC6 O95997
Q16539 P62745
P84022 P01282
O75928 Q9UBF6
P37231 Q9NTM9
Q9NZW5 Q92997
Q99683 Q9Y296
Q05193 P61289
Q08999 P31146
P05556 Q9GZU7
P63279 P35626
P10828 P15498
P05067 Q9Y333
P30519 Q12805
Q99959 P49137
Q15796 P52630
O00165 Q9Y584
P30626 P24588
Q99750 P61981
P19174 P27105
Q8N6Y0 P16112
P03372 Q9NWT6
Q15834 Q15047
P46939 P35318
Q7L590 P54762
P10145 Q9H082
Q06124 P78543
O96017 P24522
P12931 Q14686
Q5T3J3 Q96CN9
Q96I34 Q15109
O43541 P25788
Q12933 Q8TBC4
P35222 P25685
P23193 Q15653
P07585 P02760
P10275 P54725
Q8WX93 O75330
P63167 P20333
P46531 Q13263
P68400 Q8WXD5
P42224 P06396
Q8N5U6 P18621
O14936 O95274
O95983 Q13464
P36873 P78417
P24385 P51148
Q86SS6 P29350
P61962 Q16891
P10911 Q53GS7
Q15121 P05106
Q07954 Q15796
O95295 Q9UP38
P01222 P00748
Q9Y2Y9 P43250
O14727 P53675
Q9BUZ4 P42224
O60506 Q99683
P55854 P98164
P42566 P62805
P15813 P23946
Q9NR28 Q9BZS1
P00451 P12036
P05129 Q9Y333
A6H8Y1 P29350
O00463 P98177
P63167 Q9UNN8
P09471 Q32MZ4
P21333 O14936
Q9P2H0 P60510
P03956 P84243
Q8WUM4 Q9H8V3
P01112 Q9UK45
Q9Y4K4 O43570
O00206 P16455
P18847 P21796
Q5VT25 Q00013
Q9NPG2 P23946
Q09028 Q02539
Q8WUM4 P43403
P19429 O15344
P06241 P61225
Q9UM54 P56693
P54253 P38936
P28482 Q00613
P06239 O15169
P46934 O75496
P16471 P37288
P05783 Q13131
P07737 O15519
Q9NPI1 Q9UPY3
Q13224 O75052
Q96PK6 P04083
P03372 P07996
P27986 P25942
Q04771 P51151
P51693 P04278
P07237 P06730
P21796 Q8NHY2
P38432 Q15542
Q06609 P48552
Q5JY77 P24941
P30048 P22459
P68400 Q93034
P05771 Q8TAX7
Q9NYN1 Q9UQF2
Q15834 P04049
P07711 P03905
Q9Y618 Q07889
O75593 P16455
O76061 P07359
P20226 O00244
O15534 P16471
O95747 P07858
Q9BXI6 Q07955
Q96S59 Q8IW41
P56945 P21246
P00742 Q96SB4
Q16594 P62993
Q8N5S9 Q9NPJ4
P05019 Q13061
P13984 P15884
P30626 P13861
P19622 Q99683
P20226 P45984
O14492 P84090
Q9NQX5 O76064
P02549 Q9Y5L4
P62834 O94941
O43889 P15927
Q9H307 O43493
Q06124 P62308
Q96GG9 Q15785
Q13285 P43405
Q9UPT6 Q15172
P08047 Q13526
P00533 P19838
Q9H1I8 P08684
Q9Y2I6 O75791
P35568 O94972
P48061 P55347
P23634 Q96SB4
O75334 Q13813
P40189 Q9H4D5
P42768 Q16666
P50750 P51681
Q93009 Q07889
Q9NRL3 Q7LG56
P42226 Q96IP4
P09429 Q03431
P62258 P21781
Q7Z569 P16144
P84022 P02787
P15173 Q13216
P49759 Q9Y4C0
Q5T3J3 Q16611
Q07864 P31025
Q13547 O00165
Q9H1I8 P61981
Q92845 Q9BXS5
P0DI81 Q99574
P25205 P35609
Q02156 P02776
P17252 Q9Y3D6
P17252 Q9UDY8
Q08495 P16234
Q9Y4K3 O43525
P63027 Q9UMX1
Q92736 Q9H270
P51572 P29597
Q15797 P61981
P07766 Q13813
P25205 P20916
P03372 Q96FK6
Q01844 O95967
P43405 Q14289
P61981 P48307
Q12931 Q9BUL8
P33151 P50542
P42566 P04070
P14921 P62330
P12931 Q14289
Q9HC98 Q5JVS0
P12931 P56817
Q99612 P43355
Q13573 P15529
P27986 Q8NG08
Q15834 P46109
P62993 P01732
O14727 P49910
P27986 Q13242
P84022 Q13671
P11021 P20930
P63165 Q9H190
Q9Y4K3 Q14644
P54253 Q99952
Q15139 P78527
Q99816 P48039
P45983 P19397
Q14469 P63279
Q15796 Q08211
Q13315 Q9UHD9
P26641 Q9BXS5
A1A4S6 P41134
Q8TBA6 O75531
O95751 P35232
P51532 Q9C0D5
O00161 P17948
P04637 Q16520
Q9HCE7 P17676
P57678 P04637
P62993 O43823
Q04637 Q9ULB1
P46934 P29460
O15198 Q00887
P36542 P45985
Q7Z6Z7 Q9UFF9
Q13569 P16619
Q8NES3 Q14296
P13056 O75884
P26641 Q96IF1
Q03701 P04156
Q05513 Q9NS68
P36897 P15311
Q99733 Q13322
O94972 P25788
P08246 P50148
P07237 P55199
Q07021 P41143
P06400 Q00839
P15509 P15498
P68400 P26358
O15117 P04156
O43747 Q5T2W1
P19838 Q13114
P40189 Q99717
Q13873 P01178
O00327 P43681
P04637 Q92572
Q14181 Q9BZK7
P63104 P01589
Q96QZ7 P08581
O60603 Q5UIP0
O94972 Q14524
P61812 P05556
Q14192 Q9UBK2
P20226 Q02094
P56945 O43426
Q8ND90 P04278
Q9HB71 Q8WU20
O76003 Q96NE9
Q14031 Q05209
P24928 Q96IZ7
Q13547 P19438
P00338 P14672
Q9NRD5 Q9ULZ9
Q6ZVK8 P22570
Q13547 Q96RU3
P22681 O15162
P27694 Q9NXR1
Q92973 P42081
O43294 O14639
P98160 O14543
P19793 Q06187
P05060 Q9H307
P45984 P35222
P46939 Q8NFW5
P98170 Q15437
P68104 Q9BXA7
P28223 Q8IWT3
P51948 Q15942
Q9BVJ6 Q02962
P35080 Q86U06
P23258 P10827
P17948 Q8TEM1
Q3MHD2 Q9Y561
Q9NP31 Q8WZ42
P23458 Q6W2J9
P10275 P61601
P10636 Q7Z419
P00742 P23229
Q13616 P14373
P31785 P55211
Q8TAP4 Q8TBE0
P06239 Q8N684
P35222 Q71U36
P28482 O95613
P18846 Q9UGP4
P00533 Q13309
Q9UBW8 Q6H3X3
P06400 Q9UJY5
Q04771 Q24JP5
Q8NBJ4 Q9BTX7
Q92786 Q8WXD9
P23771 Q15650
P27348 Q9Y4J8
P10398 P22607
Q13045 Q96T58
P18848 Q13332
Q05655 P61970
Q9BXJ8 P32248
P03372 Q9Y624
Q9BRA2 Q96HZ4
P63261 P05549
O15198 P13497
Q16828 O14980
O94762 Q8NBJ7
Q7Z6Z7 Q9NRX3
P10276 Q15831
Q9NS23 P51178
P99999 Q07955
P43364 Q9Y2R2
Q70EL2 P40937
P00533 P0CG47
Q05655 O00562
P62993 P59768
Q02750 Q9NPB9
Q9BRK4 P62854
Q9Y5K6 O14604
P05556 P33151
P21580 Q9Y3E1
P23458 P58753
P40337 Q9ULJ6
P27986 Q96L34
P00734 Q96KG9
Q16630 Q92743
P07711 Q04446
P40692 O00308
O15379 P63279
Q8N3C0 Q92636
P62258 O95398
Q12959 Q8TB05
P08238 Q86V81
Q93062 Q9Y2P5
P0DP25 P0DML2
Q9UI14 Q14524
P06127 Q9UJX4
P84022 P27361
Q92750 Q8N1W1
Q16539 Q9HCE7
Q9GZT8 O15211
Q15836 Q13884
P09544 Q9UNZ2
P19784 Q16526
Q9Y3C5 Q15038
P08631 Q16659
Q13547 O43639
P50452 Q9NRI5
P23771 Q92597
Q07666 Q9NSC2
P13861 P13501
Q02410 Q92813
P06400 Q9BTX1
Q9H9D4 P16035
P03971 Q15078
P21246 P25789
Q16602 P07947
P24864 P43378
Q9UPT6 Q14839
P07949 P61925
Q13158 P14784
Q8WU20 Q9H159
Q92793 O14662
P27105 Q5T2W1
P01344 Q9BQ66
P09429 Q8TEL6
Q13287 P02549
P38398 Q15306
Q06830 O15530
P16070 Q9H4A3
P04075 P28069
P15408 Q92692
Q92851 Q9UHQ4
P47874 Q96P71
O75582 Q05519
P54132 P49137
P08100 Q14CW9
P31749 P56915
P28482 Q99612
P63096 P28360
P17252 P49454
P28702 Q9Y6X2
Q14957 O75665
P51911 Q9Y6Y0
P63244 P12956
P07947 Q9Y2X7
Q96P71 Q99816
O14641 P61586
Q9Y6D6 P16519
P09471 P27797
Q5RKV6 P08311
O75056 P20827
Q00994 Q92841
P40763 P07737
O43739 O75886
P21675 P83916
O43889 P35568
O43148 P29400
P26678 Q8IYP9
P62826 Q8TDC0
P49023 Q00610
Q01955 P06748
P63165 Q06187
P16070 O43615
P42224 Q14686
P04049 Q04724
P17693 Q96LT4
P03956 P41597
Q9H422 Q9BWV1
Q7Z3T8 Q96QU6
P04637 Q99717
P01133 P35462
P06213 P21675
P27361 Q92535
P62837 Q9UHH9
Q9Y3C5 P84103
O75586 Q03468
P35269 Q6EEV6
P23297 Q92974
P68400 P02743
P24941 P61201
Q96RU7 P07093
P02458 Q92900
P07093 P15498
P06239 O15533
Q99836 Q15785
Q9NQT4 Q13541
Q9Y6D9 Q9Y275
P08047 O14512
Q01201 Q9UF11
P11831 Q86VF7
O43747 P32245
Q13136 Q92542
Q13561 P15498
P25100 P41182
P63208 Q6UWE0
P61981 Q07507
P42858 O75446
Q59H18 P61925
Q99547 Q9Y6X6
P03956 P51608
P62487 P46087
P16333 Q13936
P06756 P36888
P17948 O15198
P28482 Q13114
P19793 Q6P1K2
P78527 Q8N1S5
Q00403 P17302
P38432 Q12904
Q7Z6A9 P06703
P36897 Q02297
P21741 Q96ST3
P35606 P31930
P54259 P0CG47
P48552 Q15643
P12004 P04275
P84022 Q9HCU9
Q14566 Q5T3J3
Q15542 Q01892
P28482 Q92597
Q9Y463 P30519
P62993 Q96ST3
P78396 P25685
Q8NCP5 Q8IZ52
P04150 Q96C24
Q96G25 Q9P0J1
Q00535 Q9UBC3
P50750 Q15047
P06241 P04156
P08047 Q6ZU52
Q71SY5 O60508
Q6EEV6 Q15672
Q6ZVK8 Q9BUY5
P07947 P14923
Q15047 P05814
Q6EEV6 Q9Y5K6
Q13547 Q16587
P32969 Q9Y276
Q9UD71 P26641
Q02241 P08151
Q15834 Q6P5Z2
P30260 P19419
P10827 O14654
Q14814 Q7Z7A1
P05549 Q9UDY4
P41252 P35609
P18858 Q12962
P98164 Q9Y258
P46379 Q9Y3C5
P40189 Q9H0T7
Q96PU5 P41218
Q8IXH7 O95684
Q5T3J3 Q07869
P78346 P60201
Q9BUB5 P63172
O60496 Q14642
O95622 P84090
Q15654 Q12988
Q13887 Q07955
P62993 P51693
P36871 P30559
P51809 Q16186
P09619 Q8WZ42
O95295 Q9GZX9
Q86X55 P16109
P27986 P0CG47
O15399 Q96ID5
Q9NUP1 Q9NRR5
Q8TAE8 P23467
P31749 P62993
P08833 O75074
Q15573 Q8TDH9
Q14192 Q8TD17
P29400 Q13936
P11309 Q13367
P09493 P30532
P14625 P19174
P36941 Q96RL1
Q9NZW5 P22223
Q9Y3C7 Q02763
O75376 P07949
P43034 P53814
P21860 P12318
O75582 O76076
Q05193 Q8ND90
P21580 O43379
P30304 Q14653
P21246 O75925
O75563 P08047
P10415 Q9Y2H0
P54920 Q12959
P16144 P98095
Q99741 P49810
P18031 Q9NRI5
Q07817 Q92667
Q16891 P32519
Q92793 P30086
Q14957 P53041
P16871 P62993
P04049 O14867
P19338 Q6UY14
P17612 Q93062
Q04637 P13611
Q13363 Q13352
P36897 P35222
P42336 P24941
P63208 P61160
Q16539 P36897
P24928 P63261
Q15464 P56177
P02686 P0DJI9
Q8TEW0 P49841
Q9NYB9 Q9UI12
Q96RK0 P08648
Q96P71 O75177
Q07866 Q9Y3E7
P55072 Q9BT92
Q01130 Q9H2G4
Q06265 P53041
O43924 Q9Y3A3
P07237 P00797
Q9UQ90 Q9P2H0
Q13144 Q13077
P06756 O75530
Q05513 Q9P0W2
Q15038 P26367
P01112 Q9NR61
Q9Y5N6 Q9Y3A3
P09683 Q5T6C5
P54652 P50222
P43250 Q13185
P0DPH8 Q12904
Q9P2A4 Q86YD1
Q9HAV5 Q9UNW1
P07237 P56134
Q13432 O43281
P62993 Q9H1D9
P61981 Q9UNS2
P24941 Q9UFN0
Q12929 P52907
P63279 P11487
P09497 P61160
P51149 Q14500
Q92817 P01732
Q8IX03 Q13315
P23458 P01229
P24530 Q86UQ8
Q9Y5K3 P50570
Q16891 Q9NR80
Q9Y3A3 P19429
P55318 P35908
Q08999 O00238
P04196 Q08170
P55316 P01111
Q13503 Q5SGD2
P53602 Q8N5C8
Q9HCN6 Q9BV38
Q05707 P38570
Q06787 Q96NT1
P16389 O75569
Q2M1K9 Q9Y2I6
P42566 Q02548
Q09472 Q14994
P54253 P54259
Q13616 P62258
O95897 Q9UER7
P00533 P98172
Q92793 P63261
O75528 Q99856
P40763 P28698
Q8IZL2 P19793
Q9P2A4 P04632
Q15796 Q7Z7J5
O75496 O75154
Q13485 P35080
Q7L590 P01903
P04637 P10747
O14776 P12004
Q92793 Q5RL73
P41240 Q8IW41
Q15797 Q8IW41
O00161 O60566
P46063 O15379
Q9BQD3 O60925
Q16623 O14733
P51168 P01138
P62316 Q9UHR5
P41252 Q96QG7
Q9NP71 Q9Y580
P35222 Q14D04
Q13432 Q9UBZ9
Q86YV9 Q969T4
Q9UJ96 Q5T6F0
Q07817 P42575
P02462 P05771
P19532 P20248
P07384 P20023
P20823 Q9H4G0
Q01844 P13569
Q15796 Q15831
O75909 Q9P0N8
O95295 O43633
Q9C0J8 Q13144
Q9Y383 Q9NRH2
P20963 P04437
O00560 Q99708
Q16630 P10997
P68133 Q13705
P46783 O15527
P35251 Q01826
Q9Y5X1 Q01850
Q9Y244 P51532
P17252 P15498
Q15691 P14136
P23458 P42262
P61587 Q96Q89
P06239 Q86U42
Q13077 Q9Y5K6
P21673 P06729
P62310 O15244
Q9NRX1 P05155
Q9BVJ6 Q6NWY9
P40926 Q9P0L2
P14416 P57075
Q13287 P04085
Q13045 O14983
P12004 O15145
P33240 Q9Y2S7
Q99750 P08754
P35555 O75444
P50148 O14933
P28749 Q9UQQ2
P35222 Q13303
Q9NQC3 P63165
P14678 P00738
P08047 Q9HB71
P17612 Q3L8U1
Q13177 O95219
Q15796 O43318
P31930 O60496
P02765 P07814
P61981 Q5UIP0
Q9NYB9 Q8N556
Q9UKR5 P29317
P35244 Q8N5F7
Q99626 Q92597
Q9NRR5 P05408
P52292 Q8IYD1
Q99717 Q8N684
P22681 Q9Y2I1
P29992 Q9UBD9
P42336 P14598
P21673 Q99828
P60709 P29372
P46109 P50453
P08253 Q00534
P35568 P19447
P21333 P42224
Q92900 Q9Y6D9
P08887 Q8NET5
P19793 Q9UBL3
P09104 P61160
Q8TDW5 P52943
Q9Y618 Q9Y3I1
P20700 Q99081
P49771 P10323
P45983 Q02543
P24386 Q9BXH1
P27986 P10415
P62191 P07199
Q92793 P35858
Q9P0L2 Q13191
P10809 P98161
P49023 Q9ULZ9
Q13616 Q8TAP6
P45984 P07384
P43034 P61586
P62993 Q9UER7
P31371 Q86U06
Q8IYF3 Q9P1W9
P04792 P28482
Q01094 Q9BUI4
P13631 P62330
Q9UNS1 Q9BQ66
P56537 P55769
Q9UBC3 Q9NPI1
P19447 O60271
Q05513 Q7Z7J5
P62258 P15822
Q9UN74 P01584
P19532 Q02543
P00441 Q9Y679
Q53FA7 Q9UBS0
Q07960 Q16816
Q03405 P00995
P35637 Q96FZ7
O75843 Q96J77
O75928 P21926
P10070 P23511
P55212 Q9Y5Z7
Q9Y4H2 Q8TF74
P35609 P13725
P55854 Q06787
P18433 Q14494
Q13393 P15090
P51668 P35556
P63167 P61586
Q9Y4G2 Q15283
P09429 Q9UMN6
P51572 P05120
Q8N5S9 P19174
Q04637 Q92624
P03372 P49366
P04141 P26367
P22004 Q9NQG6
Q99828 Q7Z434
P41235 Q12933
P22736 P35609
P17252 Q14050
Q99519 Q06323
Q9NRD5 Q14344
O14994 O43542
P42830 Q06455
P02766 Q96G01
O15198 Q07157
P04637 Q92569
P32519 Q9NW68
P08581 P10827
P20273 Q9BYV2
Q9HA65 P55769
P46109 Q8NHJ6
P51116 P56817
P84022 P22303
P04234 Q96NE9
P60709 P12814
P10398 Q9ULB1
Q05923 O60504
P38936 O43318
P0DP25 P63104
P42229 Q93062
P02751 Q13077
Q9UKR5 P61925
P06241 Q12778
O95897 Q14721
P02458 P10721
Q9BUH8 P26367
P83876 P19235
P08253 P12268
O60269 P60880
P29084 Q12959
Q01844 Q9Y2R2
Q13485 P49639
P22607 P14136
P50479 Q13509
Q9H3D4 P02751
P05107 Q15276
Q14469 O43463
P17661 P48444
Q9GZT8 Q12778
Q96MP8 Q96FN4
Q86YJ6 Q92743
Q9HAP6 P21781
P21673 O15169
P17252 Q9UBS8
P21333 P11274
Q02447 Q6ZU52
P68400 P59768
Q15047 P56693
Q99578 O43187
Q13424 O95999
P38398 P47900
Q13555 P56178
P63279 Q8NEG5
O15492 P50542
P51116 Q03113
P06756 Q99728
Q9Y383 Q16891
P49840 P47736
Q9ULB1 P47914
Q13547 Q15121
P08603 P28562
P21673 P16157
Q15080 P43405
P05129 Q9NS91
P46934 O43572
Q99683 P08151
Q13485 Q9Y3C0
P68104 Q16665
P06400 Q9HC98
P31749 O95750
P19174 P50570
O14936 Q08881
P04637 O00165
Q9HBM6 P31151
Q14289 P02741
Q9H5Q4 Q15835
P23025 Q15726
Q99728 P09958
P62993 Q9BT17
Q9Y4K3 P78347
P51617 P17301
P54257 Q9NSN8
Q15121 P14780
Q8N114 Q9UBF6
P10828 P68431
Q07869 Q7Z417
Q04917 P51690
O43707 P19525
P56945 Q96A23
P24941 Q96ST3
Q9UL45 Q9BU76
P06493 P21462
P18847 Q8TF74
O15111 O15455
O14980 Q13765
Q13043 Q15256
P17252 Q01201
P23759 P11226
Q15365 P02489
P08236 Q9Y333
O00585 Q8TAT6
P04637 O00327
Q06124 Q14005
P31749 Q9NYS0
Q13489 P29590
Q14807 P53355
P00533 P49190
P63104 P15056
P06400 Q92835
Q13227 Q96MX0
Q08334 Q96BD6
P27986 Q96AE7
P24468 Q9HC98
Q06418 Q86SG6
P62258 Q9BZK7
Q99728 P09564
Q13485 P30559
P35638 P17540
O43889 P52948
Q14289 P10997
P40424 Q9UER7
P26641 P17612
P06730 P23467
P10275 P55085
Q05655 O43741
P03372 Q9NV56
Q9UKW4 Q14766
P11717 O15519
P38398 Q9H8W4
P10451 P42575
P14625 O96017
Q76N89 P02768
O15553 Q9UKW6
Q14254 P09455
P51587 O75348
P27986 Q8IW41
P46109 P33992
Q92558 P33151
P36894 Q5D1E8
P41594 Q9UKT7
P08246 Q13421
Q9Y3A3 O43815
Q13111 Q6ZMJ4
Q9BQY4 Q8NBJ7
P22736 P02679
Q04206 O75293
P48039 Q9UBT2
Q9P2R6 O95466
Q96TC7 Q99704
O95295 P02774
Q15796 O75925
Q9NSA3 P78504
Q15834 Q9HBL7
P08631 P50148
P68133 Q16620
Q86X55 P48039
P35555 P46937
P07948 Q12866
P10747 Q13275
Q09472 Q8WX92
P61981 P08514
Q9P2S2 P08582
P04183 Q6ULP2
P11274 P07384
Q14289 P05787
Q14524 P38919
P03372 P23769
P04156 Q9NR12
P07948 Q99717
P13686 P35711
Q13426 P0C1Z6
P10275 O75173
