Q7Z444 Q9P2M4
P98168 Q9UKI9
Q12851 Q96NG5
Q7Z2W7 Q8IUD2
Q3MJ16 Q96MY1
Q9H8M7 P23786
P09488 A6NKD2
A8MT19 Q9H1A7
Q8TC41 P07305
Q07687 P01344
Q15417 Q6ZS02
Q08345 Q86YR7
Q9P289 P0C7X3
Q9UH77 Q92905
Q96QD5 Q8TC94
Q96S16 P29322
Q15562 P09919
Q66K64 A2RU54
P10632 Q9Y625
P53677 O43318
Q9HC52 P50914
Q9BQ15 Q96CN5
Q9BU20 Q9UBS8
O15428 Q92499
Q5TDH0 Q6PII3
Q8IY95 Q6P3S6
Q96FQ6 A6NNL5
Q9HCS4 P19525
Q92551 Q9Y5A6
P30291 O75711
O15084 Q9HBI0
Q9H5N1 P53041
Q8IVT5 Q9Y3D2
P78347 Q5H9K5
Q9BQQ3 Q6GMV1
Q9UGJ0 P35452
Q9BQQ3 O95159
Q9H9Z2 P0CJ86
Q9BR61 Q96G28
Q86XE0 Q15700
O95397 Q9BQ90
Q9H706 Q7Z3H4
P12980 Q8TD90
Q9UHQ1 H0YKK7
Q05655 P53816
Q5T292 O95399
Q2TBA0 Q96HM7
Q13613 O43795
P61225 Q9NVH6
Q8N6U2 P43378
Q9BT49 P11712
O14939 P17858
P0DJH9 Q15819
Q9Y3R0 O75460
Q147U1 P15502
P0DMV9 Q92889
O43763 O00461
P11844 Q99956
Q00056 Q5R387
Q7Z6M1 Q13422
Q99807 O43678
Q8NBQ5 Q8NHP1
P20073 O94819
P84022 Q9H000
O15254 Q9H607
Q6PCD5 P50151
Q13425 P84098
Q8NDZ0 Q13572
Q9H0W7 O43781
Q9UH99 Q8N957
Q9Y6A9 Q96C00
O76041 Q9NZV7
O43364 Q14592
O75362 Q9Y2Q0
Q7Z4H7 Q6NUN9
P49441 Q9UHB6
O75469 Q9BW83
Q9H7J1 Q92968
Q9H190 Q8IUD2
Q2M385 O00273
Q8TDI7 Q9HAN9
P53990 Q04828
Q7L3V2 P53779
Q8IYK8 Q96K62
P17947 Q7L523
P22314 P13807
Q8WU90 O00189
Q13191 Q5SY68
Q14549 P25705
P35251 Q05086
Q9Y2G5 O75382
Q460N3 Q9UHL9
Q8N769 Q7Z3S7
P78362 Q86UT8
Q16384 P62495
Q9H477 Q9NXL2
Q9NRM2 Q96D15
Q9NSK0 Q06889
Q9H814 P20336
O75324 Q8TDM0
P62333 O43930
P56703 Q86VQ0
P39023 Q6SA08
Q8WZA2 Q9H4Z3
Q14994 Q9BSY9
Q2WGJ6 Q9H3E2
P56282 Q14586
P49419 P28358
Q6P988 Q8IZ41
Q8WUH6 Q9Y3D8
Q86X95 Q96FF7
Q9NP61 Q16678
Q9H8W2 P28066
Q9BUK6 Q8N228
P49959 Q9H9V4
P48448 P15036
Q13536 Q68D06
A8MT69 Q13643
O00161 Q7L523
P17661 Q9BWW7
Q16637 Q96MT4
A6NLX4 Q969W8
Q8IYM0 Q9NPE6
Q93009 P09430
P0CB48 Q9HA65
Q8IYW5 P12525
Q9H4L5 Q68BL8
Q5BJF6 Q8IZU3
P53602 P20290
Q86TB9 Q9H5P4
P08686 Q8WY91
Q8WVF1 Q969F2
Q8IZJ6 Q03938
P16333 Q92905
O75771 Q9UJD0
Q8IV36 Q5VV42
P78371 Q9H0D6
P51449 O60894
P51946 Q9NP79
Q6P3R8 Q9Y4F1
Q9UP65 P06703
O95780 Q6EKJ0
Q8WW27 Q96G61
Q96A58 A6NK53
Q5VVH5 P17017
P16499 Q12852
Q8N0X7 O95278
Q8N196 Q7L4I2
P43320 Q96FA7
P57730 P10075
P01570 Q6ZMV7
Q9Y478 O43318
Q5ST30 A6NJI1
Q9ULH1 P09565
Q5BKX8 Q9NP80
Q9NVJ2 Q9UEW8
Q53FD0 Q86Z20
Q6ZS82 Q96C19
E5RJ46 Q32MZ4
P59665 Q8N4T4
Q15406 P0C866
Q96LX8 Q96LZ2
Q8IWT0 Q6ZT77
A6PVL3 Q9ULS5
Q92526 Q9BUK6
P41161 Q49AM1
A6NGH7 O95202
Q9UKY1 Q569K4
Q92556 Q09161
Q9GZR7 O43929
Q9Y512 O60895
Q8N7L0 Q9P2K3
Q96KR4 Q7Z4V0
P0DMV1 A0A1B0GTQ4
Q8IUC3 Q7Z3E5
Q8N8W4 Q13435
Q9BYE7 Q6DKK2
A8MVU1 Q15072
Q9Y534 Q9H9Y4
P04908 Q8NAT2
Q9P0M2 O14908
O00311 Q8IZA3
P19474 Q68DY9
P08047 P35626
P17038 Q9Y2J4
Q2M218 Q6UXS9
O60481 O43294
Q7Z794 A0AVI4
P00367 P49588
Q7L622 Q9UBT7
P50458 Q13200
Q16832 P50150
Q147U1 Q96SF2
P29376 Q92901
P78368 O94992
P26038 Q9H410
Q9BVC6 Q13404
Q5SXH7 Q9BRQ0
P51843 O75170
O95232 P0CW24
Q3KR16 Q6P1N0
Q9UQK1 Q9BXX0
Q8N823 P62304
Q8IVF6 Q49A88
Q8IXZ3 Q9Y4E8
P0DP25 Q53T59
Q9NQZ2 Q7Z3Z2
Q96MX3 O43493
Q8TE68 Q6XYB7
Q7Z3Z2 Q5T440
B2RPK0 Q13393
Q86YW0 Q86V86
Q96RI1 Q9Y2B1
Q9BS31 P31275
Q5TF21 Q96K58
P35914 Q9UGK3
P09001 P31152
P56937 Q8N6Y0
P17097 Q9BRU2
Q96KJ4 Q14525
O76009 Q15293
Q9C037 Q8N5N7
Q9P0L1 Q92963
P48729 Q5VWG9
Q9NYY8 O75832
Q9BTP6 P13646
Q96C57 Q7L523
Q9BPX3 Q86UA6
Q8N485 Q9H609
Q8NHV1 Q6VVX0
Q9UC06 Q7Z7E8
Q7L2K0 P62952
Q969Q6 Q6P444
P63128 Q9H0M0
Q6ZNH5 Q147X3
O96033 Q16143
Q8IV53 Q6SA08
O43257 Q9Y462
P09565 Q05655
Q86VS8 Q8TC21
Q5T0B9 Q01850
Q9NPC6 Q7Z6L0
Q9Y2B1 Q99828
Q96FV9 P52757
Q8IV63 Q06418
Q9UHE5 Q16543
Q9GZV5 Q9H098
P04279 Q96LL3
P17081 Q6IQ49
Q8NHY3 Q8NAF0
O15217 Q9HAU8
Q92989 Q08493
Q8N9T8 P12272
Q5SQN1 Q00LT1
Q9Y689 Q86VI1
A0A087WTH1 P63122
O14978 Q96M43
Q9UJW8 Q53H64
P46952 O95169
Q8N680 Q969G5
Q96I51 Q13207
Q07866 P35250
P61266 Q02535
Q9NX52 Q99581
Q0VDD7 Q8N9F8
Q8IWZ5 Q7Z3B3
Q9UKU7 O60291
O14733 O00189
Q2M2Z5 P49257
P13631 Q6PID8
Q8N4Z0 Q8N307
P13164 Q99728
Q9Y2C2 Q07065
Q9H1B5 P36897
Q9UKU6 Q9UPY8
Q9P0N5 P62068
P04264 Q2M3G4
Q8WUD1 P51151
Q68BL8 A9UHW6
Q9UKD2 Q8TAT2
Q9BYI3 Q8WXH4
Q99501 Q13043
Q8N3J3 P14174
G3V211 Q5TAG4
Q8N159 P22314
P32019 P0CJ86
Q14566 Q96FS4
O76021 P34932
Q9H190 Q7Z3G6
O95067 Q96IR2
Q4G112 O00625
Q6ZST2 P14678
Q9NPD8 Q3MJ62
Q9Y450 P20336
Q8WWM9 Q9BWU1
P63120 Q96EE4
Q6KCM7 Q9UMX5
O15062 Q9UQF0
Q00613 A0A1B0GUA7
Q8NHQ1 Q5T3Y7
Q9P2Y4 Q8IYR0
Q9NWA0 Q76M96
Q7L1S5 Q05086
Q14247 Q13643
O75487 Q8N1P7
P37058 Q6UX73
Q9BXK5 P53779
Q96LW1 P39210
Q5H9R7 P16401
O14836 Q8N196
Q2M2I8 P05093
Q8NBV8 P25874
Q8IWY8 Q5JUX0
Q2TAP0 Q8TCT1
P0DJJ0 Q969P5
Q8IZW8 Q8WUF5
Q9NQV5 Q6NSI8
O43313 Q96E17
P49643 P46976
Q5U5Z8 P61266
Q9BRQ0 Q8WUU5
Q9Y3Y4 Q9NQW6
O14641 Q9H853
P45381 P05023
P00797 Q92908
Q4KMZ1 Q53ET0
Q9UMQ6 O15269
Q96RF0 P03897
Q8WWW8 B7Z1M9
Q13425 Q8IUD2
A0PK00 Q03252
Q5DJT8 Q01954
Q86XG9 Q9NYI0
O95704 P19525
Q5VVS0 Q9BTD1
O00716 O00559
P51151 A6NMX2
P17029 Q92619
Q9UL46 Q86W10
Q02108 Q00613
P78364 Q8TDM0
Q9P0W2 Q8IYR2
Q5VZP5 Q14592
Q9UBP5 Q9UBP0
P19224 Q6H8Q1
Q99469 Q6KB66
Q7L2R6 Q9HB55
P54868 O76083
Q96JP5 Q8WYJ6
Q96KB5 P30085
Q8WV93 Q14532
A1L4Q6 P16298
A2RTY3 P11233
Q9H944 P41226
O15479 Q08AE8
Q70HW3 Q96EH8
O60499 Q86X95
Q5VVM6 P04632
Q8TAV4 P0C881
Q9H4P4 Q969E4
P11509 Q8N118
P22033 Q9UNF1
O43687 O43865
Q8WVJ9 Q9H6Q3
P52740 Q96AQ8
P20823 P30038
P02585 Q8N878
Q13207 O75800
Q96KR7 O00311
Q96BK5 Q6ZSA8
Q69YU5 Q9NWU2
Q9UN19 O15259
P63123 Q9P215
P15848 P0C7X0
P62913 Q96MF7
Q8NHQ9 Q96HR8
Q9H019 Q99584
O00629 Q14584
Q9UPY8 P14649
P21283 Q9NS28
Q96GD0 Q9NZW5
Q9Y2N7 P41236
Q6PJ61 Q9P1A2
Q5T1J5 Q9P2G1
P23280 P56705
Q92748 O00541
Q14680 Q56NI9
Q5SQI0 Q9NPF5
Q15007 Q9H477
Q8TF76 Q7Z6K1
D6RCP7 Q5SRN2
Q7L0Q8 Q8N8E1
Q04609 P09067
Q16650 Q92963
Q9Y6Q2 Q8NDB2
P48736 P57729
Q9H788 P00450
Q8TB36 Q9NX70
Q53QZ3 Q2M3G4
Q13523 P35638
Q8NB59 Q08499
Q8TEL6 Q9H1K6
P16066 Q9Y6R0
Q86YR7 Q8WVZ9
P24864 Q8TCX1
Q8N6K4 O14936
Q86YS3 Q5QGT7
Q96BM9 Q9UBF6
Q70EK8 Q6ZVZ8
Q8IWX8 Q7Z2K6
Q9UHR4 A8K855
Q9NZL9 Q9Y253
Q9H3Q3 P05013
Q16181 Q5R3I4
O75360 Q96T60
Q68G74 Q7Z2G1
Q92925 Q6P1R4
Q3KRB8 Q96JQ2
Q969V3 Q5T0L3
Q9UJN7 Q9Y5T5
Q96HB5 O43683
Q5SQH8 Q96AC1
Q9UQ88 P49759
O43680 Q15327
P35680 Q8N2K1
B1AL88 Q8NBM4
O14753 Q9P2W1
P54821 Q8IXJ6
Q13636 P43405
P11086 Q9BQY9
O75896 Q9H293
Q6PJF5 Q96RN1
Q6PEW1 P60507
Q6NT76 O75290
Q13387 Q96KN2
P28329 Q93073
Q99502 Q96LZ3
Q9NZC4 Q6PKX4
Q1MX18 Q96NU1
Q9Y5T5 Q96FS4
O94763 P00519
Q6PCD5 O43823
P20853 Q8IZ20
Q9BT17 Q99418
Q96H55 Q15057
Q8IXH6 P23297
Q14995 Q9H7U1
O95169 P62745
Q494R0 Q8NEN9
P17612 Q6YP21
Q96T60 Q8WVD3
B0FP48 Q9HC07
P63211 Q96NJ5
Q969Q5 Q6ZVZ8
P0C025 Q9H9L4
Q9NR64 Q9UKD1
Q147X3 I1YAP6
Q8N6L0 Q9Y2E6
Q9GZZ1 Q6NSZ9
Q86Y01 A6NNH2
Q9H2P0 Q5JS13
Q96IW2 P62495
P83731 O60240
Q6H8Q1 P58743
P37059 Q9H7Z3
Q8NBM8 Q9H9Y6
O76081 P00797
Q8TDR2 Q7Z4Q2
Q9Y2D8 P78368
P42025 Q08945
Q7L590 Q9NYA3
P19793 Q71UI9
Q9P0J7 Q13190
Q96SU4 P52566
Q9NP80 Q5T619
P43360 Q9HAT1
P37173 O75746
O15381 Q6ZWE6
Q9UIG4 Q8N8B7
P15170 Q9NX04
O15259 O00237
Q8IYQ7 P60842
Q07837 O00273
Q96GM5 Q9UPQ7
P60507 Q6UXH0
Q96N76 Q92925
Q9Y3I1 P13584
P62875 A6NDK9
Q8NG06 Q6GPH4
Q8NE01 Q9UMR3
Q99593 Q49AN0
Q14511 A0A1B0GUJ8
Q96LR5 Q9NXZ1
Q9UPU9 A1X283
Q99865 Q5TYW2
Q96MG7 Q7RTU1
P29350 Q96KK5
O94850 Q92918
Q9NRD5 P0C0S5
Q9Y333 Q96RF0
Q9GZZ1 Q13492
Q7Z4M0 Q96H12
Q13733 Q9NVP1
Q03936 P35610
P43155 O75317
O43303 P49903
Q9GZX5 P0CW27
Q96SZ4 Q8IXQ6
P28072 Q96MY7
Q14765 Q9NYY3
Q9UGV2 Q02763
P02792 Q9H009
Q0VG73 Q9BRR8
P15882 Q7Z6J4
P33241 O95302
Q96SR6 P0CG12
Q9BX97 Q8N8K9
P25440 Q9H936
Q99952 Q14147
Q6ZSR6 P16220
Q9NVK5 A7E2U8
Q5H9R7 Q5SY13
Q9Y6N1 Q9H0F7
Q96BF6 Q6NXP0
P55209 Q9HBU6
Q9BT22 O75764
Q96JP5 Q9BSW7
Q643R3 O43374
Q15907 Q7Z7C7
P84085 Q53T94
Q6JQN1 P06899
Q16661 Q86Y46
Q9Y6H5 Q8TE12
Q9NUG4 Q499Z4
Q9UHL3 Q15375
Q8TF21 O43488
P0CI00 Q92630
O00570 Q16513
P54868 Q8WUE5
O75469 Q8TAP9
Q86T23 P30038
Q8NA92 Q16778
Q00577 A0A1B0GVG4
Q8IYR0 P00813
Q9HCN4 P80192
Q9H5H4 Q9NUQ6
P26440 Q8N9M5
Q3MHD2 Q13418
Q712K3 Q5TGI4
P54756 Q8ND71
Q86XE3 P53618
Q9BSJ8 Q02978
Q9UIS9 Q9UBT6
Q96NL0 P61160
Q8IX94 Q4G0N0
Q01432 O60239
Q14CS0 Q9Y673
Q96ND0 Q7Z6I5
Q17RS7 Q8TCD6
Q7Z7L9 P01568
P30086 P22680
O00755 Q13572
P04279 Q16763
Q9NY27 O95096
Q96F15 O43805
P31275 Q86UE8
Q9NSN8 P40879
P30291 Q13488
Q8NG66 B4DXR9
Q8TCY9 Q9Y314
P25705 Q00059
O75362 O60422
P27448 Q8N7G0
Q96HH9 P07320
Q6P2H3 P18850
Q8IYU2 O60671
Q9UQ07 Q96JY0
Q96DX5 P16499
Q969Z0 P0DPB6
Q9NSY2 P0CG08
Q2M3V2 P15954
P07333 Q8NB49
Q96C86 Q08945
Q9BV35 Q9NRI5
O43678 Q6T311
Q70J99 Q86YE8
P14651 Q6P179
Q96C34 Q9UQR1
O95990 O94804
Q8NB42 Q96AC6
P12235 Q7Z402
P42574 Q9H0B6
Q96QT6 Q9H2U2
Q5UE93 Q3BBV2
A8K855 P54819
Q9NW61 Q14244
Q9BXF6 Q9UBF2
Q86YQ8 P19367
Q5VYX0 Q9UPR3
P51397 Q5W0Q7
Q969L4 Q9Y4D1
Q9ULW0 Q9HAU0
Q9UFE4 P62633
Q9NYD6 Q9Y4K4
Q96L92 Q5H9B9
Q8NBF1 Q9HC07
P06744 O60563
P35790 Q9Y6X3
Q9UHQ1 Q9UI36
Q9P2R7 Q96CA5
Q7L945 Q8N8H1
Q96NA2 Q96QR8
P61160 Q8IZI9
Q16698 Q7L804
Q9UJY4 Q5T0U0
Q9H0K6 Q96A58
Q9BYG4 Q8WWW0
P0DKX0 Q8N8E1
P14061 P63145
Q14183 Q9HBQ8
Q96JY6 Q5JWF2
Q99619 P78524
O43687 Q9HC16
Q8N960 Q76KD6
Q9H7S9 P21283
Q8N271 O95402
Q9Y4A0 Q9H7M6
O00442 Q8NFW9
Q9H4E7 P17482
Q9C0E8 P42126
Q8NDQ6 Q5SQ80
Q02241 P42126
Q9UI12 P59022
Q13156 A6NJG2
P02649 Q96NI8
Q15283 O95997
Q8N4W9 Q14653
P63121 Q6A163
Q9UC07 Q9NS28
P35080 Q9BW91
Q5TGJ6 Q5MAI5
Q86XI2 O15273
P20337 Q32NC0
Q12846 Q9UHH9
Q86XN8 A8MT65
Q02509 D6REC4
P63092 Q9UBV4
Q96FA3 Q9C075
Q9UL15 P60002
Q9NRP2 Q02577
Q14209 Q8IYN6
Q9H9Q2 P24723
Q8WV22 Q6A163
P56705 P16234
Q9H0W7 O43529
Q9P035 P23511
A6NMT0 Q06609
Q8N6V4 Q08881
P49841 Q6UWI2
Q8NCE0 Q8N335
Q15361 Q8IYT3
Q13838 Q13285
Q9H093 Q86YT6
Q96AX9 P20042
Q2TB90 P62993
Q99819 Q5JX71
Q8NFD4 Q6ZRN7
Q6GPH6 P68543
P57077 Q9UDX4
P22570 P62714
O75127 A2A368
P23258 Q6UWJ8
Q96LQ0 Q96HR3
Q8N8E2 P54753
Q9H898 Q86XN7
O94868 Q9NVN8
P0C0S8 Q8WV93
Q92805 Q07820
Q86WC6 P59923
L0R819 P28482
P52824 Q16836
Q9Y4I5 Q9ULV3
Q2Q1W2 Q4UJ75
Q7L5Y1 P45379
H3BUK9 O96006
Q8IUY3 Q8IVF6
O95263 Q8N0W3
Q9Y4A0 Q9NYZ2
Q7Z5R6 Q8N568
P19526 Q5W0B7
Q7Z713 P17020
Q99942 Q6P1S2
Q86UX6 O95299
Q9BY31 A6NHC0
Q16666 A6NIJ5
P35225 Q5FWF5
P50914 Q86WJ1
Q9HBF4 P08754
A8MUV8 Q8N257
F8VTS6 O95793
Q9UIG4 Q7L3S4
Q9BYF1 Q9NUS5
O95947 A8MZ36
Q9H944 O43237
Q9BVI0 Q9UQR1
P46734 P42025
P49336 P15621
Q8TBB5 Q1A5X6
Q9BU19 Q18PE1
Q9Y574 Q9NNX1
P30039 P62942
P06401 Q8N2A0
O15460 Q99259
Q9UJZ1 P61204
Q5SQN1 P52736
Q8NHX4 Q92905
Q6EKJ0 Q96Q07
Q9BSU3 Q7RTZ2
Q9UQR1 Q86VY4
Q9BQQ7 O43791
Q6JEL2 Q00688
Q8TAD8 P35789
Q2TBA0 Q9HBI1
P0CG41 Q9ULD6
O60716 P11142
O95295 Q9ULX6
P27348 Q8N7U7
A8K979 Q9HBH5
O43739 Q9Y496
Q6ZSI9 Q8N2A0
Q9NYY3 Q8WWU5
Q9UPY8 Q9NVH0
Q9H0K6 Q8ND90
Q8N5T2 Q6RFH8
Q8NHH9 Q68D51
O43143 Q6UXH0
Q5VVX9 P48426
Q8N1N4 Q9UNE2
Q8NG04 P61218
O75380 Q9BYR8
O75564 Q8IUM7
Q9H2P9 Q96F85
Q92947 Q8N954
P24462 Q12965
P0C0E4 Q16829
O15405 Q13394
Q8NHG7 Q6UX07
P14649 Q16891
Q9UI17 Q8TDY3
Q5H913 Q96PU4
Q9BXU9 Q9H9G7
Q8NDY4 Q99523
Q93079 Q5U651
Q9Y680 Q8TCI5
O60784 Q7Z5P4
Q8WU90 Q9NRC8
Q96H40 Q9UHV8
Q92730 Q6PIW4
Q8N4G2 P41219
P49759 Q9P0M6
Q9HAU8 P62195
Q13670 Q9H869
Q7Z5B4 P15313
Q9BXU1 Q8N335
P62699 O60671
A6NFD8 Q6P1S2
Q9H1Q7 P0CAP1
P54753 Q9H7M6
Q68DC2 P59051
O95391 Q9NZC7
Q13227 Q9H0S4
Q6ZRP0 Q6DKI7
Q9BYR8 O15119
P40123 Q96BQ5
Q9NVF9 Q9BQY4
P10265 Q08499
Q96DT0 P23508
P15586 Q96FN5
P41227 Q16740
Q8N7B6 Q6R6M4
Q9NSC5 O43711
Q9UBK8 Q8IZW8
Q8NEL0 Q9BWT6
Q0VDD7 Q9P258
Q9UMR3 Q8IV36
P53582 Q96IU2
P0C0S5 A4D2H0
Q6ZP65 Q68G74
Q9UGR2 Q96JC1
O95620 P61158
P27216 A2RU48
P47756 Q5SXM8
Q96BR9 Q9H3E2
Q9NVL8 P34947
Q68D86 Q32MQ0
Q5JW98 Q96MY7
Q9BT67 Q9H9B4
P0CW19 Q92871
Q5EE01 O95931
O75425 Q14197
Q99865 Q9H489
Q9Y2J4 Q8NFH5
O14830 Q96NC0
Q8N1Y9 P36507
Q9H7B4 Q9H579
P86496 P17026
Q08209 Q8N8J6
Q8N6V9 Q502X0
Q8WWL2 Q86Y01
Q8N392 Q9HBU6
A6NE02 Q9NP98
O75319 Q92674
Q8N344 Q16623
Q9H4L7 Q9BZJ0
Q6DKK2 Q6NWY9
Q5H9L4 Q8NF37
Q86VD7 Q13637
Q8NG66 O43312
Q9H8G1 Q86WR6
Q6PHR2 Q9H944
Q8WUM0 Q9H869
K9M1U5 A8MQT2
Q8WUJ0 P16383
Q2M218 P17861
Q14444 Q12852
Q9P0L2 P28356
Q8WTR7 Q8WW24
A4FU28 Q13492
Q9UGI9 Q9NVE4
Q96N76 Q9UPQ0
Q7L2K0 C9JJH3
Q92630 Q8TAC2
Q8IVU9 Q8TAW3
Q16584 P51508
Q8TBA6 P10124
Q9NR33 Q15555
Q6P1R4 Q9Y5Q3
O75185 O95620
Q12840 Q9UBT7
Q16548 Q9P2E8
Q14534 P23368
Q6NUN7 Q16612
P08493 Q9UHW5
D6RBM5 Q9BYD6
P35626 O75631
P05387 P04264
Q8IVU9 Q8N7R0
Q96FF9 Q96Q35
Q86XP0 P29323
Q5SQN1 B5ME19
Q92925 B2RUZ4
Q5SW96 Q68CJ9
P50993 Q13574
Q4V339 O76039
Q9UI17 P62714
Q9HB20 P60673
Q8N715 Q96HZ7
P10074 Q2TBA0
Q9Y2W6 Q8WW27
Q6ZUT6 Q9NRQ2
Q86XU0 Q6ZWL3
Q9H6Y7 Q9UIA9
O75626 P15421
Q15361 Q9H165
Q9P2G1 Q96M94
P54855 P02794
Q5TCX8 Q96EW2
Q86SH2 P41182
Q6ZMI0 Q7LBE3
Q92698 O95237
Q9H496 P78337
Q99759 Q8IW93
Q9UL46 P33316
P09544 Q6ZN92
Q9BWG6 P19793
Q9H606 Q9Y3E2
O95236 P40429
Q9NRG0 Q71F23
P40424 Q8N5W8
Q9Y2R5 Q9ULJ1
Q99811 Q8N769
Q93009 Q13098
Q9P0S2 Q7Z6G3
Q8IX07 Q9C040
Q8WVX3 Q9BSV6
Q6VVX0 P09936
Q8IYJ1 O95757
Q8N6V4 Q9Y243
Q9UQ88 P28482
Q5SSJ5 Q0VD86
O60784 A0AVK6
Q9Y277 P00568
Q6ZT52 Q7RTU1
P09525 O43929
Q6GPH6 Q8N998
Q96LL3 P11171
A8MZ26 O43790
Q8N813 Q6PGN9
P25205 C9J3I9
Q8N7R7 P15880
P0C7W0 P08670
Q9C037 Q9BPY8
Q3KRB8 B1AK76
A4FU49 P31749
Q8WW38 Q8NA61
P03372 P15408
P00390 P30837
Q9H201 Q5TGS1
Q9H7L9 Q9UN37
Q9Y587 O43316
Q86UQ0 Q9H4K1
Q5TC84 Q15831
Q92597 Q08495
Q9C0F1 Q9Y6P5
C9J1S8 Q13405
O60671 Q9BXF9
Q96RE9 P52738
Q9H3P7 P51784
Q3MII6 Q8N5J4
Q8WU20 P30419
Q8N9R0 Q5BJF6
Q9H4A4 Q9BRZ2
Q8WWQ2 Q93086
P54821 O43399
P80192 Q9UI12
Q0VG06 Q92870
Q330K2 Q9P2I0
P49589 Q96LI6
Q14644 Q8TBG4
P52333 Q6JEL2
Q99946 Q92529
Q15286 Q5T7P6
O95998 Q92764
Q8NCJ5 Q8TD94
P05937 Q8IWA4
P55039 Q8WW27
P19447 O00321
Q8N7C3 P52429
Q6P988 Q8NEK5
Q1MX18 Q8TBN0
A6NI72 Q9BZQ4
Q6ZNE9 P20264
Q9Y2R2 O15156
Q5R372 Q9UNK0
Q9BQL6 Q96M29
Q14582 Q9Y252
Q13562 Q01433
Q01851 Q8N8V2
P26439 Q3KNS6
P17481 Q96G28
Q02779 Q9UL62
Q12979 P07332
Q9UER7 Q8NER1
Q86YS3 P50222
Q8NAF0 Q9Y3A2
Q52MB2 Q9NVH6
P39023 Q2VPB7
Q15723 Q96K17
Q7Z4K8 Q6S8J7
P32856 Q92574
O15127 Q02363
Q9UJW9 Q8NEZ2
Q6UX34 Q6P4A7
Q494R0 Q8N8F6
Q495Z4 Q96MT3
Q8TCQ1 Q6UXP7
Q9H0M5 Q8TAA5
Q8TDR0 Q9BSJ5
Q7RTT3 A2RTY3
Q9UPR3 Q05084
Q8NE28 Q9UGY1
Q07343 Q8N782
P0CW21 Q8N4L2
Q9H7M6 Q96B26
F5H4A9 Q9UBW5
Q6NVV0 Q6PIV7
Q99592 O14980
O43918 Q6R6M4
Q8N3F0 Q9Y2Y4
Q15286 Q9H489
Q96HU1 Q7Z569
P31040 O00232
Q53H64 P20809
O95171 Q6P6B7
Q16612 Q8NEF3
Q14247 Q6IQ16
Q6NUN7 O94889
Q6ZMI0 O15240
B4DZS4 Q96L33
Q14135 P54577
O75170 Q2TAP0
Q96PF2 Q5H9E4
O43463 Q00839
P42575 P26441
A6NK53 Q3MIX3
Q9NXT0 Q93096
P82673 P05388
Q10586 Q14525
O75030 Q9H0H3
Q8NHQ8 Q9Y543
Q9H2K8 O15091
Q96KE9 Q2M329
Q7L5N7 Q96AQ9
Q96EW2 Q9HCC9
P78396 Q9H5Q4
Q9UL41 Q99469
P68366 Q9P246
Q8IZ83 Q8N9M5
Q8IWR1 Q8N3Z3
P16298 Q9BXS5
Q5T7P6 Q9NS61
Q15691 Q96C12
Q6UWY0 O60663
O95299 A6NK06
Q14247 Q6NXP0
Q9NUV9 Q12874
Q9H8L6 Q9BRX5
P05937 P82673
Q7L945 Q8N859
Q9NXR8 Q96KR7
O00458 Q8WV41
Q9NZV5 P60509
Q8TD23 Q9NX62
Q05329 P43357
Q9H560 Q96A46
Q8IZ16 Q99457
Q8N6V4 Q02108
P46778 Q8NI51
P35908 Q9NRX2
Q7Z5P4 Q8NHQ1
O43566 O43318
Q8ND83 P28065
Q96T92 Q8NE63
O95140 B1AMM8
Q9UHD2 P51813
Q96KR7 Q9UII2
Q7Z5H3 P55157
Q9Y2B5 P53618
Q9NRM6 P15923
Q8NEP7 Q8IVB5
Q92624 Q96NL0
Q14197 Q86UV6
Q53HL2 P0CW00
P31277 Q3BBV2
P40429 Q9H0M4
F5GYI3 Q9NTX7
Q6P4A7 Q6P474
Q8NE65 Q9P0N8
Q6P9H5 Q9Y6J9
Q8NA96 Q53G44
O75475 P11844
Q14296 P07197
A8MT65 Q5JVS0
Q8NBV8 Q9BXF9
Q9UPN7 Q9HD34
Q5SNT2 Q3SY69
P51828 P16949
O75677 Q8N4B1
Q05DH4 Q9HAZ1
Q107X0 Q6IN84
P62684 Q8N5X7
O95416 P18545
O43918 A0AVT1
O15266 P18847
O14921 P08236
A6NKF1 O14508
Q13007 A4D1N5
Q9H4M9 P07951
Q969S9 A2A2Y4
Q7RTS9 P0C860
Q6N043 P42338
P0C843 Q86WR0
P06401 P0C7I6
A6NJ08 Q9Y592
Q5SZL2 P03372
Q969V4 Q9H300
Q8WZ33 A0A1B0GVM6
Q5SSJ5 Q6ZV80
O60282 O14745
P0CJ86 Q7RTU3
O95628 Q9UK32
Q9BUP0 Q17RB8
Q8TCS8 Q52M93
Q5JVG2 P29083
Q9UGP4 O14776
Q9ULE0 Q6T310
P25092 P51398
B2RUZ4 Q8WXI2
Q9UNA1 O75791
Q8TCP9 Q96CK0
Q9NSY1 Q8N8W4
Q6IPM2 Q9BRR3
Q96J94 P30419
Q9Y5K6 Q8IXJ6
Q96AK3 Q9P104
Q9BYU1 P12235
E7ETH6 O14904
Q9P0Z9 Q14511
O60248 Q3KP66
Q9NXD2 Q9C0I1
Q96MU6 P01566
Q969V3 Q6NXE6
P22674 Q9Y3C8
Q08116 Q6ZPB5
Q9BQ75 Q96G42
Q5T5F5 P01210
E9PGG2 Q8TD55
O43739 Q96DT0
Q5XKE5 Q8N988
Q6VAB6 P27348
