Q96EB6 P27695
P43115 Q9UGC6
Q8N1B4 P46087
O60573 O43597
P35638 O75971
O14495 O60716
P55081 Q9Y2V7
O96014 P60409
P49761 P38159
P60372 Q15040
P07900 Q8IWD4
Q9UKT9 Q13084
Q03112 Q9UBK9
P60409 Q0VDD7
Q86X55 P17676
P09651 Q14141
P49006 Q9Y4K0
P21399 Q13326
O15297 Q00987
Q9H7H0 P54253
P08238 O14757
Q08379 Q9BSD3
P60411 Q9NUL5
Q9Y6K9 P0CG48
Q9UQR0 P46527
P00915 Q12800
Q86SX6 Q8IWL3
P35372 Q8TEW6
Q8NHQ1 Q9H5J8
P61764 Q0VDD7
Q9BR76 P54274
O14732 Q8TBC4
Q96MN9 Q93062
O15162 Q5TA82
P0CG48 O43639
P60411 Q9P127
Q96EG3 Q15415
Q99942 P49447
O95273 Q8TAU3
Q12778 P31749
P59910 O00444
O15520 P21802
P62195 Q13371
Q9UJV3 Q9BRU9
Q99836 O14836
Q15326 P36941
Q9NQ69 P50053
Q9UI08 Q9P2A4
O95751 Q9H8W4
P60410 Q9H2F3
A8MQ03 Q5T749
Q96HR9 Q9BQ24
P08631 O43516
P26371 Q99571
P26368 Q15637
Q15661 P16333
Q96PM5 Q6RFH5
P04637 Q96PM5
O60684 P46087
Q9H4P4 Q9UHY7
Q8N715 P60409
O75355 Q8N205
P09467 Q16665
P04637 Q6NYC1
P46527 P61586
P54253 Q15038
P17024 P60409
O15197 Q7Z3S9
O14929 Q09028
Q8IUQ4 Q8N2X6
Q96EY1 Q7L5A3
P20138 Q15323
O15111 Q13451
Q9H2X0 P32242
P98170 P0CG48
Q9NQP4 P61758
Q9UKB1 Q13616
Q9NZV8 Q9NS61
Q13111 P27986
Q96MU7 Q9H190
Q96EK4 Q13363
Q3ZCQ8 P10398
P04085 P16234
P50461 Q9Y281
P60411 Q96I27
Q9NUL5 P60411
Q96AP0 Q8N386
Q9H8Y8 P49247
Q15796 P35813
Q6UY14 Q96T75
Q9Y285 Q9NSD9
Q6P1W5 P62993
Q8N8K9 P57060
Q9H2H9 Q969F0
Q13426 P12956
O95171 P51116
Q7Z3S9 P55040
P58753 P10398
Q6RW13 Q16617
Q9NUL5 Q9BYQ4
P17041 P60409
Q8N8I6 Q93062
Q8NEC5 Q8HWS3
P29274 Q13107
P60329 Q8NA54
P51817 P08238
P49841 Q9NYF0
P61244 P51608
Q9NRQ5 O60238
Q9UQN3 Q9NYB0
P26371 P37235
Q96S55 P49005
Q9H0A6 Q9NXK8
Q08379 Q9NQT4
O00560 Q5GJ75
Q92982 Q6A162
P84090 Q9H3R5
O43660 Q99459
P07900 Q15831
Q15637 P26368
Q7L273 Q9HC52
Q8IVD9 Q6NSI4
Q6PJ61 P63208
Q9NWQ4 P10074
O43447 P98170
Q86Z20 Q3SY00
Q86V81 P31749
Q16602 O60894
Q13469 Q9UPT9
Q9HCU9 O75190
Q9HAC8 Q9Y2X8
Q8IZU0 O15427
Q05519 O00560
Q9UBB9 Q9UHR5
O15355 P13010
P55854 P23497
P11940 Q09161
P37173 P01137
O75817 Q9BUL9
P07900 P04150
Q9P0L0 O95070
P69905 Q9NZD4
P50402 P50222
P60409 P51959
Q93062 O75896
P56545 Q63HK5
Q9NPJ6 Q08117
P07339 P05067
O60760 Q96GS6
Q96DZ9 P54886
P60409 P43353
Q5BKY6 P26371
Q13077 Q96IZ5
Q96T21 Q08379
Q9NRD5 P78348
Q96HE7 P30101
Q9UN19 Q8TBZ3
Q9Y6C2 Q8N443
Q3SY00 Q9UGI0
P26368 P78362
Q9BSJ6 Q6A162
P32242 Q9BYQ2
Q8WWW0 P60520
Q92997 Q96MU7
Q96E40 P60409
O95863 Q9Y297
Q01064 Q9NUX5
Q9H1D9 Q13523
Q7Z3S9 Q2WGJ6
P60410 Q6IB77
P55081 O75558
Q9BYQ3 Q86XF7
Q9Y3M2 P62258
Q8N205 P56748
Q96LA8 P50749
Q9H0F6 Q96EP0
Q6UWE0 P54274
Q6UY14 Q92922
Q9Y3C6 Q13573
Q9BYQ3 Q9BYR8
Q96GX9 Q6ZVK8
P60370 P32242
Q9UMX0 Q96DC7
Q9GZQ8 P40939
P26373 P16333
Q9UHX1 Q2TAL8
Q13547 P43355
P57052 Q96PU8
Q2TAC2 Q96FQ7
Q9H2X0 P49639
Q5SWA1 P62136
Q9UBL3 Q15291
Q8NA54 Q8WWB5
Q8TAM1 Q8IWZ6
P62993 Q8WX92
P11049 P29350
P48552 O15145
Q9H3P2 Q8IXH7
O95985 Q9Y2D8
Q9Y2T4 P67775
Q8TD10 Q8WWY3
O60232 P49368
Q8TD10 P55081
Q96A54 Q9UKG1
P48431 P63165
Q9UKL0 Q13547
Q8NEA9 A6NGK3
Q12805 P10398
Q15427 O43639
A8MYZ6 P41235
Q9BY77 Q09161
Q2TAA8 Q9NZD8
Q9UBD0 P54253
P22087 P17844
P03372 Q99966
Q8NBW4 Q6IAA8
O95273 Q9BZE7
P05161 P41226
Q9NS37 Q8WYA6
O43639 Q5T8P6
Q9BX70 Q96HA8
P04049 Q3ZCQ8
Q9C040 Q6NSJ5
Q96IW7 O75477
P45984 P49407
Q8NDB6 P21673
Q17RF5 Q99750
Q92769 Q17R98
Q5H9R7 Q9NYB0
Q08881 P48023
Q15637 Q99729
P63279 P05549
Q96IK5 Q13066
Q5T686 Q6A162
Q9H9D4 Q8WWY3
Q659C4 O00139
Q68E01 Q96AH0
P51116 Q96C24
Q9BUE0 Q9HCM9
P55081 Q9Y2D8
Q9UKS6 O43597
Q99932 Q99471
P49639 P60370
Q9UGC6 Q5TA79
O95429 Q9GZM7
P60410 O76083
Q96BZ8 Q8N9N5
Q7Z3S9 Q8NEG0
Q6RW13 Q9NQG6
O75478 Q17RB0
O76081 P26371
P61224 P0CG48
Q9Y217 Q13287
Q13155 P22061
Q5T749 P60328
Q9BQ89 Q13643
Q14164 Q92844
Q9NP66 P78346
Q96BZ8 Q68D86
P50222 Q9H2X0
O75530 Q9BXM7
P63279 O94829
P08238 P31751
O75603 Q96LI6
Q9BUJ2 Q15427
Q96LC9 Q9UDX3
O95453 Q99728
Q5JTC6 Q14145
Q14566 P08579
Q86XK3 Q13287
Q14D33 Q9UL42
O60504 Q8IYX7
O15427 Q8IZU0
P35227 P0CG48
P60520 O95352
P09923 P60410
P48023 Q15654
Q7L9L4 Q13188
Q8IWZ6 Q8TAM1
Q01081 Q86X95
P59991 Q96C00
Q14032 Q0D2H9
P50222 Q8N7F7
O43741 Q9BQ66
Q6PEX3 P25788
P60520 Q8N6T3
Q9BUE0 Q9NX70
Q9Y5K5 P0C1Z6
P58549 Q92624
O75031 Q08E93
P60371 O43257
P16333 Q9H222
O00238 P12643
Q9NZI8 O95793
Q08117 P61968
Q2TAL8 Q9UHX1
Q99750 Q9BVV2
Q9NZD8 P15884
Q08117 Q08379
P61019 Q8IWE2
Q9Y561 Q9NPI5
Q8N108 Q8WVE6
P19438 Q969G6
P11831 Q969V6
P49005 Q96S55
O15294 Q9H1M0
Q14498 P49760
P35754 Q9BVG3
O95999 Q9UDY8
Q9HB63 P26371
Q8IYE0 O95273
Q9BVI4 P19012
Q15777 Q8N443
Q9NVN8 O95751
P62318 P84090
Q6ZVK8 Q9UI14
Q5T5A8 Q15323
Q9NTW7 Q8WWY3
P14373 Q99933
Q13123 P55081
Q92734 Q9NP55
Q8WYN0 Q9H0R8
O00560 Q8N9Q2
Q16543 P49768
Q96A44 Q15369
Q8IUQ4 Q99836
P10911 P15531
O95197 P43378
Q8ND90 Q06250
Q96RK4 P15173
Q6A162 P48023
O00560 O15409
P00519 P05107
Q9BXK5 Q9UBY5
P52294 Q5TAQ9
Q92844 P53350
Q99435 Q5VTD9
P50281 Q9BV57
P28482 P35813
Q03135 O00194
Q96BA8 P17152
Q14526 P56545
P56524 P63279
Q9UHP3 Q9BTV4
P29317 P20827
P49639 Q2TAL6
O43639 A6PVS8
P09917 P08631
O43251 Q15038
O00560 Q9HAT0
Q8NEA9 Q6PI26
P27449 Q96G23
O15173 Q96PS8
Q969L2 Q05329
P18031 Q96TC7
P63104 Q9P0K1
Q9BXH1 P10415
Q16629 Q96SB4
Q8WTP8 P14373
Q08117 Q7RTU3
Q9BYQ2 O43741
P05067 P10636
Q6NT76 Q96EZ8
Q9NZ81 P61289
P29350 Q6GTX8
Q9NVC6 O75586
Q8NHQ1 Q3SY00
Q9UMX0 Q9H0X6
P46527 P11309
Q13084 O43734
Q9BQ24 P60370
Q8IYF3 Q8NDB6
Q13077 Q96JN0
O00560 O75084
Q12933 Q92956
Q9H1M4 O14948
O75190 P05783
O15144 P18206
Q969G6 P19438
Q495W5 P50222
Q2TAC2 Q8WWY3
Q12800 Q6PEW1
O00139 Q659C4
O75379 Q9BXK5
Q9UJ71 Q96HH9
P12004 Q13111
Q16543 P07900
Q9BXJ9 Q9GZZ1
Q06830 Q13043
Q9Y247 Q13422
Q8N6R0 Q12933
Q86UU5 O75031
Q9BVG8 Q3SY00
P38936 Q9BQ15
Q8NB12 Q9BQ04
Q6PKX4 Q8N6F8
P08238 P50750
P14373 P09012
Q99759 Q6Q0C0
O75553 Q3LI72
P04637 P61289
Q7Z3S9 Q15742
P15884 Q9BRU9
Q92974 Q8N5L8
Q16637 Q66K80
Q9NZ81 Q53G59
P08238 P80192
Q8WUH2 Q9H270
P50402 O95292
Q9NUQ8 P14373
P47813 Q99613
Q13049 Q9UI14
Q15562 Q99990
Q9BRG1 Q7L4P6
Q07817 P55957
A1L0T0 Q8TAP6
Q6ZNA4 Q5TA78
Q15109 P16333
Q93062 O43189
Q16670 P60372
Q8N9N8 Q9H190
Q7Z7E8 Q9UNE7
Q15040 Q9BYQ4
Q9BVN2 Q9UNE7
Q8TAP6 Q9NTM9
Q96GV9 Q8ND90
Q9BV97 Q9UMX1
O43516 P13196
O95273 Q5I0X4
Q9Y6K9 Q9H0F6
P35372 Q08426
Q96BR9 Q8TBK6
Q15208 P49407
P46459 Q9UBS5
Q15025 Q9Y5B8
Q9BUR4 Q16637
Q9UIS9 Q13111
Q13895 O94972
P99999 Q07817
P07101 P29762
Q06547 P08579
Q8IYL3 Q8N165
P35228 P04406
Q8N9N5 W5XKT8
Q7Z3S9 Q13330
Q8TBZ8 P60409
Q9HCN3 Q04864
Q03014 P60409
Q15208 P08238
P60059 P11686
Q6P1W5 Q9Y3E2
P10275 P56524
P60174 P54274
Q9P0L0 P35372
O75506 Q8WUW1
O60826 Q9P000
O60869 Q13133
Q64LD2 P36406
P32780 P29083
P62314 P54105
Q9HAT0 Q9NVN8
Q7Z5V6 O43482
Q8N1B4 Q99757
P38936 Q8IYF3
P06493 Q12778
Q9P0T4 O95273
Q8WXG1 O76071
Q96FA3 Q6ZS10
Q96EY1 P15408
O75943 Q9UM11
Q00587 Q9H4E5
P16333 P30260
P21673 Q9BUL9
Q99735 Q96BA8
P61457 P51116
P0C7W6 O14530
Q15459 Q12874
P09467 O00499
P38936 P12004
P04637 Q86TM6
P20226 Q01105
Q8TBB1 Q96Q83
Q7Z3S9 P09923
P54727 P55036
Q9BWQ6 Q99942
Q6NX45 O95751
Q14393 P30530
Q9NYB0 P49736
Q13895 P14373
Q5JZY3 Q12800
Q969U6 Q12929
Q6P087 Q15323
Q16531 Q13620
Q8TAP6 Q6P5X5
Q96BA8 P30536
O15371 P14373
Q13077 P29972
Q5T3J3 Q9Y2X7
Q9Y4H4 P63096
O95273 Q9UIE0
Q8TBE0 Q9GZV8
Q01105 P10644
Q13309 P01106
Q13111 Q99684
Q96GN5 Q8IWZ5
P52272 Q8NEA9
Q96FJ2 Q6NT76
Q15785 Q9BSI4
Q7Z3I7 P60410
Q9BRK4 Q14D33
P08238 Q15831
Q13422 Q9BVI4
Q8TB36 Q8IWE2
Q06124 P16284
Q99814 P09467
P12931 Q9H5V8
P60409 Q8NDP4
Q8N114 Q9NZC7
P56962 Q9BV40
Q9H3P2 Q8IUQ4
Q86UY5 P36406
Q5T681 P51116
O95751 Q92785
O60341 P38432
Q7Z7H8 Q04864
Q96EB6 P04637
Q6NT76 P55081
P30260 P60484
O95858 Q8N205
Q6NVH7 Q19AV6
Q15843 P23396
Q9BSI4 Q8N5Z5
O75771 Q6P1W5
P54253 Q53G59
O95786 Q9H1Y0
P15173 O14530
O15371 P60228
Q6UY14 P68106
O43889 P05155
P05067 P29353
Q01524 Q9UMX0
Q9Y5V3 O43251
P50747 Q9NUX5
Q9BRL6 Q96SB4
Q8WX92 P62993
Q13188 Q9BXW4
Q7Z6K5 O15144
P98177 P31947
P35268 Q9H190
O43543 O75771
Q9H8Y8 Q8TC92
Q6PEX3 Q8WW24
P61968 O43679
Q6QEF8 Q9UL45
Q9Y463 P61962
Q96A05 O95670
P06241 Q13444
O60341 P04637
Q96B26 Q8WTP8
Q9H461 P56704
Q9GZM8 O75971
Q8NBI3 O00634
P18887 P09874
Q9Y6C2 Q53FD0
Q9H4B4 P04156
Q14118 P16333
Q9Y3E2 O76003
Q00597 P14625
P08670 P54727
Q6UY14 O75716
Q13330 Q09028
Q7Z3D6 P25788
P18754 Q9H6Z4
P06239 Q07666
Q9H3U1 Q8NA82
P13196 O43516
Q9UNE7 P31749
Q8IWZ5 Q96A72
Q9NQL9 P15884
Q86Y33 Q08379
Q9GZQ8 Q96EB6
Q96HA8 Q15323
Q8N370 Q92764
P25942 Q12933
Q86VP1 P60981
O15304 Q9NR77
Q96QG7 Q08AM6
Q08999 Q6MZP7
P61978 Q3KQV3
Q9UER7 P63165
Q9Y297 Q76N32
P60409 O43167
Q9H7E9 Q13422
P26371 Q5HYJ3
Q14498 Q8TCP9
Q9Y5N6 O43929
Q93062 P86479
Q9UI95 P15884
P04637 P49841
P08631 Q07666
Q9BWD3 Q68D86
Q05048 Q99728
P43353 P60370
P35222 Q9NSA3
P10768 A1L4K1
Q96CA5 Q08117
O60220 Q99856
P60409 Q08426
Q13435 Q01081
Q9NV12 Q8N205
Q9UBU8 P51116
P35226 P0CG48
P09211 P60411
P16070 P26038
Q8N6L0 Q8N6R1
Q969Z0 Q969L2
Q93062 P09565
Q07021 Q8N726
P18887 P61244
P20138 Q6A162
Q8TC07 Q9H0R8
P21580 Q96B67
Q92993 P60411
Q9Y5K2 Q06418
P15884 Q8IX06
O15169 Q9H7D7
Q07820 Q9BXH1
P54725 O00463
Q9Y5B8 P15884
O43493 P60411
Q9NRN7 Q12933
P01106 Q8N3Y1
O00560 O00401
Q8WVV9 O75553
Q9H6L4 Q8N684
Q08117 Q15014
Q9Y3C0 P40222
O00401 Q9H4E5
P01137 P37173
P04406 P00558
Q06547 P57052
Q5T5B0 P49639
Q8WYA6 Q7Z7H3
P33240 Q9P2I0
Q9C086 P18065
Q9UM11 P20794
Q96LW4 P27694
Q99873 Q8IZS5
P60409 Q9Y3M9
Q8IYX7 P35609
P05412 P05067
Q8ND90 Q9UKJ5
P08238 Q9UHD2
P58062 Q3YEC7
Q06455 Q8N684
Q92624 P58549
O14836 Q9Y275
O60313 Q12983
P60370 Q9BYR7
Q13547 P62805
Q9BXM7 O75530
P19838 Q13547
Q00987 O15297
Q02930 Q9BYQ2
Q9BQA1 O14744
Q5F1R6 Q99551
O75716 O95967
Q9BU76 Q9H190
Q12800 Q9BW85
O00409 Q13573
Q7Z3S9 Q5BKY6
Q8TBE0 Q92997
P14735 P10997
Q13309 Q13616
Q99613 P41567
O76083 P49888
P36406 P29972
Q9NYB0 P12956
P14373 O95363
Q13444 P06239
Q13064 P82932
Q9BSR8 Q96GF1
Q9Y2D8 O95985
P62195 Q9BRP4
P55036 P54727
O76083 P60410
P52597 Q9UKT9
O43889 Q8TAA9
P06132 Q96KN1
Q7L273 Q17RB8
Q96BZ8 O75558
P06850 Q15323
P08047 Q8N726
P16083 Q9H8Y8
P54274 P60174
Q96EX3 Q9BYV2
Q9UL42 Q13895
P29317 P08238
O94763 O15294
Q96AE4 Q9UPT9
Q6NYC1 Q01081
P54105 P62312
Q8IX06 Q96MX3
P54253 Q9UKD1
P26371 P61024
Q9UFF9 O75175
A8MQ03 Q6DKI2
P61956 Q9UHP3
Q63ZY3 Q08117
Q9Y5U2 Q8TAP6
P50616 O75175
Q8NHQ1 Q9H7E9
Q9UBV8 P59990
Q92624 Q12972
P04637 P12956
Q6UY14 Q96PB7
P54764 O43921
P35398 Q9BZS1
Q15276 Q96EZ8
Q96HT8 Q8WWB5
Q05086 Q9NZD4
Q9BVI4 Q8N6Y0
Q8N357 P05141
O43189 Q08AM6
Q13451 Q15831
Q6A162 Q9GZT3
Q9NP73 P49639
Q9Y2K6 O43597
Q99750 Q8NEC5
P63165 Q00653
Q9H668 Q86WV5
Q96HA8 P32929
P06454 Q14145
Q96HA8 P14923
P17024 Q9BQ66
Q8WV19 Q96CS7
P63165 Q9HCK0
Q99750 O75427
Q96Q45 P27352
O43699 Q14192
P35609 P28222
P63104 Q92934
Q5TA78 O15162
P78362 P08621
P60484 Q19T08
Q04864 Q7Z3C6
Q06455 O43597
Q6RVD6 Q96DZ9
O75821 Q8IZU0
Q8N6L0 Q13021
Q99958 P14373
P29034 P04637
Q9H6L4 Q13829
Q8TBB1 Q7L273
Q8IZU0 Q7Z7H8
P52630 P48551
Q9Y297 P35222
Q8IW40 Q7Z5L2
Q9P2I0 P33240
P54727 Q16186
Q15428 Q15459
P60411 Q3B820
P61968 Q08117
P50542 Q13501
Q9ULW3 Q8NHQ1
Q86V81 Q13838
P49639 P59991
P60520 Q92609
Q9Y228 O60232
P63027 O95721
Q08379 Q9NPJ8
Q16637 P38432
Q15291 Q9P0U4
O75928 P63244
Q96EY1 P51692
Q9UKV8 P04156
Q96LT7 O43186
P54253 Q03989
Q96CG3 Q9H190
P07947 P09917
Q9Y3Y2 Q9UBU9
O60636 Q92569
Q01831 P54727
Q3B820 Q86Y26
O15265 O00339
P15502 P28300
Q08AM6 Q96H20
Q9BT49 Q7Z3S9
Q16799 O00560
P63165 P19419
P22607 P05230
P04637 O14503
Q53G59 P27658
Q96PQ6 Q15415
Q16576 Q17R98
O60238 Q969F0
Q3SYG4 Q9NQ48
P14618 Q9BSI4
P06400 Q9Y676
Q6P1W5 O43482
Q6P047 O60341
P41567 Q99613
Q9NWQ4 P50222
Q96H20 Q9BRG1
Q9ULH7 P11831
P55081 O14777
Q03135 P04150
Q8WTS6 P04637
P35711 Q9UJX2
Q04323 Q9UMX0
P21912 Q9H1K1
P35520 P25786
Q9HAT0 P61024
Q9BXY8 O43610
Q12800 Q15560
Q13829 P62745
Q9NRS6 Q15041
Q9H0R8 Q9BQD3
Q96Q45 Q9H1C4
P14618 P27361
P25788 Q9BTD8
P54764 P52803
Q7Z3S9 Q9BW11
Q8TF46 Q13868
Q9BZE9 Q7Z3S9
O95363 O95429
Q4LDR2 P27105
O95631 Q8NBI3
P0CG48 O76080
Q8WTP8 Q13422
Q86WV6 O15260
Q8TD19 P60520
P42702 P26441
Q9BYR5 Q86W54
O75593 P10275
Q9ULZ3 O00471
Q15459 Q15637
O76003 Q9NQ86
P47897 Q9BUZ4
Q86Y07 Q13469
Q13444 Q9UKS6
Q96BA8 Q8IWU4
Q9H4Y5 P05549
P60411 Q969G3
Q6UY14 Q96PN8
Q8TAB5 Q08117
P60520 Q13043
Q13618 P50591
Q9NRW3 P38159
Q9Y2V7 P47897
P51116 Q9HAF1
O00505 Q8TBK6
O43823 P13861
Q04864 Q969S2
Q86UW9 Q96IW7
Q9HB19 Q8TC57
Q14154 O43186
Q06124 P32239
Q9UKP3 P10276
Q96MY1 P56545
O95429 Q99615
O43687 P10644
Q13422 O76003
P62306 P54105
P25800 Q86U70
Q04864 Q9UL33
Q96BA8 Q6N075
Q9UGK3 Q99836
Q9UBP5 Q93062
P07510 Q15323
Q9P286 Q96SW2
O43889 P05090
O00571 P11940
Q9H0R8 Q96A56
Q14596 P60520
Q12933 Q5T8I9
Q86VP1 P0CG48
Q14232 Q96HA8
Q96HT8 Q9HAC8
Q969Y2 Q9Y223
P16930 P15884
Q8WVC0 P23193
Q96EZ8 Q9NPJ6
Q5BKX5 Q96M29
Q96Q83 Q08379
P04637 P15036
Q12968 P04049
P58753 Q96A33
Q6A162 Q14657
Q15915 O75593
P60903 P03950
Q8IWZ5 P50402
P15884 Q9NXW9
Q66K89 Q13547
Q9UKT9 P38936
Q13158 Q99497
Q9BRU9 Q15323
Q9UGL9 Q9NRQ2
Q9UL45 Q6QEF8
Q9NWQ4 Q9GZV8
Q16670 P60370
Q9UBB9 Q9Y247
P32242 Q9BYR0
Q07666 P06239
O60921 O60671
P35222 P50402
P07947 Q6P1W5
P36508 Q96PJ5
P62829 Q00987
O60826 Q8N668
P33151 P23381
P60410 Q9Y2V2
P42768 Q92624
Q9HAU4 P0CG47
O14595 Q15797
O76081 Q5TA82
Q8WWY3 Q14296
Q9BSQ5 Q96N03
Q13547 Q9UIS9
Q15796 O75593
P60520 Q9GZZ9
Q99081 Q9NZD8
Q96GY3 Q9BVG8
Q99613 P47813
Q9UQL6 P23771
Q8WW34 Q7Z6J4
P60411 Q15973
Q96EP0 Q08117
Q92870 P05067
Q6NT76 Q96FJ2
P08238 P19838
O75426 Q8WVJ2
O15162 Q13563
Q9H7E9 Q8IZU0
P12004 P06733
Q9BZL3 Q96G97
P50222 P62829
Q9H3U1 P50222
Q15109 P61586
O43711 Q2TAY7
Q6A162 Q9UBU9
P0CG47 P33993
P42772 Q9NZD8
Q9UBB9 Q96BZ8
P29972 Q15654
Q12962 Q8WTS6
P47897 Q6P597
P20226 Q15573
Q04864 Q13111
Q16623 Q96IW7
Q9NPJ8 Q04864
Q8WWY3 Q9H9D4
P08238 Q96GD4
Q9BXK5 P26678
Q01844 Q9BWW4
Q9UNE7 Q7Z7E8
Q9H869 P54253
Q15041 Q14088
Q15323 Q96FQ7
P31749 P56279
Q9NZD8 Q0VD86
P10398 P14618
Q5T9C2 Q86WV1
P55081 Q8N1B4
P49639 Q7Z3S9
P03372 O00165
P15884 Q9UL33
Q13618 O94888
Q9NQT4 Q96B26
Q08379 O75348
O43597 O43559
P78385 P60409
Q9UKT9 Q96BZ8
Q12778 P06493
Q9NP55 Q9H596
Q2TAY7 Q13123
P54619 Q9BYR5
Q6ZVK8 P22234
P60411 P17024
Q7Z3S9 O15211
Q6UXH8 O75558
Q9UBU9 P14136
Q6GTX8 P29350
P21980 Q04206
Q9UI95 Q8TBB0
Q12841 Q92624
O75436 Q9UBQ0
P35222 P16284
O00560 Q9H5V8
Q9UK97 O43156
Q13547 Q66K89
P61586 P46527
O43815 Q9Y228
P15884 Q9BQ89
Q00987 P46777
Q86U28 Q9H4P4
P16333 Q9UHI7
Q99750 Q08E93
Q8IXK0 Q14498
Q58DX5 Q86VI4
P07602 O96006
P14649 Q15506
P50222 P50402
Q6VY07 P67870
O14530 Q8ND90
Q13643 Q9NQL9
Q5VSY0 P55081
Q15291 Q13619
P52333 Q07666
Q3LI76 Q96MT4
P42285 Q99547
Q719H9 Q7L775
Q13422 Q9H7E9
Q8N6L0 Q9Y3D6
Q86UT6 P49411
Q8IY31 Q9Y6C2
Q6ZUJ4 O14530
Q6UY14 Q96PM5
P18848 Q9Y297
P98175 P09234
Q8WWY3 Q8WV44
P08238 P31152
P54253 P46108
P00395 Q9Y2R0
Q13618 Q8WZ19
Q9GZQ8 Q9Y383
O95166 Q8TC07
Q8NAV1 Q96SB4
O95273 Q8NEP9
P59797 Q96E35
Q96GF1 Q9BWQ6
Q9BU20 P12268
P15884 Q13111
Q96M63 Q99757
Q9BXW4 Q13501
P04637 P23396
Q96MK3 Q8IXL6
Q04864 O14734
P60370 Q8TAI1
Q63ZY3 Q9H8S9
Q9C0F1 P29972
Q06187 P42768
Q8TDR0 P78552
A8MQ03 Q8IYK8
Q9BSJ6 Q9Y2D8
O15211 Q7Z3S9
Q14192 O43699
Q9NQ79 Q15555
Q9P2B4 Q13033
Q96B97 P52907
Q9BVJ6 O95257
Q96PU8 P57052
P22607 P08238
Q8TBB1 Q9BXJ1
Q86V42 O15409
Q16656 Q12933
P04792 O00273
Q9Y3C0 Q8N3L3
Q12905 Q08752
P56524 P31946
P26371 Q9P0T4
Q99757 Q6RW13
Q68D86 Q9BWD3
Q08117 Q9UKT9
P40123 A8MXD5
Q9UKX7 P52294
P38432 P62306
P30154 P63151
P15927 P04406
Q16851 O95376
Q8WY64 Q9Y2B0
Q9HBE1 P52597
Q8TBZ8 O95273
Q7Z7F0 Q15637
Q8N1B4 Q5T7W7
Q49A26 P60866
P49069 P16389
P31943 Q8WW24
Q8TBB1 Q9HAT0
Q16514 P20226
Q07812 P55957
Q7Z3S9 P35900
P60370 P15976
Q8N5M4 P50222
Q8N720 Q13503
Q8N726 Q00987
Q13503 Q8N720
P07858 P40692
A8MQ03 Q9C086
Q9UNN4 Q13480
P25791 Q08117
Q9BRK4 O15160
P52803 P29317
O43524 P06400
P39748 P12004
Q8WWG1 Q969F0
Q96NB3 Q13356
Q96B67 Q9UGI0
O75553 O43251
Q96GN5 O75478
Q9H0M0 Q16630
Q9Y5X4 Q13547
P35609 P05496
Q96HR9 Q9NRS6
Q08117 P78362
Q9ULZ3 Q07812
P60411 Q8TBZ8
P43360 O75386
Q13322 Q9UKA8
Q9Y295 P38432
Q9Y4P1 O95166
Q66K41 Q15415
Q86YW7 Q96T91
P81408 Q9NZC7
P46527 Q12933
O76011 Q06250
P31689 Q9GZX7
P49888 O76083
Q0VD86 Q9NQL9
Q9UGC6 Q5T5A8
Q9BVN2 Q93062
Q8NFP7 O75971
Q9BYV2 Q9H741
Q13114 P61964
Q9NTM9 O00560
Q9BYR5 Q8N8B7
O96018 Q92844
Q86Y33 Q9NYY3
Q96AG3 Q8IVP5
P43405 P07766
Q96GT9 Q8NEA9
P60411 Q7Z3I7
P05067 O75955
O76003 Q15323
P43115 P15884
O95817 Q96B67
Q13287 O95447
Q9Y2D8 Q13895
Q9Y5V3 Q93062
Q8N4C7 Q9H115
Q8WWB5 Q13352
O15160 Q96CA5
Q8N205 Q6ZP80
P49639 P26371
Q7Z3S9 Q9Y5Q8
Q8IYX7 O95429
O75558 O95363
Q9BSI4 O00338
Q9UKX7 O00505
P60409 P62913
Q9NZD8 Q9UJY4
P98175 Q92917
Q5T749 Q3LI66
Q3SYF9 O75553
P33240 Q92734
Q13829 O75716
P08579 O43829
O75460 Q9UBV2
Q9Y3Q8 Q9NWS0
P49639 A4D161
Q15056 Q9NRD5
P10074 Q9Y5B8
Q10587 Q13084
Q14790 O60936
Q9H115 O14662
P08238 Q05513
P16333 P31994
Q15233 P26196
P09917 P09769
P17612 P31323
Q8TD17 Q96A72
P61956 Q8N2W9
Q15836 O00161
P04196 Q96PM5
Q12933 P19438
O75791 O43597
P04049 Q92934
Q8NEY3 Q8IUQ4
Q8N205 P11686
Q14192 Q9Y5P3
Q9GZQ8 Q86V97
Q8IZ26 P60370
O15379 Q15466
O43683 O43684
Q15645 Q8N1A6
P12830 Q9H8V3
P04843 Q9UMX0
Q9HAU0 P54253
Q14677 Q9GZQ8
O43889 P41181
P43364 P31146
Q14498 P23497
Q12800 Q9HC52
Q969E8 Q96C00
Q9NUL5 O43597
P60372 Q16670
P02795 Q8TE69
Q9C0F1 Q13895
O15379 P23771
Q9BVX2 P56851
P60411 P43353
Q6MZP7 P10244
O95273 Q69YI7
P63104 P06733
Q96EP0 Q9BYQ4
Q9NUX5 Q15554
Q9H8Y8 Q7L273
Q6P589 P15153
P28799 Q8N6T3
Q9NVV9 Q86SE5
Q8TED9 O95257
Q9H0S4 O95166
O60760 Q96B67
Q7Z3S9 Q9UBX3
O43815 Q9UBB9
O95198 P50895
P0CG48 P98170
Q9BZW7 Q14D33
Q96GS4 Q9H4M3
Q6ZYL4 Q92759
O14713 P22392
P13798 P53990
