Q14511 P12830
O75293 P06493
O00198 Q07817
Q12923 P25445
P42574 Q14116
P30556 P00533
P27701 P00533
O15379 P24385
P42574 Q9UKV3
O95477 Q5T2W1
Q15393 Q9UGY1
P42574 P05198
Q9BTM9 Q9H1I8
Q13794 P02775
P07910 Q13526
Q7KZF4 P29084
P23458 P24394
O15085 O43157
Q03135 Q14451
Q9UBS0 P62753
Q8IUX7 P15923
Q8N488 P25490
Q9NPE6 Q14990
Q13563 P35609
P52907 Q96B97
P62979 Q13485
P08238 Q9GZR7
P01135 Q13424
O14727 Q07817
Q9BTP7 Q8IYD8
Q86X95 O75446
Q06495 P37235
P32780 P18074
P56524 Q66K74
Q13571 P42566
Q99933 P04049
Q9BV79 P10276
Q9NRD5 P78543
Q9H081 Q96IY1
O95751 Q9NVN8
Q06265 Q13868
P14625 P04114
P40926 O75390
P07766 P43405
Q8IYB3 P61981
Q9NPY3 Q96KG9
Q9UJW3 Q9NRX4
Q16891 Q9NRR5
O15381 P46777
P61158 O15144
O14576 O95793
P09651 P25963
Q9BXA6 P08238
P53041 P30260
Q9UBW8 P04637
Q99750 Q5T6C5
Q9NPQ8 Q14344
O15162 Q02218
P54727 Q13569
Q9UFG5 Q0VDD7
Q05586 P11137
O94762 Q13472
O15145 Q96P48
O14641 Q96CG3
P04004 P01189
Q06547 O60241
P42768 P14317
P48023 O43586
Q01718 P01189
Q14814 P27348
Q05655 P05107
P11831 P12931
Q9H254 Q9NYQ7
Q15303 P16070
P63172 P21796
P16284 P28907
P35222 Q8WVC0
Q9UBZ4 P12004
Q9UJ70 Q5M9N0
P24530 P29474
P11171 P16070
Q12948 P09429
Q13444 Q7Z6J0
Q8WX93 P35609
Q15750 P98170
P31947 P23588
Q15006 Q9Y3B6
O00238 P12644
Q05586 O14578
Q14500 Q13425
Q6PKC3 P07202
Q71DI3 Q9UKN8
Q13444 P06241
P11836 P07948
P23528 P05023
O95163 O14530
Q00587 P17081
Q15572 O15164
P20226 P49736
P17252 P04439
Q14103 P67809
O75586 P09874
Q8WXD5 P62304
Q9H2G2 O94985
O14776 P06748
Q15181 P04637
Q15700 P98164
Q92597 P04844
Q86YM7 P39086
P17252 P60983
Q6Q0C0 Q99759
Q13547 Q15014
P19784 Q12972
Q9UHW9 O95747
O75340 Q9Y5Z4
Q71U36 Q13093
P04406 Q9BX70
Q14498 P03372
O43526 O95376
P61158 O15511
P63167 P63261
Q99584 P01583
P42574 P21980
Q9GZM7 Q99750
O43306 P54253
P20248 P38936
Q13651 P22301
Q99460 Q99933
P36896 Q8N6C5
Q13503 P38398
P46527 Q04917
Q99972 P35555
P15391 P62993
Q8IXJ6 Q9UBN7
Q9H3N8 P30679
O60894 P30988
Q9UMX0 Q14469
P16473 P29992
Q96RT1 P84022
P07910 Q93100
P06493 P06748
P55085 P22681
P04406 P06703
Q9UKF7 Q6RW13
O15287 Q9HB96
O43147 O75525
P49767 P35916
P51681 P23458
P49137 Q13151
Q07666 P19174
O60260 Q12959
P23945 P60903
Q12959 P48051
P06241 Q13291
Q15464 P14784
O43516 Q14247
Q07666 P27986
Q16718 Q15038
Q16625 P08034
Q8TF74 O43639
P02774 Q6P1J9
Q9UBU9 P52948
Q03181 P30041
P31947 Q14103
P16284 P07948
P42224 P31785
P09619 P32119
P55039 Q9H446
Q9NVC6 P04637
Q05655 P31431
Q9H213 P08138
O96013 P06756
O00401 P60953
P46527 P14635
P13010 Q9NYB0
Q16832 P02452
P49593 Q14155
O00548 P46531
Q15363 Q9H8Y8
P04406 P15927
Q9Y6R1 P00918
Q9Y618 P11831
P07948 P30273
Q9NRR5 Q9H6J7
P25391 P22303
Q8NHY5 O60671
Q15650 P52655
Q92793 Q12778
Q9Y3B2 Q15024
Q9GZS1 O95602
Q96F07 P51114
Q5T2W1 P46721
Q9Y5B0 P14678
Q6WBX8 O60671
Q5VWK5 O60674
Q9Y253 P62979
O15379 Q9Y618
O75381 Q8TAQ2
O14925 O43615
P55199 P04637
Q5U623 P08047
O60869 P0DP25
P42858 P04406
O95201 Q9NRR5
P68402 Q9BZL4
Q14088 O95197
Q9C0D5 P42261
P23510 P43489
Q16637 Q5T3J3
Q9Y2K7 O15105
P04637 Q16363
P05771 P17302
P06241 P24666
Q92934 Q07817
Q9NXB0 Q9GZR7
P54259 Q9Y219
Q12933 P51116
Q9NZQ3 Q96MA1
P52333 P31785
P43489 Q9BUZ4
Q8N2W9 P61956
Q15369 Q8TEY7
Q9GZZ9 P60520
Q9UKV0 P41182
P18433 P16389
O60383 P51159
P21333 P07585
O75379 O14662
P26992 Q92624
Q9UQB3 P49768
O15379 P48643
Q03135 Q13393
P21246 Q96SN8
P41159 P02741
P84022 P24158
Q13485 Q12931
Q9Y2H0 Q92796
P26441 P26992
Q08209 P53805
P30530 Q13261
P98164 P30533
Q92831 P05204
P51665 Q9Y4K3
P98082 P05106
P32745 P63096
P02649 P01023
Q08211 Q9UBU9
P04637 O96017
P27658 Q53G59
Q9BUL5 Q6UWE0
Q8WW01 Q9BSV6
Q96LC9 P10415
Q16849 Q9NRR5
P49356 P49354
P00451 P07307
Q9Y6D5 P18505
Q9Y4Y9 Q14103
P68032 Q9Y5U8
Q05513 P19338
P21673 Q9H8M9
O96017 P63151
P11831 Q04206
Q96HJ5 Q16667
Q15654 Q8NEC5
Q13224 Q13554
Q8TAS1 P19021
Q5TCQ9 O14514
Q9UBK2 Q15788
Q9H0D6 Q13148
P19784 O14958
Q9NZ52 P62979
Q9H1D9 A6H8Y1
Q92997 O94772
Q9UBD9 O75462
Q9Y2T3 Q92796
P35368 Q14315
Q96LC7 P21333
P51784 Q12788
P06493 O15287
P54253 Q9UKJ3
P17252 Q96A00
P19012 O95751
O94776 Q09028
Q9NSI5 Q96QZ7
P55064 Q99750
P10747 P06239
P04637 Q03468
Q9Y6Q6 O43318
Q9BXP2 O95639
Q00587 Q13643
P0DTE7 O43823
P54296 Q8WZ42
P14373 Q13547
Q06330 O75376
P43355 P04439
O60729 P04637
Q15797 Q96RT1
P06493 O15350
Q9GZN7 Q9P2H0
P33076 Q2QGD7
P32121 Q8TAQ2
P14923 Q02487
O14558 P61981
P04637 P10415
P37173 Q12931
P49759 Q9BZL1
Q9UNE7 P25788
Q86YB8 P07237
Q96SI9 Q93062
Q5JY77 O43193
P46109 P12314
Q9Y4L5 O60232
O14745 Q92887
Q96PK6 P09874
P35813 P26038
Q96NY8 P55196
P12931 P04439
Q92934 Q9P1W9
Q15223 Q8TEW0
Q14680 P02686
O00451 P39905
P07315 P02489
Q92934 P61981
Q7Z7C8 Q16594
O95208 P05549
P68400 Q9Y5B0
P17252 O60869
P17612 P78348
P34947 P21731
Q9Y6I3 Q9Y3C7
Q03135 P41240
Q13509 Q8WWQ0
O15145 P61158
Q9UBI6 Q9HAV0
P56537 Q5T3J3
P13686 O14737
P55854 P01100
Q13444 O15259
Q86V86 Q92934
P51451 P11912
Q9UKT5 P63208
Q13112 P68431
P78356 Q9NRR5
Q13535 P04637
O76061 O95831
Q13113 Q9BVJ6
P11142 P84090
P61764 Q99767
P06239 P08174
Q08752 P54257
O14604 P63261
Q00403 P29084
P61247 P09874
O15303 P09471
P09104 Q00613
Q86YC2 P51587
Q7Z6G3 Q9BVI4
Q15436 Q00536
P09874 P06748
Q15645 Q13444
Q15582 P01023
Q16549 P11021
O15287 Q00597
Q9UKX7 P52292
Q03113 P25116
P43354 P49918
Q9Y3P8 P43403
Q99638 P10415
O15162 Q8TC90
Q9BZK7 P62805
Q12959 P16389
P68400 P55087
P27169 P02647
Q9H5X1 O76071
P49356 P32455
Q9UNF0 O00401
Q99650 P23458
Q9Y233 Q9UNX4
P49841 O75581
O43157 Q03164
Q12955 P25445
Q15700 Q12879
P50148 P35368
O00221 P01583
P50453 Q7L5N1
P10124 P16070
Q9UJ70 O15198
Q92796 Q14957
P14784 P29350
P19086 P30542
Q16637 Q96PV6
Q96RT1 Q15796
P53355 Q6ZN44
Q5JVL4 Q15878
P04156 P02649
Q9HB90 Q76FK4
P62633 Q15366
Q15287 P61011
Q12933 P01375
O75293 P14635
P08588 Q12959
P68104 P49888
P61978 P09429
Q13432 O14717
P51178 P21980
O43323 Q13635
Q13503 P24928
P56524 P27361
Q96B26 Q9NQT4
P17813 P27037
O95997 P46783
P83916 Q5T3J3
Q12923 P52799
Q13596 P48357
Q15637 P35637
Q14296 P31483
P31946 Q9Y6M7
Q9UMD9 Q03001
Q16630 Q9H6L4
Q9P209 Q9UM82
O43586 P42768
Q9UNE0 Q12933
P63167 Q9UKY1
Q92667 Q03135
P29275 P00813
P17612 P05204
Q9Y4C0 O14936
P27701 P04626
O60383 P36894
Q6VMQ6 Q16557
P32780 P19174
O43184 Q9UKS6
P33151 P23467
P00533 Q99075
P12830 P31350
Q9NXK8 Q15797
O95477 Q13884
P16871 Q14289
P14314 P27824
P25942 P27986
P43681 Q04917
Q5JVS0 P63244
Q07666 Q92793
P04406 Q13554
Q9UQR1 P04637
Q8TF74 Q6XZF7
Q8TAU0 P11831
Q8IUC6 Q13077
Q13480 Q9GZY6
Q14831 P50148
O43556 O95376
P49759 Q07955
P11362 Q8NFM7
O15162 Q6UY11
O60500 O14936
Q15759 O00418
Q99653 P19634
Q9NRD5 P29972
P62324 P10276
P68400 P17096
Q14296 Q93062
Q05655 P16144
Q06265 Q9NQT5
Q12874 Q01081
P63215 O14775
Q9UPR5 P63104
O00255 Q15291
P35222 P22223
P11142 P63167
Q9P289 P02686
P22607 P62917
Q9BRB3 Q14442
Q86YM7 P42261
P42224 P35368
P00746 Q9H0R4
Q9ULV0 P38432
Q13426 Q9H8G2
Q7L1I2 P21579
P23246 P11387
P52272 Q8TAP4
O14579 Q9UBF2
Q9UHI5 Q07837
P68104 Q9UGL9
P63167 P00338
O15162 Q9BQ66
Q14442 P37287
P16473 Q5JWF2
P21741 P23458
P01730 P28907
P54253 Q8NDZ0
P43364 Q8N490
Q16778 P21980
Q9Y5B0 P30876
Q9NR19 Q92900
Q13535 Q9HAW4
Q9UKB1 P25963
P23246 Q96ST3
Q9NQ87 Q13571
Q16623 Q9Y345
O75821 P11171
Q07021 Q07955
P32239 Q06124
P50502 O95897
P10747 P62993
P22455 O76093
Q9Y297 P30304
P05549 P25054
Q86SG2 Q86TC9
P28482 P32121
P54253 Q96IP4
O75807 P05198
P49023 P98161
O75334 P10586
Q15700 O14490
Q12888 P63167
Q9GZQ8 Q9BQD3
O60828 Q5T3J3
P51959 P04637
P0C1Z6 P15923
P46821 P61326
O00463 P28908
P49023 P13612
O14893 P26368
P20396 P16870
Q9UM63 P04637
Q9Y383 Q96EY7
P43034 Q71U36
Q04206 Q9UNN5
Q9NZC7 P04637
O43570 Q9H079
Q86Z02 P04637
P46940 P12830
O15264 P02686
P31749 P98177
O15294 P51610
P28300 P16401
Q07001 P62993
P20333 Q9BXW9
O95793 P19338
P10599 P55789
Q96NY7 P14416
P17181 P06239
Q9UBN7 P68366
Q9BZ72 Q96A23
Q9UBY0 P27986
Q5U623 Q15047
Q93009 P04637
Q9NPF5 P26358
Q9UBK2 P62508
O00308 P05549
P36382 Q9Y312
Q9NS56 P63165
Q96A00 P48729
P54259 P28799
Q9BV40 Q12846
Q92793 Q01844
Q7KZF4 Q06330
Q14192 P18564
P30154 Q06830
P06401 Q14498
P40189 P23458
O75448 Q07869
Q9UPT5 Q92747
Q9HB89 P48645
O00482 O60869
Q9UBK2 P04150
Q15257 P68400
P25963 P63208
O60506 Q9H2B2
Q8N488 Q92851
Q99650 P13725
Q6XZF7 O00401
Q96J92 O15551
O95219 P48357
P01135 Q96CC6
P17706 P56199
Q8N3P4 O15198
Q9NRL3 P0DP25
P11831 P52952
P12956 P25942
Q14005 Q99712
O14776 P26368
Q969L4 Q14493
P24390 P84077
P12956 Q15102
Q03135 P04629
P42574 P49768
P07948 P31994
P10767 P21802
O60674 P41597
P12757 Q8IZ52
Q14242 P43405
Q9Y2B0 Q9HAP2
P54257 P56134
Q6P0Q8 P62979
O43572 P10644
P47872 P17252
P49247 O75716
O15371 O75822
Q13432 Q9Y383
Q5FBB7 Q96AG4
Q15047 Q9BXR0
Q96CV9 Q9Y3C0
P11150 P04114
P61978 O75791
P38432 Q9NRM2
Q9UNQ2 Q14511
P12757 P08621
P12956 Q9BXJ9
Q7L2E3 Q13547
Q9UJY5 P20645
Q7LBR1 P53597
Q03113 P62873
P62308 Q8WXD5
Q15544 P19793
Q9BU76 Q9NVV9
P50454 P17480
Q92667 P31321
Q9NZR2 P30533
Q16799 Q9H8W4
P19793 P17936
Q99650 O60674
P23297 P17302
P63151 P67775
O95070 Q969M3
P35914 Q9GZW8
Q99972 P04406
P67775 P04637
O15105 Q15750
P25391 P98095
O95793 P62424
P24928 P52597
Q13371 P25098
P0DI81 O15247
Q06187 Q01844
Q9UBU9 P46821
P52799 P54760
Q9Y383 Q8N5F7
P04637 P08047
O60508 Q15796
Q96QZ7 P98164
Q09472 P54725
Q8N488 Q14209
Q8NCW6 Q99102
P50402 Q969F0
P08034 P12931
Q6PD62 O15198
P05109 Q9UKR5
P54259 P48634
Q14344 P25116
P30291 Q9UKB1
P61981 Q8NEB9
Q07021 P38432
P41227 P11245
P09211 P21246
Q4LDE5 O15198
P51116 Q7Z6G3
Q08722 P63096
P56537 Q96B36
O76064 Q13868
P06746 Q04724
P49841 O75952
P50458 Q99967
O00141 O43524
O75593 Q13485
Q4LDE5 O95405
Q9H0C8 Q13418
Q96N46 Q15834
P04181 Q9NRR5
P06241 P48023
Q7LG56 P23921
Q96CW1 P51116
Q15836 P51572
O43707 P05556
P50616 Q15797
Q8TAA9 Q92997
P51608 P09429
P62805 Q9BZK7
O14543 P40189
Q13444 P12931
P17612 O00418
P06746 P18887
Q9BV40 O00161
P62380 Q15286
P48443 Q9NRX1
P63244 P20936
P56747 Q07157
Q96I24 Q96PU8
P69849 Q969V3
Q03014 Q04724
Q01362 P31749
Q9UBY0 P12931
Q58WW2 P36897
O00499 Q9Y2H0
O60896 P32241
O14775 O94810
P24928 Q15424
Q14005 O95967
P39687 Q66K89
Q9H8W4 Q9HC44
O95819 P19634
O75052 P98164
P61970 P37198
Q09472 Q13469
P02647 P02766
P41235 Q9NPJ4
O95967 Q8TCX5
O14646 Q13547
Q07954 P02649
O60381 O75446
P30281 P15514
O00587 Q04721
O60895 P32241
Q14416 P50148
P08670 Q5T3J3
P04049 Q96RT1
P30291 Q9Y297
Q96CS4 P52597
P36542 O43570
Q9UBF9 Q14315
Q9P086 Q9NWA0
P56524 O60673
Q5RKV6 O15116
Q9UBC3 Q13547
Q05586 Q9UQM7
Q9Y4K3 Q9UNM6
P21810 P15502
P84243 Q86X55
Q13444 Q5TCZ1
Q14055 Q8NC60
Q15750 Q9Y4K3
P15941 P25054
P11362 P05230
Q5RKV6 Q9H2M9
Q9Y239 P29466
Q9NYF8 Q07817
P49069 P08F94
O60500 P12931
Q96RU2 Q9HAW4
P51681 P04899
O15379 P37231
P29322 P20827
P49767 P35968
O95602 Q92688
Q14232 P05198
Q969H6 Q99575
P04637 O00231
P48357 Q13526
O15287 P51587
Q13352 P05106
Q12959 Q9ULV1
Q96JE9 Q13077
P21453 P09619
Q9NWN3 P36897
O95185 O95631
P63167 Q14204
P63208 Q9UKT4
Q14160 Q93052
Q01844 Q8WUY3
Q96RN5 Q15796
Q06190 Q5T6C5
P10828 Q15651
P25445 P15311
A6NMB1 Q06124
P10644 P00533
Q9Y297 Q15653
Q8N5U6 Q5T3J3
Q99418 P05107
Q15654 Q8N2X6
Q8TC92 Q05516
P14618 O95897
Q13619 Q16531
Q9NPJ6 O95379
Q7Z7C8 Q6P1X5
P22607 O76093
Q92934 P51812
Q86XR7 Q9Y4K3
O43561 Q08881
P19174 P20273
Q8WUH2 Q13485
Q96E35 Q99705
Q15118 P27348
P28482 P19438
O00463 P26842
P31785 P23458
P24821 P00533
O94985 O00213
Q8WXD5 P62316
P49768 Q04721
P14373 Q9H2F5
O95793 Q06787
O15552 P50148
P49768 P31150
O15230 Q02388
Q13309 P15923
Q5QJE6 Q92731
Q96MN2 O15111
P38435 P04070
O76075 O00273
P48058 P12814
P54257 Q9H079
Q9UM13 Q9UJX2
O95477 P50479
P04437 Q9UJU2
Q9NQX3 Q96FJ2
P04049 O43597
Q9Y3B2 Q9HAU5
Q9Y5B0 Q15208
P31371 P21802
Q13319 Q9UQM7
Q5RKV6 P11474
P54253 Q96RK0
Q0VDF9 P31948
Q12879 P12814
P68400 P04156
P21802 Q01668
Q14680 Q12972
P38432 Q9Y6D9
P52907 P23297
P21246 Q9NQZ2
Q05586 Q07157
P35372 P0DP25
P62807 P06454
Q13564 P05067
O75925 Q6PJP8
P06454 Q02539
Q6EEV6 P05412
Q9UKU6 Q06141
P12004 P13051
P12004 P27695
Q14524 Q8NI35
Q8IZD4 Q8IZH2
P32927 P40763
Q8IYF3 Q9P218
Q9BXS5 Q96CG3
Q15303 P15941
Q15785 Q9NPF5
O60869 P15336
Q15363 Q9BQQ3
Q9H211 Q13309
P51170 Q16623
Q08170 P54257
Q8N474 P56705
Q9UJY1 O95817
P05305 Q7L5N1
Q99759 P08238
P26639 P12081
Q13422 Q13547
P10827 Q02078
Q96PK6 P13010
Q99972 Q9BX51
P54253 Q969T4
P03372 Q6PML9
Q13310 P68104
Q15155 Q969V3
O14920 P08238
P06858 Q9P2H0
P36542 Q8NG27
Q9UIK4 Q15049
P24522 Q9Y6R4
Q93052 P56134
Q6PGP7 O15198
Q9H422 P25445
Q96EY1 Q06609
O60674 P26951
P62508 Q12796
Q9Y3P8 P62993
P15090 P08670
Q12834 P20248
Q15599 Q8IVM8
O60551 P04637
P10275 Q12778
Q9Y333 P31689
P10746 Q9NRR5
Q13835 Q08554
P61981 Q13595
Q13554 Q12879
P12931 P46527
Q09028 Q9UK53
O43921 P29317
Q15796 P35556
P48039 P04899
P62380 Q00403
Q16623 P30531
P15502 Q08397
Q8N3X1 O75051
O14745 O76082
P50552 Q9C026
Q16594 Q15544
Q03112 Q13547
O95721 P09564
P28482 Q05469
P63279 Q06787
P32456 P50453
Q9BTT6 Q12959
Q86U42 O95793
P35813 P13639
P09234 P08621
O14832 O00628
Q05516 Q9BXR0
Q04912 P26927
Q16787 P00750
P0CG47 P10636
Q92624 P05067
Q96SB4 Q14739
P12931 Q9Y6Q6
Q7Z6Z7 P04637
Q9NWQ8 P43405
Q9UQB8 O14514
Q9UHC3 Q8NI35
P56817 P07602
Q8WUW1 Q96F07
Q9UKR5 Q9NTW7
Q96PU8 Q93062
P55854 Q13618
Q13705 O14793
Q13571 O95208
P17948 O60462
P41143 P30679
O14543 Q99062
Q12952 Q13873
Q99627 Q9UNS2
O94805 Q13363
P05060 P27448
Q13485 P0CG47
Q00887 Q05209
P09429 O00206
Q9NRW3 P04278
Q6WBX8 O75943
Q15047 Q9UFN0
P49407 P08631
Q9H0T7 Q9UI14
P63279 P55854
Q13547 O43463
P42229 P23284
Q5VWK5 P40763
Q6VMQ6 P32780
P21246 Q9Y6H5
Q9BV40 Q16623
P68400 O15379
P63010 P49407
Q6KF10 P36894
Q9Y239 P42575
Q15119 O00141
Q9BY67 Q13368
Q9NWQ8 P20936
P08253 P17931
Q99638 P40692
Q92817 P01040
Q13547 P35232
Q9NZD4 P69905
O75689 Q01130
P51116 Q15834
Q7Z412 Q13608
Q04724 P42773
Q8TEY7 P40337
P51959 P00403
Q06124 P16471
O75344 P04406
Q15796 Q99615
P26641 Q9P2J5
Q99062 P06239
P26641 O95257
Q13705 P09529
Q9ULB1 O15018
Q9NRQ2 Q9BQ66
O95997 P31689
P78536 Q12959
P63208 Q9UMR2
P51452 P04085
Q56P03 Q9NRR5
Q24JP5 P11021
A0JLT2 Q9NWA0
Q06413 P08047
Q96IY1 P45973
Q96HF1 P56705
P25098 P49407
P16333 P48023
P35372 P21333
Q96ID5 Q8TF65
P30153 P32119
Q15796 Q13547
P20963 P06241
Q13137 Q9H0R8
Q00839 P06127
P51116 Q9Y2J4
Q9BQ66 Q8IYF1
P42224 P63244
P54259 P98095
P19387 Q6VMQ6
Q14160 Q9UDY2
P19634 O43745
Q9Y4C0 P55196
O43570 Q96GM8
P63244 P06241
P49588 P24534
P62487 Q6VMQ6
Q96ST3 P04637
P52292 P06454
Q92624 Q96ES6
P01579 P15260
Q9NRD5 P98172
P38432 Q8NHQ1
P12931 Q07954
P30154 O95684
P12931 P48023
P10124 O43765
Q96SB4 Q15424
P02647 P18428
Q15796 Q07666
Q9UKR5 P56282
O95273 O75791
Q86TC9 P35609
P09326 P06241
P02766 P08670
Q16520 O75971
P08700 P42336
Q96HA8 Q7Z6G3
Q14289 Q01844
P62330 P32121
P13686 P11161
Q11203 O15127
P30101 P01579
P50120 O95237
P51692 P10912
P55209 P04637
Q12988 Q6X4W1
Q12931 P06400
Q04917 O60565
Q9NP79 Q8WZ19
P56524 Q9Y618
Q9BTW9 Q13885
Q7L5D6 Q9P2H0
O00244 Q04656
Q03113 P19022
Q00587 Q9BPZ7
Q96R06 Q14990
Q92736 P13861
Q9UI14 P01112
P20618 Q9Y244
Q12988 O60896
Q9Y624 P55196
P62805 O75446
P11309 P34896
P04216 P06241
P68400 P07910
P30153 Q13033
P09471 P18825
P50552 Q93052
O14810 Q16623
Q96H86 Q9BQ66
P14784 P62993
O60260 P62253
P0CG47 P54252
Q15833 P62316
P05413 Q9UK41
P49662 P05067
Q92963 Q5T3J3
Q14005 Q13224
Q99584 P05230
P63096 P21554
P26447 Q13432
P13498 Q15080
Q99714 P05067
Q9Y624 O75970
P11172 P36957
O94776 Q16576
Q9NWT6 O15379
P23975 Q16623
P07339 O00585
Q92831 Q86UQ8
P48039 O14654
P84243 Q04725
P62937 P06400
Q9GZT8 Q9NTM9
Q15047 Q13310
Q8N4C8 Q92845
P07948 P15391
P17677 P0DP25
P23945 P11387
O95400 P14678
Q9Y6K8 Q9NRL3
P55211 O14727
Q13616 Q13309
P36575 P12931
Q15185 Q9UBF2
Q16514 Q92804
Q12879 O14936
Q9Y3C5 P0CG47
Q07954 P12757
Q13043 P02686
Q5RKV6 Q15024
P50406 P06241
P35222 P49810
P41240 P49407
P30153 O43815
P32004 Q15121
O43921 P29320
P30411 P12821
Q02641 O00555
P04632 P62879
Q13002 P35222
P57678 Q13137
Q96KG7 O60231
P07288 P12272
P35606 P48444
P02774 P62736
P56537 Q8TC92
Q05513 O76003
Q13895 P05787
P12931 P51636
Q8N6Q3 Q9Y2W7
P63279 P14672
Q92930 P12830
Q9UK17 Q9NS61
Q13765 Q96ID5
P55854 P49715
Q9UI14 P51148
Q16576 Q9UK53
Q9ULJ8 P31321
P26368 P11171
O75312 Q96SN8
P13984 P01100
P04899 P21554
P27797 P04114
O76083 Q96FC7
Q9UPR5 P62258
Q969H0 Q6ZRQ5
Q9UJY4 Q9NZD8
O75396 Q13190
Q05516 Q9BQ66
P17612 P35611
Q9HAJ7 Q99689
Q13347 Q04637
O95967 Q9NRQ2
Q99618 Q13616
Q8IU60 Q9UJ70
Q9BUE0 Q9H944
Q13315 P04637
P32927 P43405
Q9BWC9 Q5T3J3
Q9NQ94 P41238
P16284 P07947
O75342 P13647
Q6EEV6 Q15181
P07339 P22692
Q03113 P55291
Q96SN8 Q15078
Q9Y297 Q04206
Q969D9 P40763
P07339 P17936
Q9UJY4 O75074
P14618 P04049
Q9BUH8 Q8TBE0
Q9BQA1 P27348
P38936 Q6EMB2
P08865 P63220
Q86X55 Q15788
Q7L804 P25025
Q09028 P06400
P61978 P67809
Q8N8S7 Q9NYB9
P04899 P11229
P62993 P20273
O15399 P05129
Q06124 P42702
P05230 P19784
Q969H4 Q8NFZ8
Q7L2E3 Q12788
P11831 P19419
Q99967 Q16665
P50750 O43719
P30101 P40763
P28482 Q07666
P17948 O14786
Q04771 Q96AE7
P25116 P30679
Q8WX92 P01100
P47224 Q6YP21
P36894 Q15427
P15927 Q5T3J3
P24530 Q14344
P18847 Q96ID5
Q86X55 Q92793
P28336 P08949
P51681 P09471
Q13571 Q6ZVM7
O15399 Q13114
P08670 P61956
Q15389 Q02763
O75427 Q96ST3
P48730 P49810
O00264 Q12770
P00367 P63167
Q9Y6C5 Q99835
P07910 O00505
Q9BQ66 Q9P2Z0
Q9UKN8 Q92994
O60841 P47813
Q96G27 Q9H0M0
Q12809 Q6P1J9
P12643 Q13705
Q96DU3 Q06124
Q96B26 Q8IZH2
P29966 P07858
Q15327 Q86TC9
O60383 O60341
P16473 P23458
P68402 Q96BK5
Q16891 P48634
P56693 P61956
Q9UBW7 P23246
O43261 Q9NVJ2
P02686 P41743
P00167 P04798
Q15648 P04637
O15027 Q15436
Q6EEV6 P06753
P54259 Q14766
Q8WV28 P21854
P49842 P78395
O94812 O14514
P31751 Q96B36
P12931 P16671
P35346 Q9HD26
P41227 P18440
O60383 P62308
Q6ZYL4 P19447
Q15768 P54753
Q9GZM7 P61968
P14784 O14543
Q99933 P09619
P63096 P19235
P54253 P28676
P10242 P19338
O43521 Q07817
P08246 P54577
P00748 P04264
P08138 Q15628
P43405 P02730
Q86WC4 P49795
P35626 P35372
P32927 P08631
Q13571 Q9Y5J3
Q15544 Q10570
Q9UIA9 O43592
Q13555 Q96NW7
P48058 P46940
Q15910 Q15022
P00491 Q5T3J3
Q9NX52 P52799
P13569 Q02156
Q02156 Q96A00
Q15034 P62987
Q13077 P19438
O75420 Q13322
Q8WUH2 P37023
Q86XR7 Q14653
Q9UHC3 P27105
Q96G23 P27449
Q9NWQ8 P06241
Q99615 P21359
P04637 P17028
P16473 P04899
P43364 Q8N131
O14757 P0CG47
P35611 Q02535
P68400 P60983
Q658K8 P26641
Q99836 Q9UGK3
Q14190 O60260
P19784 P17096
Q15599 Q03431
P00167 P05093
Q99569 P33151
P11274 Q96ID5
Q9BTU6 P08962
P30519 Q15047
P51116 P35900
Q02641 P63167
P14672 Q66K74
Q99698 P27348
P38398 P46736
P07384 Q14896
Q9UI14 Q6ZVK8
Q05086 O14599
P78324 Q9C040
P50402 O43889
O60238 Q6NUQ1
Q16594 Q15542
P50552 O15162
Q7LG56 P04637
P09211 Q9NRX1
Q9BTK6 Q6ZW49
Q9UK73 P25445
P61956 P01100
P05771 P48551
Q9UGL9 Q9P2H0
P17028 Q13432
Q92994 P04637
Q03135 P35968
Q6VY07 Q9NZ52
O43236 O60260
P54253 Q92609
Q12933 Q9NRN7
P12544 P20700
P19174 P09327
P09104 Q5JVS0
P28223 P63096
Q9UJ70 Q9UI36
Q15819 Q9Y3A3
P24534 P12081
P05771 P61764
Q9P021 Q13885
Q9Y3D6 O00429
O15287 Q8N6Y0
Q92466 Q01094
O75177 Q09472
P52789 Q9UMX0
Q9P2H0 P82932
Q9UNP9 Q9HCS7
Q9HAV4 P68104
P09960 Q0P6H9
P55286 P35222
Q96BH3 P17542
P09382 P05556
O14775 O95897
P15407 O95751
Q9NYQ7 O43147
O00206 O95999
Q12778 P10276
Q14005 Q12879
P17600 P23297
P17252 P48058
Q8NA03 Q5JQC9
Q13156 P35244
Q8WUW1 Q9Y2A7
O43639 Q15427
Q99972 P01023
Q12959 O75084
P51948 Q5RL73
Q03154 Q99614
Q9Y490 P05556
P43403 O43561
P21333 P32121
O14964 Q9UMX0
Q8WTR7 Q14493
Q86X76 O95405
P36508 Q13547
P51681 P08754
Q04771 P62979
Q9BTV7 P04637
Q96RD7 Q99572
Q15102 Q9GZT6
Q04724 O00231
Q9UQQ2 P20963
P17096 P32519
Q02363 Q5T3J3
Q99741 P38936
Q15124 P11532
Q9Y239 P49662
Q13148 Q9UKY1
Q07666 P29350
P38432 Q58EX7
P32856 P61764
O14910 Q13224
P11802 P38936
P18505 Q07021
P41252 P41250
Q01844 Q9Y467
Q06330 Q99466
