Q8TBF5 B3EWG3
Q14515 O60397
Q6H3X3 Q0VAA2
P15391 P0C7M6
P09919 Q6UX27
P62195 Q9Y519
P62195 Q8WY41
P58062 P55291
P58062 Q8TEL6
Q8IZW8 Q9BU20
Q8IZW8 Q8N3F9
Q9HC47 Q8TAW3
Q9HC47 Q9Y228
Q9HC47 Q6UWM5
Q96G91 Q5QP82
Q9UPW6 Q8WXA2
P51589 Q15561
P51589 P17020
P51589 C9JN71
Q29980 Q15165
Q29980 O14763
Q9BV99 Q96LD1
Q9BV99 Q6UXU0
Q9NQX3 P08709
Q9NQX1 Q96I76
Q5T681 P07766
Q5T681 Q4VC05
Q5T686 Q92968
Q9BX70 Q9UFF9
P20941 Q9BZP6
P20941 Q7LDG7
P20941 Q8IUR7
A6NHG9 Q8NFG4
A6NHG9 Q9Y2K5
Q7L2K0 C9JJH3
P54750 Q8TF08
P54750 Q53QV2
Q4AE62 Q494R0
P49639 Q13907
Q86VE3 Q86UD0
P61081 Q8N2U0
Q8NA69 D6REC4
O60481 Q8IV16
O60481 P56557
Q9Y6C9 Q8N6K7
Q9Y6C9 Q2VPB7
Q9Y6W8 Q9NPY3
Q9Y6W8 Q8WU79
Q9NZV6 P14598
Q9NZV6 Q96JK4
Q9NZV6 Q9H977
O60488 P12109
O60488 P36956
Q9NZV5 P60509
Q8WWB3 Q96ST8
Q9NZV1 Q9UKH3
Q8N5L8 Q9BVJ6
Q5PR19 A0PJZ0
Q8WWB5 O14862
Q96IX9 Q8N7H1
Q96IX9 P56817
Q96IX9 Q9UBQ7
P23942 Q969W8
Q6UX07 Q9HAH1
Q6UX07 Q8TE23
Q6UX07 Q16610
P25024 Q92784
P25024 Q6ZMV9
P25024 Q8WY64
O00192 P13945
O00192 O95070
P25021 P82970
Q9UHM6 Q6UXE8
Q9UHM6 Q17RG1
Q6PKH6 Q96PU4
Q6PKH6 Q9BSK4
Q8NDZ0 Q13572
Q9BPZ3 Q13489
Q9BPZ3 Q6UWL2
Q5TCX8 Q96EW2
Q5TCX8 Q8N0W5
Q9NTJ4 P02008
Q9NTJ4 Q9UK28
Q9NTJ4 A0PJW6
Q96R09 Q8NG27
Q96R09 P02533
Q96R09 O94880
Q6AZW8 Q6ZQT0
O43677 C9J442
O43677 P33316
O43677 P55103
O43677 Q9HA47
Q12891 Q2TAA2
Q12891 Q9NSY2
Q12891 P01019
Q12891 Q8NF86
Q12893 Q86WG3
Q12894 Q8N1V2
Q12894 O95671
Q12894 Q5BJE1
O76062 Q8N302
Q8N5Y8 P20585
Q15323 Q5DT21
Q9P2C4 Q9UKD1
Q9P2C4 Q96KR4
Q15326 O43399
Q15326 P01880
Q15329 Q8N2K1
Q15329 P0C025
O00338 P35790
P05107 Q4KMZ1
Q8IXM7 Q16667
Q8IXM7 P57771
Q13946 Q8J025
O95168 Q96AA8
O95168 A0PG75
P06132 Q494U1
P06132 Q8IZF5
P06132 Q6NV74
Q13948 P60328
Q9BRP1 P84090
Q9BRP1 Q6ZMV7
Q9BRP1 A0FGR9
Q9BRP4 P43116
P51636 Q13948
P0C024 Q9BZ68
Q6ZMB0 Q9Y6F1
Q6ZMB0 Q5XG87
Q9BY11 Q8IZS7
P00492 O75534
P00492 P08590
P02652 O75900
P02652 P23327
P02655 Q1ED39
P02655 P33032
P02655 P49326
P02655 Q9NRF9
P02654 Q9BSW2
P02654 Q9NPE2
P02654 Q96PK6
P02654 A0PK11
Q96EW2 Q9HCC9
P34130 Q9BVL4
P15882 Q7KZN9
P15882 O14972
Q6ZMB5 P59044
Q6ZMB5 O00429
A6NNX1 Q70EL3
Q96QC0 Q5JS54
Q96QC0 P28068
P43362 P0DP71
P60022 P18621
P60022 P60709
Q6ZU67 Q8IXB1
Q6ZU67 Q96KJ9
P53985 Q92563
Q5T653 O43763
Q6P1S2 O43189
Q9Y247 Q8TC21
P24557 P17252
P24557 O60224
Q9Y240 Q08629
Q9Y243 Q8TD06
Q9Y243 Q3LI66
Q9Y242 P49223
P0C0E4 Q16829
Q9UBP6 Q9BZL4
Q9Y248 Q9NP84
Q99828 O75911
Q8N9H9 Q8N4C9
Q8N9H9 P13725
Q5SQH8 O14792
Q5SGD2 Q10586
Q7M4L6 Q9Y5J6
P27797 Q2TB18
Q01538 Q9Y394
Q8NC26 L0R8F8
Q8NC26 Q6P2C8
Q8NC26 Q9UHV8
Q4QY38 Q71U36
Q01534 O00237
P24046 Q02641
Q7Z5W3 Q3MJ13
Q7Z5W3 Q9UC07
Q7Z5W3 Q9Y573
P60369 Q8NB16
P60369 Q68CR7
P60369 Q8NDZ2
P60369 O00337
Q9UBN4 Q3KQV9
A0A0A0MT36 Q8TDC3
Q6ISB3 P28066
O95988 Q70EL4
A2A2V5 Q10567
O43808 Q12982
P16860 Q99578
Q15813 P02814
Q15814 Q8IVU1
Q6IN84 O00221
Q8N488 P55285
Q8N954 P0DPA2
Q8N954 Q9Y4H4
Q8N957 P26599
Q8N957 Q9BYG3
Q86UG4 Q58DX5
Q9BXU7 Q5JTV8
Q9BXU7 O15263
P01308 Q5QJ74
P01308 Q9NV88
Q86VE9 Q8N9S9
Q93038 O95274
P53367 O60259
P53367 O95218
P53367 Q17RB0
Q9BXU1 Q12948
Q9BXU1 O95045
P53365 Q8N4Q0
P53365 Q9P0K8
Q9BXU0 Q9UNH6
Q14498 P47902
Q9Y228 O75475
A1L429 P14784
Q8TEV8 Q8WU08
Q8TEV9 Q16181
Q8NEA5 Q8N988
Q8NEA5 Q8NB91
Q9Y5Z7 P26927
Q9Y5Z7 Q9BQ04
P46937 P53794
P46937 O43908
Q92753 A0A0B4J1X5
Q9BXU9 Q8TEV8
Q9BXU9 P08620
Q9BXU9 A6NJY4
O43900 O00746
P56851 Q99755
P56851 Q8WTS6
P0DJ07 O75762
P0DJ07 Q8NFH4
Q6UWF9 O15479
Q5VTD9 P59991
Q5VTD9 Q96GS4
P55345 P51513
P55345 Q8NGC8
Q92750 Q8IWL3
P55344 Q9UGU5
Q6ZSZ6 Q8NGL9
Q6ZSZ6 Q86UW2
Q6ZSZ6 Q9Y5R4
O75325 Q13951
O75325 Q9H7Z7
Q8TCP9 Q9BWK5
P82921 Q9HCJ2
P82921 Q9H7L9
P82251 Q9H2Z4
A8MVZ5 O75251
A8MVZ5 Q96P63
P20813 Q8ND82
P20813 Q8IWT6
P41181 Q8N8U2
P41181 Q8NDZ0
Q99611 Q86W74
Q9ULS5 Q8WTZ4
Q9ULS5 Q9UDX5
Q8WTR7 Q8WW36
Q96DL1 A0PK00
Q96DL1 P0DMV8
P63104 Q9Y473
Q8IWF7 Q9UJX6
Q13308 Q9P2T0
A6NFQ2 P31513
A6NFQ2 P03971
A6NFQ2 O43251
Q13304 C9JPN9
Q96QS1 Q9UMQ3
O43895 P49356
Q9Y651 P20645
Q9ULV5 P07902
Q9ULV5 Q9NYM4
Q9ULV4 P52797
Q9ULV4 Q96HM7
Q9ULV4 O60704
P61160 Q6XD76
P61160 Q8IZI9
Q9ULV8 Q6EEV6
P61163 P47974
P36894 P24588
P36894 Q16676
Q96LM6 Q8NFZ3
Q96LM6 A8MTY0
Q96LM6 Q969G9
Q96LM6 Q9UKW4
Q6P474 Q9UFN0
Q8TBX8 P62277
Q96N53 Q9Y4C5
Q8IU60 Q495T6
Q8IU60 O43581
Q8IWE5 A6NND4
Q8IWE5 P08134
Q6Y2X3 Q99439
Q6Y2X3 Q9H4I0
Q6Y2X3 Q5MNZ9
Q6Y2X3 P83859
Q6XYB7 B3SHH9
Q6XYB7 Q12824
Q1T7F1 Q9H9L4
Q9P0Z9 Q14511
Q8WXH2 O75452
Q8WXH2 Q5J5C9
Q155Q3 Q8N8R5
Q6NXE6 P29084
Q6NXE6 P08686
P17026 Q15486
P0DP42 Q9BRK5
P0DP42 Q709F0
Q8NCX0 A0A0C4DH72
Q8NCX0 P05120
Q8NCX0 Q9Y6F9
P16260 Q5VWG9
Q5T4F4 Q8N3S3
Q5T160 Q8N801
P30559 P49641
Q8N7C4 Q8TB52
Q8N7C4 O75689
Q8N7C7 P07738
Q8N7C7 Q16548
Q8N7C7 Q16661
Q6U7Q0 Q16568
A0A0B4J2D9 Q9NP74
A0A0B4J2D9 Q9BWU0
Q9UJV3 Q86UP9
Q96GT9 Q9Y5S1
Q03701 Q6ZSY5
Q03701 Q5VT40
Q96HZ4 O75530
Q8WWN9 P01584
Q8WWN9 P28566
Q8WWN9 Q63HQ0
Q8WWN9 P08218
Q8NHA8 Q969K4
Q8NHA8 P51956
Q8NHA8 Q8NHW3
O15197 P11177
Q9HB58 Q8N1D5
Q9HB58 Q5W064
Q9HB58 Q6PEW1
Q8TDM0 Q9Y2J2
Q9HB55 Q99811
Q92759 Q5T953
Q9UL17 Q8TCB0
Q8N8G6 Q9BXY4
Q8N8G6 Q8TD91
Q01850 P60606
Q8N8G2 Q3KP31
Q8N8G2 Q9Y2H1
P09104 P46952
P09105 P07333
P09455 Q9BS18
Q5H9E4 Q9P2H3
Q5H9E4 Q53EV4
Q5H9E4 P32942
P16671 O43186
P16671 Q86Y46
P16671 Q8IYV9
Q8NBZ7 Q9UI10
Q8NBZ7 P21397
Q9BT88 Q6ZNC8
Q9BT88 Q2M3A8
Q9BT88 P60891
Q9BT88 Q8WWB5
Q8NBZ9 Q9H714
Q9BVI0 Q8WW01
P21796 Q8N859
Q9BVI4 O94907
P02489 Q6PHR2
P02489 Q75VX8
P02489 Q8WXB4
O14579 Q96CP7
O14579 Q5TH74
P58549 O60296
P58549 O95208
P58549 C9J1S8
P49841 P48065
P49841 Q9UF47
P49841 Q6UWI2
P49841 Q9UG56
P49840 P49908
P49840 P51788
P23246 P57075
Q687X5 O95838
Q687X5 Q8TDG2
P58546 P0C7N8
P0DMV8 Q0P651
Q86UV6 Q5TGJ6
Q9NVA2 P01833
Q9NVA2 A8MYZ0
P0DMV1 Q9NP97
Q6ZVS7 Q8NB25
Q6ZVS7 O15335
Q9UL12 P10912
P0DMV2 Q92914
Q9NQC7 Q9Y312
Q9NQC1 Q9P272
Q9H8W5 Q6UXG3
Q9H8W5 Q69YN2
Q9H8W4 Q5JNZ5
Q4W4Y0 Q96RQ9
P62277 B2RU33
Q96CG3 Q7L622
Q9UQR0 Q8NCW5
Q9UQR0 P61165
Q9UQR1 P30533
Q9UQR1 O00217
Q9UQR1 Q86VY4
Q9UQR1 Q86XK3
P43119 Q8NEP9
Q9ULT0 P01242
Q9ULT0 Q03111
Q5VT66 Q76B58
P43115 P40198
P43115 Q96N38
Q6P9F5 Q8TC26
Q6P9F5 Q9NZH7
Q6P9F5 Q7L1I2
Q9Y508 O00230
Q9H3F6 Q8N5X7
Q3I5F7 P31152
A6NHA9 O75309
A6NHA9 P54277
Q9Y6J8 P42166
O60733 Q9H320
O60733 Q8IV03
Q9Y6J6 P23258
Q9Y6J6 Q15018
Q9NPY3 Q8NGK0
P78536 Q13607
P78536 Q8NGB6
P17813 Q5VWP2
P17813 Q9GZX9
P17812 Q14699
P17812 Q14814
Q5MJ68 Q8NEF9
Q5MJ68 O15498
Q969T9 Q8N2F6
O95394 Q6UXT9
O95391 Q9NZC7
O95391 Q86TX2
O95393 Q9H0R5
P06307 Q8IXS6
P06307 A8MUV8
F2Z3M2 Q9HCN3
P59533 P56192
P59533 Q96P56
O95398 P61081
O95398 P49642
P17900 O95677
Q9H469 Q8NGP9
Q9H461 Q969E4
Q9UBS0 P56279
Q8TF39 P02766
Q8TF39 Q8IUW5
Q8TF39 Q96CP7
Q9NRC1 Q86UA1
Q9NRC1 C9JQI7
Q8TF32 Q96A25
Q8TF32 Q6ZUK4
P14136 P50225
P14136 P63132
Q8TF30 Q6UXF1
Q8TF30 Q96C36
Q9P286 P00156
Q9P283 Q6UXS9
Q6ZT98 Q53FD0
Q6ZT98 Q9NXU5
Q8N565 Q9H069
Q8N565 Q13938
Q59EK9 Q6UXV1
Q9P289 A6NH00
Q9P289 P0C7X3
Q96LD4 O15296
Q9UIW0 O00204
Q9UIW0 P47887
Q9UIW0 P20132
P0CF74 Q6TFL4
P0CF75 Q9HBT7
P0CF75 Q9BUZ4
Q9HAY2 A8MPY1
Q9HAY2 Q96PE5
Q9HAY2 A6NHQ2
O94842 P54709
O94842 Q5T6V5
Q9H4K1 Q9NVQ4
Q9H4K1 O60232
Q02556 Q96PU5
Q9P0J1 P07101
Q12972 Q6WRX3
Q5SWX8 Q9BS18
Q5SWX8 Q9HCE1
A6NI03 Q9NP55
A6NI03 Q8NGE7
P10092 Q8IUK5
Q9H1X3 H3BU77
Q6ZUS6 Q86SE8
Q6N063 Q9UKF5
Q6N063 O15254
Q09MP3 P0DMT0
Q9H115 Q9P2G1
Q6RFH5 Q9UFP1
Q6RFH5 Q496J9
Q02080 P52888
Q02080 P16220
Q02779 O75896
Q9H307 O00625
P07237 Q9C0B0
Q8N1B3 Q96P47
Q8N1B3 Q13126
P16070 P78383
Q9P246 Q9H228
P0C7P1 Q96D09
Q96PN8 P29803
Q96PN8 Q68D42
Q9H305 D6RBQ6
Q2TAL6 P46778
Q2TAL6 Q53H82
Q8WYR4 Q6ZST4
P58304 Q9BPU9
P58304 Q9H1A3
Q96MB7 Q15067
Q96MB7 Q5H9M0
Q96MB7 P28482
Q96MB7 Q14324
Q16772 O43581
Q9UNW8 Q6MZZ7
P49146 P48651
Q2TAL5 Q6RSH7
Q14684 Q6UWD8
Q14680 Q6UXV4
Q14680 Q6NVV7
Q14681 Q8N684
Q14681 Q14493
Q14681 P07355
Q8NG48 P62341
P16383 P09919
Q6GQQ9 P0DOX8
Q6GQQ9 Q6P6B1
Q8NB91 Q9Y5J5
Q8NGP4 Q02040
Q8NGP4 Q96I51
Q8NGP4 Q9H4W6
O14807 Q8WU66
O14807 Q05639
O14804 Q9H857
O75437 O15255
O75437 Q7LGC8
Q2M3T9 P54107
Q96P63 Q9NRG4
Q96B26 Q9Y2W7
Q96B26 Q12959
Q96B26 Q13206
P50219 Q969J5
P50219 P48544
Q9UPU9 O75387
P36406 Q8WZ69
P36404 Q9NVV2
P36404 Q7Z7F0
Q8WZ71 Q8N987
Q8WZ71 P40425
Q5TA31 Q9H3R1
Q5TA31 Q9Y226
Q6ZNK6 Q14244
Q6ZNK6 Q6NUS8
H0Y7S4 P22570
H0Y7S4 O75718
O60930 P33897
Q9NXF8 Q7Z4G1
O60939 Q13516
Q68DY9 Q8WXG1
P22310 P0DI80
P22310 P61572
Q9UBQ7 P78385
Q9UBQ7 O60284
Q9N2J8 P16422
Q9N2J8 P18433
Q9UBQ5 Q12852
Q9UBQ5 Q6IQ49
Q9UBQ5 Q9H4R4
Q9H714 Q7L8W6
Q9H714 P62256
Q9UBQ0 O76014
Q9UBQ0 Q9P0K7
Q9UBQ0 P34998
Q9UBQ0 Q9H0B8
Q9UBQ0 Q13794
P10767 Q5H9I0
P10767 Q9UBD0
P10767 Q9BYE7
Q7Z3H4 Q9NSQ0
Q7Z3H0 O60512
Q7Z628 Q8IUC0
Q969H9 Q5TA77
Q969H9 Q8NDC0
Q969H9 Q6IAA8
Q01113 Q969M1
Q01113 Q08050
Q01113 Q92633
Q7Z624 Q9UBL6
Q7Z624 P49758
Q7Z624 P56545
Q969H8 Q5SRH9
Q969H8 Q05923
Q969H8 Q9BXP5
Q6ZSG2 P34130
Q6ZSG2 Q96PI1
Q6ZSG2 P00750
A2A3K4 Q9P0I2
A0A075B6J9 Q14953
A0A075B6J9 Q9NR55
P12236 Q9P2F9
P12236 Q5TB30
Q96EA4 Q13247
Q96EA4 Q6PEV8
P12235 Q7Z402
Q9UKK6 Q96EV8
Q9UKK6 Q9BUB5
Q9NZT1 P06280
Q9NSA2 Q9NXJ0
Q9NSA2 Q9H693
P0C7N8 P78356
P61201 P25089
P61201 Q7Z6K5
P61201 P30044
P17036 Q8N9E0
P17035 Q9H7F4
O95006 Q10587
O95006 O15066
O95006 Q10586
P13727 Q8N1L9
P13726 Q9NVR5
P13726 Q86Z20
Q14CZ8 P59551
Q8WTQ7 B2RXF0
Q8WTQ7 Q96PC3
Q59H18 Q9BUT9
Q59H18 Q8NG76
Q8WTQ4 Q9UL51
Q8WTQ4 O95069
Q8WTQ4 O94901
Q8WTQ4 Q71UI9
Q6UX46 P78368
Q8WTQ1 P49221
Q8WTQ1 Q9BU40
Q8WTQ1 P36776
Q6UX65 Q6UY18
Q8IUF1 Q5RKV6
Q8IUF1 Q92858
Q8NDX9 Q8N9R8
Q8NA23 Q96LP6
Q6UX40 Q93075
Q6UX40 Q9P0K7
Q6UX40 Q17RC7
Q6UX40 Q9BZY9
Q8NDX5 Q9Y2C5
Q8NDX5 A8MTL0
P05161 O43312
P05161 P0DP91
P05164 A4D2B0
P05164 Q96GR2
P05164 Q8NGR5
P05165 Q8NG97
P05165 Q5SQ64
P22314 Q9BZE2
P22314 Q9BYT1
Q9HB89 Q14258
F8W1W9 Q5W0A0
Q8NH53 P31146
Q9UL16 P30039
Q9UL16 Q6JVE6
Q9UL16 O15442
Q9UL16 Q9Y275
Q96I13 P17181
Q96I13 Q3SXM0
Q9P2E5 Q01453
Q9P2E5 Q9BXP2
Q9P2E5 Q8NHX4
Q9P2E7 Q9BT17
O00154 P43361
O00154 Q9Y448
Q9P2E8 Q8N8D7
P0C7N5 Q9NR64
P0C7N5 Q9UQC2
Q9UL18 A6NDL7
Q9UL18 Q8NEW7
O00311 Q9NUG6
O00311 O94818
O00311 Q9BU20
O00311 Q8N4H5
O95140 Q9H772
Q9H8G1 Q86WR6
Q7L7V1 P25685
Q7L7V1 Q99946
Q9NP64 Q96LU7
Q9NP64 Q9NS28
Q9NP66 Q8NGE5
Q9NP66 Q3B7J2
P38117 Q9H2C0
Q9NP61 Q8N1N2
Q9NP61 Q9H0A3
Q9NP61 Q16678
Q7Z4M0 Q12968
Q7Z4M0 Q9C0H5
Q5JPH6 Q8N8E1
Q5JPH6 Q96JX3
Q5JPH6 Q5SZB4
Q9H6Y7 P42166
Q6AZZ1 Q9BQ08
Q6AZZ1 P60891
Q6PJT7 P61619
O14603 P28702
C9JRZ8 Q6ZVS7
Q96EU6 Q58FF3
Q96EU6 O43447
Q9UKF6 Q7Z5S9
Q9UKF6 P55000
Q9UKF5 O95859
Q9UKF5 Q96IM9
Q9UKF5 O96005
Q9UKF5 P78423
Q9UKF2 Q9UJJ9
Q9UKF2 C9JDP6
Q9UKF2 Q12918
Q9UKF2 Q9H244
Q96QA5 Q8IV16
Q96R27 Q96DZ5
P0C263 P01909
Q5TGI4 Q9NYL5
Q5TGI4 Q9UJM8
P60006 Q86SG2
P60006 O94988
Q9Y6F7 Q9NQF3
Q9Y6F7 P41143
O15382 A6NLU0
O15382 Q8NEM0
Q6ZU45 P15328
Q6ZU45 F8WFD2
Q6ZU45 P04798
O15381 P35625
O15381 A0A0B4J1V2
O15381 P60604
P78329 Q9NW07
P78329 Q96G74
P78329 Q658N2
P78325 Q9NP70
Q9Y265 Q8TA86
Q9HBE5 P0DKB6
Q9HBE5 Q96MF0
Q9HBE5 Q9NS75
Q9Y262 O43159
P15144 P31639
Q9UKY3 Q5JWF2
Q15431 Q9Y600
Q15431 A6PVY3
Q9H8G2 P60568
Q9H8G2 Q9BS40
Q5KU26 Q96LL4
Q5KU26 Q9NX24
Q5KU26 Q9NWC5
Q8NGL2 Q96NR3
Q8NGL2 Q14DG7
Q8NGL2 Q16674
Q6IMI4 O00469
Q6IMI4 O14745
Q8WTW4 Q7Z2Z2
Q14258 P59037
Q14258 Q9H0U3
Q14258 P48050
Q13496 A8MVA2
Q8NGL3 Q9H808
P09661 P49862
P09661 Q13571
P09661 Q3KNT7
P09661 A2RUU4
Q5VWJ9 Q96RI8
P54709 Q9UBB4
Q9UKY7 Q13308
Q9UKY7 Q9H3S1
P09669 Q9UEW8
P09669 I3L273
P09668 Q16666
O95970 P0C7P4
O95970 Q5SY13
Q6ZMJ2 Q8NGL4
Q13495 Q8NHS0
Q13495 Q9BRJ7
Q6ZMJ4 Q0VDE8
Q9H7U1 Q9NPF7
Q9H7U1 Q8IVK1
Q7Z5Q1 A6NK06
Q7Z5Q1 Q8IYN0
O43824 Q86Y37
P02675 Q07325
O43827 Q3LI81
Q13491 Q14393
Q9C040 Q9NRM0
A7XYQ1 Q13057
Q5QNW6 Q9BRD0
Q5QNW6 Q8WWF5
Q96RA2 G3V211
Q96RA2 Q06547
O43772 A0PJX0
O43772 Q8IZD0
Q5TC84 P28070
Q5TC84 O95758
Q5TC84 Q9H6L2
A8MWP4 O60496
A8MWP4 Q15345
O43776 O95302
Q9P2N5 A0AVI4
Q92784 Q03405
Q92786 P22748
Q92781 Q6ZMR3
Q92783 O75143
Q92782 P11168
P46734 Q9Y312
Q9BXU3 A8MTZ0
Q8NEC7 P42898
Q8NEC7 P16519
Q9Y3C1 P22760
Q9Y3C0 Q05586
Q71SY5 Q5T6V5
Q71SY5 Q99497
P35575 P50238
Q92995 O14625
Q92995 P63172
Q99807 O43678
Q99807 O95528
Q99807 Q96FA7
Q99808 Q96QH2
Q8TET4 P00739
P0CJ69 Q9Y4R7
P0CJ68 Q06033
P0CJ68 O60645
Q86TD4 Q5TC04
Q86TD4 O00230
Q86TD4 O96015
Q96JG8 P57053
Q96JG8 Q86SE5
Q8N5C6 Q12870
Q8N5C6 P43353
Q8N5C6 Q9BRK0
Q7Z6W7 Q86YF9
Q7Z6W7 Q8IWX7
Q5VZ52 Q13501
Q5VW00 Q6PXP3
Q5VW00 Q15633
Q7Z6W1 Q9UK39
Q8WV83 Q8WUI4
Q9C0B0 P78369
Q9C0B0 P47884
Q8NGY2 Q8NFH3
Q8NGY2 Q9NS68
Q8NGY2 Q09328
Q8NGY2 Q5T2T1
Q8NGY2 Q8IUH4
Q13098 Q13952
Q13099 O43759
Q13099 P35408
Q9BQS6 B4E2M5
P14091 Q12836
P14091 P52740
Q8NGY5 Q9Y2D4
Q6P047 O95081
Q6P047 Q13398
Q13094 Q9NUU6
Q8N976 P14651
Q8N972 O14960
Q8N972 A4D161
Q5JPI3 Q15349
Q6S5L8 Q9BTV4
Q5JPI9 P19622
Q5JPI9 C9JPN9
Q5JPI9 Q6DN90
O75167 P68106
P0DN24 Q9H3D4
A8MVX0 Q9NRX4
Q9NRW7 Q96D70
Q9NRW7 P46776
Q32MQ0 Q96DS6
Q13324 P54803
Q8IXW0 A8MQ11
Q8IXW0 Q9Y5Q0
P23527 Q13363
P23527 P17844
P23528 Q9H156
O00488 Q9H0R6
Q9Y5U9 P20339
Q9Y5U9 Q5SRD1
Q9Y5U9 O75618
Q00839 Q8N257
Q03938 Q9P2T0
A0A0B4J1U3 Q8N543
Q9Y5U2 Q6WCQ1
Q9Y5U2 Q96P71
Q9Y5U2 P54284
Q9Y5U5 Q96JL9
Q8IUY3 Q6UXL0
Q8IUY3 Q9Y231
Q8IUY3 Q8WVQ1
Q8IUY3 Q96J87
Q68D42 Q9UPM6
Q9BYE3 P0CG12
O14543 P11086
O43488 P01880
P19387 Q8TF32
P19387 Q9Y573
Q8N608 P16473
Q8N608 Q9Y663
Q8N608 P22087
Q9ULT6 Q15768
Q9ULT6 Q99436
Q9ULT6 P69891
O95125 Q9UBK5
O95125 P16619
O95125 Q53FE4
Q9P2G3 P48023
O15547 P54753
O15540 O43264
Q9H9R9 P49279
Q9H9R9 Q8NGQ1
Q9H9R9 A8MV72
Q96R47 Q9H7T3
Q96R47 Q7Z4T9
P31277 Q13516
Q9NVJ2 Q8TBF5
Q9NVJ2 Q9UEW8
Q8NC51 A2RUH7
Q9HCJ6 O60759
Q9HCJ1 Q15759
Q8NC56 P16066
Q9HCJ3 Q5VVM6
Q96BD8 Q16853
Q96BD8 Q9UP65
Q96BD8 Q9NVR2
Q7L0L9 Q9NRI5
O14548 Q7Z2T5
O14548 P23141
Q96EH8 Q9P015
Q8WXF8 Q8NCW0
Q8WXF8 P35236
Q96EH3 Q9UGC6
Q8WXF7 Q9P0R6
P40259 Q495M9
P40259 O94991
Q8WXF5 Q96DX4
Q8WVF1 Q658K8
Q8WVF1 Q5JRS4
Q8N1Y9 P23443
Q86SM5 Q8IUF1
P22695 Q9P255
P22694 Q9H3J6
Q9NR97 Q6PI25
A6NLP5 Q7Z6Z6
Q8N7A1 P20151
Q9H2P9 Q96F85
P48764 P0DKB6
P48764 O94760
P48764 Q8WZA1
Q9HB71 Q8NEU8
Q9H0R3 P13501
Q9HB75 P09564
Q9HB75 Q9H0W7
Q9NPI9 Q9P1U1
Q9NPI9 P02795
Q9H0N5 Q96FC9
Q9H0N5 P06576
Q6P2C8 Q9H9V4
Q9BW11 Q8N442
Q9BW11 Q9Y5I1
P01701 Q7L7L0
P01701 Q08AM6
P01701 P60510
P07148 Q9BWP8
P07148 Q9BYC5
Q07444 Q4G0X4
Q07444 Q9Y572
Q9BSF8 Q6UW32
O14639 Q9UKR8
Q9NSB4 O75556
Q96K21 P63162
Q8N8E1 Q8NHH1
Q8N8E1 Q8TAP4
Q8N8E1 Q5M775
Q8N8E2 Q9NPF7
Q8N8E3 Q9UBZ4
Q8N8E3 P03905
Q9BVW6 A6NKD9
Q9BVW6 Q2TAL5
P51956 Q96G25
P56277 A0A0B4J2A2
P51955 Q9P0J0
P51955 P20073
P51955 Q2Y0W8
P51955 Q9NUJ7
P56278 Q13356
P51959 Q07002
P51959 Q9ULZ2
Q9BYF1 Q9NUS5
Q86UE8 Q6UYE1
Q86UE8 Q9UKJ0
Q8NBT2 Q14602
Q8NBT2 Q5MJ70
P07498 P42658
P07498 Q6P5Z2
Q5SXH7 P50406
Q8IYA7 P82933
P49863 Q6PKG0
P49863 Q8IVM0
P49863 Q08289
P49862 Q9HAY2
P49862 Q5SYC1
P49862 P40937
Q6ZPA2 Q96RT8
Q6ZPA2 Q12906
Q6ZPA2 Q86XR8
Q9Y696 Q13619
Q9Y697 Q5JSH3
Q9Y694 Q14123
Q9Y694 Q9NUN5
Q8IYX4 P53708
Q8IYX3 Q07617
Q8IYX1 Q0P641
Q8IYX1 Q15661
Q86UX7 P23490
Q86UX7 P60763
A0AV02 P16662
A0AV02 Q8IZF7
Q86UX2 P33260
Q9NQA5 P0C617
Q00587 Q13554
Q07912 Q5JUR7
Q07912 P54619
P29966 O15350
P29966 O00294
Q9Y680 Q9BTV7
Q9Y680 Q8TCI5
O00764 A5PLK6
O00764 P55198
Q9P1J3 Q401N2
Q9P1J3 Q9BWH2
P28562 Q8NFI3
Q9H4I3 Q12889
Q9H4I3 Q8N196
Q8TBZ8 O60613
Q86VZ2 O14683
Q86VZ2 O75355
Q7Z3S7 Q9H4M3
Q7Z3S7 Q6UXL0
Q7Z3S7 Q8N6M5
Q08ET2 Q6UXN7
Q6P1N9 Q6UB35
Q6P1N9 Q9BQQ3
Q9HDD0 Q9H426
Q7L2R6 Q9NQ33
Q7L2R6 Q9HB55
Q7L2R6 Q8WYN0
Q7Z3S9 O00254
Q7Z3S9 C9JG80
Q9BZL4 O60507
P08254 Q8N3H0
P08254 Q08AI6
P08254 P01742
O75829 Q969F9
Q08209 Q9WJR5
Q08209 Q6ZRC1
Q08209 P22794
P0C7P0 P29536
P0C7P0 Q96AQ1
Q9Y689 Q86VI1
O75531 Q7L7L0
O75821 O75340
Q8TAU3 Q8N4F4
Q8TAU3 Q8WWX9
Q8TAU0 Q5T7R7
Q00056 Q5R387
Q00056 A6NNN8
Q86YW5 P02765
Q9Y6L7 Q8NGC0
A5D6W6 C9J3I9
Q9Y4Y9 P10643
Q9Y4Y9 O60225
Q9Y4Y9 O43581
Q9Y4Y9 Q504Y2
P28698 O60884
Q8N814 Q96T83
Q8N814 P08473
Q8N814 Q5QFB9
P0DMT0 Q96PB1
P25490 Q9H1J7
P25490 Q08AG7
P25490 Q96BN6
Q58F21 P05305
