Q9NQ79 Q15555
O76041 Q08379
O76041 Q9NSC5
O76041 Q9BRK4
O76041 Q9Y6D9
O76041 Q8TD10
O76041 Q86Y26
O76041 Q13077
O76041 Q12933
O76041 P14373
Q53EZ4 Q6UXH8
Q53EZ4 Q8IYX8
Q53EZ4 O60941
Q53EZ4 Q86YD7
Q53EZ4 Q0D2H9
Q53EZ4 O14964
Q53EZ4 Q9BVG8
Q53EZ4 Q15014
Q53EZ4 Q8WUM4
Q53EZ4 Q9UBV8
Q53EZ4 Q3KR16
Q53EZ4 Q96T49
Q53EZ4 Q9P2K3
Q53EZ4 O00560
Q53EZ4 Q9Y2D8
Q53EZ4 Q15561
Q53EZ4 Q92734
Q53EZ4 Q99816
Q53EZ4 A5D8V6
P78364 P35226
P78364 P35227
P27918 O76036
Q9P2A4 Q9H6L4
Q9P2A4 Q13515
Q9P2A4 Q96L14
Q9P2A4 Q9C0F1
Q9P2A4 O60941
Q9P2A4 P62993
Q9P2A4 Q86YM7
Q9P2A4 Q9NSC5
Q9P2A4 Q63ZY3
Q9P2A4 Q6ZU52
Q9P2A4 Q6P597
Q9P2A4 Q9NSK0
Q9P2A4 Q15323
Q9P2A4 P43365
Q9P2A4 O43639
Q9P2A4 Q9BVL2
O00463 Q9H8Y8
O00463 Q13287
O00463 P54725
O00463 O00560
O00463 P55735
O00463 Q92956
O00463 Q13114
O00463 Q9Y4K3
O00463 Q6FIF0
Q9BRR0 Q9BRK4
Q9BRR0 P57086
Q9BRR9 Q14192
Q9BRR9 P62993
P35398 P14136
P35398 P51843
Q9Y6I3 Q96CS7
Q99661 Q15691
Q6NT76 Q9H672
Q6NT76 Q9H257
Q6NT76 Q9HC52
Q6NT76 O75553
Q6NT76 Q8NE31
Q6NT76 Q96NE9
Q6NT76 Q92993
Q6NT76 Q8TBB1
Q6NT76 Q9H213
Q6NT76 Q9UBU8
Q6NT76 P78356
Q6NT76 Q13131
Q6NT76 P54646
Q6NT76 Q9H788
Q6NT76 A0AVT1
Q6NT76 P12956
Q6NT76 O43167
Q6NT76 Q9Y3M9
Q6NT76 Q8TAU3
Q6NT76 Q9P0T4
Q6NT76 Q96SQ5
Q96P71 O96018
Q6VVB1 O95278
O75969 Q7Z569
O75969 P13861
P62136 P31749
P62136 O15169
P62136 Q99459
P62136 P12830
P62136 Q6PJW8
P62136 Q96S65
P62136 Q9H175
P62136 Q92796
P62136 P55199
P62136 O00566
P62136 Q96QC0
P62136 Q96KQ4
P62136 Q8WUF5
P62136 Q5SWA1
P62136 Q86WC6
P62136 O75864
P62136 Q96SB3
P62136 P60484
P62136 P06400
P62136 Q9H788
P62136 Q8TEC5
P62136 Q9HCH5
P62136 Q14C87
P62136 Q13625
P62136 Q8TEL6
P62136 Q9Y2W2
P62136 Q9HBF4
P68400 P19784
P68400 Q13547
P68400 O60282
P68400 P50222
P68400 P29590
P68400 Q6ZNA4
P68400 Q99496
P68400 Q08945
P68400 Q96MF2
Q9H165 Q8NEA9
Q9H165 P25800
Q9H165 Q15014
Q9H165 O43639
Q9H165 O43167
Q15834 Q7Z3B3
Q15834 Q04695
Q15834 P02538
Q15834 Q16512
Q15834 Q96NG3
Q15834 Q8TBZ8
Q15831 Q16543
Q15831 Q13451
Q15831 P07900
Q15831 P08238
Q15831 O95835
Q15831 Q96L34
Q15831 Q7RTN6
Q15831 Q9C0K7
Q15831 Q8NFZ5
Q15831 Q9NNW5
Q7KZI7 P10636
Q7KZI7 Q9BYG4
P53618 P56945
P53618 Q9UH99
P53618 O94972
Q8TEX9 P49716
P23769 Q13643
P23769 Q08379
P23769 Q6A162
P23769 Q7Z3S9
P23769 P17947
P23769 Q13077
P23769 P36406
Q9Y3S2 Q2I0M5
Q9Y3S2 Q9H9D4
Q9Y3S2 Q96EG3
O43353 Q13490
O43353 Q13489
O43353 Q9BX69
O43353 Q9HC29
O43353 Q13114
O43353 P98170
Q8NFH8 O00499
Q8NFH8 P62993
O75340 Q13561
O75340 Q8WUM4
O75340 Q9UBV8
O75340 Q9NRY6
O75340 A5D8V6
Q5VZ18 P10275
P23760 P20265
P23760 P56693
Q05655 Q9BXL7
Q05655 P06241
Q05655 P19878
Q05655 Q9H3D4
Q13153 Q14155
Q13153 P21127
Q13153 Q8N1N5
Q13153 Q9Y2X7
Q13153 P53667
Q13153 O43639
Q8N7W2 Q9C0F1
Q8N7W2 Q96Q77
Q8N7W2 P26196
Q8N7W2 Q969R5
Q8N7W2 Q9NX58
Q8N7W2 Q9UBU8
Q8N7W2 Q15014
Q8N7W2 Q9GZT8
Q8N7W2 P11309
Q8N7W2 Q13427
Q8N7W2 Q9Y2K6
Q13362 O96017
Q13362 Q00987
Q13362 P67775
Q13362 P30153
Q13362 P30154
Q13363 Q9H6U6
Q13363 P55273
Q13363 Q76N32
Q13363 Q49AN0
Q13363 P56545
Q13363 Q9BXL5
Q13363 Q14526
Q13363 P09067
Q13363 Q13422
Q13363 Q9Y4X4
Q13363 O43474
Q13363 P45984
Q13363 Q13131
Q13363 Q15583
Q13363 Q63HK5
Q13363 Q8N895
Q9Y5Q3 O14867
Q9Y5Q3 O75444
Q13368 O14910
Q13368 Q9HAP6
Q9UFB7 Q92997
Q6PEY2 Q13287
Q16254 Q5TKA1
Q16254 Q08999
Q16254 Q14186
Q9ULH1 Q13191
Q9ULH1 P46108
Q9ULH1 Q14247
Q9ULH1 P06241
Q9ULH1 P62993
Q9ULH1 P08631
Q9ULH1 P16333
Q9ULH1 Q96B97
Q9ULH1 P12931
P48059 Q13418
P48059 O43639
P48059 Q15404
P03372 Q03989
P03372 Q92841
P03372 P17844
P03372 O00429
P03372 Q92731
P03372 Q9Y3R0
P03372 Q92993
P03372 Q9BQ69
P03372 Q00987
P03372 Q13330
P03372 O94776
P03372 Q9BTC8
P03372 P60660
P03372 P19838
P03372 P06401
P03372 P27986
P03372 P53041
P03372 P55345
P03372 Q04206
P03372 Q96HI0
P03372 P29353
P03372 P08047
P03372 Q02447
P03372 P12931
P03372 O15164
P03372 Q8N895
Q9NU63 Q96Q77
Q96EL3 Q9UKT9
Q96EL3 O00139
Q96EL3 Q9Y2D8
Q96EL3 Q86VP1
Q96MN9 P54253
Q96MN9 O75553
Q96MN9 Q08379
Q96MN9 Q6A162
Q96MN9 Q9Y5V3
Q96MN9 Q12933
Q15583 O15169
Q15583 Q9Y2T1
Q15583 P56545
Q15583 P29590
Q5T4B2 P49639
P31150 Q8TBB1
P31152 P08238
P48443 Q13133
P48443 P10276
P48443 P13631
P48449 Q99828
Q9Y2D4 O00471
Q9Y2D8 O94929
Q9Y2D8 Q9H257
Q9Y2D8 Q9UJX2
Q9Y2D8 Q53EZ4
Q9Y2D8 Q9UER7
Q9Y2D8 Q14240
Q9Y2D8 Q32MH5
Q9Y2D8 Q9NW38
Q9Y2D8 Q96NE9
Q9Y2D8 Q08AF8
Q9Y2D8 Q92993
Q9Y2D8 Q9P2K6
Q9Y2D8 P19012
Q9Y2D8 Q15323
Q9Y2D8 Q6A162
Q9Y2D8 P25791
Q9Y2D8 P00540
Q9Y2D8 Q96EL3
Q9Y2D8 Q8IXK0
Q9Y2D8 Q16512
Q9Y2D8 Q13131
Q9Y2D8 Q16385
Q9Y2D8 Q99909
Q9Y2D8 Q9BSW7
Q9Y2D8 Q9UBB9
Q9Y2D8 O95985
Q9Y2D8 O94972
Q9Y2D8 Q8IWZ5
Q9Y2D8 Q9BYV2
Q9Y2D8 P61964
Q9Y2D8 Q9P2S5
Q9Y2D8 P98170
Q9Y2D8 O43167
Q9Y2D8 Q15973
Q9Y2D8 P17036
Q9Y2D8 Q8TAU3
Q9Y2D8 Q96SQ5
Q9Y2D8 Q3KQV3
Q9Y2D8 O43309
Q5JVL4 Q8IYA8
Q5JVL4 Q5JST6
Q5JVL4 Q9NRA8
Q5JVL4 Q08379
Q5JVL4 Q9NSC5
Q5JVL4 Q9UKT9
Q5JVL4 Q8WVF5
Q5JVL4 P19012
Q5JVL4 Q04864
Q5JVL4 Q9NR46
Q5JVL4 Q12933
Q5JVL4 Q15654
Q5JVL4 O96006
Q01831 P41208
Q01831 Q92466
Q01831 P19447
Q01831 P54727
Q15937 P14373
A0AVK6 Q96AV8
A0AVK6 Q13643
A0AVK6 Q12800
Q9H3D4 Q8TDN4
Q9H3D4 Q96J02
Q9H3D4 Q05655
Q9H3D4 Q9UPW6
Q9H3D4 Q13625
Q92997 O75689
Q92997 P48730
Q92997 P49674
Q92997 O14640
Q92997 Q8NE31
Q92997 Q8TAE8
Q92997 P57682
Q92997 Q53G59
Q92997 Q9Y608
Q92997 Q9UBU9
Q92997 P78337
Q92997 Q96MT3
Q92997 O43395
Q92997 Q9NQZ2
Q92997 Q96MU7
Q92997 Q9UFB7
Q92997 P10074
Q92997 Q9H9D4
Q92997 Q8TAU3
Q92997 Q3KQV3
Q9Y383 Q92624
Q9Y383 Q96SB4
Q9Y383 P78362
Q9NRD5 Q9NR81
Q9NRD5 P78348
Q9NRD5 Q16515
Q9NRD5 Q6P1J9
Q9NRD5 Q96LK0
Q9NRD5 Q7L775
Q9NRD5 Q96MH2
Q9NRD5 Q9NP66
Q9NRD5 Q03933
Q9NRD5 Q92551
Q9NRD5 Q7L273
Q9NRD5 Q8NEH6
Q9NRD5 Q7Z6G3
Q9NRD5 Q9BYU1
Q9NRD5 Q15560
Q9NRD5 Q9H0C1
Q9NRD5 Q86UD4
Q8IYT4 P35609
Q9H8Y8 Q96HD9
Q9H8Y8 Q08117
Q9H8Y8 Q7L4P6
Q9H8Y8 Q13191
Q9H8Y8 Q9UJX2
Q9H8Y8 Q16555
Q9H8Y8 Q9H596
Q9H8Y8 Q8TAK5
Q9H8Y8 Q08379
Q9H8Y8 Q7L273
Q9H8Y8 Q9BVG8
Q9H8Y8 Q17RB8
Q9H8Y8 O76083
Q9H8Y8 P57086
Q9H8Y8 Q6ZVD7
Q9H8Y8 Q9BXF9
Q9H8Y8 P17752
Q9H8Y8 Q13077
Q9H8Y8 Q12933
Q9H8Y8 Q9BUZ4
Q9H8Y8 O00463
Q9H8Y8 O00635
Q9H8Y8 P40222
Q9H8Y8 O43829
Q9H8Y8 Q9UQR1
Q86UT6 P49411
P20794 P10275
P20794 Q9UM11
Q8IVT2 Q8TAP6
Q8IVT2 Q9UKT9
Q8IVT2 P25800
Q8IVT2 Q6NUQ1
Q8IVT2 Q12933
Q6UXB4 Q13347
Q5SW96 P63010
Q5SW96 P31273
Q8IX06 Q9UBU9
Q8IX06 Q04864
Q8IX06 Q8IYF3
Q8IX06 Q9BUZ4
Q8IX06 Q96MX3
Q8IX07 P15976
Q8IX07 P49841
Q8IX07 Q09028
Q9P2Y5 Q14457
Q9P2Y5 Q8NEB9
Q9P2Y5 Q6NUQ1
Q9P2Y5 Q92622
Q9P2Y5 Q9Y371
Q9P2Y5 Q96AX1
O60711 P31274
O60711 P25800
O60711 Q494U1
O60711 Q8N3L3
O60711 Q9P202
Q9Y6H1 Q08379
Q9Y6H1 Q9UKT9
Q9Y6H1 Q15323
Q9Y6H1 Q6A162
Q9Y6H1 Q969G2
Q9Y6H1 Q04864
Q9Y6H1 Q9BYV2
Q00013 Q9Y2J4
Q00013 Q53G59
Q00013 Q96CV9
O60716 Q7Z6J6
O60716 Q8NC69
O60716 Q6IQ23
Q9Y2Y9 P43694
Q9Y2Y9 Q13523
Q969Z0 Q13137
Q969Z0 Q969L2
Q969Z0 Q9UBB9
Q15691 Q96GD4
Q15691 Q8NHY3
Q15691 Q99661
Q15691 Q9Y448
Q15691 P25791
Q15691 Q15555
Q15691 Q9UPY8
Q15691 P54274
Q15691 Q12815
Q13111 P83916
Q13111 Q13185
Q13111 P45973
Q13111 Q99684
Q13111 Q9UIS9
Q13111 P16333
Q13111 P27986
Q13111 Q04864
Q96FE5 Q08379
Q96FE5 P14373
Q13118 P08047
Q494X3 P50222
P52757 O43639
Q96QU8 P37198
O95429 Q03989
O95429 Q9NPI6
O95429 Q99615
O95429 P34931
O95429 P54652
O95429 Q9P0N9
O95429 Q96M29
O95429 Q99816
Q9H4E7 Q9NRA8
Q9H4E7 Q96AQ6
Q9H4E7 O15162
O94829 Q15699
O94829 Q9UBX2
O94829 Q6RFH8
O94829 Q9BYU1
Q8TD31 Q9NYB9
Q8TD31 Q9H257
Q8TD31 Q68D86
Q8TD31 Q8IYE1
Q8TD31 Q01850
Q8TD31 Q53EZ4
Q8TD31 Q9Y2V7
Q8TD31 Q96EV8
Q8TD31 Q5JST6
Q8TD31 A1L4K1
Q8TD31 Q08379
Q8TD31 A6NEM1
Q8TD31 P19012
Q8TD31 P08727
Q8TD31 Q2M2I5
Q8TD31 Q7Z3Y8
Q8TD31 Q15323
Q8TD31 Q6A162
Q8TD31 Q9Y6D9
Q8TD31 Q9NPJ6
Q8TD31 Q15742
Q8TD31 O14777
Q8TD31 Q9GZM8
Q8TD31 P37198
Q8TD31 Q86Y26
Q8TD31 O75928
Q8TD31 Q969G3
Q8TD31 Q9Y2D8
Q8TD31 O75478
Q8TD31 Q969V4
Q8TD31 Q9UBB9
Q8TD31 P06753
Q8TD31 Q13077
Q8TD31 Q12933
Q8TD31 P14373
Q8TD31 Q9BZW7
Q8TD31 P40222
Q8TD31 Q8N3L3
Q8TD31 Q8N6Y0
Q6NX45 Q9BUH8
Q6NX45 A1L4K1
Q6NX45 P14136
Q6NX45 Q08379
Q8NDH3 Q12800
Q9BWX5 Q9Y5V3
P52292 P63010
P52292 Q9NP66
P52292 P05412
P52292 Q14974
P52292 Q6A162
P52292 Q9BRK4
P52292 Q9Y5V3
P52292 P40692
P52292 P37198
P52292 Q86Y26
P52292 P46063
P52292 P29034
P52292 P06703
P52292 Q9UH99
P52292 O75478
P52292 Q9BYV2
P52292 Q8N6Y0
Q9NWB7 Q8IUH5
P04049 P31749
P04049 P15056
P04049 P49368
P04049 Q16543
P04049 P08238
P04049 P11021
P04049 Q02750
P04049 P36507
P04049 Q12968
P04049 Q13177
P04049 P09619
P04049 P14618
P04049 P06400
P04049 Q13188
Q16401 P62191
Q16401 P35998
Q16401 Q12800
Q9UHI6 P57678
O43765 Q15848
O43765 O95816
O43765 P46379
O43765 P35070
O43765 Q9BXJ1
O43765 Q9BXI9
O43765 Q8N6L0
O43765 P55291
O43765 P09603
O43765 Q12805
O43765 O95967
O43765 Q9Y624
O43765 Q9Y680
O43765 P28799
O43765 P48723
O43765 P02538
O43765 Q6ISS4
O43765 Q96AQ6
O43765 Q9UN74
O43765 P23284
O43765 P45877
O43765 P04843
O43765 P10124
O43765 Q9BT88
O43765 Q9H2B2
O43765 P02786
O43765 P01135
O43765 Q9NX94
Q96S59 Q9NRI5
Q96S59 Q9Y463
Q03519 Q03518
Q14938 Q2TAL8
Q14938 Q8N883
Q8NG66 P51955
Q12798 Q8NA72
Q12797 Q8NFU4
O94776 P03372
O94776 Q13547
O94776 Q17R98
P09913 P09914
P09913 O14879
Q14515 Q99972
P09914 P09913
P09914 O14879
P62195 P19447
P62195 O76015
P62195 Q6A162
P62195 Q9BRP4
P62195 Q53GL0
P62195 P35998
P62195 P43686
P62195 P62333
P62195 Q13200
Q6ZNE5 Q14457
Q6ZNE5 Q8NEB9
Q8IZW8 P19474
Q9UPW6 Q8TBN0
Q9NQX1 Q99684
Q9NQX1 Q13547
Q5T681 Q6A162
Q9UQM7 Q13557
P49639 Q9H2G9
P49639 Q5T4B2
P49639 Q9H2X0
P49639 P27658
P49639 A8MQ03
P49639 Q86UW9
P49639 P15976
P49639 P14770
P49639 P28799
P49639 Q5T749
P49639 Q15323
P49639 O76014
P49639 O76015
P49639 Q6A162
P49639 P78385
P49639 Q92802
P49639 Q7Z3S9
P49639 P40425
P49639 O75360
P49639 Q9UGC6
P49639 O76081
P49639 O00560
P49639 O43463
P49639 Q8IV04
P49639 Q8N5G2
P49639 Q13077
P49639 Q8IWZ5
P49639 Q2TAL6
P49639 B2RUY7
Q9NZV8 Q9NZI2
Q9NZV8 Q9NS61
Q9NZV5 P16333
Q96IX9 Q01850
Q96IX9 Q08379
Q96IX9 P54257
Q96IX9 Q96ED9
Q96IX9 P19012
Q96IX9 Q15323
Q96IX9 O76015
Q96IX9 Q6A162
Q96IX9 Q9BRK4
Q96IX9 Q12933
Q96IX9 P36406
Q96IX9 Q8N6Y0
O00198 Q07021
Q8WTS6 Q96RI1
Q8WTS6 P06400
Q8WTS6 Q04206
Q6UX06 Q8N6L0
Q6UX06 Q9Y239
Q6UX06 Q9HC29
Q13330 P03372
Q13330 Q13547
Q13330 Q92769
Q13330 Q13422
Q13330 P05412
Q13330 O00505
Q13330 Q6A162
Q13330 Q9BRK4
Q13330 Q7Z3S9
Q13330 Q09028
Q5TCX8 O15111
Q13228 Q15645
Q6AZW8 O00560
Q12891 Q13643
Q12891 Q9HAT8
Q15323 Q9NYB9
Q15323 Q9P2A4
Q15323 Q08117
Q15323 Q96IX9
Q15323 Q9H6L4
Q15323 O95671
Q15323 Q9BZE9
Q15323 Q7Z3C6
Q15323 Q9ULK2
Q15323 P35070
Q15323 Q9NVV2
Q15323 Q53TS8
Q15323 Q9H257
Q15323 Q8NEF3
Q15323 Q96LX7
Q15323 P20138
Q15323 Q86Y33
Q15323 Q07002
Q15323 Q86X02
Q15323 Q86XR8
Q15323 Q8IYX8
Q15323 Q8NHQ1
Q15323 Q8IYR0
Q15323 Q9Y6H1
Q15323 Q86WW8
Q15323 O60941
Q15323 Q8IYI6
Q15323 Q86YD7
Q15323 Q969U6
Q15323 Q9Y223
Q15323 P56524
Q15323 O14964
Q15323 P49639
Q15323 Q96MM6
Q15323 P10809
Q15323 Q9BT40
Q15323 Q9BVG8
Q15323 Q07866
Q15323 Q9NSK0
Q15323 Q2WGJ6
Q15323 P35908
Q15323 P13647
Q15323 P02538
Q15323 P04259
Q15323 P48668
Q15323 Q3SY84
Q15323 Q5XKE5
Q15323 P05787
Q15323 Q14533
Q15323 Q9NSB4
Q15323 P78385
Q15323 P61968
Q15323 Q17RB8
Q15323 P00540
Q15323 Q9HC98
Q15323 Q16512
Q15323 P14222
Q15323 P54646
Q15323 Q8WUK0
Q15323 Q96JH8
Q15323 Q9P2K3
Q15323 Q9C0C4
Q15323 Q92529
Q15323 Q969G3
Q15323 O95863
Q15323 Q9BV90
Q15323 Q9BUD6
Q15323 Q9Y2D8
Q15323 Q9BUZ4
Q15323 Q12815
Q15323 Q99816
Q15323 P40222
Q15323 Q8N6Y0
Q15323 Q64LD2
Q15323 Q9BQ24
Q15323 Q15973
Q15323 Q9UQR1
Q15323 P17024
Q15323 Q5MCW4
Q15323 Q7Z3I7
Q15323 Q9UC07
Q96I34 Q08117
Q96I34 P62140
Q96I34 Q15654
Q15326 P36941
Q15326 Q13114
O00444 Q9H8V3
O00444 Q14241
O00444 O15060
O00339 O15265
P05106 P08514
P05106 P06756
P05106 P18031
P05107 P00519
P05107 P20702
P05107 Q7Z3S9
P05107 P35241
Q9BRP0 Q8TF50
Q9BRP4 P62195
Q9BY11 Q9UNF0
Q9BY11 Q9UKS6
Q9BY11 Q9NUX5
P15882 O43639
Q96QC0 P62136
P43362 Q9UKG1
P43360 Q6NSI1
P43360 Q8N5M1
P43360 Q96FG2
P43360 O00471
P43360 Q32MH5
P43360 Q8TAE8
P43360 Q8NA54
P43360 Q2WGJ6
P43360 Q8N3X6
P43360 Q8TD10
P43360 O43639
P43360 Q08499
P43360 Q9P2K3
P43360 P61513
P43360 Q9HCY8
P43360 Q9H788
P43360 O95219
P43360 Q13190
P43360 Q12899
P43360 Q13263
P43360 O75386
P43364 Q49A88
P43364 Q86Y33
P43364 P42772
P43364 Q96AJ1
P43364 P31146
P43364 P68400
P43364 Q68CQ4
P43364 P09067
P43364 Q92613
P43364 Q13330
P43364 Q96JH8
P43364 Q9H788
P43364 Q7Z614
P43364 Q15560
P43364 Q9BQ70
P43364 Q9NXH9
P43364 Q9Y2K6
Q9Y243 Q16543
Q9Y242 Q08379
Q99828 P48449
Q8NC26 Q8N3C7
Q8NC26 Q2KHM9
Q8NC26 O95198
Q9UBN4 P20591
Q6ISB3 P61968
P16860 Q6A162
P16860 Q7Z3S9
Q99614 Q9H4P4
P53365 Q96MT8
P53365 O14964
P53365 Q8WYH8
P53365 P19012
P53365 Q969L2
P53365 Q9BYV2
P53365 Q8N6Y0
Q9Y228 Q8N6L0
Q9Y228 Q8IUY3
Q9Y228 Q9GZM8
Q9Y228 O43586
Q9Y228 Q9BRV8
Q9Y228 P23497
Q9Y228 Q9Y6E0
Q9Y228 Q5VSL9
Q9Y228 O43815
Q9Y228 Q13033
Q9Y228 Q9UBB9
Q9Y228 Q9NQ86
Q9Y228 Q9BTA9
Q14494 Q9NS37
Q14494 O15525
Q8NEA9 Q13422
Q8NEA9 Q92993
Q8NEA9 P0CW20
Q8NEA9 Q9BRK4
Q8NEA9 P50222
Q8NEA9 Q13077
Q8NEA9 P36406
Q8NEA9 Q8N6Y0
P46937 O15169
P46937 P35222
P46937 Q92841
P46937 O95835
P46937 Q02750
P46937 Q13131
P46937 O14544
P46937 P28347
P46937 Q15562
P46937 Q15561
P46937 O15350
O43900 P00519
O43900 P06241
Q5VTD9 Q99435
P55345 P03372
P55345 P06400
Q05639 Q969K4
Q05639 Q14166
Q8WUP2 Q8TAP4
Q8IVI9 Q05193
Q8IVI9 P11362
P41182 Q08117
P41182 Q9H2G9
P41182 Q86XK2
P41182 Q08379
P41182 P56524
P41182 Q9UKV0
P41182 Q9BVG8
P41182 P0CW20
P41182 Q8IUQ4
P41182 Q13077
P41182 Q96RU7
P41182 O15156
Q8WTR7 P49760
Q8WTR7 Q8WV44
Q8WTR7 Q3KQV3
Q8WTR7 O43309
Q13308 P35222
Q13309 P61024
Q13309 Q13616
Q13309 P28562
Q13309 Q9UM11
Q13309 Q13415
Q13309 P62877
Q9ULV5 Q96MT4
Q9ULV4 Q9BR76
Q9ULV3 Q9P0V3
P36896 P08238
Q8WXH5 O43559
Q8WXH5 P62993
Q8WXH5 Q92569
Q8WXH5 Q9BXM7
Q155Q3 O14641
P55036 P62191
P55036 Q13200
P55036 P54725
P55036 P54727
P55036 Q9UMX0
P55036 Q9UHD9
P55036 Q9Y5K5
Q8NCX0 Q08379
Q8NCX0 P37198
Q5T4F4 Q14318
Q9BUI4 P14373
Q9UJV3 Q8WXE1
Q9UJV3 Q5PSV4
Q9UJV3 Q13137
Q9UJV3 Q9HC52
Q9UJV3 Q96M95
Q9UJV3 Q8IYX8
Q9UJV3 O43602
Q9UJV3 Q68CQ4
Q9UJV3 Q14241
Q9UJV3 Q32MH5
Q9UJV3 Q86YD7
Q9UJV3 Q96NE9
Q9UJV3 Q96IK5
Q9UJV3 Q08379
Q9UJV3 Q9H8Y8
Q9UJV3 P09067
Q9UJV3 P17482
Q9UJV3 Q9UKT9
Q9UJV3 Q9BVG8
Q9UJV3 Q7Z3Y8
Q9UJV3 Q8N6U2
Q9UJV3 Q03252
Q9UJV3 Q8TBB1
Q9UJV3 Q96CN5
Q9UJV3 Q9H7H0
Q9UJV3 O15344
Q9UJV3 P00540
Q9UJV3 Q9UBU9
Q9UJV3 O43395
Q9UJV3 Q9P2K3
Q9UJV3 Q9UNE2
Q9UJV3 O00560
Q9UJV3 O95863
Q9UJV3 O75558
Q9UJV3 Q9BSW7
Q9UJV3 Q15560
Q9UJV3 O95985
Q9UJV3 P14373
Q9UJV3 Q8IWZ5
Q9UJV3 Q9BYV2
Q9UJV3 Q9BZW7
Q9UJV3 Q9H3U1
Q9UJV3 O43167
Q9UJV3 Q9BQ24
Q9UJV3 P17028
Q9UJV3 Q8TAU3
Q9UJV3 Q8IYI8
Q9UJV3 Q8TBZ8
Q9UJV3 Q96SQ5
Q9UJV3 Q9H7X3
Q9UJV3 Q6NX45
Q9UJV3 Q8NCA9
Q9UJV3 A8K8V0
Q9UJV3 Q3KQV3
Q9UJV3 Q9UGI0
Q9UJV3 O43309
Q8WWN9 Q15438
Q8WWN9 Q99418
Q8WWN9 Q9UIA0
O15197 Q9GZT8
O15197 Q7Z3S9
O15197 Q04864
O15197 Q9HCM9
Q9Y2F9 Q96N21
Q01850 Q96IX9
Q01850 Q53TS8
Q01850 Q86X02
Q01850 P56524
Q01850 Q7Z3B3
Q01850 Q9BVG8
Q01850 Q15014
Q01850 Q16512
Q01850 Q9P2K3
Q01850 Q9H788
Q01850 Q969G3
Q01850 Q9NU19
Q01850 Q9BT92
Q01850 P36406
Q01850 P40222
Q01850 Q8N3L3
P09104 Q9BSI4
Q9BT88 Q92624
Q9BT88 O43765
Q9BVI4 Q13422
Q9BVI4 P19012
Q9BVI4 Q8N6Y0
O14579 Q5JST6
Q06455 Q9P2A4
Q06455 Q0VDD7
Q06455 Q8IYA8
Q06455 Q96BA8
Q06455 Q5JST6
Q06455 Q12929
Q06455 Q9NSC5
Q06455 O60711
Q06455 Q9BRK4
Q06455 P50222
Q06455 Q9GZV8
Q06455 P08047
Q06455 Q8NA61
Q06455 O75558
Q06455 Q8IWZ5
P49841 P31749
P49841 P31751
P49841 O15169
P49841 Q96G01
P49841 P35222
P49841 Q9NYF0
P49841 O75398
P49841 Q13144
P49841 P13807
P49841 P10636
P49841 P17612
P49841 Q01201
P49841 O95863
P49841 Q6J9G0
P49841 Q14134
P49841 Q8IX07
P49840 O15169
P49840 O75398
P49840 P08238
P49840 Q8IUH5
P0DMV8 Q9NUX5
Q86UV6 P78424
Q86UV6 Q04864
Q9H173 Q9UMX0
Q9NQC7 O95786
Q9NQC7 Q96J02
Q9NQC7 Q71U36
Q9NQC1 Q9H8Y8
Q9NQC1 Q8WYH8
Q9H8W4 Q96HD9
Q9H8W4 Q9NPI1
Q9H8W4 Q9C0F1
Q9H8W4 Q86UW9
Q9H8W4 Q9NVF7
Q9H8W4 Q9BZ67
Q9H8W4 Q96JM7
Q9H8W4 Q02750
Q9H8W4 P10644
Q9H8W4 Q6UXX9
Q9H8W4 P23297
Q9H8W4 Q99584
Q9H8W4 Q9Y4K3
Q9H8W4 Q8TD17
Q9H8W4 Q9P0T4
Q9UQR0 P24941
Q9UQR1 Q8NHQ1
Q9UQR1 Q05D60
Q9UQR1 Q9H8Y8
Q9UQR1 Q15323
Q9UQR1 Q8IUQ4
Q9UQR1 Q9UDY6
Q9ULD0 P40763
P43699 P16333
Q9H3F6 Q8WZ19
Q9H3F6 Q13829
Q53H54 Q8TBB1
O60733 Q9BVN2
O60733 Q86XT4
P78536 Q12959
P17813 P08648
P17813 P05556
P17813 P02750
O95391 Q8NHQ1
O95391 Q08379
O95391 Q6A162
O95391 Q9BRK4
O95391 Q9H2H8
O95391 O43395
O95391 Q13435
O95398 Q13370
Q9H469 Q9HCE7
Q9H469 Q9HAU4
Q8NFF5 Q04864
Q8NFF5 O00560
P14136 Q08117
P14136 Q13490
P14136 Q8IYR0
P14136 P17661
P14136 Q08379
P14136 P13646
P14136 P19012
P14136 P08727
P14136 P25791
P14136 P00540
P14136 Q9UBU9
P14136 O75928
P14136 P35398
P14136 Q96HL8
P14136 Q8IYX1
P14136 Q9UBB9
P14136 P14373
P14136 P08670
P14136 Q6NX45
Q9P286 Q9H6L4
Q9P286 Q8N5M1
Q9P286 Q9H257
Q9P286 Q96CN9
Q9P286 O60504
Q59EK9 Q9H6L4
Q59EK9 P26196
Q59EK9 P60228
Q59EK9 O15481
Q59EK9 O00560
Q59EK9 Q9BSW7
Q59EK9 Q8TAU3
Q59EK9 Q96SQ5
Q96Q35 O75716
Q9P289 Q9P2B4
Q9P289 Q08379
Q9P289 Q5VSL9
O94842 Q01449
Q99496 P35226
Q99496 O00257
Q99496 O95503
Q99496 O95931
Q99496 Q9HC52
Q99496 P68400
Q99496 P0C0S8
Q99496 Q9H7Z6
Q99496 Q9BSM1
Q99496 P35227
