proteinA,proteinB,interaction
P46965,P53045,1
P46965,P53337,1
P40548,P46965,1
P46965,P47154,1
P28496,P46965,1
P35723,P46965,1
P46965,P36057,1
P25087,P46965,1
Q04697,P46965,1
P46965,P38428,1
P46965,P14906,1
P40350,P46965,1
P37020,P32912,1
P28496,P38286,1
P40548,P28496,1
P28496,P35723,1
P28496,Q12181,1
Q12142,P35724,1
P36062,P38264,1
P36062,P38286,1
P28496,P36062,1
Q06551,P36062,1
P36051,P38264,1
P38286,P36051,1
P36051,Q12402,1
P36029,P28496,1
P06783,Q08215,1
Q02774,P32368,1
P32368,P87284,1
P40548,P32368,1
P32368,P36057,1
P32368,Q12402,1
P40445,P36035,1
P36034,Q12372,1
P36032,Q03455,1
P36164,Q05521,1
P36164,P41544,1
P36164,P54070,1
P41800,P38264,1
P41800,P25358,1
P41800,P36029,1
Q12164,P38264,1
P38286,Q12164,1
Q12164,P40548,1
P40544,Q12164,1
P35723,Q12164,1
P36057,Q12164,1
Q12164,P14772,1
Q12164,Q04697,1
Q03554,Q12164,1
Q12164,P53633,1
Q12164,P11655,1
P31379,Q07824,1
P39551,Q07824,1
Q07824,P38264,1
P16661,Q07824,1
Q07824,P38286,1
Q07824,P38361,1
P25358,Q07824,1
P38992,Q07824,1
Q07824,P33767,1
Q07824,P37267,1
P23968,Q07824,1
P38842,Q07824,1
P38875,Q07824,1
P35723,Q07824,1
Q12445,Q07824,1
P32353,Q07824,1
Q04697,Q07824,1
Q07824,Q02795,1
P38428,Q07824,1
Q07824,P53584,1
Q07824,P14906,1
P32842,Q07824,1
P38286,P23900,1
P32386,P40073,1
P41909,P32386,1
Q12372,P38264,1
Q12372,P53332,1
Q12372,P53337,1
Q12372,P40548,1
Q12372,P46996,1
Q12372,P35723,1
Q04697,Q12372,1
P38286,Q07904,1
P25358,Q12445,1
Q12445,P53337,1
Q12445,P40548,1
P47154,Q12445,1
P35723,Q12445,1
P38428,Q12445,1
P53835,Q12445,1
Q12402,Q12445,1
P47124,Q01590,1
P38286,P32353,1
Q99271,P35724,1
Q05787,P39986,1
P32332,Q05787,1
P53932,Q05787,1
P32791,P43562,1
Q04370,P32791,1
Q06538,P38286,1
Q06538,P87284,1
P40527,Q06538,1
P41544,Q06538,1
Q06538,P22215,1
P22214,P25580,1
P22214,P38909,1
P39719,P39742,1
P39742,P38286,1
P32837,P39742,1
P39742,Q04162,1
P00128,P39742,1
P08456,P39742,1
P39742,P40073,1
P39742,P40515,1
P39742,P32341,1
P39742,P12866,1
P38921,P39742,1
Q12181,P39742,1
P38264,P32915,1
P32915,P36057,1
P32500,Q12482,1
Q02774,Q03697,1
P41544,Q03697,1
P38286,Q04697,1
P38264,Q04651,1
Q04651,P38286,1
P25358,Q04651,1
P53337,Q04651,1
Q04651,P40548,1
Q04651,P36057,1
Q07904,Q04651,1
Q04651,Q04697,1
Q04651,P32842,1
P12683,P38264,1
P12683,P38286,1
P32361,P12683,1
P40548,P12683,1
P36057,P12683,1
Q07798,P12683,1
P25297,P38264,1
P16661,P25297,1
P40548,P25297,1
P46956,P25297,1
P47154,P25297,1
P35723,P25297,1
Q04697,P25297,1
P32378,P25297,1
P25297,P14906,1
Q12675,P37296,1
P54837,P37296,1
P38993,P38264,1
P38993,P38286,1
P38993,P25358,1
Q02774,P38993,1
P08456,P38993,1
P38993,P53181,1
P38993,P53337,1
P38842,P38993,1
P40548,P38993,1
P46956,P38993,1
P38993,P28496,1
P35723,P38993,1
P38993,P36057,1
Q12006,P38993,1
P22215,P38993,1
P21825,P38993,1
Q02795,P38264,1
Q02795,P38286,1
Q02795,P25358,1
Q02795,P87284,1
P38992,Q02795,1
Q02795,Q03289,1
P23968,Q02795,1
P38778,Q02795,1
Q02795,P38837,1
P36057,Q02795,1
Q02795,Q04697,1
Q02795,P53389,1
Q12402,P38842,1
P46956,P35723,1
P36107,P38228,1
Q07824,Q02774,1
P38286,P25297,1
P46965,Q04651,1
P32803,P42946,1
P46965,Q07904,1
Q04602,P34230,1
Q12177,Q12164,1
Q07824,P53045,1
P16661,Q12372,1
Q06538,P16661,1
P48560,Q04697,1
P16661,P38993,1
Q02795,P35723,1
P38250,P32368,1
P32353,P39742,1
P40350,P38993,1
P38286,Q12372,1
P40548,P38842,1
P25625,P38842,1
P38843,P16661,1
P25580,P38843,1
P38843,P36057,1
P40367,P36062,1
P25358,P32368,1
P38152,Q07798,1
Q07824,P40548,1
Q12372,P87284,1
Q12445,Q02774,1
P46956,Q12445,1
P32791,P08456,1
P39742,P25297,1
P38286,P32915,1
Q03723,Q06135,1
P25297,Q06451,1
Q12412,P38993,1
Q04301,P39107,1
Q06451,P38842,1
P15367,Q06135,1
P38988,P25297,1
P47075,P15365,1
P38814,P39926,1
P23644,P28795,1
P18414,Q03655,1
P35206,Q03655,1
P38264,Q03655,1
P16661,Q03655,1
P38286,Q03655,1
P25358,Q03655,1
Q99190,Q03655,1
Q02774,Q03655,1
P39986,Q03655,1
P08456,Q03655,1
Q03655,P25340,1
Q03655,P53337,1
P38837,Q03655,1
Q03655,P38842,1
P40548,Q03655,1
P47026,Q03655,1
P46956,Q03655,1
P47154,Q03655,1
P43682,Q03655,1
Q03655,P28496,1
P35723,Q03655,1
Q03655,P36057,1
Q03655,Q12164,1
Q06135,Q03655,1
Q04697,Q03655,1
Q03655,P53633,1
Q03655,P40350,1
P32842,Q03655,1
Q03655,Q12402,1
Q03655,Q06451,1
Q06538,P20107,1
P20107,P37296,1
P38264,Q03530,1
P38264,P53954,1
P38286,P53954,1
P25358,P53954,1
P53954,Q03289,1
P38842,P53954,1
P47154,P53954,1
P53954,P35723,1
P05626,P53954,1
P53954,Q12402,1
P53954,Q06497,1
P50944,P38264,1
P38286,P50944,1
P50944,P25358,1
Q99190,P50944,1
Q02774,P50944,1
P32584,P50944,1
P50944,P08456,1
P40073,P50944,1
P53045,P50944,1
P50944,P53337,1
P10614,P50944,1
P38842,P50944,1
P40548,P50944,1
P46956,P50944,1
P50944,P47154,1
P50944,P35723,1
P50944,P36057,1
Q04697,P50944,1
P14906,P50944,1
P46961,P50944,1
Q12402,P50944,1
P38264,P53918,1
Q02795,P53918,1
P53918,P53745,1
P39704,P17898,1
P17898,P38264,1
P17898,P38286,1
P32803,P17898,1
P38819,P17898,1
P17898,P53918,1
P40351,P17898,1
P08004,P38776,1
P53584,P53214,1
P53584,P22214,1
Q02774,P13134,1
P13134,Q07824,1
P38264,P53838,1
P38286,P53835,1
P42839,P38264,1
P42839,P38837,1
P42834,P38929,1
P38264,P27514,1
P27514,P38286,1
P38843,P27514,1
P38264,P53629,1
P53629,P38286,1
P53629,P47154,1
P53389,P38264,1
P32332,P53389,1
P53746,Q06538,1
Q12006,P53181,1
P38264,Q08193,1
P25358,Q08193,1
Q08193,Q12164,1
Q08271,P38264,1
Q08271,P38286,1
P38131,Q08271,1
P38310,Q08271,1
Q08271,P25358,1
P17064,Q08271,1
P53337,Q08271,1
P38842,Q08271,1
P40528,Q08271,1
P15367,Q08271,1
Q08271,P14907,1
Q04697,Q08271,1
Q08271,Q04013,1
Q08271,Q03530,1
P04840,Q08271,1
Q08271,Q08144,1
P38428,P33448,1
P29704,P41834,1
P48439,P47818,1
P47082,P20676,1
P53062,P46964,1
P22214,Q12382,1
P39704,P46961,1
P46961,P38264,1
P16661,P46961,1
P46961,P38286,1
Q02774,P46961,1
P46961,P38992,1
P08456,P46961,1
P43549,P46961,1
P46961,P19807,1
P53337,P46961,1
P46961,P10614,1
P46961,P38842,1
P46961,P38875,1
P46961,P40548,1
P41543,P46961,1
P40367,P46961,1
P47026,P46961,1
P46961,P46956,1
P46961,P46965,1
P46961,P47154,1
P28496,P46961,1
P35723,P46961,1
P46961,P36057,1
P46961,Q07904,1
Q06135,P46961,1
P46961,Q04697,1
P46961,Q03655,1
P38428,P46961,1
P53954,P46961,1
P53918,P46961,1
P13134,P46961,1
P48560,P46961,1
Q12006,P46961,1
P14906,P46961,1
Q12402,P46961,1
P37298,P19516,1
P53173,P19516,1
Q05521,P41909,1
P38264,Q08929,1
P38286,Q08929,1
P53394,P38286,1
P53394,P15365,1
Q12482,P53049,1
P25371,Q06815,1
Q05521,Q06815,1
P36164,Q06815,1
P32901,Q06815,1
P40169,Q06815,1
Q12042,Q06815,1
P38264,P49573,1
P38286,P49573,1
P25619,P49573,1
P49573,P35723,1
P53966,P49573,1
P49573,Q12382,1
P53134,Q06497,1
P18414,Q06451,1
P38264,Q06451,1
Q06451,P16661,1
P38286,Q06451,1
Q06451,P25358,1
Q02774,Q06451,1
P53337,Q06451,1
P35723,Q06451,1
Q04697,Q06451,1
Q06593,P38264,1
Q06593,P38286,1
P32803,Q06593,1
Q12233,Q06593,1
P35206,P33335,1
P38264,P33335,1
P33335,P38286,1
P33335,P23968,1
P40548,P33335,1
P35723,P33335,1
P36057,P33335,1
P34240,P33335,1
P33335,Q04697,1
P53932,P33335,1
Q12067,P33335,1
P33335,P40350,1
P39704,Q06598,1
P38264,Q06598,1
Q06598,P38286,1
Q06598,Q04399,1
Q06598,P37267,1
Q06815,Q06598,1
P06782,P06782,1
P03069,P03069,1
P39016,P39008,1
P39016,P31384,1
Q12517,P39016,1
P39517,P39016,1
P25339,P39008,1
P32855,P32844,1
P19658,P32844,1
P32844,Q06245,1
Q07540,Q07540,1
P12904,P12904,1
O94742,Q06103,1
O94742,P40016,1
Q06163,P17214,1
Q06163,Q03096,1
P38304,P13393,1
P18888,P32628,1
P18888,P14736,1
P10962,P47111,1
P34730,P34228,1
P53270,P34228,1
Q06011,P38251,1
P25384,P38876,1
P25384,Q08193,1
P40206,P25623,1
Q12187,Q07509,1
P40971,Q04083,1
Q02354,P40971,1
P40971,Q04121,1
Q12331,P15454,1
P47045,P53105,1
P38712,Q06346,1
P39000,P38822,1
P40858,Q08234,1
Q00381,P54074,1
P25600,P47135,1
P53906,P47135,1
Q12345,P25578,1
P47181,Q12349,1
Q05934,Q12205,1
O13547,Q12380,1
P35845,Q02630,1
P40582,P54074,1
P32344,Q04949,1
Q04629,P53741,1
Q08234,P32796,1
Q12344,Q08270,1
O13547,Q08271,1
Q12344,P53871,1
P29055,Q12373,1
O13512,O13567,1
P09547,P22082,1
P43554,P22082,1
P53628,P22082,1
P22082,Q12406,1
Q05123,P22082,1
P18480,Q12406,1
P32591,P09547,1
P09547,P43554,1
P53628,P09547,1
P09547,Q12406,1
Q05123,P09547,1
P18888,P53628,1
P32591,P18888,1
P13393,P32585,1
P34162,P13393,1
P38692,P06738,1
P30656,P23724,1
P30656,P23639,1
P40302,P30656,1
P30656,P21242,1
Q00684,P53894,1
P30656,P25043,1
P27636,Q03497,1
P53894,P06786,1
Q12163,Q03497,1
P25294,P32589,1
P30656,P40303,1
P30656,P23638,1
P07703,P08518,1
Q12265,P32895,1
P25377,Q12265,1
P38822,P47068,1
Q03497,P38822,1
P47076,P35718,1
P20434,P20436,1
P27999,P20436,1
P20436,P38902,1
P47076,P07703,1
P20436,P47076,1
P22139,P47076,1
P32639,P36048,1
P36048,P32357,1
P32611,P38217,1
P38217,Q00916,1
P53919,P38217,1
P09232,P38217,1
P38217,P04821,1
P10080,P38217,1
P38217,Q03063,1
Q12386,P38217,1
P38217,Q03497,1
P36161,P46673,1
P02829,Q12449,1
P30665,P53091,1
P38953,P25301,1
Q06682,P25694,1
P20606,P15303,1
P14284,P38927,1
P53220,P32897,1
P28791,P33891,1
P25604,P42939,1
P14907,Q06142,1
P15873,P15873,1
Q04049,P15873,1
P25588,Q08032,1
P12866,P40318,1
P32361,P32361,1
P40416,P40416,1
P32912,P20795,1
P20795,Q07468,1
P40955,Q12114,1
Q08754,Q12114,1
Q00245,P19658,1
P46675,P53267,1
P02829,P41811,1
P02829,P41808,1
Q00772,P02829,1
P02829,P25638,1
P38768,P02829,1
P32485,P02829,1
P02829,P32468,1
Q08231,P46674,1
Q6WNK7,Q08231,1
Q12692,P35817,1
P53930,P35817,1
P38811,P53930,1
Q06337,P53930,1
P53201,Q05471,1
Q12692,Q05471,1
Q08649,P53201,1
P53201,Q12464,1
P53201,P38811,1
P35817,P53201,1
P53201,Q06337,1
Q05471,P35817,1
P53201,P53930,1
P02293,Q05471,1
P20053,P32639,1
P22147,P53235,1
P32481,P09064,1
Q12464,P53115,1
P16370,P04050,1
P20435,P16370,1
P41896,P20434,1
P41896,P04050,1
P41896,P41895,1
P38764,P32565,1
P32481,P38431,1
P32497,P40217,1
P32497,Q04067,1
Q07930,P40565,1
Q05919,Q02948,1
P32523,Q12046,1
P09798,P40577,1
P09798,Q12379,1
P38283,P47134,1
Q04601,P09798,1
P11978,P34730,1
P34730,P33749,1
P34730,P33748,1
P34730,P40494,1
P40048,P34730,1
P53197,P34730,1
P34730,P43638,1
P34730,P29295,1
P34730,Q03373,1
P15790,P34730,1
Q99186,P34730,1
P40036,P34730,1
P53040,P50875,1
P06704,Q08231,1
P50875,Q6WNK7,1
Q05471,P31376,1
P80428,Q05471,1
Q12464,Q05471,1
Q05471,Q06707,1
Q03433,Q05471,1
Q05471,P53930,1
Q05471,Q03388,1
Q03388,P53201,1
Q03388,P53930,1
P31376,P53201,1
Q05471,P38326,1
P53201,P38326,1
Q03433,Q12464,1
Q03433,Q12509,1
Q03388,Q12692,1
P38326,Q12692,1
Q12692,Q03433,1
Q12692,P80428,1
Q12692,P43572,1
Q12432,P53930,1
P53930,P38806,1
Q12432,P53201,1
P38806,P53201,1
P80428,P53201,1
Q06707,P53201,1
P53201,P43572,1
P53930,Q06707,1
Q12692,P31376,1
Q12692,Q06707,1
Q12464,Q12692,1
Q12432,P39995,1
P43572,P38806,1
Q03388,Q03433,1
P53930,Q12464,1
P53930,P31376,1
P53930,P80428,1
Q12692,P53067,1
P53201,Q03433,1
Q12692,P53201,1
Q12692,P38811,1
P53930,Q12692,1
P53894,P21192,1
P25367,P25367,1
P25294,P25367,1
P32458,P32458,1
P25342,P25342,1
P36095,P36095,1
P53178,P53178,1
P32639,P49704,1
P40515,P36130,1
P07834,P36054,1
P32524,Q07350,1
P53853,P53853,1
P54860,P33202,1
P53617,P04050,1
P39110,P46670,1
P38996,P53617,1
P53617,P53617,1
Q03338,P32639,1
P38282,P32639,1
Q12368,P32639,1
P40018,P32639,1
Q00723,P32639,1
P40070,P32639,1
Q06819,P32639,1
P27692,P32914,1
P38852,P32639,1
P53853,Q07794,1
P32639,Q02260,1
P32639,P39990,1
P22214,Q12154,1
P53192,P40056,1
P32769,P33309,1
P32797,P32797,1
P46680,P38885,1
P19882,Q08032,1
P19882,P13365,1
P25491,P89105,1
P53849,P04147,1
P16387,P04807,1
Q01919,P19882,1
Q99257,P04147,1
P25044,P32861,1
P07276,P19882,1
P12709,P38086,1
P16387,P38204,1
P40072,P12709,1
P02994,P08459,1
P06782,P38915,1
P02994,Q07963,1
P04173,P38959,1
P34216,Q04748,1
P17709,P25575,1
Q03306,Q04748,1
P19882,P38769,1
P38820,P02994,1
P05150,P53769,1
P35189,P39009,1
Q99181,Q08273,1
Q06164,P07251,1
Q06164,P17709,1
Q06164,P15992,1
P19882,Q06164,1
Q06164,P19358,1
P19882,Q06479,1
P04385,Q06436,1
P22147,Q06436,1
P04147,Q06436,1
P10080,Q06436,1
P25567,Q06436,1
Q06436,P16140,1
Q04748,Q03714,1
Q04638,P05150,1
P25694,Q04638,1
Q04660,P00830,1
P47079,Q04660,1
P25694,Q04660,1
P17709,Q04660,1
Q04660,P15992,1
Q04660,P19882,1
Q04660,P16474,1
Q04660,P12709,1
Q04660,P00924,1
P14540,Q04660,1
Q04660,P04397,1
Q12329,Q04660,1
P04173,Q04660,1
Q04305,P22147,1
P04147,Q04305,1
Q04305,P16140,1
Q03177,P17967,1
P12709,Q03533,1
P25379,P53949,1
P53949,P22137,1
P53949,P23641,1
P41940,P53949,1
P05150,P53933,1
P53933,P00830,1
P19882,P53933,1
P53933,P38691,1
P53933,P04173,1
P19358,P53933,1
P53924,P12695,1
P53924,P02994,1
P16387,P53897,1
P53877,P07251,1
P53877,P12695,1
P09624,P53877,1
P53877,P35191,1
P53877,P12709,1
Q12464,P53877,1
P02557,P53877,1
P53877,P25491,1
P53846,P12709,1
P05150,P42843,1
P42843,P07251,1
P42843,P22137,1
P42843,P17709,1
P02829,P42843,1
P22147,P42843,1
P42843,P38691,1
P08518,P42843,1
Q12464,P42843,1
P42843,P02994,1
P02557,P42843,1
P53739,P19882,1
P12709,P53739,1
P00830,P15891,1
P15891,P22137,1
P07149,P15891,1
P04385,P15891,1
P12695,P15891,1
P15891,P09624,1
P12709,P15891,1
P02994,P38080,1
P38316,P07251,1
P00830,P38316,1
P38316,P15703,1
P38316,P25694,1
P22137,P38316,1
P04385,P38316,1
P38316,P15992,1
P40069,P38316,1
P38316,P19262,1
P38316,P12695,1
P38316,P04173,1
P23641,P38316,1
P38153,P47079,1
P04397,Q99186,1
P15992,Q99186,1
P02994,P11076,1
P38011,P07342,1
P53323,P47079,1
P36130,P47079,1
P36130,P40495,1
P39954,P33322,1
P39076,P28241,1
P15992,P25342,1
P32797,P02994,1
P25491,P26309,1
P16522,P00830,1
Q12018,P18239,1
P38316,P16387,1
P31384,P12695,1
P40364,P38316,1
P38316,P18239,1
P38316,P41940,1
P38316,P08518,1
Q12464,P38316,1
P38316,P19358,1
P38316,P02994,1
P38316,P02557,1
P32861,P38316,1
P16140,P38316,1
P53090,Q12380,1
P07251,Q12380,1
Q12380,P32582,1
Q12380,P14540,1
Q12380,P04385,1
P04397,Q12380,1
P17709,Q12380,1
Q12380,P19882,1
Q12380,P06168,1
Q12380,P16474,1
P05694,Q12380,1
Q12380,P00358,1
Q12380,P02557,1
P32861,Q12380,1
P34730,Q00776,1
Q00776,P08431,1
Q00776,Q12329,1
Q00776,P16474,1
P04173,Q00776,1
Q00776,P00358,1
Q00776,P28274,1
P16140,Q00776,1
Q00776,P25491,1
P00924,P38153,1
P38153,P14540,1
P38153,P19882,1
P38153,P40069,1
P12695,P38153,1
P38153,P04173,1
P38153,P23641,1
P32381,P16474,1
P25303,P38153,1
P02557,P38153,1
P38153,P25491,1
Q99186,P00924,1
Q99186,P14540,1
P08431,Q99186,1
P14742,Q99186,1
Q12329,Q99186,1
P19882,Q99186,1
P07342,Q99186,1
P06168,Q99186,1
Q99186,P04173,1
Q99186,P17967,1
P06782,Q99186,1
P00358,Q99186,1
P28274,Q99186,1
P38328,P00924,1
P38328,P14540,1
P04397,P38328,1
P22147,P38328,1
P38328,P04147,1
P53629,P15992,1
P34730,P11076,1
P11076,P22137,1
P00924,P11076,1
P11076,P14540,1
P11076,P04147,1
P11076,P34760,1
P11076,P46655,1
P32381,P05150,1
P32381,P00830,1
P00924,P32381,1
P32381,P31539,1
P15992,P32381,1
P32381,P19882,1
P28241,P32381,1
P32381,P07342,1
P32381,P04173,1
P35191,P32381,1
P39692,P32381,1
P23641,P32381,1
P32381,P40364,1
P16861,P32381,1
P12709,P32381,1
P32381,P41940,1
P32381,P02557,1
P28274,P32381,1
P32381,P16140,1
P25491,P32381,1
P32381,P38708,1
P38011,P04173,1
P16140,P38011,1
P47113,P47079,1
P23641,P47113,1
P41695,P38840,1
P16474,P41695,1
P41695,P12709,1
P16140,P41695,1
P00830,P26448,1
P26448,P15992,1
P26448,Q12329,1
P26448,P25491,1
P26448,P25694,1
P26448,P19882,1
P46947,P22147,1
P10080,Q08004,1
P04147,Q08004,1
P02994,Q08004,1
P53323,P00830,1
P53323,P25694,1
P15992,P53323,1
Q12329,P53323,1
P53323,P19882,1
P19262,P53323,1
P53323,P12695,1
P18239,P53323,1
P10080,P53323,1
P53323,P25491,1
Q04199,P04397,1
P34760,Q04199,1
P04385,P12962,1
P17709,P12962,1
P12695,P12962,1
P12709,P12962,1
P25567,P12962,1
P12962,P02557,1
P36130,P07251,1
P00830,P36130,1
P36130,P39078,1
P42943,P36130,1
P04385,P36130,1
P36130,P15992,1
Q12329,P36130,1
P36130,P00358,1
P36130,P16140,1
P36130,P40364,1
P16387,P00812,1
P02994,P00812,1
P07244,P33322,1
P25694,P33322,1
P33322,P00924,1
P14540,P33322,1
P33322,P31539,1
P33322,P15992,1
Q12329,P33322,1
P19882,P33322,1
P07342,P33322,1
P04173,P33322,1
P33322,P05694,1
P16861,P33322,1
P07806,P33322,1
P38708,P33322,1
P53894,P04385,1
P04173,P53894,1
P53894,P41940,1
P08518,P53894,1
P53894,P02557,1
P07259,P53894,1
P16140,P53894,1
Q03702,P19882,1
P07251,P31384,1
P31384,P00830,1
P31384,P04385,1
P31384,Q12329,1
P31384,P25303,1
P31384,P02557,1
P31384,P16140,1
P25491,P31384,1
P39076,P14540,1
P15992,P39076,1
P06168,P39076,1
P39076,P04173,1
P25342,P07244,1
P00830,P25342,1
P34730,P25342,1
P47079,P25342,1
P25342,P32582,1
P25342,P14540,1
P04385,P25342,1
P25342,P14742,1
P25342,P04807,1
P28241,P25342,1
P07342,P25342,1
P04173,P25342,1
P39692,P25342,1
P12709,P25342,1
P25342,P39954,1
P16140,P25342,1
P07149,P32458,1
P15992,P32458,1
P32458,Q12329,1
P19882,P32458,1
P32458,P22147,1
P04147,P32458,1
P32458,P41940,1
P08518,P32458,1
P02994,P32458,1
P32468,P00830,1
P09624,P32468,1
P16387,P32468,1
Q12464,P32468,1
P23641,Q00684,1
P47079,P26309,1
P32468,P16140,1
P32324,P32797,1
P00924,P32797,1
P32797,P02829,1
P06168,P32797,1
P16474,P32797,1
P32797,P05694,1
Q00684,P07251,1
P34730,Q00684,1
P22137,Q00684,1
Q00684,P15992,1
Q00684,P19882,1
P40069,Q00684,1
P12695,Q00684,1
Q00684,P18239,1
Q00684,P12709,1
P34730,P27636,1
P27636,P25694,1
P40069,P27636,1
P02994,P27636,1
P26309,P39078,1
P26309,P42943,1
P19882,P26309,1
P26309,Q12464,1
P26309,P19358,1
P26309,P02557,1
P16522,P18239,1
P16522,P12709,1
P16522,P02994,1
P32457,P00924,1
P12709,P32457,1
P32457,P16140,1
P04385,P07260,1
P07260,P04397,1
P07260,P08431,1
P07260,P16474,1
P40495,P07260,1
P07260,P00358,1
P28274,P07260,1
P02994,P25694,1
P32562,P19882,1
P32562,P40069,1
Q12018,P32324,1
Q12018,P02829,1
Q12018,P11986,1
Q12018,P05694,1
P12709,Q12018,1
Q12018,P16140,1
Q00362,P39078,1
P42943,Q00362,1
P47079,Q00362,1
Q00776,P14742,1
P08566,P32381,1
P04173,P53323,1
P53894,P25303,1
P14540,P32457,1
Q00776,P04397,1
P32324,P38011,1
P36130,P35191,1
P32458,P38691,1
P38316,P07259,1
Q00776,P07244,1
P38153,P02994,1
P16140,Q99186,1
P25694,P32381,1
P15992,P47113,1
P07251,P53323,1
P53323,P02557,1
P38691,P53894,1
P07259,P31384,1
P12709,P32468,1
P07260,P06782,1
Q12018,P07251,1
P00830,P38153,1
P36130,P04173,1
P33322,P32324,1
P16522,P07251,1
P22137,P38153,1
P38153,P41940,1
P16474,Q99186,1
P41695,P00924,1
P36130,P23641,1
P31384,P15992,1
P17709,P25342,1
P19882,P25342,1
Q00684,P17709,1
P04173,P07260,1
P19882,Q12018,1
P15992,Q00776,1
P32381,P07251,1
P09624,P53323,1
P14540,P32468,1
P04807,Q12380,1
P40069,Q00776,1
Q00776,P06782,1
P07251,P38153,1
P40364,P38153,1
P15703,P32381,1
P25379,P32381,1
P32381,Q12329,1
P53323,P23641,1
P41940,P53323,1
P32565,P53323,1
P19882,P31384,1
P31384,P04173,1
P41940,P25342,1
P32468,P15992,1
P04385,Q00684,1
P06168,P32457,1
P32457,P04173,1
P32457,P05694,1
P08518,P53323,1
P19882,Q00362,1
P19882,P53197,1
P12709,P35203,1
P05694,P22204,1
P32601,P04173,1
P08518,P22696,1
P04397,P32502,1
P12709,Q03048,1
P25491,P41735,1
P47027,P19882,1
P39521,P38691,1
P32324,Q00362,1
P11986,Q00362,1
P04173,Q00362,1
Q00362,P05694,1
Q00362,P17967,1
P12709,Q00362,1
P07251,P06243,1
P06243,P00830,1
P06243,P25694,1
P04385,P06243,1
P06243,Q12329,1
P06243,P19882,1
P12695,P06243,1
P25303,P06243,1
P02994,P06243,1
P02557,P06243,1
P16140,P06243,1
P25491,P06243,1
P15703,P04819,1
P04819,P02994,1
P25491,P04819,1
P07251,P04819,1
P04819,P00830,1
P04385,P04819,1
P04819,P17709,1
P04819,P19262,1
P04819,P09624,1
P19358,P04819,1
P04819,P32861,1
P04819,P16140,1
P39078,P53197,1
P42943,P53197,1
P04173,P53197,1
P53197,P12709,1
P38147,P25491,1
P04173,P38147,1
P38147,P41940,1
P38147,P08518,1
P07259,P38147,1
Q01649,P25491,1
P00830,P39110,1
P47079,P15790,1
P15992,P15790,1
P22147,P15790,1
P04173,P15790,1
P04147,P15790,1
P15790,P10080,1
P15790,P25567,1
Q12464,P14747,1
P34730,P20437,1
P06787,P00830,1
P06787,P34730,1
P07149,P06787,1
P06787,P15992,1
P19882,P06787,1
P18239,P06787,1
P06787,P12709,1
P02994,P06787,1
P06787,P16140,1
P00830,P14747,1
P14747,P25379,1
P14747,P04385,1
P14747,P04173,1
P05694,P14747,1
P14747,P41940,1
Q04748,P14747,1
P07259,P14747,1
P16140,P14747,1
P33313,P00830,1
P33313,P04397,1
P12695,Q03048,1
P25694,P53622,1
P53622,P32324,1
P53622,P00924,1
P15992,P53622,1
Q12329,P53622,1
P19882,P53622,1
P02829,P53622,1
P53622,P04173,1
P23641,P53622,1
P53622,P38708,1
P53622,P40364,1
P15992,P41735,1
P19882,P41735,1
P04173,P41735,1
P41735,P23641,1
P40364,P41735,1
P17709,P33308,1
Q03957,P25694,1
P15992,Q03957,1
P22147,Q03957,1
Q03957,P25567,1
P46963,P00830,1
P19882,P46963,1
P32528,P14540,1
P32528,P04173,1
P25491,P47027,1
P47027,P38691,1
P34252,P05150,1
P34252,P41940,1
P34252,P19882,1
P40069,P32601,1
P32601,P04147,1
P39009,P14540,1
P14742,P39009,1
P04807,P39009,1
P39009,P06168,1
P04173,P39009,1
P40495,P39009,1
P02557,P39009,1
P32528,P25694,1
P32528,P38708,1
P19882,P53861,1
P22147,P53861,1
P04173,P53861,1
P12709,P32801,1
P25694,P22696,1
P22696,P19882,1
P22696,P40069,1
P32565,P22696,1
P22696,P19358,1
P22696,Q04748,1
P22137,P17214,1
P17214,P22147,1
P17214,P38691,1
P17214,P04147,1
P18239,P17214,1
P02994,P17214,1
P25491,P17214,1
P05150,P53971,1
P21268,P00830,1
P47079,P21268,1
P21268,P15992,1
P21268,P19882,1
P04173,P21268,1
P08518,P21268,1
P21268,P25303,1
P39521,P05150,1
P00924,P08417,1
P08417,P19882,1
P12709,P08417,1
P25694,P39729,1
P39729,P04173,1
P39729,P32565,1
P39729,P02994,1
P07259,P39729,1
P02829,P04385,1
P10862,P04385,1
P22515,P04385,1
P04385,P38885,1
P00924,P32481,1
P32481,P05694,1
P32481,P39954,1
P12754,P00924,1
P15992,P12754,1
P07342,P12754,1
P06168,P12754,1
P12754,P04173,1
P39954,P12754,1
P00358,P12754,1
P16140,P12754,1
P32502,P07244,1
P34730,P32502,1
P25694,P32502,1
P04385,P32502,1
P14742,P32502,1
Q12329,P32502,1
P02829,P32502,1
P32502,P04807,1
P16474,P32502,1
P04173,P32502,1
P39692,P32502,1
P32502,P05694,1
P06243,Q12464,1
P04147,Q03957,1
P25491,P24869,1
P19882,P14747,1
P07342,P53622,1
P19358,Q03957,1
P12695,P22204,1
P32601,P02994,1
P19358,P53861,1
P04397,P12754,1
P32502,P07342,1
Q12329,Q00362,1
P35203,P04385,1
P53861,P10080,1
P25491,Q00362,1
P06243,P04173,1
P53197,P47079,1
P22137,P06787,1
P53622,P34730,1
P35203,P16140,1
P15992,P46963,1
P32801,P00830,1
