O15344 Q8WWB3
Q9NPH3 P14778
P06858 P98155
Q9NQ87 P12757
Q12962 Q15545
Q14449 P09619
Q9UBU7 O00311
O95832 P08253
O76095 P49916
Q9UEW8 Q96J92
Q15596 O95718
P48643 P62736
Q15654 O60603
Q14669 Q6VMQ6
Q6PIZ9 P06241
O43597 O60269
Q15744 Q9UBW7
P78417 Q9P2H0
Q9UPT6 P45985
Q92793 P11831
Q15466 Q9UHI6
Q03111 Q9UHB7
P05060 Q13724
P20226 P13984
P43405 P78314
Q9HDC9 P58215
P28074 P27986
Q14520 Q01955
P13569 Q02156
P63244 Q13224
Q9P202 Q9UKN7
P17612 P16455
O60925 P60709
P48552 Q15834
P17252 O60869
P49459 P04637
P51959 Q15257
Q8WUM4 O60896
Q13555 P55042
Q8N1W1 Q04917
P04637 Q14061
Q9UQF2 Q07866
P62380 P52657
Q14203 P52732
P53041 P30260
Q9H5K3 P36897
O96019 P51532
P12830 P31350
P17706 P10912
P51460 Q8WXD0
Q9BWT7 O95999
P57087 O00254
Q9H2B2 Q12846
P53618 Q02156
Q92804 Q15545
P08651 O00712
Q03135 P35228
Q12802 P61586
Q496Y0 Q9HCE7
Q9UBQ5 O15372
Q96RR1 Q9H8T0
P43405 P68366
Q13490 Q9Y385
O14776 P52272
P07947 P10721
P49641 O95163
Q99828 O14746
O14733 P45983
P09683 P32241
O14949 P0CAP2
Q96CF2 Q9UN37
Q9NZN5 Q03113
P17252 P30679
Q6ZN04 Q13485
Q14684 O15116
Q15047 Q96SN7
Q12889 P02808
P00533 O75886
Q02388 Q8TBC3
P07093 P53420
P31749 P27986
O60687 P07858
P68400 Q13541
P12757 Q4LDE5
P25963 P12235
Q9NPB3 P63098
Q9UK22 P63208
P09237 P02686
Q9Y253 P62979
P62993 P21854
Q9H0H5 P01111
O43318 P98170
O75177 Q15427
Q9UQB8 O60610
Q05586 P35579
Q9UQ13 P01112
Q16623 Q9H7U1
P29375 P11473
Q13438 O95741
Q9NVC6 Q96HR3
Q13158 Q9Y3A3
P42858 P00533
Q14257 P46379
Q96FJ0 O15105
P35250 P10644
Q13873 P04003
Q16778 O60907
Q96SB4 Q13247
P12931 P09327
P19784 Q712K3
Q99612 P04637
P11021 Q9GZR7
Q14683 Q14980
Q07157 P00533
P49757 P05129
Q13351 Q12824
Q9NQT4 Q96NG5
P11171 P14416
P16144 A8K7I4
Q9H211 Q99741
Q15796 Q96S59
P55851 P61981
Q6P9H4 O00548
P54132 P04637
O43257 Q15759
P25116 P04899
P58753 Q15629
Q96L34 Q86YV9
O75182 Q13422
Q8NF91 Q9NRI5
Q96S59 P31151
Q13255 P04406
Q08170 Q13247
Q9C000 P29466
P48643 O60232
O43255 Q99708
Q14940 P49407
Q4V328 P42261
Q13751 Q02388
Q9UER7 P14921
P01135 Q15303
O43679 Q9NVW2
Q9NPI6 Q9UKV8
Q9UH77 P41143
P12931 P35968
P07947 P46527
P40616 Q92805
O75154 P18085
Q08345 P02461
Q9H211 O75496
Q9NPJ6 O95379
P07996 P00747
P35222 Q9Y230
O60239 P45983
Q15833 Q16623
P27361 O75330
P42285 P40425
P43355 P04439
O95751 Q9BXS5
P33993 P49736
P27986 P23458
P24347 P01009
Q15139 Q06187
P68400 P10242
P12004 P30281
P50591 O00300
Q9UKR5 Q5SZQ8
P31749 Q04912
Q8NEY8 P08670
P02647 P54750
P40429 Q8NBJ4
Q9NZU7 Q13936
P06127 P21854
Q96PQ1 P29350
Q16288 P28482
Q9Y328 Q5UIP0
Q16611 P10809
P49795 P63096
Q9H0M0 P31785
Q02094 P02730
Q969H0 P05412
Q9Y448 Q99547
Q9NZC7 P45983
Q92743 P12644
P15498 P13010
Q8WZ74 Q14247
O15514 P19388
P36575 Q96IT1
O60880 P62993
Q13009 P12931
P37198 P49792
Q9NZW5 P52888
P35348 P25024
Q86Z02 P09016
O43603 P22466
P04406 Q16363
P12931 Q03135
O14543 P06213
Q9BYV6 Q969Q1
P12270 P52948
O14924 P25025
Q05516 P19793
Q96ME1 O15162
Q05513 Q9Y243
Q9UHA3 O95777
P25791 Q02575
Q9UQB8 Q9UKR5
Q9Y3C5 O95630
P29597 P35568
Q05586 Q02447
Q9H5V8 P00747
Q08629 P50281
P24530 P05305
P46100 Q9P2H0
Q9UM13 Q15796
O75582 Q16082
Q9HC52 Q06587
P18545 Q96RU3
Q92934 P10415
Q99767 Q04206
Q07011 Q13114
P10275 P40763
O75146 P68133
Q8IU80 P02452
P68363 P27986
P43364 O14548
Q92481 Q9H270
P30291 P46108
Q15311 P14635
Q9NYL2 P36897
Q99612 Q9HCU4
Q14289 P22681
Q96NA2 Q9BZG1
Q14289 Q92796
Q99683 P27348
Q99683 Q16890
Q13200 Q5T3J3
O43281 Q05209
P06493 P52732
P68400 P32121
P49802 P27348
Q15038 Q96GG9
P21796 Q02156
Q96IP4 P08572
P16109 P13611
O15151 Q93009
Q01844 Q15011
Q7Z3K3 P08047
Q8N2W9 Q15047
P40145 P67775
O94929 P68032
Q9NY65 P17987
P27986 P49768
P16284 P28907
P12757 Q96C36
P22681 P31946
P27986 P60953
P47224 Q6YP21
P13056 P10275
Q96L34 Q9NPB6
Q6XZF7 Q92558
P49023 P13612
Q9Y692 Q15797
Q9NZQ3 Q14155
P18031 P09619
Q14192 Q8WZ42
Q6EEV6 P31689
P38432 Q9Y6D9
P63244 P06241
Q9UBN7 P68363
Q13467 Q01974
Q8N0X7 O95405
P24928 O00267
Q15047 O14503
P07858 P16112
O43815 P0DP25
P27361 P06239
P68400 P21673
O75554 Q07666
Q92597 P83731
Q05586 Q15700
Q96B26 Q13868
Q96SD1 P78527
Q13105 P78347
Q9UNY4 Q99459
P34998 P06850
Q15650 Q15788
P35222 P19793
Q96RK0 Q969Y2
P04637 P48643
Q01844 O15162
Q15345 Q15370
Q9NRR5 Q96AQ6
Q12879 O14936
Q9Y5S9 Q9BZI7
Q12852 Q16584
P03372 P51843
O43707 Q07157
P07585 P02745
Q13009 P01112
Q15223 Q8TEW0
P43405 Q16633
P24530 P14138
Q8NEC5 Q9UKJ5
Q16363 Q5T3J3
P61925 P17612
Q9P2W3 Q9HAP6
Q13535 O43324
P28482 P19235
Q9GZX5 P38398
P62829 Q9P287
Q15427 O14776
Q9NYL2 Q06730
O60568 Q7Z7J5
Q9UIG8 O14745
P36957 O96013
Q92878 P49959
Q15796 P07602
Q9H427 P27348
O75593 P52952
Q8IYF3 Q9UNH6
Q96QG7 Q9NZD8
P51116 P51114
Q15038 O15162
O60934 P49959
P78556 P13611
P41182 Q09472
P19838 P25963
P08133 Q6P1J9
O94983 P52952
P42345 P23443
P14416 Q86UW7
Q07666 P62993
Q15139 Q07021
P98095 Q01955
P45983 P28482
P06241 P10721
Q9Y5X4 O43186
P27348 Q9NRR5
P16671 P05556
P08235 O15164
Q9HBM6 P04637
Q15375 P52798
Q13535 Q01094
P29322 P20827
Q13635 P14635
P10767 P11362
Q16533 Q92966
P21673 O60512
P43405 Q15139
P27694 Q13228
Q14469 Q9NW38
Q12846 P60709
Q92796 O60333
P38432 Q96CN9
P09871 P00736
Q8WW38 P15976
P10275 P10606
P98095 P53420
Q5T0N5 O43147
Q13363 P42858
Q14318 Q07817
P13498 P19878
Q06330 Q86X95
P62937 O00267
P60842 Q7Z2D5
P15924 P02538
Q93034 Q9HCE7
Q13535 P38398
Q9Y6R4 O15169
O43524 Q13485
P19838 Q9Y297
Q8WYH8 P04637
O96017 Q13362
Q96PU8 Q9NVV9
Q8N5F7 Q9NVV9
Q96S55 P49005
Q99613 O75822
P24928 Q9GZU7
P17252 P17844
P02765 P07585
O00203 P84077
P36542 Q99832
P06241 P14923
P20936 P29317
P10276 Q9Y5X4
P23511 Q13285
Q01844 Q9C0D9
Q9UQC2 P12931
P12814 P18206
P62995 Q9Y6Y0
Q7L590 P49736
O75525 Q92530
O43278 Q9NRR5
Q9H410 P45973
Q13177 Q9BUB5
P60228 P09914
P00533 O75159
Q5JY77 P11229
P49286 O14654
P48745 P62875
P45983 P27361
P03372 Q07889
O43353 Q13490
Q07866 Q13387
O00189 P84077
Q9Y6D5 Q9Y6D6
P14625 P04114
P12931 P78347
O43427 Q14512
P17612 P55042
Q86SS6 P48729
Q92793 P48443
Q9H254 Q16849
O95967 Q8NEC5
P42229 P67775
Q15154 Q8WYH8
Q9BQD3 Q9UPT5
Q66K89 O15198
P05107 P11215
P04406 Q16566
Q8TCU5 Q13224
Q99759 Q9H4A3
P10912 P23458
Q13873 P41279
P49286 Q13151
Q13535 Q15382
Q15388 P25874
Q12933 Q92530
O15525 O75444
O14788 Q9Y4K3
P84022 Q06710
Q96J92 P55017
Q96SI9 Q93062
P52735 P61586
O14936 Q12929
Q9UMX1 Q06330
P19419 Q92793
Q13526 O14543
Q16665 P40337
P48059 P36897
P52565 Q96PU5
Q14289 P05106
O43184 P07947
Q8IZV2 P00533
Q13464 P35241
Q13094 P22681
Q15582 P08123
Q9NPB9 Q99616
P23528 P60174
O95166 Q9UK41
Q15303 P46108
Q8WU20 Q08345
O75553 P46108
P07996 P14780
P21802 O76093
P00918 P19634
Q9Y3A3 P15531
P06396 P60709
Q9NQT5 Q92945
P38398 Q15796
P38936 P63244
P54253 P53990
Q14203 P42025
Q9BTT6 Q96RT1
Q9UHI6 P62308
P98161 P12931
P52655 P35269
Q12982 P11362
O00161 Q15836
Q14005 P78508
Q13485 P35222
P12814 Q13426
O94762 Q86XP3
Q15848 P55290
O75376 P35232
Q9UKX5 P05556
Q9BXY8 Q9BQ66
Q14814 Q02078
Q9HAU4 Q6ZNA4
P20823 P49715
Q00535 Q9UD71
Q13535 P43246
O15121 P00533
Q8TCG2 P41180
Q7Z569 P49454
P54252 P29466
Q06187 O60331
P68400 P06744
P54646 P41235
Q6Y2X3 Q99698
Q9NPR2 O43157
O60704 P51685
Q99689 Q9NRI5
Q15303 P62993
Q99750 P15923
Q13011 P50453
Q9BQD3 Q8IY31
Q969N2 Q9H1J1
Q9BV73 Q6VMQ6
Q9UKT4 Q9UM11
Q9UKL3 Q13158
O75791 Q13480
Q9NYG5 Q9UJX6
P20393 O75376
Q9UIS9 Q9H422
Q8TAA9 Q92997
Q9H2B2 O43765
Q92608 P46109
O15205 Q9Y5A7
Q9H410 Q13185
P62318 P14678
P17535 P27361
Q15811 Q8TAQ2
Q6UWL2 Q6VMQ6
Q16653 P04156
P38432 Q9Y4C2
P12757 O76094
P27986 P08631
P35226 Q9P2H0
Q92851 P42574
P63010 Q9HCE7
O00255 Q99717
Q8NBJ4 Q9C0J1
Q5JY77 Q6IB77
P15309 P04278
P33151 P02671
P04637 P09874
Q9C0J8 Q5RL73
P30518 P01185
P06756 P08253
Q8NCR6 P04278
P84022 Q9UM63
P17612 Q16820
Q14524 Q92796
P12931 P42226
Q04724 O14607
Q9GZX9 Q9H2X0
Q14749 Q9H8W4
Q6EEV6 P02545
P01127 P07996
P55899 P61769
P43351 P63279
O15287 Q9HB96
Q9H160 Q9HAU4
P07766 P43405
Q8IZH2 P48643
O75563 P36897
O75791 P62258
P36897 Q15796
Q15796 Q8WXI9
Q9BYV2 Q969Q1
P14672 P52789
Q15672 P15172
Q86SS6 P60880
O14543 P48357
P24928 Q10570
Q13137 Q9H0R8
O60383 Q9NRL3
P37288 P17252
P01040 P09668
P54253 Q8TAQ2
O94811 P49841
P49137 O00418
P15884 O60381
O00470 P20719
P09874 P49450
Q16534 Q10586
O00300 P04004
Q12933 O60941
Q13627 Q12778
Q13503 P49336
P49759 P18031
Q08828 Q08462
P49959 P18858
Q92598 P22314
O95751 Q05516
P63104 P27448
P18887 P12004
P63215 O14775
P42574 P08670
Q9UHA4 Q02750
O00482 P02768
Q9Y692 P63279
P05412 Q14494
Q05586 Q13114
Q15329 Q09472
P49798 P09471
P36405 O75695
P48509 P05556
Q9UKT7 P63208
P26367 Q9BYB0
P06213 P01344
Q92804 Q15637
Q04637 P52298
P14921 P23497
Q86UR5 P61026
Q15645 Q5TA45
P21549 P50542
Q96B26 O15116
P12757 Q14533
P61981 Q96N16
Q6Y7W6 Q13322
O14543 P08069
P56177 Q13485
Q00535 Q02750
B2RTY4 P0CAP2
P62328 P21980
P16144 P08670
Q13813 P17677
P55157 P04114
Q92558 P06241
Q13283 P20936
O00429 P49841
P15884 P12956
P28482 P22736
Q9NY65 Q14831
Q99459 Q13416
O75530 Q12972
Q13569 P03372
P08138 Q99523
Q96MU7 P06241
Q5JTD0 Q12959
Q92900 Q9BQY4
O77932 Q8IZH2
Q99717 Q92736
P50453 Q9NPI1
P31749 P45985
Q13444 Q8TEJ3
Q93009 Q8IYM9
O95983 Q9UBB5
P51168 Q16623
Q04771 O14544
Q9BZR8 Q07817
Q02535 P15923
P57739 Q9BQ66
O75955 Q9BX66
P23458 P08069
P14780 P53420
Q6EEV6 P09211
P42229 P38398
P17612 O14965
P19784 O14958
Q8NFF5 Q9NRG1
Q99584 P21579
Q9UK22 P05556
Q9Y5T5 P06493
P51159 P10144
O43592 Q00341
Q92793 Q12778
Q96T58 O94776
O95551 P20333
O94777 P37287
Q9HC77 P23258
P07858 P03973
Q92793 O15525
Q8TEM1 Q15654
O75909 Q9BQ66
P12931 Q07954
P24385 P11802
Q02078 P50553
Q96SB3 O43493
Q9H0D6 Q13148
P04181 Q8N357
P41235 Q92905
Q6PJT7 Q9UPT5
P14314 Q14697
Q16637 Q9UHI6
Q13177 Q8TEJ3
Q9Y222 P30281
Q9H1D9 Q96FK6
P46379 Q8IZL8
P04637 Q02447
P13612 Q14773
P50991 P62736
Q8WU20 P35968
Q9BVM2 Q9Y230
P07384 Q14494
Q92974 P63104
Q58WW2 P04150
Q13432 Q9NRR5
P10636 P11142
P08727 A8K8P3
O76027 Q9HCE6
Q12834 Q9H1A4
P31271 Q99687
P21579 P0DP25
Q96FA3 Q9NWZ3
P25101 P14138
P04637 P17028
P08588 P49407
Q8WUF5 P04637
Q9BXH1 Q16548
P84022 Q05516
P23193 P29083
O14745 P48764
Q0VDF9 P31948
P41212 Q9UKV0
P08581 P19174
O14965 Q9BZD4
Q9NRR5 Q96DA0
Q9BZ72 Q99829
Q8N3C0 Q15650
P02686 P01903
Q01844 Q96AX2
Q15833 P14678
Q9HAU4 P36897
P12956 P18669
Q7Z6J0 Q9H0H5
Q9H147 P04053
Q9Y6K8 Q9NRL3
Q04446 P52209
O96024 Q9UMR2
Q00975 P09471
Q9ULV1 Q15700
P27361 Q16288
P35222 P19838
O75925 Q15744
P12931 Q9NRY4
Q9UK53 P04637
P19419 Q9Y3A3
P78556 P51684
Q13573 Q15796
Q96SB4 P02686
P21673 Q96I25
Q13535 O60934
P63208 Q02224
P98161 P35221
P11802 P49736
P24530 P43250
Q13887 P29084
Q04637 P60842
Q99578 Q12967
P35754 P08651
Q14669 O15198
P07911 P01374
Q7Z7K2 P40763
P31749 P10275
Q13371 P25098
P14373 Q14134
P05141 P25963
Q96G25 O43513
Q09472 P10244
P15498 P46108
P84022 P08621
Q9UM63 P04637
P01236 P23284
Q9Y3M8 O60241
O14939 P12814
Q8TDD1 P04150
Q96FN4 P61081
P29474 P30556
Q8N4C6 Q8IZP0
P14209 Q14974
P50395 P51151
Q99933 P04049
Q12874 Q15834
O43390 Q13873
P14317 P42574
Q9GZZ8 P14543
P29350 P07948
P55055 P28702
P29590 P68400
Q9UM13 P84022
Q13177 P06241
Q93009 Q9HCI5
Q9BRK4 Q15834
Q12860 P24821
Q8IW41 P05412
O14763 Q13546
O75496 P31268
P55789 Q9H1I8
Q9GZV3 Q96IZ0
P54259 O43639
P14635 P38936
Q13571 O95208
Q15596 Q04917
P31947 Q99683
Q03135 P61586
P15374 Q14CW9
P04637 Q16666
O43524 P63104
Q9UER7 Q00613
O75925 P36508
Q15744 Q01094
P41235 Q12796
P43681 Q04917
Q9Y3C5 Q96GG9
Q9P2H0 P0CAP2
P35221 P12830
P49795 P04899
O43187 Q15796
O95059 O95707
P46109 P17181
Q9NQ94 Q92945
P61981 P07237
P12931 O15117
P10275 P49841
Q14814 P27348
Q5JR12 P63279
Q01718 P42127
P59768 Q06187
P60953 O43924
O43823 P13861
Q96PU5 P37088
Q9Y6X6 P36873
P06753 P60709
Q00403 P20265
P08238 P31749
P05129 P30086
Q04864 P41279
P63279 P23497
P30281 P11473
Q14687 Q93062
Q16659 O14980
Q9H5J8 P06746
O15379 P25963
Q9HAF1 Q15834
Q13432 Q96SN7
Q15628 P19438
P08514 P08123
P11142 Q8IZP0
Q13191 P46109
Q96PY6 P49815
P68036 P60484
Q16623 Q9H270
Q16620 P18031
P29400 P02751
Q13042 P12757
O95477 Q53GG5
Q9BRP4 P43686
Q96KP1 P11233
P51654 P56704
P06493 Q8TEM1
Q969L2 P55327
Q9UNL2 P48634
P47736 Q12967
Q96A72 Q9NP66
P35858 P17936
P98164 P01308
Q96LC7 P29350
Q969W9 P46934
P10912 P62993
Q15633 Q9UKV8
Q96HC4 P05771
Q13275 P04278
O75995 O15105
P31946 Q96NE9
Q5JVG2 O15198
Q92841 P22087
Q9UL40 Q12906
P19387 Q6VMQ6
Q96ST3 Q9Y6D9
P32121 Q14940
P13984 P15336
Q96BI3 P49810
P68400 P27348
P10827 Q02078
O15169 P84022
Q14520 P29400
O75581 P58335
Q03111 Q9HC52
Q01780 Q9H0D6
P49795 P08754
O15444 Q9NPB9
P19793 P17936
P30519 Q9Y3C7
Q9GZQ8 Q9HAU5
P53621 Q9NTJ5
Q13576 P61160
O00180 P63279
P49407 Q14749
P00748 P04264
Q12959 P98164
P34947 Q16143
P15311 P68032
Q16665 Q9H6Z9
Q8WYP3 P51148
Q86UR5 O14795
P12956 Q00610
Q13011 P26641
P11021 P61289
Q14134 P17252
P42574 P35251
P45973 Q9Y689
Q9UHI8 P01023
Q13363 P29475
Q15121 O14939
P40933 P31785
Q13322 P04049
Q9H3M0 O95259
P35222 O15105
Q13094 P16885
P26012 P06756
P63104 P25705
O14717 Q7L5N1
O15130 P01303
Q9Y6Q9 Q13526
Q9UER7 O15379
P56524 P27361
O43541 O43318
P43088 P41222
Q07666 P07948
Q86YB8 P07237
P30203 P06127
P63096 P35462
P02775 Q92879
Q8NC51 Q9UBT2
P0CG47 P46527
P31749 O15360
Q03135 P17302
P49795 P19086
Q7L5N1 Q9BWC9
Q05516 O75182
Q99665 P29460
P17706 P06213
Q92956 P48552
O43557 Q92956
Q13261 P31785
Q12906 Q08211
P40763 Q14765
P57678 Q9UHI6
P43403 Q13885
P63167 Q16620
P23229 P05556
P50570 P51681
Q8WY41 O15399
Q6P1K2 Q16236
O14641 Q8N4T4
Q13887 P13984
P07237 P05198
Q92730 O43157
Q9HCU9 O75190
Q7Z7J5 Q7L190
P14209 P62256
O14980 P98177
Q13887 Q92793
P52630 O60244
Q9Y371 P50570
O14745 P40879
Q6KF10 O00238
P35462 P62993
Q9UQF2 P31749
P31942 Q99616
Q92934 Q16548
O75563 P07948
P16389 P50549
Q9HC98 P23443
Q8N6C5 P27037
Q9UBC5 P63261
P60953 Q9UKR5
O75665 Q9P2H0
P22681 P63104
P05771 Q06187
Q969H4 Q7Z569
Q71F23 P58340
Q86TM6 P04637
O00238 P62826
Q9NSA0 Q5T2W1
P04637 P20248
P07339 P22692
P19622 Q9Y261
P08670 Q9BXP5
P21246 Q9UGL9
Q13131 O60825
O14543 Q15370
P63267 P04278
Q07817 Q96LC9
Q15853 P22415
Q15599 Q8IVM8
Q16778 P10809
P10644 P62993
Q96CW1 P51116
Q9Y6U3 P68032
P17252 O43526
P56693 P63279
P46109 P27986
P17252 O75689
Q96FW1 O15198
Q9UKW4 P19174
P09683 P47872
P54253 Q9Y2Y4
Q6EEV6 Q9UJZ1
Q01844 Q9BQD3
O14980 O14746
P05106 P02671
Q16594 P21675
Q13480 P16885
Q15424 P03372
Q6ZMK1 P17931
Q08211 Q08945
Q12802 P63104
P15153 P19878
Q5T3J3 O43379
P02655 P06858
O75056 P21741
O15503 P04035
O95343 Q04724
O00253 P33032
Q7RTN6 Q9Y376
Q13485 P41235
P00740 P00734
P24666 P54762
Q9UKY1 Q9H0E2
O75369 Q6VMQ6
O15169 P48729
O15379 P60510
Q9H5V7 Q15834
P51170 Q16623
Q15047 Q9UFN0
O14893 P62314
Q92572 Q14108
Q5TCY1 Q13885
Q96S53 P23528
O15399 P35637
P56199 P21941
A5D8V6 O14964
Q14344 P48039
P13010 O14746
Q13485 Q12778
Q06124 O60674
P84022 Q9HCE7
Q16270 P01308
P07315 P43320
Q9NYS0 P36897
P17676 P49716
P50616 O43541
O95630 Q13163
P03372 P41235
Q96IP4 Q96KS0
O15162 Q9NQX5
P63165 P35712
Q9HCK4 Q9UD71
P15509 P08865
Q8WUH2 P36894
P10599 P04150
Q9BXR6 P01024
Q92973 Q16695
Q13555 P28329
P19525 Q15172
P13385 P46379
P54132 Q13472
Q96M61 Q06547
P07477 P08697
Q9NPF5 P26358
P15336 O60934
P01730 P10747
P40198 P05109
Q13432 Q9UN74
P14091 P46379
Q7L590 Q13416
Q96LA8 P17096
Q9Y5P6 Q96IJ6
Q8NHW3 P52945
Q13895 P38432
P04271 P36871
Q9UBF9 P21333
Q07820 Q9UMX3
P62834 P51532
Q14203 Q15691
P27540 Q9Y5J3
O96017 P63151
Q15029 O15145
Q9UJY4 P56817
P09493 P11171
P51178 P21980
O43633 Q8WV92
Q12988 Q16082
P09564 P09382
Q13485 Q96PN8
P49356 P32455
P61981 Q86W92
O00311 P49736
P37231 Q12778
O14512 P19174
O75344 P04406
Q9NRW1 O95235
Q9BQG0 P05412
Q9NR30 P05412
Q13888 P19447
O00267 Q13526
Q8TDC0 O15273
O75909 Q93062
P43403 P06127
O15357 P00533
P20963 P10747
O00305 P21246
Q12770 Q12772
O75446 Q16576
O96018 P05067
Q06455 P54259
Q6STE5 Q13285
Q8N2W9 Q9UJU2
P05556 P08648
P35520 P42858
Q15796 P35222
Q9Y294 P68431
O14745 P46721
O00482 Q9NPJ4
P43364 Q8NDB6
P19174 Q9NP31
P17612 P78348
Q6NUQ4 O15116
Q5JVS0 Q07021
Q15813 P68366
Q9UBK5 P26718
O75553 Q06481
P55212 P06400
P06493 P52926
P15813 P61769
P30519 Q9Y2X7
P62258 Q12809
Q96ID5 Q8TF65
Q8N5C8 Q12933
P45983 P28562
Q96S21 Q96GM8
Q9Y261 P30301
Q9UKB1 P10070
P42574 P11387
Q99819 P84095
P53350 O43663
Q9H2S9 Q9UKS7
P35670 Q9UJW0
P68400 P52655
P78386 P18054
Q08043 P29274
Q14106 Q9UIV1
P61604 Q9UKY1
Q9UBX0 O75376
P07384 P17661
P28827 Q92824
Q9UJW3 Q9Y6K1
Q9BRR9 O15198
Q9Y6B2 P29374
Q6PIZ9 P20963
Q01892 P06400
Q02790 O14832
P42574 P10415
O00429 Q9NTG7
P09086 P04150
P42566 O75886
P29966 P07858
Q96A00 P78368
P41743 Q04917
P60022 Q5UIP0
P62805 O15315
P54132 O14757
Q06124 P16234
P08670 O14503
O60941 P11532
Q9ULB1 O95157
Q9Y3Q8 Q15714
P07498 P19784
P05771 Q92686
P23458 P24394
O60216 O60264
P05109 Q13432
P48443 P27816
Q7Z6M2 P67809
P28300 P16401
Q15306 Q99836
P12931 P48023
Q9H772 P12644
P55347 P09629
Q8N2W9 P55854
Q96QK1 Q13596
Q14191 P12004
P29350 Q0P6H9
Q15596 P04150
P02751 P02458
P46527 P11802
P63165 P11166
P19525 P06748
P31269 Q93062
P35221 P19022
Q10586 Q09472
Q9UL26 Q15075
Q16363 Q7L5N1
Q59H18 O00170
Q96G01 Q13561
P60228 Q59EK9
P06241 Q13322
O75530 Q92800
Q9UM13 Q9UJX2
O00560 P42263
O95257 Q03181
O60934 P13010
P78559 P68133
Q9H2V7 Q07817
Q13242 Q07021
P68431 Q9NVP2
Q7Z6J2 O43739
Q13237 Q01970
P06213 P22681
P06493 O95835
Q02763 P23467
Q96J94 Q9UPY3
P63279 P14672
P42345 Q15382
Q9Y3P8 P41240
Q9NV56 O95619
P55212 P49585
O43837 P50213
Q04759 Q9UEW8
Q96AQ9 Q96EY1
P0C1Z6 P15923
P11474 Q9UBK2
P12931 Q12778
Q03111 P55197
P54259 Q96PM5
P30926 P43681
P25942 P11142
O00560 P52799
P51681 P09471
Q05655 Q16236
Q92796 P22459
O15105 Q09472
P17980 Q9Y4K3
Q8N668 Q04206
P46976 O15488
P10827 Q15493
P14780 P02452
O96006 Q9HCN4
P63104 P30307
Q13561 Q8NBJ4
Q15788 P27540
Q15811 P29323
P48552 P13056
P20823 P61457
P32243 O75030
P11277 P11171
P05060 Q16635
Q9UQ80 P21860
Q92828 O60907
P54259 P61964
Q04206 P35637
Q15811 P61968
P19012 Q8TAB5
Q9NWQ8 P29350
O00303 P42345
P42574 P10809
Q06187 P15498
P43026 Q13873
Q13418 P62328
Q9Y5X4 O15379
Q13148 Q9UKY1
P62495 Q14145
Q9Y279 P01024
Q05655 P17677
P54253 P61421
P27448 Q9H8H0
P04628 O75581
P48995 Q9UL62
P07996 P08253
Q96AB3 O95777
Q9UGK3 P42229
O14490 Q96FJ2
Q96RI1 P48443
P31947 Q96HA8
Q16633 P14859
P31946 P21580
O60921 O60671
P62993 Q96B97
P12956 P25942
Q92834 Q14683
Q92922 Q01201
Q13113 Q7L5N1
O95751 Q9NVN8
O95208 Q00610
Q03135 Q07889
P26447 Q86W92
P08579 O43719
Q8NF91 P50402
Q99972 P35251
P50454 P21926
P61981 P27448
Q13485 Q49AG3
P20333 P01374
Q8TEL6 Q12933
P98172 P12931
P36542 Q9Y3M9
P11388 Q96SB4
P10827 P10589
P38432 O60229
Q5VWK5 Q9NPF7
Q9P2H0 Q96NT1
P11274 P12931
P09629 Q09472
P08069 Q9H4M9
Q9Y6Q9 P61289
Q16543 P31948
P24385 P35251
Q04917 O60260
Q07820 Q9BXH1
P05060 Q99700
P19012 P62195
Q15303 Q02297
Q15599 Q16635
Q93033 Q9UHX1
P68400 P32004
P48643 Q9HA65
P47901 P01185
Q02156 Q99259
Q92934 P60903
P08100 P25098
O14745 P36543
O43752 Q9H270
Q14031 P05067
Q9Y6N8 Q7L5N1
O95977 P63096
Q92845 P25054
P18031 P29376
P00533 O00459
Q9Y5W3 Q09472
Q15038 Q9H0X6
Q15052 Q14155
Q9GZZ7 O60542
Q13568 Q14653
O15530 P41743
O15151 P31946
Q9UQM7 P20941
Q96KG7 P56524
P84022 P21333
P30153 P06493
Q13310 O15198
P00533 P29317
P78543 P17482
Q9UJU2 P35222
P14672 P50454
P37173 Q12931
Q99627 P25963
P35869 P10275
O14964 Q5VSY0
Q05209 O60711
P63279 Q8TAD8
P10275 Q15652
P52333 P20963
Q04721 Q96JK9
Q92823 Q02246
P22681 P15498
Q9Y2I2 Q9HCJ2
P31749 Q3V6T2
P14672 Q96AY3
Q6EEV6 Q15181
Q13137 O95990
P07996 P07585
P23497 Q13185
Q9UMF0 P49810
Q9UHL9 O75928
Q5T3J3 Q16891
Q9Y4A5 Q01094
Q13554 Q13557
Q9Y4H2 P04629
P31947 O00444
Q92886 Q92793
P12931 P04626
Q02556 Q9HAU4
Q96T60 P18887
Q8TBC4 Q15843
P85298 Q14247
P14672 P51665
P06239 Q8IWV1
P42574 Q9UPT6
Q9Y383 Q6VMQ6
Q96I23 P37287
Q16181 O14613
Q12933 P47897
Q9NV70 P11233
P12544 P26583
Q9P289 P02686
P27361 P78347
P21980 P31151
O76041 P60709
P56645 P48730
P09874 P19838
O14817 P23229
Q9BQA1 P62316
P49356 P49454
P51532 Q969G3
P43405 P12931
Q15911 Q9Y2I6
P09874 P14859
P32456 P49903
Q13535 P23025
P25791 Q9UPY8
Q13137 Q14966
Q92817 Q9UBC9
Q9UJC3 P15622
Q5JY77 P25116
