Q9UKA4 P10644
P08246 P05546
Q99417 Q92667
P54253 Q969T4
Q9Y6K9 P21580
Q86UN2 P23515
O75419 P25205
Q13464 P17661
Q92994 P04637
P53350 Q9H8V3
O94972 Q9UBZ4
Q13148 Q15047
Q92934 P10415
Q13257 P11226
P48169 P05129
Q9Y4K3 Q13568
Q16611 P10809
O00585 P32248
Q86XR7 P14778
Q969D9 Q9HC73
Q15149 P26038
Q9BZ72 Q99829
P68400 O60936
P61247 P35638
O15018 P01034
P84095 Q15797
Q15811 Q8WXE9
Q13315 P63010
Q9UHB4 P99999
P57087 O00254
P40425 Q9UQB8
Q9GZV1 P67809
Q8NCP5 Q15797
P26678 O14983
O43298 Q8IYF1
Q13882 P00533
Q16630 Q9NXP7
Q96KP1 O60645
P05155 P00736
P13497 P98160
P14780 P20742
Q96A00 P49674
Q8WV24 O95757
O75969 P13861
P53778 P62993
Q92597 Q96CW1
Q8TAM2 Q15154
P13236 P10147
P22626 P68400
Q92597 P26641
P10636 P60709
Q96T60 P18887
P54259 P48634
P45983 Q15796
Q15796 P50502
Q6ZW49 Q12888
Q7Z6J2 O43739
P50150 P16520
Q03135 P35354
P19174 Q05193
O14641 O60504
Q9NYA4 Q9H422
P32456 Q9BX70
P51681 P28066
Q00839 P04150
Q9Y4X4 Q96KQ7
P62807 P21980
Q9BY11 Q9Y6W5
Q92824 P03971
P12931 P14923
Q14677 P63010
Q13042 P12757
P62879 P36897
O60716 Q13002
O75376 P29590
Q96T58 Q9Y618
P49023 P05556
O14907 O94925
O14920 P31946
P17252 Q14469
P02775 P25025
P56134 O60341
P28482 Q15796
Q92879 O75674
O00459 P07333
O60383 P51159
P67775 P04637
P0CG47 P46527
O75530 P26010
Q9UQF2 P05067
Q99593 P52952
O94906 P10398
P08567 P36897
Q6IA86 P51692
P56279 Q7L7L0
Q6ZRS2 Q92831
Q13485 Q92731
Q9Y4G8 P61225
Q9BYG5 Q05513
P17612 P21817
Q96QT6 Q13547
P10586 P18433
O00506 P63104
Q92974 P61981
Q9Y618 Q04206
O60260 P62253
Q13546 Q8IUC6
P12931 P42226
Q9HC52 P35226
O96017 O60934
Q9UGI8 Q15942
Q9H2S9 Q13422
P51692 P01589
O60896 P32241
P32242 Q9UKJ5
P04899 P14416
P35568 Q8N122
P62258 P46527
Q14344 P35222
Q09028 Q13112
P28482 Q02750
Q2M1K9 Q9UH73
P08603 P07996
Q9UNE7 Q15796
Q9Y618 Q06455
Q9BVP2 Q9H1I8
P27986 P08473
P04899 O15162
P35240 Q01082
Q9GZM8 P43034
Q92597 P62854
P35241 P15311
O14578 O15399
Q96B36 P42345
Q9H444 Q9Y3E7
P24386 P61106
Q5BKT4 O95259
O43186 O75531
P10747 P33681
P23588 Q14152
P22681 P27348
Q02535 Q06455
P17028 Q7L5N1
P01112 P04049
Q5TCQ9 Q13224
Q9UN74 Q5T3J3
P11362 P14324
Q02388 Q9UKC9
Q9NZH6 Q13478
P14625 P68400
Q13177 P10916
Q13137 Q9UER7
P50616 P29966
P04792 O43294
Q8IY57 P25490
P57073 P08047
P24666 Q9UHJ3
Q07812 Q9BXH1
O14543 O14508
Q5TCQ9 P08588
P06401 Q9UBZ4
O75674 Q92575
Q9NR30 P05412
P61981 P05771
Q9P0V3 P61981
Q8IW41 P04792
Q9UI14 P31150
P14923 P55291
Q96CJ1 P0C1Z6
O14893 Q01130
P49790 Q92973
Q9UPT5 Q8IY31
Q9P2U7 Q99962
O15027 Q15436
O15379 P48552
P49841 P04637
P78396 P10244
O96013 P06756
O14733 P45984
Q13432 Q96GX8
P21860 P00533
Q16539 Q06413
P61981 Q6P597
P63167 P04075
Q13042 Q13257
Q86YS3 O75154
Q9BYT8 P30990
Q12933 Q9BT49
Q8IYF3 Q9UNH6
Q9UMX0 O75830
P49662 P15924
P24278 Q9BQD3
P0DP25 P35611
P20340 P26374
O75955 P04278
Q9NNW5 Q7L622
P08311 P01011
Q8N612 O95197
Q13526 P35222
O60894 P10997
O75628 Q08289
P21359 P62380
O00401 P32241
P04792 P43320
P50281 Q03135
P49069 P08F94
P04275 P08123
P57086 O95125
P21246 Q9P287
P50281 P18827
P37173 Q9BXA7
P35568 Q06609
Q8IVH8 Q99962
Q8N668 Q9Y6G5
P24588 Q12959
P00533 O00459
O15357 Q14315
P36896 P08476
Q9UKV0 Q13363
P31314 P67775
Q8N668 Q9NX08
Q92793 P15976
P19784 Q01892
Q9UPW0 Q9ULK4
Q03113 Q06187
O60573 Q13541
P62310 O15116
Q9BT92 P02538
P60228 P48634
Q9Y222 P30281
P17612 Q92777
Q07817 Q9HB09
P52333 O60674
P08887 P05231
P49368 P12956
Q03135 Q07889
P22670 O75528
Q04771 Q9NW61
Q92793 Q8N680
Q96RT1 O15105
P48995 Q86YM7
P48436 Q12933
Q92793 Q08050
Q9H5V8 Q05655
Q9H4Z2 Q14686
Q14203 Q15436
P53611 P26374
Q9BXF6 P10155
Q8WWW8 P07948
P41743 P51617
Q9Y6D9 Q14134
O75081 Q13547
Q15119 Q96AB3
Q96L34 P60953
Q8TAI7 P83876
P18847 Q5T3J3
P00533 P19174
O60832 O00303
Q9HAU4 P08621
P49639 O15162
P01100 P42224
O43752 O75379
Q969H0 Q13616
Q9H0E9 P37231
Q16620 P18031
O95257 Q03181
P61981 Q9NZQ3
O00339 P02452
P10275 P15884
Q9Y4G8 Q86UL8
P35754 P18031
Q96PK6 Q14686
Q06124 P78324
Q9H0D6 P56537
P03372 P78317
P14618 P04278
P09619 P62993
P62324 Q9UFF9
Q9UMX0 P43681
A6NC98 P40425
P53350 P06748
Q9P086 Q15528
Q92841 O60504
Q96NW7 P19022
P53779 P61978
P11142 P06400
P43631 O43914
P15153 P60953
Q9UNP9 Q03164
Q14696 O75197
P68400 Q96HZ4
Q9BUE0 Q9Y3C7
P51888 P98160
P49888 Q7L5N1
P98164 P02749
Q13316 P16070
P05091 Q13432
P62826 Q99932
P53816 P30153
Q92997 P67775
Q8NFZ5 Q02763
Q92529 P00533
Q9NZV8 Q9NZI2
P05107 Q15438
Q15751 Q13571
Q92831 P51587
P14672 P51665
P41218 P14652
Q01844 Q01543
Q03519 P10321
P01178 P30559
Q15628 P19438
Q13133 Q07869
O60238 P10415
O00148 Q06265
Q9UI47 P35222
P45984 P23443
Q06455 Q9P2A4
P04632 Q7L5D6
Q02156 Q8NER1
Q13873 P33241
Q17RD7 Q8NB59
Q8WU20 Q07889
P33552 Q9Y3Q8
O75506 Q9Y3C0
P06748 Q9UM73
P23229 P48509
P54259 O75420
Q09472 P26367
Q96G23 P27449
O96017 Q14676
Q15796 O95295
P07339 P05067
Q12846 O75379
Q13616 Q15653
P30530 O15524
P04406 Q16566
Q5RKV6 Q9H2M9
P49841 P24385
P54253 Q86UW1
O43294 Q01959
Q02535 Q99081
Q9Y5X1 Q07889
Q9Y6Q9 Q92841
Q9Y566 O60241
P17813 P18075
Q02790 P08235
P56524 Q09028
Q09472 Q15853
Q12982 Q7Z465
P23458 P07332
Q15399 Q12931
P17252 P30679
P83876 P52597
O75582 Q8N257
P18505 P42336
P17612 Q16613
Q96J02 P54259
Q13309 P46527
Q9H1X3 P62873
Q9Y2W2 O60828
Q9P0K1 O95970
Q7L5N1 Q92905
Q15047 Q9NTW7
P17252 O43526
Q9BXI6 O14745
P13984 P01100
P11142 Q9NY33
Q15642 P19793
Q13643 O95600
Q9Y6A5 Q9UNY4
Q96SB3 P35348
Q9P0U4 Q9HCE7
P49795 P36897
P54253 P16383
P20073 P17252
Q9H4G0 Q14643
P15927 Q5T3J3
P61981 Q9BZE4
P08581 Q14683
P45984 Q12968
P24385 P35251
Q09472 Q9UJU2
P42566 Q8NFH8
P03372 P00533
P35568 O15530
P05121 P08246
Q5VST9 P0DP25
P51178 P11233
Q14644 P63244
Q13393 P68133
Q9Y624 O75970
Q5XLA6 P57730
O15350 P63244
Q96BY2 Q07817
P38432 P61289
Q15796 O14964
Q16363 Q9Y3C7
Q99829 Q15007
P62308 Q9UKR5
P62380 Q00403
P31749 O15151
Q02413 Q9Y446
Q16644 P04792
O60496 P20936
Q9Y6Q5 P63010
O43426 Q99962
P22607 P12034
P61601 P60709
P34932 Q9NX09
O60437 P31749
Q6EEV6 P04040
O60925 Q9Y3C7
Q8NCG5 P28906
Q9BPU6 P07332
Q6P0N0 P08047
Q86SQ9 P28300
Q9GZM7 O15198
Q9UKS6 Q07890
P63165 Q15788
Q10567 Q13315
Q14974 Q16637
P41161 P10275
P78357 P23467
Q15036 Q07954
O00459 P36897
O95229 Q9H081
Q99496 Q9HAU4
O75569 Q9UPY3
P32004 P06756
Q8IU60 Q92900
P23467 P08581
Q9NRR5 Q9BZ11
Q9H270 O15116
P28482 P06400
P32780 P28715
P54132 Q13111
P08246 P10646
O14775 P63211
Q92973 P09651
P08047 P78527
Q92974 P62070
Q92963 Q13129
Q8IYF1 Q15370
Q15078 P49418
Q15599 P47900
P11802 Q15047
Q8N9N5 Q14201
P25963 P12235
Q14999 P63208
Q9GZM8 Q9NRI5
P17612 Q07343
P61981 Q7Z401
P03950 P35609
Q8WTS6 Q16695
Q14192 Q9Y6Q6
P17612 Q05469
Q9UHY1 P58340
O43924 P20936
Q13459 P68133
O95257 P68104
Q9UHW9 Q9UEW8
O15379 O43593
P85298 Q14247
Q15797 P31273
P40937 P35250
Q15049 P13693
Q5JTV8 P02545
P34998 P63096
P12004 P26358
Q03135 P22307
Q03395 P23942
Q96S38 P40425
Q9HAU5 Q96B26
Q92793 P41240
P25025 P42261
Q9Y698 Q15700
Q8N8U9 P12643
Q9Y2H0 Q92796
Q96KQ4 Q9H3D4
P35226 Q16891
Q13887 P19838
P42574 P54259
P48552 Q13285
O75832 P11802
Q15544 P21675
Q9NQC3 P02686
Q13478 Q9NPH3
O00559 O95295
Q9HD26 P13569
O15198 Q9P2E9
Q9Y253 P62979
P21728 P00813
O43586 P06729
Q16890 O75822
P61981 Q7Z417
P49790 Q15796
Q13227 O75376
P29597 P06241
P0DPH8 Q13287
Q13315 Q15831
P26368 Q7Z7J5
Q96MP8 Q9UJY4
P40937 Q13432
P55212 P10636
Q07890 P01112
Q9NXU5 Q8IWV7
P12931 Q03135
Q09472 P52948
P16298 Q9UPR5
Q49AR2 P60002
P18084 Q8WX93
P08047 P42858
P05783 P55212
Q99466 Q15796
Q9UKV3 Q53HC5
P41134 O14936
P50570 P19801
Q15287 Q9NRR5
P48745 P01344
P40425 O95163
P08758 P02458
Q8N2W9 Q13485
Q15428 O43719
Q9Y618 P48443
P12814 P12931
O00231 Q5T3J3
Q15303 P62993
O60566 P30260
P43364 Q6ZU52
Q6P0Q8 P48764
P07996 P07585
P07737 P55196
P28328 Q9UKR5
P00797 P20645
P62318 P62308
Q5M9N0 Q9NR46
P68400 P32004
Q16181 Q9NVA2
Q92574 P63104
P54259 Q5JSZ5
O43566 P10114
O60383 Q16637
Q9H0D6 P63241
Q15365 P43243
P24941 P24864
P05408 Q9NRR5
P42768 P62993
P54259 Q9H2X0
Q8IXK0 Q96GD3
P53350 P28066
Q9UI14 P63027
Q02779 P42858
P63208 Q15653
Q01844 P78310
O95989 Q9H0T7
Q9UKT4 Q9UM11
O60683 O00623
Q06787 Q96S59
P07737 P68133
P68104 P49888
Q6EEV6 P31689
Q9ULB1 Q8N9I0
O75970 O95832
O60383 P62308
Q9H4E5 Q13485
P52803 P29322
P42338 P50052
Q15075 P20339
Q13485 Q14956
P48723 Q9UMX0
P55199 P04637
P55055 P63279
Q9UGN5 P07199
Q16236 Q92793
O43491 P26885
Q9P107 P61586
P68400 Q16666
P10912 O60674
Q9BUZ4 Q15633
Q02790 O00244
O60674 P38398
Q9UK53 P27348
Q9Y618 P19793
Q2M1Z3 Q9HCE7
P62873 Q13371
Q02763 Q8TEW6
P05783 Q9Y5B8
Q15796 P52948
P08311 P05546
Q9Y6X2 Q15796
Q9UJY4 O75074
P21860 O00459
O00238 Q6P3X3
Q96MU7 O75525
Q8N5S9 Q16566
P11166 P27797
P08246 P48061
Q9BST9 P36897
Q15717 Q14974
Q16787 P34741
Q9Y263 P04054
Q9NWQ8 P43403
P49459 P04637
P17612 P13612
P15090 Q05469
P42224 P19525
P22455 P11487
Q92844 Q5D1E8
Q7Z465 Q07960
Q96G25 Q15369
Q9NZC3 O15492
P22681 P07333
Q8N9H8 Q15038
Q8IW41 P13807
O14920 P25963
Q9NWA0 Q96G25
O95475 Q04724
P01112 P30307
Q13237 Q03393
Q13501 P42262
P31946 Q8N3F8
P35813 Q05655
Q13901 Q99598
P11274 O60674
Q13352 P05106
P20807 O75923
P68036 O95376
P15036 P14921
P53618 P41220
P43405 P15498
O15230 P11047
Q03013 Q05516
P05412 P14921
P22061 Q92793
Q96B97 P06729
P05787 P11021
P35869 P10589
P24941 P38432
P06493 P20338
P28482 Q05655
P04406 P60709
P61970 Q9Y383
O60641 P68363
P05771 P61764
Q08043 P35609
P68104 P02766
Q9NZN5 Q03113
Q07817 P45983
P61981 P78371
Q03113 P60709
Q9BU61 O15116
Q13287 P40763
P49366 P32969
Q9Y287 P10415
P57678 Q8TEQ6
O43929 Q9UBD5
P84022 P49711
Q86VP6 Q13616
Q8TAU0 P11831
O43353 O95999
P22607 P21781
P27348 O15198
P17612 P13569
Q8IW41 P05412
P16144 P31946
Q13838 Q9NRL3
P31269 Q93062
P08709 P13726
P61981 O14744
P63010 Q13485
O43915 P35968
P56693 P26367
P0C1Z6 P15923
P00966 P15502
Q15796 P30260
Q5QJE6 P04053
P42574 Q13114
P63104 Q9BYG5
P04637 P20023
O43236 O60260
Q92482 O14939
P23142 P15502
Q9ULW0 O14965
P50995 O75340
P05067 P49810
Q9Y496 O15066
P50549 P11308
P14780 P10646
P49848 Q04206
P14921 Q92793
Q04725 O14607
O14744 P27348
Q9NQX3 P48167
Q9GZX9 Q9H2X0
O60674 P51692
P62140 P13861
Q13275 P04278
Q92558 P16333
Q99972 P36897
P08631 P19174
O14717 Q7L5N1
P31994 P02741
Q49AN0 P53041
Q9HBM1 P60468
P42680 P10721
P36873 O95685
Q05655 P14598
P31947 Q9H8W4
P23458 P09619
Q15831 Q9Y3A3
Q8WYR1 P48736
Q16695 P06454
O14543 P16298
Q13287 P42224
P21579 P04150
Q5MNZ9 Q92731
Q9H228 Q03113
Q9BZX4 O75969
O15315 P68431
Q15434 Q5VUD6
Q05086 Q9UHD9
P07948 Q9UN19
Q15648 P03372
O14745 P40879
O60925 Q16891
P46108 P11274
Q96SD1 P78527
P59998 O15145
Q9HCL0 O75553
Q15633 Q9H0R4
P56537 Q13438
Q9P1Z2 Q09472
P01033 O94762
P38936 Q9NWV4
Q06190 P09429
P57775 Q13616
P68400 P27695
Q15645 Q6BCY4
Q99972 O00299
Q13535 P04637
P29966 P07858
P61981 O14757
P31751 P03372
O75293 Q03181
O75791 Q9BQ66
P51812 P05204
Q9UP52 P02787
P62308 P62304
P23025 P15927
Q9HD36 Q07812
Q9HCE7 Q70EL2
P35658 P84022
Q9Y2X7 Q15052
Q9NZN4 Q13492
Q14511 Q06124
Q9UNF0 P48023
P31749 Q04912
Q8TEY7 Q92813
Q6EEV6 P42224
Q15185 O14746
O00712 Q14938
Q9H9D4 Q9NY93
Q7Z6M1 P51151
P17600 Q13813
O14939 P04075
P21673 Q9NPI5
Q7RTS1 P15923
Q03113 P53041
Q96RK1 Q92754
P61088 O14965
P54257 Q9BQD7
P18847 P84022
P55103 P09529
Q9BS34 Q96EK5
P26038 P19320
P21675 Q01844
Q16695 P83916
Q96KC8 P11021
Q01844 Q92934
O60716 Q9UMD9
O15018 Q99569
Q00013 Q9UNE7
P10586 P14923
O75293 P37231
P54727 P29372
Q9BT78 Q15834
Q8IZH2 Q92900
Q9P2H0 P08670
Q07869 P17252
P09874 P06748
Q15811 Q13432
Q12933 P36941
P50750 P28799
Q9Y5M8 Q96JB5
P35520 P42858
P11172 P36957
O15164 P04150
P22888 P01215
Q15464 P35968
P06401 P26583
P41279 P19838
Q9UNE0 Q92838
P78527 P09017
P06401 Q13886
Q9BZE0 P35222
P07766 P19338
O15294 P11831
P30556 P34947
Q96KC8 Q14624
P63104 P33176
Q13526 P06493
Q03405 P29597
O43929 Q13416
P54253 P53990
Q14982 P04156
Q99590 P84103
Q86US8 O14746
Q15637 P36406
Q8WU20 Q08345
A0JLT2 Q96G25
P51677 P09769
O00238 P62979
Q9Y4P9 Q9H8W4
P06239 Q05655
Q06455 P15923
Q9Y6X2 P40763
P41235 P04637
Q9UK45 P62312
P14921 P12931
O95365 Q02446
Q15078 Q9Y3Q8
Q9C0D3 Q13617
Q92608 P20963
Q99741 P20248
Q99417 Q8TER5
O15116 Q16637
Q9Y371 O00499
Q13535 P43246
Q86YM7 P39086
P56134 Q9NVJ2
P21579 Q13133
P56693 P05412
Q96PQ1 P29350
Q15345 Q15369
Q8N187 Q8TAP4
P54284 Q13936
Q92793 P15172
P60033 P21926
Q7L591 P07949
P27487 P13501
P31785 Q01113
Q9Y262 Q9H0D6
Q12913 P14923
Q96A65 Q92796
P06213 P02765
O60674 P06241
O14646 Q13547
O75382 O43707
Q9BQI9 P10276
Q99743 O00327
P07384 Q01082
Q14289 Q92796
P04899 Q99750
P68400 Q92598
Q9NP84 O00463
Q14686 P10912
P07948 P16871
Q8N4X5 P20936
P60022 P54257
P46379 Q13190
Q06124 P10721
Q9UBD5 Q13416
Q12959 O75084
P63261 Q11203
O00255 Q9UBL3
P02679 P02675
P01127 P09619
P17600 P19174
P60891 Q9H8Y8
P08581 P40763
P24723 P05107
O75909 Q93062
P33552 Q13432
P09496 Q00610
Q9UJW3 Q13547
P40763 P06454
P06400 P33993
Q13541 P53602
P07602 P07339
P13798 P04278
Q99683 P35754
P05161 P41226
P61981 Q02241
Q9UI14 Q8NI60
O75689 Q05513
Q15645 Q9BXL6
Q99439 P60709
Q9UHI6 P62304
P04350 Q13873
Q9BWQ8 P25445
Q8N668 Q7Z4G1
Q14994 Q15788
P04632 Q9Y295
P05198 P47813
Q9UHY1 Q9Y3Q8
P50461 Q02575
P17676 P53567
P50402 Q969F0
Q15047 Q8TAD8
Q71SY5 Q96RN5
P84022 Q9UBW7
Q13114 P62070
O00631 O14983
Q9UKB1 P30304
Q15835 P08100
Q9UKT4 O60447
Q13535 P38398
Q04941 Q9Y2H0
P01135 P00533
O14641 Q8IYF1
Q93008 P55196
P42574 Q13077
Q92734 O15162
Q9Y239 P29466
P53367 P84077
Q92845 P12931
P40763 P23769
Q6VMQ6 P08729
Q00059 P00491
Q96QE3 Q99638
P40937 P12004
P10276 Q05086
P62324 Q9UIV1
Q92496 P01024
Q9UKI8 P02686
Q00403 P10827
Q96GD4 P68431
P04070 P00450
Q99972 P02746
Q03135 P51813
P35070 P00533
Q9UMZ2 O15126
Q6EEV6 P11021
P29120 P20382
O95870 P03897
Q9NQ87 O15105
P04053 P12004
Q13137 Q96ME1
P51159 Q9Y4I1
Q96J02 Q9Y3C5
P12931 P51692
Q99608 Q8NG27
Q9BUB5 P02686
Q13526 Q9Y3Q8
P00751 P01024
Q15475 Q99750
Q9P209 Q05516
Q99750 Q8TAU3
Q13620 P03372
P84090 Q99962
P42574 P07948
P07196 Q96SN8
Q8WXG6 P19438
O14594 P32004
P41218 P06493
O95155 P55072
Q9UJX3 P12830
Q8IYT8 Q14181
O95218 Q01081
Q13158 Q99836
P61289 O75689
Q9UJ70 O15198
P10074 Q92997
P78417 Q5RL73
Q6ZVK8 Q9H446
O60508 Q92620
P30874 P27986
Q9HC98 P50613
P00750 P05787
O95551 P20333
O95777 P62314
Q9NQW7 Q14181
Q9NYS0 Q15653
P98164 P11684
P45983 O00418
O60763 Q14789
P19012 O75604
P17181 P01562
O76075 O00273
Q9Y3L3 P12931
P56470 P62070
P28300 P16401
Q9HD36 Q92934
Q9UJU6 Q92918
Q07889 P08631
Q9UQ90 Q13263
O60506 Q16637
Q9UI14 Q9NP79
P16333 P09619
O75628 Q04917
O43524 O14920
Q9GZY6 P19174
P61923 Q9Y678
Q9UBQ5 P30281
Q14242 P26038
P51153 Q13485
Q9NQ66 P50148
Q92882 Q16637
Q9Y3E1 Q9HAU4
Q9UBW8 Q16236
Q15834 Q8NE31
Q9Y333 O15116
Q9Y3F4 Q9P0P8
Q13464 Q16555
Q6P1K2 Q9P2H0
Q9NRR5 Q96BY2
O95429 P10415
P27701 P04626
P00749 P05120
Q16186 Q99460
P84022 P62877
P11021 Q0P6H9
Q9Y3B2 Q9HAU5
O00560 P42263
P46108 P56945
Q9Y4H2 Q92569
P31371 P21802
O14796 Q9HBG7
Q9Y2R2 P62993
O75030 Q09472
Q9H422 Q9BQQ3
P50750 P19838
Q9BQ66 P15622
Q9BVP2 Q15172
P10721 P42229
P45974 O14641
Q8WYK2 P17535
Q15645 Q53HV7
P36896 Q15796
Q9P2M7 Q9Y624
P63261 Q6VMQ6
Q13137 O95990
P32780 P29083
Q13569 Q92793
Q8TF74 Q6XZF7
Q96P63 P08697
O14757 Q13485
P27361 P43146
Q96HU1 P35240
O95190 P11926
P84022 P30260
P09619 O15524
O95872 Q15834
P10147 P10124
Q9Y6N8 P55285
Q6ZS82 O75916
Q12797 Q13061
Q93009 Q96EY1
Q8IZJ4 P11234
P31749 P49841
Q12800 P38432
O14744 P14678
Q9BQY4 Q9H0E2
P49674 O14641
Q9Y620 Q9UJX2
O75496 P31273
O15519 Q92851
P01229 P04899
Q9NQB0 P49768
P51948 Q01860
P55036 P0CG47
P15153 Q15797
P46108 P06213
P50552 P35080
Q9H0M0 P08887
P41182 P28482
P48048 Q08378
Q92793 O75925
P27487 O14625
Q13239 P20963
P30101 P04921
P51617 Q05513
Q06124 P40763
P09493 P11171
P28715 P18074
P04637 P42773
P43026 P27037
Q99081 P15923
Q09472 P03372
Q92793 O15379
Q9UBX5 O95985
P15509 P27986
P16150 P09382
P01111 Q9P212
P62750 O95373
Q14192 P05107
P43320 P02511
Q9NPJ6 Q9NWA0
O60500 O14936
Q96SN8 Q5RL73
Q9NQX5 P24941
O00560 Q12913
Q86Y01 P46531
P50402 P02545
Q9UNN5 P67870
P31749 P38398
P61978 Q9BTD8
P62760 P60709
Q9Y6R4 Q06124
P30556 P00533
Q9Y6Q5 O43747
P14672 Q15067
O94777 O60762
Q5SW96 P98164
P35080 Q03405
Q15788 P19793
Q8N2W9 P10275
Q02930 P15336
Q9NZS9 P10415
P30304 P10275
Q15102 Q15047
O00231 P26641
Q6P0Q8 P62979
Q1MX18 Q8TEW8
P08603 P11215
Q15382 P49815
Q9HB71 P25815
Q13368 Q67FW5
Q9NZN4 Q9BXS5
P13010 P12004
P27361 P19235
Q9Y295 P17542
O95198 Q53G59
Q7L622 O00453
O75674 Q8IZL8
P60953 P42768
P14735 P05067
P58546 P47756
O43306 Q5JWF2
P04216 P06241
Q12824 O95359
O00257 Q13363
Q09472 P05204
Q07157 P00533
O75593 P52952
Q8TBN0 P20336
P29350 Q01362
P49768 Q04721
P36542 Q14181
O15524 P07333
Q07812 P27348
Q9BUH8 Q8TAU3
Q08380 P05556
P10276 P51692
P57103 P31946
Q9H6J7 O94989
Q9NRD5 P55196
Q14184 P61764
P38432 Q8N2W9
O60282 Q07866
O75821 Q14152
P27701 P21860
P17252 P22681
O60318 O15198
Q9Y3C5 Q9GZX5
Q9UKV8 Q9UHI6
P12956 P63104
Q13113 Q9BVJ6
P24941 P23511
Q9P0K1 P63104
P52565 P61586
O14641 Q8WTU0
P49841 O75581
P68400 P36955
P08670 Q9BT92
Q15643 P27540
P13497 P05997
Q15102 Q96ID5
Q8WZ42 P20807
Q99590 P08621
Q01543 P11308
Q13322 P54762
Q13616 P63208
Q03164 P48023
Q13485 Q8IXH7
Q9UNW1 P68133
Q06141 P34741
Q96G27 P46937
P25205 P24941
Q969H8 Q9NRR5
P06493 Q92574
P62316 Q16637
O00186 Q15833
Q63HQ0 Q9UJY5
P04406 Q16363
P54259 Q9Y219
Q8IU60 Q9NPI6
Q13393 P11233
Q8TDW5 P20340
Q13163 P41743
P68104 Q8N5U6
O00507 P10636
Q15370 Q9H765
Q96RU3 O95271
P25391 P05067
Q15669 Q5T3J3
Q969H0 Q96FE5
Q07954 P56704
Q6ZRS2 Q7Z3C6
Q53ET0 P61981
P07996 P00374
P00747 P02749
Q99653 Q9UBY0
Q9BQ66 Q9BYD3
Q9BVJ6 Q96ED9
Q9BQI3 Q16543
Q16828 Q99750
Q00994 Q13114
P07478 P03973
Q5T5C0 Q12846
P10809 Q15399
P42224 P05412
Q16849 Q9NRR5
Q9UKN8 Q16695
P51679 P10147
O15519 Q07817
Q14449 P16234
Q96QF0 P61006
P42574 P78527
P49759 Q9BZL1
Q92793 P78545
Q9NV92 P46934
O75943 P55769
Q7M4L6 P16234
P98164 P48764
P78324 Q08722
P63279 Q9UBT2
P54259 Q99973
P35568 P11274
P27694 Q13228
Q9HBA0 P07947
Q92585 Q99466
P56945 Q9H0Q3
P30101 P55017
P53778 O60239
O60383 Q9NRL3
O75398 Q9H1I8
Q9UMX1 Q9Y297
P06400 P05412
Q09028 Q16576
Q99972 P62736
P68400 O95477
P51677 P02778
P54259 Q96PM5
Q6Y7W6 Q9NTZ6
P21246 Q9NQZ2
P21709 Q9HAU4
Q8IUW5 Q8NC24
P14416 P29274
P53041 Q9UHD1
Q9UHJ3 Q8IXK0
O60260 Q13224
O43187 P14778
Q9UMS0 Q8NC60
P00734 Q96IY4
Q9Y285 O43390
Q05655 Q9Y243
Q13526 Q93062
O14503 P40763
Q9NPF4 P15941
P15153 P31150
P29466 P46934
O14908 Q03167
P06493 P68400
P45973 Q9UBC3
O00590 Q99616
P35052 P39060
Q9NVP1 Q13330
Q6VN20 P08581
O95067 P37173
P20020 P0DP25
Q9GZN7 Q7L5N1
P31946 P06213
O75943 P33993
Q9UM11 Q9BPX7
P17612 P36382
Q92597 P11021
P02647 P11597
Q8IYF3 P48552
Q9NZ52 Q00610
O95251 P49736
Q9UQR1 Q09472
P03372 P63279
Q09472 Q15596
Q13424 O94925
Q16637 P38432
Q9UEF7 P08069
P21741 Q02543
Q06187 Q9Y2C9
P23434 Q05516
O00203 Q00610
P04183 P38936
Q96CN9 Q5T5P2
Q13952 P23511
P15509 P08865
Q5RKV6 P84103
P06493 P20700
P04637 Q14061
P09429 Q13432
Q9Y5X4 P20393
Q9UBN4 Q14573
O43318 Q92918
P26651 P09429
Q92974 P63104
P19878 P60953
Q16537 O15198
P23497 Q13185
P29350 Q86UP6
Q9Y4K3 P25942
P23458 P62993
Q7Z589 P51587
O95967 P04637
O60383 P50453
Q5THR3 Q99497
Q7L5N1 P40425
O43184 P62993
Q16621 Q9H0M0
Q8NC44 Q9P2H0
Q99250 Q12955
P15172 P11802
P68366 Q86U06
P06493 Q96KB5
P10827 Q15648
P56278 P31751
Q16527 P68104
P49146 P01303
P19320 P35225
Q86SG2 Q86TC9
Q09472 Q9Y6Q9
P51811 P23276
Q9H4E7 P15153
Q5PSV4 Q09028
O76003 Q70Z53
P32121 P25963
P29350 P62993
Q6WN34 P08476
P21673 Q9Y3Q8
O75688 P24941
Q04912 P62993
Q05655 P40189
Q9NP98 P35609
P84022 P05412
Q9BQ16 Q92563
P17301 P05556
Q9Y6K1 P26358
P61981 Q6ZU52
Q7Z434 O95786
Q05513 P06241
Q6ZN30 P06400
Q8IWB1 Q14643
P19174 Q9UN19
Q9HAU4 Q8N0X7
Q14192 Q13683
P00374 P10809
P22001 Q14005
P62805 O15315
P33993 P28749
P30291 P42574
Q92759 P29083
O60683 P40855
O76061 Q8TER5
Q9Y2X7 P23471
Q15759 Q8IW41
P20366 P21452
O14526 Q9HCE7
P36405 Q13432
P43405 Q06187
P56524 P41182
P01266 P11021
Q5QJE6 P19793
Q13478 Q14116
