P15938 Q12354
P36520 P29295
P40509 P53622
Q08236 P41318
Q12446 Q92331
P17558 Q06410
P32527 P39935
P18851 P46655
P22147 P36009
P36048 P28320
Q06208 Q07930
P16140 P25646
P17255 Q12343
Q06436 P53914
P25694 P40070
P40567 P53935
Q07540 Q07540
P38316 P38797
P38986 P38986
Q03761 P11747
Q06224 P42073
P07261 Q01722
P02557 Q12446
P40028 P10080
P36015 Q12255
P02400 P25635
P16521 Q06624
P50094 P32468
Q05789 Q06204
P53584 P53214
Q04066 P25043
P49573 Q12382
P00830 P26754
P52286 Q06150
P12709 Q00362
P38729 P53181
Q06337 P40856
Q02821 Q03063
Q06001 P25297
P47077 P38818
Q05787 P06777
Q12748 P38265
P25441 P32910
P38114 P07703
Q04370 P32791
Q08004 P40010
P29295 Q12517
P41833 P38236
P40462 Q12024
P32468 Q07657
P38276 Q02821
P23639 P35193
P22943 Q04748
P30822 Q12390
P39929 P53272
Q12159 P06786
Q06706 P42935
P38286 Q03655
Q07541 Q12154
P38217 P33201
Q06568 P32457
P53254 Q06078
P27515 Q12084
P32599 Q12446
P53877 P35191
P40481 Q12349
P23293 P43568
P40583 Q12300
P32337 P36036
Q03690 Q12531
P06787 P53141
Q06554 P02309
Q12464 P38629
P19736 P50105
P29055 P21192
P32911 P26637
P32502 P46655
P38228 Q00711
P15992 P41811
P14908 O13565
Q12307 Q06675
Q99247 Q04067
Q12275 P53550
P11745 Q99176
Q05040 Q03944
P40318 Q04121
P18562 P27515
P32334 P53858
P42223 P27351
P53914 Q03957
P43550 Q06668
P40070 P53935
P40483 P22133
Q04177 Q06132
Q06644 P36057
P43639 Q08951
Q12449 P32641
P32628 P40327
P53879 P06168
P16370 P28000
P53254 Q12211
P53323 P19882
P39718 Q07418
P32610 Q12223
P22216 Q04149
P32523 Q04048
P08566 P32381
P48837 P14907
P07260 P00358
P36048 P47017
Q12006 P38992
P32458 P25342
P39534 P39534
P32628 P22141
Q07418 P25644
P38691 P26755
P40151 P40151
P46677 Q03761
Q06158 P38633
P20459 P38431
P39706 Q03323
Q07811 P38695
P18494 P06782
Q06675 P38876
Q12050 P40348
P40069 Q04437
Q02630 P40357
P14747 P04385
P32381 P22470
P32791 P08456
P04397 Q08273
P41808 Q07829
P39534 P23639
P18544 P47093
Q12522 P38805
P23595 P47079
Q06142 P10863
P38250 P32368
P52868 Q03654
P52286 P32324
P38120 P28817
P38861 P32582
P39676 P46944
P39013 P32381
P31383 P07866
Q04746 P38989
P17555 P53250
P02557 P25347
Q12464 P43579
P40026 Q03718
P53333 P28004
P04147 P15790
P38828 P38699
P32803 P16661
P33754 P32915
Q05635 P43568
P39108 P14540
P18888 P32628
Q04437 P07259
Q08966 P17157
P47135 P27344
Q06405 P81450
P38353 P32842
P36104 P42073
P40103 P11972
Q12164 P11655
P07259 P14747
Q12223 P19262
P17709 Q00772
P16140 Q12004
P53305 P38822
P53249 P27515
P40164 P38193
P25384 Q08193
Q12089 P05318
Q03406 P38210
P07276 P19882
P53875 Q06678
P46673 Q03648
Q12446 P32790
P36126 P38236
P25639 P38264
Q05022 P38779
P12383 P12383
P49686 P15303
Q08273 P39014
P38264 Q07376
P38316 P32381
P43321 P54999
P32368 P38217
P15873 P05150
P53743 P25635
P32495 P47135
P25569 P40492
P19358 P06839
Q01476 P53550
Q12432 P39995
P53106 P21242
P53297 Q12349
P36036 P34160
P18851 P21268
P39682 P36084
P19262 Q00772
P19358 Q08273
P38987 P22209
P41940 P53323
Q02794 Q03466
Q06538 P16661
Q12021 P53919
P15442 P32357
P54860 P38427
Q08729 P53112
P53070 P32945
P47135 P40154
P34078 P30822
P18480 Q05123
P36006 P39743
Q04226 Q03973
P32897 Q01852
P36108 P43563
P38794 P17157
P47150 P32801
P20053 P33334
P25491 P53599
P40075 Q04660
P20967 P20967
P02829 P53043
P07991 Q06287
P40089 P47029
Q06410 Q07887
P53728 P53873
P39743 P04807
P06782 Q00816
P53207 P33203
P53550 P38203
Q12505 Q12250
Q06411 P53267
P06843 P06843
P25586 Q12055
P38009 P18851
Q02629 Q02630
P17106 P35201
P41811 P22204
Q06142 P38122
P29295 P12709
P38877 P38629
P53171 P47012
P47093 P41940
P00924 P24583
P29468 P53538
P15705 Q06640
Q92331 P38759
P40971 P07284
P38853 Q02794
P20434 P08518
Q99190 P49018
P38220 Q02630
P21304 P00830
Q06410 Q02831
P39742 P38286
Q08448 Q04329
P40445 P36035
Q12343 P11747
P32803 P32837
P32803 P25358
P04819 P16140
P38041 P40077
P38882 P07149
Q06137 P48240
P53050 P38346
P41544 Q12407
P53184 Q02821
Q08920 Q01560
P53080 P47135
P38995 P38636
Q02260 P49704
P38261 P53738
P33760 P38729
Q02630 P36161
Q07589 Q02775
P15790 P25567
P38130 P23642
P32485 P38623
P53045 P36057
P46963 Q03957
P47086 Q02794
P29295 P31539
P38260 P18899
P28004 P32854
Q07381 P04147
P32914 P06838
P18963 P38615
P43598 P40054
Q99383 P22136
P26321 Q04212
P32854 P38555
P32571 P34227
Q03776 P34160
P14741 Q12329
Q02805 P39940
P36006 P38328
P53549 Q07657
P32344 Q04949
Q12442 P38822
P06102 P39008
P53261 P04147
P13186 P38853
P06775 P47154
Q05027 P03069
P11076 P20133
P35725 P32569
Q06485 P38803
P38820 P53088
Q99271 P38748
P38428 Q07824
P40217 P31378
Q12464 P53877
P40032 P53168
Q06005 Q02574
P43597 Q03048
P25299 P41910
P47023 P12904
Q08208 P06843
Q05568 Q07418
Q02821 P32318
P32337 P13393
Q12754 Q06436
P53905 P39517
P41811 P36520
Q06451 P16661
Q02199 P53959
P10355 P10834
Q06163 P17214
P54790 P09119
P19659 Q08119
P43579 P29055
Q12464 Q12692
Q08931 P23900
P16521 P02994
P32610 P14741
P25365 P53887
P32381 Q07807
Q05583 P04385
O13329 Q00916
P36068 P36068
Q12161 P05150
P20676 Q00764
Q05899 P21374
Q06096 P38784
P11075 P38112
P04817 P46965
Q99344 Q12524
P40364 P39108
P47079 P26188
P43567 P17157
Q12749 P05694
P36094 P36094
P35191 P20053
P28241 Q02821
P40007 Q12522
P24583 P54786
P10862 P04385
P54786 P32900
P47045 P32830
Q04746 P47037
Q12328 P38822
P32641 P16474
Q06091 Q12309
P40857 P40582
P04147 Q08004
Q08965 Q08496
P04786 P43594
P25639 P20107
Q02948 P30822
P25385 P32790
Q08270 P09959
Q08446 P07834
P40494 P15891
P39935 P22134
P43574 P47128
Q06410 P36108
P32641 Q08949
P35193 P38182
P39743 Q12446
Q00776 P00358
P07342 P39108
Q02574 P07260
P52918 P19659
Q02260 P33418
Q02732 P40969
Q12334 Q12334
P40582 Q06350
P40563 P47135
P14736 P05759
P38987 P12695
Q00246 P12709
P16474 Q12223
Q06580 P50942
P22139 P08518
P14747 P38629
P48235 Q06675
O13518 P40971
P12954 P41913
P06787 P19524
P23968 Q02795
P38346 P47054
P38041 P33304
P40495 P39743
P53914 P38779
P40513 P19524
P40070 P47093
P38810 P29295
P40054 P49686
P19882 Q06640
P04050 P08518
P49704 P22353
P32774 P32767
P40028 Q06205
P06839 P04385
Q04311 P25694
P47103 P02829
Q08886 P53130
P13393 P32494
Q02889 Q06208
P32639 P19735
P38960 P22216
P32610 P32502
P22204 P31384
Q12185 Q03370
Q12157 P09798
P42938 P29055
P40005 P52553
P38555 P53093
P25371 P38356
P04385 P12962
P32524 P28004
P22133 P25303
Q07623 P36120
P32579 P54790
Q03913 P27999
Q02821 P32562
Q06616 P39996
Q04693 P38282
P52891 Q04491
P38992 P08456
P25635 Q06679
P28795 P80667
P09624 P40352
P12753 P33301
P20676 P35210
P38822 Q12244
P33313 P06168
P38262 P04173
P10080 Q05580
Q12149 P53859
P46970 P07273
P47172 Q02630
Q00772 P25303
P46965 P18414
P47154 P53159
Q02630 P15303
P40069 P38316
P20053 Q03338
P53112 Q06096
P32468 Q01649
P32495 P42945
P29952 P19735
Q12498 P40956
Q00684 Q00764
Q06168 P32597
P32381 P53894
P15703 P06839
P38293 P15938
P40024 P47135
P12695 P38153
P29295 Q07418
P35181 Q00776
P07244 P40348
P38930 P32558
P39081 Q08685
Q01163 P32902
P40060 Q03435
P40969 P53298
P25043 P32628
Q03690 P40055
P26754 P22336
P43588 P40016
Q03654 Q12309
P17255 P47104
P53236 Q02630
P53135 Q12488
P53738 Q03920
P35718 P22139
Q12236 Q12230
P04147 Q03957
P06787 P18962
P48813 P37366
P34087 P40361
P17064 Q08271
P26309 P19358
P38286 Q04697
P43609 P11633
Q06689 P32641
P21304 Q02931
Q03373 P19882
P32497 P40217
P12695 P38920
Q02825 Q02630
P23641 Q02574
P29469 P32833
Q02554 P32639
P25491 P47027
Q12352 P40562
P07257 P28320
P40075 P38886
P22209 P40956
P53093 Q03655
P47093 P07257
P29469 P29469
Q12157 P53068
P47017 P40530
P02309 P31244
P25573 P52891
P32502 P19882
Q12136 Q12505
P23595 P54839
Q02574 P39534
Q99186 P27351
P22082 P18480
P32366 P53877
P16861 Q04675
P36525 P36520
Q06604 P38301
P24869 P25302
Q12522 P34246
P07806 P33322
Q99176 Q02574
P87284 Q06644
P43639 P23615
P19880 P32569
Q99299 P53939
P38203 P40465
P00927 P32902
Q92316 P39007
Q12267 P47037
P38278 Q06385
Q12298 P25651
P47135 O13587
P17423 Q02821
Q12230 Q03407
P47120 P41811
P30606 P38970
P36130 P12612
P04817 P38843
P34760 P32911
P53253 P39946
P36168 P40362
Q12432 P38811
Q02821 P38716
P53207 P39682
P21374 Q04048
P38318 P32529
P40959 P38247
Q12241 P27801
Q06489 Q12349
P40471 P32366
P37838 P53914
P18851 P39079
P43321 Q12330
P02309 Q04149
P46965 P53337
P32457 P16120
Q12245 Q07951
Q99260 P47061
P32337 Q06142
P38822 Q08548
P40582 P40544
P04817 Q03010
P53045 P38428
Q12034 P38822
P07806 Q00684
P39707 Q04675
P10964 Q08273
P39113 P46954
P53742 P19736
P13574 P18412
Q07844 P36160
P38217 P16140
P14540 Q02821
P46963 P02557
P38258 P32529
P28274 Q99186
Q99186 P00924
P09798 Q12379
P52286 P09232
P40495 P28274
P53207 Q07508
P38768 P47093
Q02875 Q04067
Q04437 P07342
Q02979 P53924
P50090 P38853
P52917 P48582
P25615 P25491
Q12349 P40520
P47050 P30657
P23639 Q06708
P46963 P22515
P16649 P43124
P36022 P32908
Q12083 P07251
Q04675 P22203
P38153 P23641
P25343 P38523
P11978 P16140
P04385 P36068
P06787 P32573
P29055 P46675
P40487 Q3E840
P41896 P53934
Q08144 P38633
P38151 Q12159
P12709 Q06287
Q06648 P39011
P32897 P49334
Q03976 P33759
P40469 P07703
P48240 P53859
P46944 Q03337
P25337 P33334
P53959 P40094
Q03691 P40555
P38691 P19882
P47154 P25297
P38077 P07251
Q12372 P38264
P52490 P19882
P47093 P33334
Q02630 P04147
P57743 P47017
O13539 Q99257
P46951 Q07623
P25359 P38792
P40089 P14741
Q01163 P38822
P53263 P40003
P47147 P19263
P40567 P32522
Q99190 P50944
P32381 Q08723
Q02630 P38892
P30656 P23724
P53090 P53011
P38692 P06704
Q03322 P38286
P17157 P43565
P16387 P08018
P52491 P32578
Q02457 P22216
Q12417 P19882
P43132 P38827
P43601 P38885
P25454 P39676
P40364 Q04437
P16370 P41896
Q03338 P17157
P47042 P40917
P38144 P25632
Q12420 P38129
P07283 Q99186
Q04437 P25303
P25454 P29295
P41811 P04076
P38791 P20676
P27999 Q12025
P50094 Q12749
P38429 P22579
P32791 Q01217
P43571 P25358
P19735 P00445
Q05568 Q04370
P16522 Q12379
P15424 P53861
P53032 P14922
Q06217 Q03654
P11927 P06704
P14741 P32505
P32502 P05694
Q12675 P37296
Q04149 Q05016
Q08723 Q08273
P38264 P38837
P53740 P47135
Q04659 Q08270
P38624 P21243
Q12246 P38699
P08518 P22204
Q03308 P12868
P12868 P38959
P38987 P38276
P00830 P25635
Q06549 Q06549
Q12372 P40548
P00358 P32911
P46961 P38699
P28320 P12612
P39706 P38337
P33335 P23968
P19358 Q02932
P05375 P06787
P40035 P27999
Q03660 Q99394
P25646 P35732
P32497 P05750
P28627 P53322
P51862 P40348
Q02608 P40956
P40357 P32602
P38176 Q08498
P26188 P07259
P04817 P25580
P12887 P15873
Q02336 P38129
P04173 Q07084
P18899 O13587
Q03125 P06782
P25344 Q03503
P09938 P39706
P53254 Q06287
P32606 Q07623
Q08550 Q03656
P07244 P38129
Q03497 P32524
P41811 P16861
P22214 P28791
P47075 P06775
P07251 Q12380
P02557 P38217
P00830 P32828
P38861 P30771
P50094 P53323
P17709 P53043
Q02630 P38316
P38286 P32915
P32807 Q12329
P57743 P25644
P48232 Q06628
P19735 P31116
P53842 P47135
P42935 P42935
P38880 P15938
P39955 Q05080
P32601 P38555
P53924 P06777
P22353 P14907
Q08741 P04802
P19882 Q00578
P35206 P35723
P32843 P53335
P40089 P40070
Q06410 P33419
P38843 P27514
P31334 P32259
P32337 P40302
Q12349 P53251
Q12365 P33419
P40548 P50944
P38713 P22214
P38220 P41698
P28004 Q12309
P35194 P53254
P32496 Q05610
Q12517 P39016
P25694 P21771
P38191 P02994
P25626 P49704
P41813 P32562
Q12059 P51601
P16140 Q99247
P32796 P35056
P23968 P53337
P30665 P29469
P16622 P21304
P53974 Q03935
P23301 P00812
Q05785 P39083
P22035 P32566
P38861 Q03900
P53301 P53934
P12954 P19262
P08458 P04173
Q08273 P52286
P13856 P39011
P12709 P24814
P53846 P12709
P39078 P39108
P38111 P22216
P38304 P32569
P05066 P19882
Q08004 P38883
Q08428 P32366
P25635 P42942
P53731 Q05933
Q03497 P38274
Q08743 P32912
Q04659 Q03818
Q02821 P48837
P28239 P14741
Q12680 P29469
P33335 Q04697
P38065 P27351
P0C0T4 P47135
P25451 P38886
P32899 P38333
P13393 Q03761
Q08786 Q06096
P23641 Q04149
P47135 P20433
P40010 P15790
P20459 Q12099
P28000 P38744
P25626 P36520
P27999 P48569
P25293 Q12163
Q12009 Q03774
P33322 P25586
P24869 P53724
P47083 P25586
P33338 P39940
Q04264 P43605
P39704 P40069
P40350 P38993
P38112 Q12176
P16522 P09798
P31334 P19956
P33299 P19812
P53196 Q04062
P38264 P40527
P40069 P38885
P53549 P38217
P15705 Q00578
P32793 Q12446
P35056 Q07418
P33296 P23641
P40991 Q04660
P00942 P53917
P15891 P47117
Q03406 Q12488
P53877 P53927
P15625 P15624
P17709 Q04675
Q03834 Q12464
Q02891 P53108
Q06668 P38691
Q04178 Q02821
P25644 P47017
Q02892 P38112
P21264 P20424
P36104 P39706
P32381 P40469
P39969 Q03497
P32618 P39969
P38987 P07256
Q05027 P48837
P53622 P38682
P50875 P38915
P53954 P46961
P50874 P54790
Q03370 P38633
P17255 P25569
P41805 P35184
Q00772 P41940
P38734 P34167
P47074 P32259
P21268 Q02821
P39563 P06787
P38181 P40368
P43556 P38346
Q12066 Q12066
Q03406 P30665
P40071 P40475
P02309 P46970
P53087 Q06672
P06787 Q03691
Q12158 P40541
P38291 P38786
Q12517 P0C0X0
P23201 P32337
P39954 P39743
P26448 P25694
Q04437 P00447
Q03034 Q03034
P06701 P06701
P40554 P48412
Q05027 Q12460
P32641 P25301
Q04934 P32562
P48439 P33767
P22139 P07703
P12709 P24719
Q08774 Q04033
P36157 P30283
Q12420 P32495
P39984 P15992
P25644 Q03667
Q00772 P38879
Q02825 P16658
P21304 P32908
P11972 Q12301
P53243 Q04062
P49687 P33331
P48510 P33297
P36121 P07703
P06778 P04385
P36161 Q02199
P47821 P53933
P07260 P40856
P15646 Q12176
P29340 P29340
P20424 P25567
P22138 P10964
P35497 P38987
P10363 Q12306
Q06137 Q06168
P38910 P38910
P25299 Q04004
Q12506 Q02630
Q03935 P53242
P38431 P39935
Q12006 P53048
Q08490 P34162
P39013 P33420
P32263 P32263
P02994 Q04675
P32774 P29055
Q06511 P53261
P23644 P38756
P06778 Q12306
P30665 Q04659
P34160 Q02260
P06782 P24719
P22579 Q12432
P32912 P39723
Q12306 P47110
P17709 P53156
Q00402 Q06629
Q06640 P40054
Q08561 P40054
Q04751 Q07881
P47135 P89105
P25644 P53742
Q12306 P38319
P14737 P38147
P21827 P32499
Q12464 P22204
P08018 P35182
P43604 P38633
P07703 P38737
P47135 Q12506
P19262 Q07350
P40422 P41896
Q08496 P42846
P41543 P46961
P40856 P07244
P29469 P09119
P32893 P47135
Q08729 Q04598
P54786 P39969
Q03290 P37366
P43570 P40051
P53378 P53540
P32495 P28007
P14907 P32337
P53197 P32562
P38764 P48510
P39954 P23642
P34221 P22219
P49573 P35723
P39984 Q04947
Q02630 P32337
P29295 P04147
P02309 P28000
Q06697 P38351
Q12306 Q12349
Q99247 P04840
P23968 P38286
P38737 Q12250
P10823 P39717
Q02521 P36083
P53096 P38262
P12383 P32527
P20486 P33317
P38153 P47079
Q99181 Q02554
Q04049 P09624
P38987 P36010
P36047 P27476
Q12402 Q04947
Q06689 P53127
P08518 P22696
Q07824 P38361
P06782 Q04739
P46965 P25580
P07251 P38153
Q12019 P25382
P48813 Q05934
P38203 Q12377
P02829 P53622
P32634 P32917
P15992 P46963
P25648 P47821
P53044 P47068
P32502 P32501
P28519 P16474
P53746 Q06538
P38817 P39104
P40469 P53885
Q06538 P36147
P46655 P38111
P21264 Q12049
P32461 P40858
Q12315 P40477
P32610 P47104
P22696 P16370
P50264 P41834
Q12018 Q12347
P38729 P04817
P30283 Q08729
P23595 P40364
P09232 P47017
Q00772 P32490
P40347 P32333
Q07623 Q03973
Q12347 P25694
Q00246 P40450
P32495 P20053
P49686 Q12315
Q05580 P41940
Q02574 P47029
Q12460 P40554
Q07987 P36068
Q12245 P40302
Q02630 Q08521
P32863 P02829
Q00539 Q06217
P27637 P40187
P39979 P34162
P34252 P09880
P33755 Q03935
Q04377 P02309
P47079 P53156
Q12020 P39998
Q06208 P53584
P13434 Q02516
P40089 P12866
P40055 P19882
P19882 P25301
P43621 P41811
P11710 P40073
P32569 P38188
Q02896 Q99190
Q08649 Q06337
P35177 P50102
P38079 P32897
P22204 P08678
Q12028 P36000
P38822 Q03205
Q08491 P38753
P24867 P17157
P38293 P21243
Q01477 P21243
P32324 P32499
P21243 P40303
Q06629 P33895
P22137 P38856
P21771 P32902
Q08387 Q03942
P12904 P06738
P30822 Q08273
P41834 Q12199
Q12512 P27637
Q06678 P36520
P32898 P12695
P37838 Q03532
P47135 P38294
Q00916 P43611
P14742 P22133
P23642 Q12329
P32332 Q05787
P07283 P18851
P13186 P33339
P12687 P53875
P13587 Q02630
P28320 Q04048
P26754 P25379
P50101 P19524
P39102 P07256
Q06178 P36027
P47033 P41819
P38633 P28743
P46970 P13365
P38778 Q08446
Q01329 P32776
P36057 Q99190
P38882 P40075
P12709 P33329
Q02260 P47104
Q12377 P32628
P38959 Q12241
Q02821 P00358
P39940 P04050
P38969 P21965
P27515 P27515
P47153 Q08754
Q00539 Q03776
P19541 Q06651
Q08911 P40054
P47135 Q99299
Q02821 Q01574
Q08293 P04397
P46962 Q03957
P47156 P07272
Q01163 P32569
P12904 Q04739
P39521 P05150
P25639 P04817
P32597 P53924
P33327 Q12181
P40045 Q12187
P53337 P53322
P23638 P23595
O13545 P37264
P41811 P07342
P25626 P31334
P22147 P38779
P42943 P53197
P13382 P47110
P00830 P13434
P40054 P07286
P17629 P09232
Q03956 P32610
P39718 Q04370
P30771 P53550
P53112 Q12334
P38811 P38915
P50101 Q01389
P53280 P39008
Q12033 P39929
Q02630 P53070
P07260 Q06436
P53755 P53754
Q12377 P25355
P16661 P46961
P53089 Q03648
Q05123 P22082
P25694 Q08273
P46965 P38729
P40527 P38881
P40956 Q08908
P33297 Q02554
P07284 P29295
P32569 Q12124
Q08962 P38789
P11633 P32910
Q08965 P40055
P40045 P25603
Q04195 P50623
Q06103 P33299
Q05022 P53261
Q04437 P22141
Q05934 Q03792
P42841 P35728
Q07350 P17255
P38837 P40548
P25847 P39875
P52917 P50942
P40496 P32902
P32628 Q12038
Q04067 P40217
P32578 Q06813
P48837 P40069
Q12265 P40517
P38842 P32803
Q12263 P32458
P41940 Q12347
P43588 P32473
P53965 P50946
P06774 Q02794
P22579 Q02486
P46947 Q03690
P53281 Q02821
Q06644 P40088
Q04693 Q03654
P32790 P14359
P41811 P21242
P43588 P53196
P40367 P46961
Q08601 P32776
Q03897 P40098
P32582 P31384
P25847 P25336
Q08229 Q04175
P41811 P09232
P35206 P33335
P46964 P46964
Q02629 P52891
P40413 P42841
P14682 P07834
P36421 P32566
P06838 P39954
P38828 P53297
Q02950 P32902
P38077 P40348
P32912 Q12270
P40565 P46947
P47170 P38064
Q08645 P25347
P27344 P40556
P40350 P49018
P38972 Q06708
P36048 P40089
P32803 P38286
P40956 P39703
P04173 P39928
P53378 P32380
P32570 Q02574
Q12344 Q08270
P50942 P32790
P11972 P32854
Q12154 P32902
P06104 P32803
P40413 P28320
P53290 Q00582
P47135 P20437
P19262 Q08273
P40069 P06774
Q07732 P39083
Q12522 Q07896
P80667 P49334
P13393 Q02939
Q08749 P32830
P30822 P32800
P40548 P38992
P19262 P07703
P10964 P27692
P38217 P32505
P06778 P07259
Q12220 Q05946
P25298 P53040
P36160 P17214
P38822 P32454
P32580 P38123
P35723 P46965
P17255 P42842
P32628 P33442
P32521 P40494
P40094 P36015
P12754 P00924
Q08273 P47079
P25611 P40858
P40362 P09624
P34219 P53550
P41800 P18409
P40988 P38316
P32332 P40095
Q07451 P17536
P43609 P25632
P20485 P47093
P38788 Q00684
P80667 P39108
P40339 P53156
P47135 P54730
P22147 P38203
P32324 Q08601
P38782 P38238
P21264 Q05027
P08458 P25379
P06774 P39954
P23180 P53259
P00830 P25342
P53108 P07560
P33334 Q06411
P53599 P21268
P25491 P25367
P38316 P46655
P40963 P32447
Q06436 P39744
P04147 Q12161
P53834 P53303
P23595 P25303
P39078 P38191
P25558 P47135
P23595 Q04372
P40460 P32468
Q08417 Q08754
P53886 P53068
P25087 Q02724
P32529 P07703
P40339 P07251
P48813 Q02774
P04386 P53040
Q08966 P47135
P18480 P43554
P38316 P18239
Q03012 P35209
P53322 Q04697
Q00539 Q02821
P39730 Q04373
P40069 P32601
P40856 P02992
P38011 P04051
Q07622 P53238
P12868 Q12241
P36093 Q12306
P00924 Q12343
P08458 P16140
Q02821 Q05788
P12709 P25342
Q04675 P07991
P12709 P15891
P53604 P30619
P39984 P04173
P38334 P36149
P28519 P32628
P33296 P38696
Q06440 Q06440
P02829 P33313
P46671 P47135
P19524 P53141
P14906 P50944
Q12030 Q05027
P04821 P04821
P25554 P36103
P32639 P32639
P20433 P34087
Q12420 P04803
P39077 P38129
P39940 P39517
Q12464 P42843
P53093 P53108
P50111 P53096
Q06169 Q06169
P46956 P32584
P25357 P38262
P32468 P46670
P38203 P39073
P39744 P38789
P38217 P39692
O13530 P21825
P53849 P38862
Q08496 P42945
Q06150 P34730
P15992 Q04437
P32605 P53207
P53079 P40094
P33304 Q04675
P34160 P43321
Q00684 P17709
P32861 Q12446
P32350 Q12161
P32464 P33202
P34216 P33338
P09547 P22082
P40540 P47133
Q06512 P25635
P40917 P32366
P07273 P04050
Q12379 P08566
P38072 P24869
Q12749 P07806
P25358 P49018
P40513 P40352
P07272 P07272
Q04693 Q07508
P04173 Q12347
P36123 P29295
P32570 P25648
P04173 P32350
Q03792 P32366
P36075 P53215
P41833 P25583
P33441 P25555
P07259 P32828
P46948 Q08491
P40582 P39012
P53168 P33299
P48363 P52553
P32381 P40413
P33419 Q07622
P32902 Q08647
P35727 P20676
P10863 Q08920
P19263 P32570
P43593 P33299
P04807 Q12380
P43634 P40971
P08468 P25385
P89886 P47089
P39001 P38615
P45819 P48837
P47133 Q12431
Q06628 P32379
P14907 P51998
P39998 Q02821
P27705 Q02554
Q07794 P25293
P17709 P33329
Q12164 P40475
P38749 Q02821
P32337 P38910
Q06708 P32502
P15891 P32793
P07257 P21304
P06787 Q04792
P32562 P39723
P38147 P40054
P38273 P53129
P15315 Q02209
P53941 P25635
Q06142 Q03818
P11972 P53039
P40513 P34252
P53222 Q12108
Q04660 P53261
P47135 P47156
P47095 Q06410
Q12412 P38993
P04385 Q12446
P23201 P41697
Q00776 Q06178
P40095 P39011
P54786 P21691
Q02821 P40069
P25649 P32602
P16649 P14922
P38333 P53941
Q08491 P53859
Q12452 P53045
P27697 P47135
P38992 Q02795
P25386 P38121
Q04697 P25297
P32657 Q99181
P40469 P15992
Q08208 Q06344
P38629 P38251
P07149 P12753
Q08581 P38989
P47135 P18634
Q12241 P32602
P40519 Q08729
P16140 P37296
P32570 P41896
P09457 P00854
P47172 Q12349
P38822 P00812
Q00776 P08431
Q08902 P04819
P32591 P09547
P38249 Q99247
Q06410 Q06410
P34252 P05150
P35056 P80667
P30656 P25043
Q06169 P47135
P07248 Q08273
P36034 Q12372
P15790 P42846
P53927 Q08004
P36000 P13902
Q04477 P25694
P07260 P12962
P23292 P25582
P06243 Q12464
Q04437 P15705
Q12449 P17629
P11746 P07250
Q08929 P25619
Q12483 P47142
P32796 P53956
Q05022 Q06411
P38886 P38316
Q02803 P47135
P38814 P39926
P25586 P48234
P20053 P49704
Q06668 P34730
P53045 P18414
P39685 Q03790
P25491 P06701
P46678 P53060
P25368 P53254
Q07623 Q03532
P32828 P02829
Q08214 P38920
P36133 P47135
P05453 Q03735
P27999 Q07362
P25343 P04385
P02994 P26755
P34217 Q12464
P04050 P19659
P40364 P07703
Q08723 P38348
P40070 P41810
P35190 Q02630
Q12358 Q12358
P37296 P39076
P38286 Q06451
Q07930 P40565
Q07732 P14904
P48439 P47818
Q00776 P25491
P16861 P32911
P16140 P18851
Q04675 Q03516
Q12083 P38920
Q12163 P35182
P40582 P53857
P30822 P20457
P38962 P32463
P47068 Q08273
P06701 P50102
Q07930 P17123
P41800 P25358
Q04067 P38431
P42941 P34238
P34246 P38236
P40217 P41543
P20434 P04050
P39108 P27796
Q04697 P50944
P37267 P49018
P27999 Q04598
P32776 Q02574
P39735 P25389
Q05775 Q04067
P00854 P05626
P48837 P33895
Q12464 P18409
P32337 P39743
P39076 P39108
P40164 P53173
Q12329 P38123
P17157 P40495
P53632 P32908
P19735 P41338
P21190 P32569
P34167 Q12349
P32793 P41544
P40564 P33334
P48365 P32939
P32457 Q04195
Q06169 Q03790
Q06822 P21264
P38264 Q99385
Q06217 Q06406
Q12040 Q12206
P53141 P38272
P46678 P13393
P53254 P40991
P40077 P39969
P06778 P26755
P42935 Q04868
P32897 P00175
P54999 Q06333
Q06217 P40089
P36160 P40991
